Chisq frac_deut l_lipid sigma background0 scale0 sld_solvent0 vf0 background1 sld_solvent1 background2 sld_solvent2 
-3327.961177819395 0.868796744910332 10.669013990463055 2.3863502295061285 0.06598624221353501 1.5401535680965264 6.2854230848518275 0.09951503539496581 0.6762485411783783 1.8633107554050545 1.0979055955683008 -0.5478375502557647 
-3567.494922638258 0.8669272499008415 10.807150364894385 2.130651223865434 0.06526386477356691 1.6460275699238145 6.266167075385485 0.09191258130024382 0.6754593227052904 1.875034015335633 1.0927947574424817 -0.5491059220891271 
-3224.2794758129394 0.8835835670235104 10.742652439053831 2.2673303391158806 0.06530973060497658 1.4679121198917582 6.395207016804604 0.09993453542659467 0.6741572422918428 1.9143342133186192 1.0950507772485858 -0.5585758813372884 
-3373.8148611850756 0.8825705130034134 10.70424223514457 2.1385979827273407 0.0665137233530261 1.5406461706578807 6.373159758953314 0.09682186162324666 0.676336241356269 1.9116184666590146 1.0921267868739448 -0.5430427669322169 
-3398.5024339358956 0.8891486395881362 10.687401737205303 2.074946335046376 0.06466131716648607 1.5231579277580314 6.396401852272463 0.09689704752337194 0.6761428423962003 1.9263993543603186 1.0891150270728687 -0.5542380428823154 
-3417.395017308821 0.8748554463809166 10.703259711743156 2.0296619609170663 0.06513009196422657 1.5847202059587608 6.3226121779865165 0.0947645743659146 0.674779827312958 1.8810088333132866 1.0946340492371525 -0.5544456400277686 
-3382.2069279466427 0.8754733427649453 10.852944188691845 2.0051903923111984 0.06576521650935781 1.5389886475733392 6.325504212616076 0.0954238069791926 0.6761508822800327 1.8896389390173074 1.0953943066498317 -0.5448012926051808 
-3338.9659210181158 0.8702853476109403 11.15827847222993 2.223716991691135 0.06533392141132457 1.4110189162126077 6.306326584536343 0.09996927112403833 0.675456565768942 1.8836782791863902 1.0991961870950668 -0.5542084942756135 
-3402.9220889060457 0.8759028645802925 10.542177870002913 2.192156436569373 0.0653373514685251 1.6150468422312385 6.331493963866449 0.09716195474141053 0.6743772307324538 1.91601634617119 1.0896333766188426 -0.5433295690039502 
-3260.419635962581 0.8831183544621134 10.859707474743951 2.074530841728834 0.06449176264443407 1.4683940429927735 6.381341578634897 0.09955714195412232 0.6748597619593859 1.9189431411400608 1.0868773077268958 -0.5400540992381048 
-3287.755534904318 0.8850792184910558 10.710671516042552 2.051057126466233 0.06511789457640552 1.497653119156741 6.396595502772213 0.09805154520157652 0.6737537653654907 1.896450015989552 1.0911744145923992 -0.5461436622169645 
-3310.992219881181 0.8825487866983629 10.697013275123908 2.381507463243171 0.06553717789018731 1.5404428691536705 6.374619829353878 0.09738950667983609 0.6753521413728434 1.9275503788113624 1.0936484180614199 -0.5419585588515269 
