# x	 y	 dy	 fy
1.003700000000000009e-01 1.209609480515740021e+00 5.000000000000000278e-02 1.355584815859602443e+00
1.010999999999999954e-01 1.206665344300569931e+00 5.000000000000000278e-02 1.363279667373092696e+00
1.018199999999999938e-01 1.230862620910269989e+00 5.000000000000000278e-02 1.370859426606778619e+00
1.025500000000000023e-01 1.270276484695100017e+00 5.000000000000000278e-02 1.378536756485361225e+00
1.032799999999999968e-01 1.278296348479929900e+00 5.000000000000000278e-02 1.386193551768490462e+00
1.039999999999999952e-01 1.271709625089620044e+00 5.000000000000000278e-02 1.393738282073807788e+00
1.047300000000000036e-01 1.303353488874450017e+00 5.000000000000000278e-02 1.401359015613215853e+00
1.054599999999999982e-01 1.323303352659279897e+00 5.000000000000000278e-02 1.408965105422760544e+00
1.061900000000000066e-01 1.329536216444120011e+00 5.000000000000000278e-02 1.416546756792436801e+00
1.069100000000000050e-01 1.362999493053810074e+00 5.000000000000000278e-02 1.423994958566087821e+00
1.076399999999999996e-01 1.396600356838640034e+00 5.000000000000000278e-02 1.431530342464747418e+00
1.083699999999999941e-01 1.396189220623470062e+00 5.000000000000000278e-02 1.439016657627400830e+00
1.090900000000000064e-01 1.391531497233170045e+00 5.000000000000000278e-02 1.446385013856595458e+00
1.098200000000000010e-01 1.379973361018000055e+00 5.000000000000000278e-02 1.453806351405360076e+00
1.105499999999999955e-01 1.402358224802829900e+00 5.000000000000000278e-02 1.461196417962970617e+00
1.112699999999999939e-01 1.421175501412520026e+00 5.000000000000000278e-02 1.468449278178121320e+00
1.120000000000000023e-01 1.435059365197359993e+00 5.000000000000000278e-02 1.475748489522008322e+00
1.127299999999999969e-01 1.445100228982189927e+00 5.000000000000000278e-02 1.483026811315008020e+00
1.134600000000000053e-01 1.466410092767020057e+00 5.000000000000000278e-02 1.490223608919269083e+00
1.141800000000000037e-01 1.465160369376709903e+00 5.000000000000000278e-02 1.497297798372567934e+00
1.149099999999999983e-01 1.468599233161540063e+00 5.000000000000000278e-02 1.504405610177947050e+00
1.156400000000000067e-01 1.471917096946369963e+00 5.000000000000000278e-02 1.511460768455084924e+00
1.163600000000000051e-01 1.493483373556069971e+00 5.000000000000000278e-02 1.518376537879727151e+00
1.170899999999999996e-01 1.517542237340899991e+00 5.000000000000000278e-02 1.525304621215707535e+00
1.178199999999999942e-01 1.521151101125729932e+00 5.000000000000000278e-02 1.532203390419464739e+00
1.185400000000000065e-01 1.534811377735429971e+00 5.000000000000000278e-02 1.538909275813845845e+00
1.192700000000000010e-01 1.534866241520260077e+00 5.000000000000000278e-02 1.545666651809850745e+00
1.199999999999999956e-01 1.526032105305090036e+00 5.000000000000000278e-02 1.552348975274319809e+00
1.207300000000000040e-01 1.550507969089919946e+00 5.000000000000000278e-02 1.558952830730124139e+00
1.214500000000000024e-01 1.579966245699609972e+00 5.000000000000000278e-02 1.565421823198981599e+00
1.221799999999999969e-01 1.571573109484440067e+00 5.000000000000000278e-02 1.571863438807925784e+00
1.229100000000000054e-01 1.576503973269270054e+00 5.000000000000000278e-02 1.578267594438094834e+00
1.236300000000000038e-01 1.586790249878970105e+00 5.000000000000000278e-02 1.584473199275678645e+00
1.243599999999999983e-01 1.596111113663799985e+00 5.000000000000000278e-02 1.590701348181283725e+00
1.250900000000000067e-01 1.609688977448630043e+00 5.000000000000000278e-02 1.596849730541801016e+00
1.258100000000000052e-01 1.622209254058329941e+00 5.000000000000000278e-02 1.602807661775687009e+00
1.265400000000000136e-01 1.622798117843160082e+00 5.000000000000000278e-02 1.608806148899817767e+00
1.272699999999999942e-01 1.635512981627990081e+00 5.000000000000000278e-02 1.614650336825183441e+00
1.280000000000000027e-01 1.619593845412820032e+00 5.000000000000000278e-02 1.620449309342437916e+00
1.287200000000000011e-01 1.626807122022509988e+00 5.000000000000000278e-02 1.626051106621303477e+00
1.294500000000000095e-01 1.649096985807350091e+00 5.000000000000000278e-02 1.631641120997797234e+00
1.301799999999999902e-01 1.668357849592180031e+00 5.000000000000000278e-02 1.637151918430587827e+00
1.308999999999999886e-01 1.658440126201869980e+00 5.000000000000000278e-02 1.642448069891013773e+00
1.316299999999999970e-01 1.661797989986699919e+00 5.000000000000000278e-02 1.647770541001398747e+00
1.323600000000000054e-01 1.668861853771530068e+00 5.000000000000000278e-02 1.652925523320329937e+00
1.330800000000000038e-01 1.664556130381229959e+00 5.000000000000000278e-02 1.657946555758404550e+00
1.338100000000000123e-01 1.690157994166060051e+00 5.000000000000000278e-02 1.662914742441648164e+00
1.345399999999999929e-01 1.703342857950890021e+00 5.000000000000000278e-02 1.667763992187377697e+00
1.352599999999999913e-01 1.703184134560590035e+00 5.000000000000000278e-02 1.672474190411911366e+00
1.359899999999999998e-01 1.716124998345420094e+00 5.000000000000000278e-02 1.677074873554368573e+00
1.367200000000000082e-01 1.722723862130250083e+00 5.000000000000000278e-02 1.681619444941307551e+00
1.374499999999999889e-01 1.720912725915080044e+00 5.000000000000000278e-02 1.685993086113185546e+00
1.381699999999999873e-01 1.724352002524770056e+00 5.000000000000000278e-02 1.690217719439320643e+00
1.388999999999999957e-01 1.733304866309600012e+00 5.000000000000000278e-02 1.694382204544793824e+00
1.396300000000000041e-01 1.737887730094429983e+00 5.000000000000000278e-02 1.698395614533270592e+00
1.403500000000000025e-01 1.760280006704129985e+00 5.000000000000000278e-02 1.702291562327117536e+00
1.410800000000000110e-01 1.764841870488959907e+00 5.000000000000000278e-02 1.706028769641269038e+00
1.418099999999999916e-01 1.775459734273789891e+00 5.000000000000000278e-02 1.709703572515037129e+00
1.425299999999999900e-01 1.785883010883489996e+00 5.000000000000000278e-02 1.713161484381572119e+00
1.432599999999999985e-01 1.783717874668319991e+00 5.000000000000000278e-02 1.716549759826785815e+00
1.439900000000000069e-01 1.803186738453149918e+00 5.000000000000000278e-02 1.719826288215261512e+00
1.447100000000000053e-01 1.827542015062840086e+00 5.000000000000000278e-02 1.722875843586940237e+00
1.454400000000000137e-01 1.825972878847669900e+00 5.000000000000000278e-02 1.725904806464750418e+00
1.461699999999999944e-01 1.828192742632499979e+00 5.000000000000000278e-02 1.728708548771576758e+00
1.468899999999999928e-01 1.820320019242199994e+00 5.000000000000000278e-02 1.731395800546863484e+00
1.476200000000000012e-01 1.775498883027029962e+00 5.000000000000000278e-02 1.733956470966280916e+00
1.483500000000000096e-01 1.774957746811860027e+00 5.000000000000000278e-02 1.736368797709587186e+00
1.490700000000000081e-01 1.788054023421560057e+00 5.000000000000000278e-02 1.738650462206560166e+00
1.497999999999999887e-01 1.802790887206390025e+00 5.000000000000000278e-02 1.740746432086738738e+00
1.505299999999999971e-01 1.803348750991220051e+00 5.000000000000000278e-02 1.742771805318969136e+00
1.512499999999999956e-01 1.820423027600909904e+00 5.000000000000000278e-02 1.744553690071690255e+00
1.519800000000000040e-01 1.829224891385750063e+00 5.000000000000000278e-02 1.746254580282450286e+00
1.527100000000000124e-01 1.820770755170580069e+00 5.000000000000000278e-02 1.747802137867901617e+00
1.534300000000000108e-01 1.811387031780270052e+00 5.000000000000000278e-02 1.749151715698425535e+00
