Q R dR
0.00877296 0.009112802466473932 0.0003310409715365829
0.0100889 0.006876387923393275 0.0002395986983186049
0.0114048 0.00487383135513218 0.00017901391765921498
0.0127208 0.0036427535938345808 0.0001385386539040545
0.0140367 0.0026227360634653017 0.00011036391347396608
0.0153526 0.0021255103349946554 9.005709714156116e-05
0.0166685 0.001785223860656411 7.498285862210582e-05
0.0179845 0.0014471823706578312 6.350446400611075e-05
0.0193004 0.0012732625103369399 5.457133860328463e-05
0.0206163 0.0010475705990701189 4.7483548127395177e-05
0.0219322 0.0010037035610039136 4.177364170858281e-05
0.0241253 0.0007830541359330027 3.4427862342891106e-05
0.0263185 0.0006346940343009366 2.8962489416489816e-05
0.0285116 0.000585530643197994 2.478135110264633e-05
0.0307047 0.0005116437452350204 2.1500115595131253e-05
0.0328977 0.0004265050820206227 1.886864002082357e-05
0.0350908 0.0004214787559554617 1.671817299195258e-05
0.0372838 0.0003784924095661786 1.4932169446351427e-05
0.0394768 0.0003369764337999796 1.3427593022185666e-05
0.0416698 0.00029829926456864816 1.2144251254256506e-05
0.0438627 0.0002781422520176035 1.1038580879508822e-05
0.0473713 0.00024695218533115975 9.555415548750332e-06
0.0508798 0.00022686838449423135 8.341065692355219e-06
0.0543882 0.00021591421635764458 7.330224593874018e-06
0.0578966 0.00018964439446912955 6.476470012156051e-06
0.0614048 0.00017627066419114817 5.746774204755884e-06
0.0649128 0.00015985647517916687 5.116862634843353e-06
0.0684208 0.00014507099509429103 4.56858301253161e-06
0.0719286 0.00012307280831469171 4.0881060341801135e-06
0.0754363 0.00011239899583046075 3.6647098615717438e-06
0.0789438 0.00010794812487871775 3.2898867162769037e-06
0.0824512 9.206039891146736e-05 2.9568292018678053e-06
0.0859585 9.037899062677195e-05 2.659803820153266e-06
0.087712 8.300365612782142e-05 2.5235452949939396e-06
0.091219 7.291792050923449e-05 2.273061220168378e-06
0.0947258 6.183496340627189e-05 2.0486197595405823e-06
0.0982324 5.2402636375041446e-05 1.847514058948287e-06
0.101739 5.034349316399478e-05 1.6672339781076339e-06
0.105245 4.55008329846019e-05 1.505657718744635e-06
0.108751 3.76106201303573e-05 1.3608900635465825e-06
0.112257 3.190246500041285e-05 1.2313002334991729e-06
0.115762 2.901213790647182e-05 1.115482783932626e-06
0.119268 2.360407878963568e-05 1.012094439509644e-06
0.122773 1.9632527425636424e-05 9.200508472451763e-07
0.126278 1.5217942196115522e-05 8.382850204296949e-07
0.129782 1.3803719429692699e-05 7.658737537707981e-07
0.133287 1.0230534070666793e-05 7.019035703103984e-07
0.136791 1.0005574350065244e-05 6.456014558531861e-07
0.140295 6.128534528347362e-06 5.961879220798819e-07
0.143798 5.5768305893575305e-06 5.52957244160886e-07
0.147302 3.6651735793856868e-06 5.152051181925506e-07
0.150805 2.6775182423467407e-06 4.822723465758351e-07
0.153432 3.2917961188683317e-06 4.6045439245162756e-07
0.15781 1.5987790651663008e-06 4.287530595963409e-07
0.162187 9.7377802301407e-07 4.0189077296277735e-07
0.166564 -4.119267216681839e-08 3.7903178937434394e-07
0.170941 1.3309217074184617e-07 3.593789565530605e-07
0.175317 -5.446528442595167e-07 3.4226141036914715e-07
0.179693 -1.742692916496593e-07 3.271190531464125e-07
0.184068 -2.5436143685218823e-07 3.135093861263884e-07
0.188442 1.019546047679525e-08 3.010835616820144e-07
0.192816 3.3622252815856927e-07 2.895735389992314e-07
0.197189 -4.294957578803847e-09 2.787854765144272e-07
0.201562 3.16717368098861e-07 2.6857546780798426e-07
0.205934 4.1702072595132266e-07 2.5884741129194875e-07
0.210305 2.4305097521362964e-07 2.4953529121213613e-07
0.214676 4.5149094190507376e-07 2.4059510701612344e-07
0.219046 2.2577092177846091e-07 2.320040471444434e-07
0.223416 6.940491722748668e-07 2.2374672338994887e-07
0.227785 4.6549903372194314e-07 2.1581876316234432e-07
0.232153 3.331268736786332e-07 2.082176982901141e-07
0.23652 4.896099711309783e-07 2.0094251637595448e-07
0.240887 1.3698745203856166e-07 1.9399042634498716e-07
0.245253 1.768604756435532e-07 1.873605650829726e-07
0.249618 5.19416920534291e-07 1.8104834693863853e-07
0.253982 5.198330907708968e-07 1.7505776782791942e-07
0.258346 6.240508185504736e-08 1.6943929737924469e-07
