210
        0.93714        0.514688        0.366567        0.888759        0.374191       0.0245263        0.212998        0.863969         0.73034        0.831027       0.0631292        0.012655        0.692354        0.388787        0.343573        0.437601        0.764394        0.176306        0.179021        0.798747        0.540464        0.584617        0.654646        0.627875         0.68892        0.674808        0.495545        0.621349       0.0138515        0.802992          0.8892 
         0.9431          0.5386          0.3665          0.9987          0.6931          0.0588          0.2601          0.8205          0.9077          0.5916          0.0477          0.6482          0.0802          0.6045          0.4646          0.9941          0.0315          0.9889          0.0507          0.3066          0.9349          0.4463          0.0808          0.2415          0.6754          0.4346          0.5294          0.7806          0.4466          0.9504           0.538 
         0.2965          0.4095          0.9502          0.7578          0.6515          0.1654          0.6982          0.1996          0.2232          0.9852          0.6038          0.8372          0.6533          0.7253          0.9574          0.6852          0.1268           0.021          0.8386          0.6116          0.7586          0.1453          0.6083          0.3386           0.033          0.9132          0.6726          0.4022          0.2217          0.6685          0.8052 
         0.9076          0.9951          0.8659          0.6611          0.4223          0.2352          0.4554          0.6875          0.5007          0.2429          0.5003          0.1049          0.6965          0.8297          0.3373          0.3111          0.0874          0.8696          0.0038          0.7898          0.2238          0.0179          0.9705          0.8176          0.7837          0.8549          0.1326           0.872          0.3817          0.8507          0.1841 
          0.171          0.8957          0.4428          0.6119          0.0322          0.2303          0.9449          0.6965          0.6309           0.888          0.4861          0.0909          0.6589          0.3731          0.0989          0.4376          0.7403          0.8783          0.7794          0.4985          0.5313          0.5183          0.5806          0.0278          0.6889          0.0748          0.5957          0.5863          0.9131          0.8429          0.5891 
         0.9771          0.9546          0.2761          0.8887          0.3746          0.0845          0.3399          0.4338          0.7373           0.791          0.6051           0.082          0.9923          0.3887          0.3405          0.0306          0.7933          0.1774          0.1793          0.2707          0.4774          0.5515          0.6543          0.8272          0.6982          0.6788          0.4953          0.4917          0.0128          0.8026          0.2593 
         0.4883          0.3951          0.1992          0.6804           0.561          0.0311           0.638          0.7485          0.5542          0.1851          0.9158          0.2572          0.8163          0.9665          0.4794          0.6854          0.6907          0.0536          0.3022          0.8603          0.1828          0.9263          0.8911          0.1835          0.5606          0.5141          0.0435          0.1918          0.2338          0.0667          0.7668 
         0.2122          0.3217          0.9292           0.757          0.6549          0.1924          0.1106          0.8262          0.9205          0.9656          0.1333          0.0993          0.3602          0.8967          0.0043          0.6235          0.0927          0.8395          0.0038          0.7858          0.2338          0.0609          0.7714          0.5176          0.3837          0.6549          0.1506          0.8552          0.9872          0.4597           0.386 
         0.9944          0.1622          0.3275          0.0117          0.0242          0.4774          0.3026          0.8689          0.6486          0.7654          0.9174          0.0847          0.6794          0.9919          0.0962          0.4819          0.8475          0.6288          0.5754          0.8785          0.3172          0.9605          0.7119          0.4258          0.5606          0.9337          0.0377          0.0819          0.2936          0.0667          0.7608 
         0.4275           0.936          0.1491          0.4649          0.1373          0.0256          0.0183          0.4135          0.1861          0.5531          0.2109          0.7986           0.899           0.356          0.8156          0.3699          0.5878          0.5136          0.9211          0.2514          0.8361          0.5369          0.8735           0.942          0.1232          0.0767          0.2075          0.8373          0.3804          0.9568          0.8006 
          0.171          0.8757           0.447          0.6119          0.0322          0.2306          0.9494          0.6645          0.3393          0.8383          0.4079          0.5417          0.4217           0.948          0.5712          0.5193          0.0735          0.7585          0.0101          0.4616           0.328          0.0864          0.2916            0.83          0.7136           0.615          0.7666          0.3356          0.6192          0.9538           0.279 
         0.2032          0.7318          0.0107          0.5498            0.11           0.971          0.2596          0.8617          0.9402          0.6927          0.9901          0.0319          0.1129          0.3931          0.8335          0.4377          0.7402          0.8583          0.0794          0.7286          0.5913          0.5183          0.1806          0.0278          0.6889          0.6748          0.5957          0.5263          0.9133          0.8422          0.8895 
         0.1381          0.3733          0.9995          0.9756          0.8758          0.0382           0.917          0.8466          0.4616          0.6072          0.2265          0.0777          0.7283          0.5175           0.905          0.3539          0.9995          0.3528          0.3711          0.6569          0.0431          0.0462          0.3632          0.7974          0.6902          0.6152          0.5748          0.1093          0.4499          0.9084          0.9274 
         0.5924          0.3461          0.2252          0.5844          0.1811          0.0825          0.5606          0.5962          0.5502          0.6556          0.1633          0.0953          0.3677          0.9466          0.4034          0.6432          0.5426          0.5002          0.4462          0.8854            0.37          0.8842          0.1747          0.5277          0.6429          0.9791          0.4953          0.8905           0.892          0.8041          0.6199 
         0.8381          0.5146          0.3665          0.8087          0.3744          0.0245          0.2139          0.8835          0.7303           0.821          0.0931          0.0126          0.6923          0.0887          0.3435          0.8376          0.6538          0.4197          0.3452          0.1577          0.4607           0.387          0.0022          0.5419          0.6044          0.1633          0.8686          0.3927          0.4897           0.924           0.245 
         0.2962          0.9984          0.7775          0.7482          0.8193          0.1186          0.1997          0.7159          0.5989          0.0765          0.9724           0.229          0.4343          0.0806          0.1739           0.834          0.7643          0.1563           0.179          0.7987          0.5404          0.5846          0.6546          0.6274           0.288          0.0748          0.4955          0.0213          0.0108          0.8729          0.7291 
         0.1391           0.373          0.9997          0.6706          0.6758          0.0382           0.147          0.8366          0.8616          0.6842          0.0265           0.077          0.7283          0.5175          0.9053          0.3381          0.9991          0.3588          0.5721          0.6489          0.0121          0.9209          0.7883          0.1542          0.2052            0.97          0.9208          0.0131          0.8509          0.2098          0.5304 
