z lipid2 substrate bME protein lipid1 headgroup2 headgroup2_2 normarea tetherg headgroup1_2 methyl1 tether methyl2 headgroup1 summol water waterperc
77.5 0.0 0.0 0.0 0.0 0.0 0.00029 3.1e-05 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.000321 183.999679 0.999998255435
78.0 0.0 0.0 0.0 0.0 0.0 0.000187 1.9e-05 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.000206 183.999794 0.999998880435
78.5 0.0 0.0 0.0 0.0 0.0 0.00012 1.2e-05 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.000132 183.999868 0.999999282609
79.0 0.0 0.0 0.0 0.0 0.0 7.6e-05 7e-06 184.0 0.0 0.0 0.0 0.0 0.0 0.0 8.3e-05 183.999917 0.999999548913
79.5 0.0 0.0 0.0 0.0 0.0 4.8e-05 4e-06 184.0 0.0 0.0 0.0 0.0 0.0 0.0 5.2e-05 183.999948 0.999999717391
80.0 0.0 0.0 0.0 0.0 0.0 3e-05 3e-06 184.0 0.0 0.0 0.0 0.0 0.0 0.0 3.3e-05 183.999967 0.999999820652
80.5 0.0 0.0 0.0 0.0 0.0 1.8e-05 2e-06 184.0 0.0 0.0 0.0 0.0 0.0 0.0 2e-05 183.99998 0.999999891304
81.0 0.0 0.0 0.0 0.0 0.0 1.1e-05 1e-06 184.0 0.0 0.0 0.0 0.0 0.0 0.0 1.2e-05 183.999988 0.999999934783
81.5 0.0 0.0 0.0 0.0 0.0 7e-06 1e-06 184.0 0.0 0.0 0.0 0.0 0.0 0.0 8e-06 183.999992 0.999999956522
82.0 0.0 0.0 0.0 0.0 0.0 4e-06 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 4e-06 183.999996 0.999999978261
82.5 0.0 0.0 0.0 0.0 0.0 2e-06 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 2e-06 183.999998 0.99999998913
83.0 0.0 0.0 0.0 0.0 0.0 1e-06 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 1e-06 183.999999 0.999999994565
83.5 0.0 0.0 0.0 0.0 0.0 1e-06 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 1e-06 183.999999 0.999999994565
84.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
84.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
85.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
85.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
86.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
86.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
87.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
87.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
88.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
88.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
89.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
89.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
90.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
90.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
91.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
91.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
92.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
92.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
93.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
93.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
94.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
94.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
95.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
95.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
96.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
96.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
97.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
97.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
98.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
98.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
99.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
99.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
100.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
101.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
101.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
102.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
102.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
103.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
103.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
104.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
104.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
105.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 184.0 1.0
105.5 0.0 0.0 0.0 2.122902 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 2.122902 181.877098 0.98846248913
106.0 0.0 0.0 0.0 4.626325 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 4.626325 179.373675 0.974856929348
106.5 0.0 0.0 0.0 7.129748 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 7.129748 176.870252 0.961251369565
107.0 0.0 0.0 0.0 9.63317 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 9.63317 174.36683 0.947645815217
107.5 0.0 0.0 0.0 12.136593 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 12.136593 171.863407 0.934040255435
108.0 0.0 0.0 0.0 14.640016 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 14.640016 169.359984 0.920434695652
108.5 0.0 0.0 0.0 17.143438 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 17.143438 166.856562 0.906829141304
109.0 0.0 0.0 0.0 19.646861 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 19.646861 164.353139 0.893223581522
109.5 0.0 0.0 0.0 22.150284 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 22.150284 161.849716 0.879618021739
110.0 0.0 0.0 0.0 24.653706 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 24.653706 159.346294 0.866012467391
110.5 0.0 0.0 0.0 27.157129 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 27.157129 156.842871 0.852406907609
111.0 0.0 0.0 0.0 29.660552 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 29.660552 154.339448 0.838801347826
111.5 0.0 0.0 0.0 32.163974 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 32.163974 151.836026 0.825195793478
112.0 0.0 0.0 0.0 34.667397 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 34.667397 149.332603 0.811590233696
112.5 0.0 0.0 0.0 37.17082 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 37.17082 146.82918 0.797984673913
113.0 0.0 0.0 0.0 39.674242 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 39.674242 144.325758 0.784379119565
113.5 0.0 0.0 0.0 42.177665 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 42.177665 141.822335 0.770773559783
114.0 0.0 0.0 0.0 44.681088 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 44.681088 139.318912 0.757168
114.5 0.0 0.0 0.0 47.18451 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 47.18451 136.81549 0.743562445652
115.0 0.0 0.0 0.0 49.687933 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 49.687933 134.312067 0.72995688587
115.5 0.0 0.0 0.0 52.191356 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 52.191356 131.808644 0.716351326087
116.0 0.0 0.0 0.0 54.694778 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 54.694778 129.305222 0.702745771739
116.5 0.0 0.0 0.0 57.198201 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 57.198201 126.801799 0.689140211957
117.0 0.0 0.0 0.0 59.701624 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 59.701624 124.298376 0.675534652174
117.5 0.0 0.0 0.0 62.205046 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 62.205046 121.794954 0.661929097826
118.0 0.0 0.0 0.0 64.708469 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 64.708469 119.291531 0.648323538043
118.5 0.0 0.0 0.0 67.211891 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 67.211891 116.788109 0.634717983696
119.0 0.0 0.0 0.0 69.715314 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 69.715314 114.284686 0.621112423913
119.5 0.0 0.0 0.0 72.218737 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 72.218737 111.781263 0.60750686413
120.0 0.0 0.0 0.0 74.722159 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 74.722159 109.277841 0.593901309783
120.5 0.0 0.0 0.0 77.225582 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 77.225582 106.774418 0.58029575
121.0 0.0 0.0 0.0 79.729005 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 79.729005 104.270995 0.566690190217
121.5 0.0 0.0 0.0 82.232427 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 82.232427 101.767573 0.55308463587
122.0 0.0 0.0 0.0 84.73585 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 84.73585 99.26415 0.539479076087
122.5 0.0 0.0 0.0 87.239273 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 87.239273 96.760727 0.525873516304
123.0 0.0 0.0 0.0 89.742695 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 89.742695 94.257305 0.512267961957
123.5 0.0 0.0 0.0 92.246118 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 92.246118 91.753882 0.498662402174
124.0 0.0 0.0 0.0 94.749541 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 94.749541 89.250459 0.485056842391
124.5 0.0 0.0 0.0 97.252963 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 97.252963 86.747037 0.471451288043
125.0 0.0 0.0 0.0 99.756386 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 99.756386 84.243614 0.457845728261
125.5 0.0 0.0 0.0 102.259809 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 102.259809 81.740191 0.444240168478
126.0 0.0 0.0 0.0 104.763231 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 104.763231 79.236769 0.43063461413
126.5 0.0 0.0 0.0 107.266654 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 107.266654 76.733346 0.417029054348
127.0 0.0 0.0 0.0 109.770077 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 109.770077 74.229923 0.403423494565
127.5 0.0 0.0 0.0 112.273499 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 112.273499 71.726501 0.389817940217
128.0 0.0 0.0 0.0 114.776922 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 114.776922 69.223078 0.376212380435
128.5 0.0 0.0 0.0 117.280345 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 117.280345 66.719655 0.362606820652
129.0 0.0 0.0 0.0 119.783767 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 119.783767 64.216233 0.349001266304
129.5 0.0 0.0 0.0 122.28719 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 122.28719 61.71281 0.335395706522
130.0 0.0 0.0 0.0 124.790613 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 124.790613 59.209387 0.321790146739
130.5 0.0 0.0 0.0 127.294035 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 127.294035 56.705965 0.308184592391
131.0 0.0 0.0 0.0 129.797458 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 129.797458 54.202542 0.294579032609
131.5 0.0 0.0 0.0 132.300881 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 132.300881 51.699119 0.280973472826
132.0 0.0 0.0 0.0 134.804303 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 134.804303 49.195697 0.267367918478
132.5 0.0 0.0 0.0 137.307726 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 137.307726 46.692274 0.253762358696
133.0 0.0 0.0 0.0 139.811149 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 139.811149 44.188851 0.240156798913
133.5 0.0 0.0 0.0 142.314571 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 142.314571 41.685429 0.226551244565
134.0 0.0 0.0 0.0 144.817994 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 144.817994 39.182006 0.212945684783
134.5 0.0 0.0 0.0 147.321416 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 147.321416 36.678584 0.199340130435
135.0 0.0 0.0 0.0 149.824839 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 149.824839 34.175161 0.185734570652
135.5 0.0 0.0 0.0 152.328262 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 152.328262 31.671738 0.17212901087
136.0 0.0 0.0 0.0 154.831684 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 154.831684 29.168316 0.158523456522
136.5 0.0 0.0 0.0 157.335107 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 157.335107 26.664893 0.144917896739
137.0 0.0 0.0 0.0 159.83853 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 159.83853 24.16147 0.131312336957
137.5 0.0 0.0 0.0 158.096148 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 158.096148 25.903852 0.140781804348
138.0 0.0 0.0 0.0 155.592725 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 155.592725 28.407275 0.15438736413
138.5 0.0 0.0 0.0 153.089302 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 153.089302 30.910698 0.167992923913
139.0 0.0 0.0 0.0 150.58588 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 150.58588 33.41412 0.181598478261
139.5 0.0 0.0 0.0 148.082457 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 148.082457 35.917543 0.195204038043
140.0 0.0 0.0 0.0 145.579034 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 145.579034 38.420966 0.208809597826
140.5 0.0 0.0 0.0 143.075612 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 143.075612 40.924388 0.222415152174
141.0 0.0 0.0 0.0 140.572189 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 140.572189 43.427811 0.236020711957
141.5 0.0 0.0 0.0 138.068766 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 138.068766 45.931234 0.249626271739
142.0 0.0 0.0 0.0 135.565344 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 135.565344 48.434656 0.263231826087
142.5 0.0 0.0 0.0 133.061921 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 133.061921 50.938079 0.27683738587
143.0 0.0 0.0 0.0 130.558498 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 130.558498 53.441502 0.290442945652
143.5 0.0 0.0 0.0 128.055076 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 128.055076 55.944924 0.3040485
144.0 0.0 0.0 0.0 125.551653 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 125.551653 58.448347 0.317654059783
144.5 0.0 0.0 0.0 123.04823 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 123.04823 60.95177 0.331259619565
145.0 0.0 0.0 0.0 120.544808 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 120.544808 63.455192 0.344865173913
145.5 0.0 0.0 0.0 118.041385 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 118.041385 65.958615 0.358470733696
146.0 0.0 0.0 0.0 115.537962 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 115.537962 68.462038 0.372076293478
146.5 0.0 0.0 0.0 113.03454 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 113.03454 70.96546 0.385681847826
147.0 0.0 0.0 0.0 110.531117 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 110.531117 73.468883 0.399287407609
147.5 0.0 0.0 0.0 108.027694 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 108.027694 75.972306 0.412892967391
148.0 0.0 0.0 0.0 105.524272 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 105.524272 78.475728 0.426498521739
148.5 0.0 0.0 0.0 103.020849 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 103.020849 80.979151 0.440104081522
149.0 0.0 0.0 0.0 100.517426 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 100.517426 83.482574 0.453709641304
149.5 0.0 0.0 0.0 98.014004 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 98.014004 85.985996 0.467315195652
150.0 0.0 0.0 0.0 95.510581 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 95.510581 88.489419 0.480920755435
150.5 0.0 0.0 0.0 93.007159 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 93.007159 90.992841 0.494526309783
151.0 0.0 0.0 0.0 90.503736 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 90.503736 93.496264 0.508131869565
151.5 0.0 0.0 0.0 88.000313 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 88.000313 95.999687 0.521737429348
152.0 0.0 0.0 0.0 85.496891 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 85.496891 98.503109 0.535342983696
152.5 0.0 0.0 0.0 82.993468 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 82.993468 101.006532 0.548948543478
153.0 0.0 0.0 0.0 80.490045 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 80.490045 103.509955 0.562554103261
153.5 0.0 0.0 0.0 77.986623 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 77.986623 106.013377 0.576159657609
154.0 0.0 0.0 0.0 75.4832 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 75.4832 108.5168 0.589765217391
154.5 0.0 0.0 0.0 72.979777 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 72.979777 111.020223 0.603370777174
155.0 0.0 0.0 0.0 70.476355 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 70.476355 113.523645 0.616976331522
155.5 0.0 0.0 0.0 67.972932 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 67.972932 116.027068 0.630581891304
156.0 0.0 0.0 0.0 65.469509 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 65.469509 118.530491 0.644187451087
156.5 0.0 0.0 0.0 62.966087 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 62.966087 121.033913 0.657793005435
157.0 0.0 0.0 0.0 60.462664 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 60.462664 123.537336 0.671398565217
157.5 0.0 0.0 0.0 57.959241 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 57.959241 126.040759 0.685004125
158.0 0.0 0.0 0.0 55.455819 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 55.455819 128.544181 0.698609679348
158.5 0.0 0.0 0.0 52.952396 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 52.952396 131.047604 0.71221523913
159.0 0.0 0.0 0.0 50.448973 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 50.448973 133.551027 0.725820798913
159.5 0.0 0.0 0.0 47.945551 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 47.945551 136.054449 0.739426353261
160.0 0.0 0.0 0.0 45.442128 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 45.442128 138.557872 0.753031913043
160.5 0.0 0.0 0.0 42.938705 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 42.938705 141.061295 0.766637472826
161.0 0.0 0.0 0.0 40.435283 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 40.435283 143.564717 0.780243027174
161.5 0.0 0.0 0.0 37.93186 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 37.93186 146.06814 0.793848586957
162.0 0.0 0.0 0.0 35.428437 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 35.428437 148.571563 0.807454146739
162.5 0.0 0.0 0.0 32.925015 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 32.925015 151.074985 0.821059701087
163.0 0.0 0.0 0.0 30.421592 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 30.421592 153.578408 0.83466526087
163.5 0.0 0.0 0.0 27.918169 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 27.918169 156.081831 0.848270820652
164.0 0.0 0.0 0.0 25.414747 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 25.414747 158.585253 0.861876375
164.5 0.0 0.0 0.0 22.911324 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 22.911324 161.088676 0.875481934783
165.0 0.0 0.0 0.0 20.407901 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 20.407901 163.592099 0.889087494565
165.5 0.0 0.0 0.0 17.904479 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 17.904479 166.095521 0.902693048913
166.0 0.0 0.0 0.0 15.401056 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 15.401056 168.598944 0.916298608696
166.5 0.0 0.0 0.0 12.897634 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 12.897634 171.102366 0.929904163043
167.0 0.0 0.0 0.0 10.394211 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 10.394211 173.605789 0.943509722826
167.5 0.0 0.0 0.0 7.890788 0.0 0.0 0.0 184.0 0.0 0.0 0.0 0.0 0.0 0.0 7.890788 176.109212 0.957115282609
