# Q dQ R dR fit
0.00369389 7.90228e-05 0.61049 0.0160046 0.662309
0.00415562 8.066e-05 0.585488 0.0155018 0.63209
0.00461736 8.24514e-05 0.584704 0.0154718 0.598177
0.00507909 8.43872e-05 0.567747 0.0150428 0.565416
0.00554083 8.64576e-05 0.541234 0.0145148 0.533786
0.00600256 8.86532e-05 0.523834 0.0141339 0.503274
0.0064643 9.09649e-05 0.511548 0.0138926 0.473875
0.00692603 9.33842e-05 0.472774 0.013031 0.445587
0.00738776 9.59028e-05 0.430829 0.0120759 0.418408
0.0078495 9.85132e-05 0.417048 0.0118121 0.39234
0.00831123 0.000101208 0.401262 0.0114634 0.367382
0.00877297 0.000103981 0.369361 0.0107281 0.34353
0.0092347 0.000106827 0.347268 0.0102649 0.320779
0.00969643 0.000109738 0.328892 0.00989258 0.29912
0.0101582 0.000112711 0.304189 0.00931414 0.278541
0.0106199 0.00011574 0.287125 0.00896185 0.259027
0.0110816 0.000118822 0.258831 0.00826801 0.240558
0.0115434 0.000121951 0.237233 0.00644362 0.223111
0.0120051 0.000125126 0.22302 0.00746423 0.206637
0.012236 0.000126729 0.200719 0.00661757 0.198755
0.0124668 0.000128341 0.203409 0.00698497 0.191156
0.0129286 0.000131595 0.196393 0.00680888 0.176637
0.0133903 0.000134885 0.17311 0.00625686 0.162976
0.0136211 0.000136542 0.172126 0.00551094 0.156465
0.013852 0.000138207 0.168479 0.00614652 0.150209
0.0143137 0.000141561 0.159149 0.00590259 0.138299
0.0147755 0.000144942 0.134916 0.00531232 0.127145
0.0150063 0.000146643 0.129801 0.00420747 0.121848
0.0152372 0.00014835 0.126456 0.00511586 0.116772
0.0156989 0.000151783 0.123702 0.0050079 0.107145
0.0161607 0.00015524 0.11341 0.0047733 0.0981655
0.0163915 0.000156976 0.105133 0.003368 0.0939161
0.0166224 0.000158717 0.0964304 0.00430333 0.0898545
0.0170841 0.000162215 0.0904127 0.00415342 0.0821758
0.0175458 0.000165816 0.0873864 0.00407157 0.0750454
0.0177767 0.000167997 0.0726405 0.00244005 0.0717084
0.0184693 0.000174543 0.0702776 0.0023323 0.0624549
0.0191619 0.000181088 0.0530067 0.00186875 0.0542426
0.0198545 0.000187633 0.0501077 0.00176279 0.0470015
0.020547 0.000194178 0.0437186 0.00156246 0.040634
0.0212396 0.000200723 0.0352677 0.00131746 0.0350496
0.0219322 0.000207268 0.0319732 0.00121656 0.0301646
0.0226248 0.000213814 0.0281811 0.00109361 0.0258931
0.0230865 0.000218177 0.0250222 0.000902154 0.0234234
0.0253951 0.000239994 0.0137836 0.0005712 0.0138789
0.0277036 0.00026181 0.00770811 0.000375257 0.00798675
0.0300122 0.000283627 0.00407935 0.000243474 0.00448535
0.0323207 0.000305443 0.00188152 0.000150044 0.00247126
0.0346292 0.000327258 0.000742672 8.79298e-05 0.00136407
0.0369377 0.000349074 0.000358329 5.80887e-05 0.000799574
0.0392461 0.000370888 0.000246382 4.53313e-05 0.00055163
0.0415545 0.000392703 0.000346888 4.9513e-05 0.000478969
0.0438629 0.000414517 0.000596302 5.99962e-05 0.000491803
0.0461712 0.000436331 0.000652223 5.93999e-05 0.000531994
0.0498645 0.000471232 0.000822781 6.24789e-05 0.000572291
0.0535577 0.000506131 0.000773448 5.60331e-05 0.000537401
0.0572508 0.00054103 0.000614808 4.646e-05 0.000438488
0.0609437 0.000575927 0.000454788 3.765e-05 0.000321726
0.0646366 0.000610822 0.000266877 2.66406e-05 0.000231544
0.0683293 0.000645716 9.47157e-05 1.53628e-05 0.000186789
0.0720219 0.000680608 6.08568e-05 1.21029e-05 0.000177907
0.0757143 0.000715498 8.06793e-05 1.33754e-05 0.000180475
0.0794066 0.000750386 4.67358e-05 1.04634e-05 0.000172775
0.0830988 0.000785272 9.41381e-05 1.31429e-05 0.000146455
0.0867908 0.000820156 8.40452e-05 1.2109e-05 0.000106686
0.0904826 0.000855038 6.61564e-05 1.041e-05 6.49868e-05
0.0923284 0.000872478 6.67829e-05 8.54307e-06 4.72793e-05
0.09602 0.000907356 4.99359e-05 6.91584e-06 2.20051e-05
0.0997113 0.000942232 2.36714e-05 5.18561e-06 1.10083e-05
0.103402 0.000977105 1.6838e-05 4.64363e-06 1.17178e-05
0.107093 0.00101198 3.17889e-06 3.59178e-06 1.89922e-05
0.110784 0.00104684 5.57071e-06 3.79869e-06 2.75438e-05
0.114475 0.00108171 1.54672e-05 4.23692e-06 3.33047e-05
0.118165 0.00111657 3.25169e-05 4.95895e-06 3.41207e-05
0.121855 0.00115143 2.24051e-05 4.28419e-06 2.99461e-05
0.125545 0.00118629 3.2391e-05 4.61002e-06 2.24936e-05
0.129235 0.00122114 1.58148e-05 3.00192e-06 1.43428e-05
0.132924 0.00125599 1.45996e-05 2.90887e-06 7.80619e-06
0.136613 0.00129083 4.42054e-06 2.40075e-06 4.07686e-06
0.140302 0.00132568 3.33205e-06 2.35227e-06 3.07807e-06
0.147679 0.00139535 1.47466e-06 2.22435e-06 5.03424e-06
0.151367 0.00143018 4.65061e-06 2.32391e-06 6.06576e-06
0.155054 0.00146501 6.54885e-06 2.36715e-06 6.61249e-06
0.158742 0.00149984 9.00364e-06 2.4117e-06 6.62676e-06
0.161507 0.00152595 2.87275e-06 1.93946e-06 6.34694e-06
0.166116 0.00156947 4.1538e-06 1.90933e-06 5.56187e-06
0.170724 0.00161298 3.91285e-06 1.83977e-06 4.82172e-06
0.175331 0.00165649 3.59493e-06 1.76549e-06 4.63333e-06
0.179938 0.00169999 1.12399e-06 1.63354e-06 5.19014e-06
0.184544 0.00174348 4.64653e-06 1.71413e-06 6.07576e-06
0.18915 0.00178697 2.88666e-06 1.63194e-06 6.52723e-06
0.193755 0.00183045 1.89344e-06 1.5612e-06 6.10746e-06
0.19836 0.00187392 3.64926e-06 1.59392e-06 5.13808e-06
0.202964 0.00191738 5.13909e-06 1.61046e-06 4.43871e-06
0.207568 0.00196083 4.6014e-06 1.55385e-06 4.60387e-06
0.21217 0.00200428 5.06684e-06 1.5496e-06 5.48587e-06
0.216773 0.00204772 3.80388e-06 1.50082e-06 6.32846e-06
0.221374 0.00209115 1.65277e-06 1.4445e-06 6.39273e-06
0.225975 0.00213457 1.05488e-06 1.3904e-06 5.52048e-06
0.230575 0.00217798 2.31897e-06 1.41404e-06 4.19762e-06
0.235174 0.00222138 3.58886e-06 1.15534e-06 3.13261e-06
0.239773 0.00226477 4.4078e-06 1.13778e-06 2.7373e-06
0.244371 0.00230815 4.51304e-06 1.10762e-06 2.91138e-06
0.248968 0.00235153 4.31115e-06 1.08833e-06 3.23285e-06
0.253565 0.00239489 4.1256e-06 1.05564e-06 3.329e-06
0.258161 0.00243824 1.43325e-06 1.00127e-06 3.11098e-06
0.262756 0.00248159 1.88282e-06 1.01452e-06 2.73439e-06
0.26735 0.00252492 1.30533e-06 9.97468e-07 2.40024e-06
0.271943 0.00256824 4.23089e-07 9.54228e-07 2.20372e-06
0.276535 0.00261155 2.88171e-06 9.85834e-07 2.12983e-06
0.281127 0.00265485 2.57758e-06 9.65677e-07 2.13105e-06
0.285718 0.00269814 2.99865e-06 9.59192e-07 2.17683e-06
0.290308 0.00274142 2.78248e-06 9.42935e-07 2.24048e-06
0.294897 0.00278468 2.57977e-06 9.16371e-07 2.28021e-06
