Chisq rho_SiOx rho_Cr rho_Au d_oxide d_Cr d_Au l_tether l_lipid1 dl_lipid_on1 dl_lipid_off penetration nf_tether mult_tether vf_bilayer ExProtons scalarmult_off1 scalarmult_off2 d_on1 d_on2 d_on3 d_on4 d_on5 d_on6 d_on7 vf_on1 vf_on2 vf_on3 vf_on4 vf_on5 vf_on6 rho_solv_0 rho_solv_1 rho_solv_h2o rho_solv_5 global_rough sigma rough_au_cr background_1 background_2 background_3 background_4 background_5
2.73479 3.596648e-06 4.1162086e-06 4.4210194e-06 5.870939 34.85184 115.84602 14.615884 12.971358 -1.028336 -0.259528 -6.087936 0.6416855 3.7901161 0.9999688 0.7242472 0.5701186 0.4989394 9.790456 9.958808 11.775524 11.532496 11.498476 11.665772 12.269108 0.1393362 0.3816108 0.4080594 0.071445 0.01393275 0.01024494 6.14320544e-06 3.7609368e-06 -5.06901344e-07 3.8843468e-06 4.63702 3.753536 2.456156 8.45901253e-07 2.635088077e-06 1.476229895e-06 2.334168273e-06 1.586897757e-06
3.02742 3.4803992e-06 4.0978838e-06 4.4340046e-06 5.464409 34.38318 116.0644 14.738284 13.294058 -2.55704 -0.890032 -5.652584 0.54264995 4.3001146 0.999406 0.6679548 0.8270974 0.6702535 12.020296 11.240008 10.451108 9.2517232 9.577564 10.53598 11.593916 0.2237178 0.2547858 0.4275432 0.0701886 0.0526386 0.0584874 6.1412624e-06 3.7608882e-06 -5.23928628e-07 3.8854584e-06 4.107268 2.941745 5.260164 7.13482804e-07 2.838337419e-06 2.949225237e-06 2.067766564e-06 1.439437255e-06
2.663 3.6661404e-06 4.137591e-06 4.4415409e-06 5.875673 40.34238 109.82794 14.402656 13.123384 2.349336 -0.051824 -5.363784 0.813001 2.834182 0.9941068 0.6113972 0.5554396 0.5554396 9.1140584 10.224716 9.972868 11.546188 11.218104 10.863768 11.890808 0.1699752 0.359922 0.4236522 0.1409952 0.1457553 0.0371253 6.1431968e-06 3.7608174e-06 -5.18032308e-07 3.88819e-06 4.650256 2.831846 4.483736 7.24399876e-07 2.627099675e-06 2.192326647e-06 2.398295445e-06 1.208563439e-06
2.86315 3.40737328e-06 4.176526e-06 4.4306875e-06 6.4086215 39.33138 110.01122 14.971627 13.251302 -1.135712 -0.099264 -7.7797824 0.5156274 4.4440606 0.9995448 0.50649848 0.7906843 0.5952088 9.834988 9.51206 9.76208 9.0623084 9.0896616 9.152676 10.819684 0.04077672 0.264459 0.4734024 0.204726 0.1481388 0.0725466 6.14524928e-06 3.7599168e-06 -5.637631832e-07 3.8899204e-06 4.038808 3.655643 5.71168 9.2081926e-07 2.942731536e-06 2.027939531e-06 1.864642197e-06 1.273510447e-06
2.47473 3.5256912e-06 4.1100674e-06 4.4299837e-06 5.044705115 35.62868 115.53908 14.667832 13.353558 0.884736 -0.355344 -7.2906136 0.52891985 4.0767508 0.9998424 0.6614296 0.5880232 0.5780539 11.996456 12.165368 11.22364 11.508968 9.1158796 9.87484 9.4418 0.04250142 0.548343 0.09867 0.1096092 0.0683901 0.0709158 6.14365184e-06 3.7603428e-06 -5.15656184e-07 3.8838584e-06 3.806896 3.447092 2.1402368 7.1890138e-07 2.162777558e-06 2.148595395e-06 2.22350541e-06 9.61992763e-07
2.89496 3.41418052e-06 4.1183692e-06 4.4470816e-06 5.02771838 40.92392 110.18448 14.430025 13.345606 -2.303224 -0.060584 -5.841064 0.51369295 4.1412394 0.999996 0.618836 0.5692033 0.4505293 9.0460296 10.387416 9.198468 9.03175104 9.896308 9.0870116 9.3248124 0.0776688 0.407391 0.5349648 0.1754694 0.1736817 0.1171962 6.14256128e-06 3.7607802e-06 -5.21309314e-07 3.8942204e-06 4.453792 3.675038 2.405092 9.68807224e-07 2.950390004e-06 1.941316859e-06 2.318531401e-06 1.251544841e-06
2.88319 3.5832616e-06 4.1218116e-06 4.4491501e-06 6.182753 36.28652 113.8684 14.37058 13.173406 -1.402704 -0.113272 -6.39572 0.6223185 3.3258358 0.9999956 0.5838516 0.4614499 0.4614499 10.964116 12.025016 11.49128 12.114732 12.028812 10.737156 11.637008 0.3298302 0.4628538 0.3271686 0.1768644 0.0939099 0.0637689 6.14203328e-06 3.7592886e-06 -5.21670198e-07 3.8897424e-06 4.586672 3.428396 4.117204 8.08403788e-07 2.224650181e-06 3.08793249e-06 2.875989887e-06 1.316426862e-06
2.77802 3.735914e-06 4.1019606e-06 4.4248036e-06 5.59283 33.8033 116.61668 14.059117 13.254564 1.086264 -0.368712 -5.060056 0.8159255 2.0674963 0.993558 0.7808176 0.777178 0.6306184 11.313156 11.92906 11.691416 11.796328 11.62144 11.106724 12.166068 0.1312512 0.3636948 0.3809664 0.05432112 0.0603567 0.00905052 6.14368832e-06 3.7604742e-06 -5.40784766e-07 3.8919288e-06 4.458152 3.11693 2.838916 7.23948328e-07 2.496115877e-06 2.181648783e-06 2.67941421e-06 1.554834171e-06
2.72152 3.7560592e-06 4.1059048e-06 4.4353825e-06 5.2436192 35.44608 115.0677 14.107123 13.25931 1.367224 -0.526232 -4.15912 0.6289355 3.240874 0.9991572 0.5910816 0.8778961 0.6575491 11.50498 10.311832 11.639264 11.505852 12.50394 10.580876 11.975816 0.1632282 0.4327308 0.2193684 0.0613842 0.0666726 0.01602552 6.1443152e-06 3.76008e-06 -4.87910612e-07 3.888756e-06 4.740156 3.375629 3.710028 6.09861529e-07 2.498520396e-06 2.229079295e-06 2.619566182e-06 9.62337694e-07
2.67994 3.6709536e-06 4.1277448e-06 4.4388238e-06 5.11757375 37.12266 113.68966 14.426092 13.082546 -0.003592 -0.108312 -3.551936 0.7795515 2.9110159 0.9930312 0.5518084 0.4891348 0.4330315 9.1126588 10.065908 11.040596 11.310132 11.726308 12.617956 11.79292 0.29181 0.4585422 0.4048728 0.2438412 0.0881856 0.00303681 6.14336e-06 3.7597104e-06 -5.22394622e-07 3.8936184e-06 4.932156 2.646647 5.506464 4.22840737e-07 2.374760153e-06 3.376129839e-06 2.63992211e-06 1.004744211e-06
2.87677 3.6327452e-06 4.0847161e-06 4.4426347e-06 5.0000847404 36.7567 114.21356 14.297878 13.089126 1.40496 -0.740504 -3.185896 0.695108 3.3667327 0.9994324 0.6889016 0.7185484 0.6195835 9.60064 10.772592 10.887404 9.840472 10.572584 9.628244 10.594884 0.3178638 0.401451 0.14943 0.166032 0.0960858 0.1067619 6.14462432e-06 3.7601796e-06 -5.1071453e-07 3.8902712e-06 4.763712 3.253631 3.48186 6.20426953e-07 2.641026889e-06 3.203824307e-06 2.835088069e-06 1.100974961e-06
2.67367 3.6527116e-06 4.1301901e-06 4.4431798e-06 5.000283365 41.1801 109.79974 14.841856 13.01501 2.337264 0.003488 -3.33112 0.6714225 3.573415 0.9997528 0.5888448 0.7234147 0.5200399 9.1266136 9.2113588 10.145216 10.39378 11.222748 9.684024 10.547124 0.1272144 0.485001 0.2159646 0.2399604 0.0784083 0.0836658 6.14448416e-06 3.7601352e-06 -5.22235428e-07 3.8900868e-06 4.249252 3.575324 5.568508 8.54340805e-07 2.317916524e-06 1.779614206e-06 1.964977126e-06 1.377144716e-06
2.84567 3.6848324e-06 4.1548888e-06 4.4401849e-06 5.34972245 37.59536 112.1403 14.800456 13.149718 -0.220168 0.12408 -4.242328 0.5100288 4.9481686 0.9999924 0.5979384 0.7157134 0.6355216 10.505948 9.062974 9.476392 9.07458 10.74308 9.075232 11.443936 0.0209655 0.5131926 0.139857 0.1349256 0.1107726 0.00597468 6.14430656e-06 3.7601106e-06 -4.6972166e-07 3.886234e-06 3.915648 3.63674 4.047196 8.66120014e-07 2.946875707e-06 1.953444433e-06 2.1840633e-06 9.94306299e-07
2.55335 3.6440184e-06 4.1219286e-06 4.43395e-06 5.07927785 34.49664 115.98818 14.393548 13.193944 1.930904 0.412344 -3.801056 0.580805 3.8989864 0.99464 0.762006 0.6441247 0.5892517 9.1460588 11.09654 12.331488 12.3718 9.2266124 9.86974 11.898132 0.1407306 0.5217768 0.3104532 0.1434558 0.0919539 0.0631563 6.14392256e-06 3.7600848e-06 -5.18976018e-07 3.8933312e-06 4.801604 2.988011 3.772408 8.49747403e-07 2.411577788e-06 2.58783253e-06 2.288827343e-06 1.546945749e-06
2.80486 3.6063136e-06 4.1457225e-06 4.4392474e-06 5.23214285 40.66346 110.3218 14.21416 13.03804 0.072192 0.048688 -2.357368 0.670486 3.5238457 0.9997268 0.8392312 0.4758508 0.4233304 9.103888 10.533596 10.014736 11.930596 12.072376 12.655228 11.931088 0.1992726 0.4910022 0.2864646 0.2651802 0.1214457 0.001955997 6.14420576e-06 3.7619448e-06 -4.64265406e-07 3.8862564e-06 4.798872 3.4181 4.733464 8.84833282e-07 2.918176448e-06 2.640731948e-06 2.465701961e-06 6.85907991e-07
2.62722 3.6296932e-06 4.1652784e-06 4.4347963e-06 5.2090106 41.60578 108.7735 14.785381 13.094138 -0.184152 0.394072 -0.181592 0.5226806 4.9314178 0.9999768 0.700174 0.7689385 0.5094487 11.423408 10.527064 10.924224 12.296784 12.006804 11.614856 11.307488 0.3204228 0.4761912 0.2585808 0.03405804 0.01182567 0.001740507 6.14368064e-06 3.7600776e-06 -5.541715206e-07 3.8915204e-06 4.925056 3.249314 5.290008 8.10807382e-07 3.224835104e-06 2.670371019e-06 2.576324832e-06 1.137767601e-06
2.64535 3.5564012e-06 4.1353043e-06 4.4407762e-06 5.15146235 40.65312 110.04972 14.344561 13.274206 2.230992 0.05644 -6.867952 0.61191 3.9459916 0.9862028 0.8194192 0.7501375 0.5804848 10.64146 10.125844 9.68558 11.71122 10.275248 9.506896 11.895892 0.1515876 0.2830614 0.444402 0.1846884 0.0897243 0.0624975 6.14493728e-06 3.761859e-06 -5.24456674e-07 3.8857904e-06 4.7256 3.101387 5.409528 6.16968415e-07 3.085522972e-06 2.606383819e-06 2.56213767e-06 1.556453847e-06
2.59855 3.5433044e-06 4.1352146e-06 4.4317258e-06 5.00011234025 38.35984 112.8283 14.449537 12.958044 -0.916536 0.419368 -1.10856 0.7041115 3.3077485 0.9995708 0.8518768 0.8101873 0.6677587 12.23658 11.241908 9.1639852 10.2601 9.876392 11.31242 12.53922 0.3030984 0.3319908 0.139041 0.1544898 0.0203511 0.01018494 6.14329088e-06 3.7607262e-06 -4.66703946e-07 3.8854292e-06 4.85504 2.962805 3.899964 6.21696682e-07 2.99260156e-06 2.637987497e-06 2.293296449e-06 1.210937964e-06
2.62029 3.7600232e-06 4.1186981e-06 4.4287084e-06 5.13653 35.81816 114.67808 15.008617 13.220544 -1.07264 -0.24232 -6.980896 0.683613 2.7695053 0.9999896 0.7222456 0.5803318 0.4427371 11.446372 11.273112 12.190692 11.473796 10.5049 11.656204 10.682488 0.141783 0.4919274 0.2595918 0.136632 0.1262385 0.0328779 6.1435904e-06 3.7614984e-06 -5.29066328e-07 3.8857832e-06 4.277788 3.732248 4.628216 8.87901211e-07 2.695456001e-06 2.345820942e-06 2.36322746e-06 9.86867787e-07
2.69182 3.786966e-06 4.1051586e-06 4.4318536e-06 5.7639065 35.78892 113.74742 14.632867 13.51201 0.707824 -0.051632 -6.723328 0.513111 3.4576246 0.999894 0.554004 0.5362156 0.5354155 11.648316 12.880868 12.333308 12.43084 12.849248 10.400792 11.422728 0.108177 0.4903032 0.065871 0.0731898 0.0813219 0.02832429 6.14470016e-06 3.7604808e-06 -5.40194636e-07 3.8867728e-06 3.858556 3.997514 5.44562 9.72233794e-07 2.029324254e-06 1.931943734e-06 2.069101297e-06 1.143451464e-06
2.55668 3.5895048e-06 4.1348896e-06 4.4404381e-06 5.1705032 37.28446 113.5485 14.279275 13.23579 2.131384 0.24908 -6.697488 0.6518775 2.8655551 0.9999772 0.5404436 0.5623732 0.4245823 11.301216 11.594784 9.881096 11.299112 9.00440604 9.0903164 11.38058 0.1702362 0.4272432 0.3485448 0.1729602 0.1729326 0.00705315 6.14476928e-06 3.7594608e-06 -4.93056446e-07 3.888124e-06 4.286832 3.761687 4.340784 8.06216977e-07 2.434833136e-06 2.605249046e-06 2.142631588e-06 1.029924174e-06
2.78607 3.617466e-06 4.1314589e-06 4.436737e-06 7.376918 35.42586 113.9889 14.262148 13.031446 -1.85688 -0.332736 -1.894304 0.630672 3.7733059 0.9981932 0.6264216 0.5388085 0.5379121 11.715016 10.318884 11.397732 12.09532 10.409952 9.908824 11.44988 0.2949756 0.513192 0.1315674 0.1154334 0.0596511 0.066279 6.14225792e-06 3.7605114e-06 -4.64193694e-07 3.888e-06 3.859056 3.362342 4.936496 7.7456566e-07 2.561942709e-06 2.583218453e-06 2.677489595e-06 1.154424269e-06
2.83897 3.749452e-06 4.1031397e-06 4.4477404e-06 5.00006788565 38.96332 112.07634 14.715118 13.172972 -1.06984 -0.211968 -4.001856 0.662495 3.3850972 0.9914452 0.600014 0.667378 0.53461 10.459828 10.662104 10.446404 10.649012 11.048064 11.4294 11.19876 0.1908012 0.4892754 0.2548566 0.0909834 0.1010928 0.0679128 6.14284064e-06 3.7613598e-06 -5.01966828e-07 3.8958356e-06 4.857192 3.322685 5.024368 7.83009208e-07 3.317021663e-06 2.369241257e-06 2.578849327e-06 1.311732801e-06
2.91541 3.7779504e-06 4.1002225e-06 4.4554819e-06 8.160323 37.85688 110.88998 14.787226 12.911088 -1.499344 -0.280552 -6.549936 0.6422445 3.9461698 0.9999864 0.761124 0.6920632 0.6060394 9.0550612 9.954544 10.95712 10.862456 12.570312 12.604636 11.22494 0.2121864 0.324336 0.4855146 0.2102508 0.02373789 0.02637543 6.14128448e-06 3.760794e-06 -5.00380366e-07 3.8904624e-06 4.303008 3.629324 5.987164 9.677323e-07 2.425245054e-06 2.060098098e-06 2.600060084e-06 1.859988128e-06
2.79953 3.5507784e-06 4.1635936e-06 4.4504914e-06 6.261962 43.50828 106.58842 14.766364 13.055442 2.120816 -0.525064 -1.649488 0.617046 3.9438334 0.9999768 0.6281776 0.7408405 0.6132286 10.67306 11.832332 9.2292196 9.968824 11.263488 9.795444 9.631328 0.2808654 0.34002 0.1880952 0.1871952 0.01291563 0.01435071 6.1445648e-06 3.7603776e-06 -5.09025148e-07 3.892496e-06 4.10266 3.485495 4.334148 9.55047997e-07 2.05029006e-06 2.704294233e-06 2.317531601e-06 7.53934383e-07
2.86896 3.5620024e-06 4.1429743e-06 4.4373094e-06 5.0000570834 40.9799 109.60652 14.754988 13.081356 -1.841536 0.070336 -3.192816 0.725506 3.0432205 0.9991 0.7488736 0.5809114 0.5750506 11.87914 10.432284 10.666212 10.1155 11.741812 11.828008 11.284636 0.3038466 0.5287656 0.2202162 0.1148988 0.0873483 0.0692064 6.1448288e-06 3.760422e-06 -5.08248268e-07 3.8942376e-06 4.684656 3.37913 5.4656 6.41341018e-07 2.567766544e-06 2.581743748e-06 2.492226655e-06 1.664892155e-06
2.99219 3.5579804e-06 4.1862552e-06 4.4324359e-06 5.00002940746 35.80872 114.65938 14.644279 13.252562 0.59424 -0.357208 -1.088856 0.65506 3.2540905 0.9999276 0.6534552 0.4523689 0.449722 11.899172 10.020208 10.372432 9.842196 10.692144 11.807032 12.234928 0.3850782 0.3994854 0.263751 0.2654886 0.1394952 0.0357693 6.14230016e-06 3.761013e-06 -5.1778447e-07 3.8911288e-06 4.692264 3.769007 2.64608 3.64057579e-07 2.603219452e-06 2.917646554e-06 2.131203874e-06 1.89852042e-06
2.6949 3.796302e-06 4.1150581e-06 4.4316454e-06 5.2199456 36.44854 113.52628 14.668885 13.205354 1.351512 0.173896 -2.645008 0.727178 2.6643475 0.9999852 0.7045868 0.7562179 0.7182496 11.513724 11.988044 9.57784 10.267292 9.3170348 12.001636 10.263484 0.0730746 0.4836792 0.1572552 0.110235 0.00952989 0.01058877 6.14452064e-06 3.7600986e-06 -5.32550004e-07 3.8957592e-06 4.789884 3.214928 5.774284 9.22188889e-07 2.387087687e-06 1.776614806e-06 2.341566793e-06 9.41856791e-07
2.68223 3.5802208e-06 4.1771331e-06 4.4354062e-06 6.2685005 42.26156 107.1527 14.614993 13.2311 1.803504 -0.32008 -3.631256 0.671648 2.8976014 0.9989832 0.552844 0.8662681 0.7799842 12.539016 11.996804 9.1910396 9.7192 9.4124 12.374304 10.63508 0.1536438 0.4274154 0.04473222 0.0497025 0.02005062 0.01580829 6.14357696e-06 3.7615446e-06 -4.82180624e-07 3.885958e-06 4.918612 3.586391 3.230072 7.37860402e-07 2.799770134e-06 1.998135493e-06 3.182078657e-06 1.634428249e-06
2.90853 3.6708432e-06 4.1116833e-06 4.4414473e-06 5.000935118 39.16806 112.46716 14.346901 13.014422 2.30588 -0.053216 -6.104944 0.7841225 2.8113625 0.9999688 0.8903224 0.4832659 0.4674799 10.38964 11.158688 11.5432 10.36754 10.195952 10.886168 11.270512 0.2181882 0.3828708 0.3646866 0.2982012 0.0818628 0.0909588 6.14248736e-06 3.7617168e-06 -4.47231316e-07 3.8833128e-06 4.4225 3.32936 4.124392 6.92049259e-07 2.283403428e-06 2.656683757e-06 2.276509807e-06 1.542456647e-06
2.84664 3.566164e-06 4.1319074e-06 4.4384329e-06 5.03226959 36.84192 114.73942 14.432185 12.883984 1.394928 -0.227944 -2.783592 0.7478195 3.1513384 0.999976 0.500849664 0.5582116 0.4947274 11.072296 10.708292 11.199152 11.158076 9.3153832 11.746948 11.354772 0.20388 0.492897 0.167598 0.1783266 0.0774333 0.030117 6.14286272e-06 3.7597302e-06 -4.81446406e-07 3.8855808e-06 4.9619 3.183536 5.192364 9.96551452e-07 2.949995083e-06 2.315367034e-06 2.369191267e-06 1.762537622e-06
2.74325 3.6927084e-06 4.1391484e-06 4.434322e-06 5.00001504035 39.39382 112.0051 14.624632 13.238478 -0.507504 -0.231504 -6.138 0.500000697975 5.200282 0.996 0.782436 0.6359932 0.6359932 11.087612 12.96 11.491408 11.933656 10.939396 9.00541632 9.602896 0.01226112 0.5728668 0.0809592 0.0899544 6.81765e-07 7.47393e-07 6.14386304e-06 3.7600086e-06 -5.00105304e-07 3.8907932e-06 3.538968 3.945665 5.96 9.9001e-07 2.217061699e-06 2.258758358e-06 1.940671988e-06 8.61247916e-07
2.90707 3.43287096e-06 4.0882183e-06 4.4261239e-06 5.00007517205 36.35304 116.22722 14.347252 12.964036 -0.145752 -0.189624 -1.536352 0.5861665 4.0430314 0.998638 0.7458948 0.5179645 0.5165389 10.126624 9.787716 11.872316 12.024792 11.506668 11.64408 11.457632 0.3836526 0.4534524 0.2054496 0.2282772 0.0823188 0.02894295 6.14446496e-06 3.7608408e-06 -5.51258204e-07 3.8880296e-06 3.945632 3.897056 5.250212 7.00511788e-07 3.06043799e-06 2.358413423e-06 2.570401017e-06 1.137417671e-06
2.74385 3.7072272e-06 4.1685908e-06 4.4409724e-06 5.00009184365 37.36158 112.91102 15.287302 12.999596 -1.084192 0.117488 -3.237688 0.719943 3.3046993 0.99973 0.8395676 0.4617523 0.4587517 11.661628 10.593944 9.01441056 11.29986 9.922928 10.082324 9.00730116 0.1876536 0.4877646 0.3538044 0.112167 0.01162167 0.00752592 6.14361056e-06 3.7610424e-06 -4.7899442e-07 3.8900996e-06 5.023136 3.558587 4.190788 5.25383092e-07 2.649510192e-06 1.67201573e-06 2.326759755e-06 1.308463455e-06
2.68137 3.7241236e-06 4.1634051e-06 4.4380456e-06 5.0962082 42.37952 107.99204 14.429116 13.284874 3.140352 0.116576 -7.8979712 0.50775195 4.2656131 0.9999876 0.8527832 0.7867648 0.6345703 10.669412 9.904296 12.0058 9.02233772 10.628068 12.120732 10.080144 0.01503228 0.1969296 0.3642276 0.2166222 0.077643 0.01557714 6.14410784e-06 3.7599042e-06 -4.97473706e-07 3.8897564e-06 4.044216 3.997193 4.61888 3.51769879e-07 2.069301257e-06 2.312282651e-06 2.012707578e-06 1.464687204e-06
2.96429 3.40651992e-06 4.1214515e-06 4.425919e-06 5.8336835 37.31214 113.50848 14.7538 13.273646 -3.009408 0.270736 -5.679656 0.5355682 3.6556741 0.9999964 0.7248488 0.6180202 0.443206 10.199048 12.18496 9.3323116 10.4751 11.986628 11.905492 12.470712 0.2351586 0.4096914 0.3743082 0.0665862 0.0625476 0.0382752 6.14377952e-06 3.758208e-06 -5.40110142e-07 3.8855864e-06 3.658752 4.07471 4.72832 8.77368754e-07 2.611617772e-06 1.739047321e-06 2.60502909e-06 1.654584217e-06
2.81799 3.7897688e-06 4.0986183e-06 4.4485993e-06 5.2533851 37.94906 112.4472 14.422645 13.136838 0.69724 -0.331672 -6.975016 0.5328695 4.0913731 0.9999968 0.8333116 0.6712048 0.6712048 9.698848 11.716824 9.950692 9.2209896 11.3315 10.315648 10.044876 0.1196268 0.288279 0.4541736 0.163974 0.1821933 0.0463515 6.14469536e-06 3.7619976e-06 -4.70308138e-07 3.8906296e-06 3.747748 4.75304 4.764808 8.41732426e-07 1.721625806e-06 2.689732146e-06 1.948115499e-06 9.16251913e-07
2.70335 3.4566028e-06 4.1294608e-06 4.4546992e-06 5.00008561115 42.0086 109.49672 14.034772 13.031334 2.7704 -0.019968 -7.5236568 0.500331393 5.1335065 0.9990272 0.500654028 0.7671385 0.6714892 12.909972 10.429332 11.344808 10.686916 11.195036 11.35606 9.003539292 0.02158686 0.4382526 0.2242704 0.0945444 0.1050492 0.0002424717 6.14384864e-06 3.7594152e-06 -4.46207428e-07 3.8919156e-06 4.640436 2.893232 5.468116 8.89661449e-07 2.536907717e-06 2.341976711e-06 2.013052509e-06 1.602709594e-06
2.62436 3.7621224e-06 4.1095708e-06 4.4345557e-06 5.341937 35.40818 114.7015 14.661829 12.98708 0.161096 0.405392 -7.7754104 0.741379 2.8591597 0.999996 0.53458984 0.5777902 0.5113603 12.344616 11.7362 10.742192 9.0604072 9.02016496 10.269516 11.422284 0.04152288 0.3894786 0.4603122 0.08286 0.0741816 0.0816003 6.14518208e-06 3.75969e-06 -5.13540348e-07 3.8895024e-06 4.18432 3.675221 2.49978 8.29868302e-07 2.079059305e-06 2.06568698e-06 2.51789652e-06 1.072570643e-06
3.05638 3.576548e-06 4.118039e-06 4.4432275e-06 5.00652086 37.25504 114.08172 14.369689 13.130972 1.673296 -0.054376 -3.297208 0.82888 2.2867318 0.9930368 0.6915188 0.7884946 0.551584 9.46702 9.1561916 11.891452 9.921092 12.035848 10.061448 9.3066224 0.3079074 0.3931746 0.3406416 0.1750548 0.0552717 0.061413 6.14365184e-06 3.7589046e-06 -4.92834338e-07 3.8877108e-06 4.72004 3.231353 2.845548 5.73901525e-07 2.694406211e-06 2.261722765e-06 2.500190062e-06 1.076139929e-06
2.88758 3.720636e-06 4.1252709e-06 4.4320189e-06 5.6241635 35.37152 115.19676 14.542912 13.084296 -0.60244 0.204472 -0.08948 0.8248985 2.2675654 0.999996 0.8411568 0.598096 0.598096 11.36618 10.218176 12.113984 11.703212 10.7435 11.935596 11.395948 0.404445 0.4395882 0.0777102 0.03591756 0.0399084 0.01337634 6.14469152e-06 3.7605204e-06 -5.15076512e-07 3.8895444e-06 5.010604 3.746534 4.736972 6.68910421e-07 2.894706143e-06 2.652284637e-06 2.268271455e-06 1.351589828e-06
2.71945 3.7715108e-06 4.1164699e-06 4.4408944e-06 5.0000609219 39.35556 111.06342 14.360986 13.35787 0.016088 -0.1358 -0.267888 0.505 3.9433186 0.9960396 0.633642 0.8027083 0.6815467 9.859248 10.341648 10.157368 9.549664 9.0894636 11.906228 12.438536 0.1874796 0.594 0.1015008 0.1127784 0.01734963 0.00466413 6.14316224e-06 3.7594422e-06 -5.14687076e-07 3.8914596e-06 4.234444 3.752687 5.96 9.46340713e-07 2.396775749e-06 2.626984698e-06 1.869131299e-06 1.27249565e-06
2.92892 3.62545e-06 4.1883001e-06 4.4240515e-06 5.1383759 36.79446 114.04814 14.967883 13.006988 -0.26456 0.442328 -6.518376 0.6144185 4.0419424 0.9999836 0.674558 0.525115 0.5110372 10.2822 10.890116 10.535512 10.630168 9.1958352 11.705148 9.0762176 0.073899 0.3246066 0.3393798 0.1343844 0.0882357 0.0750777 6.14291264e-06 3.7597374e-06 -4.45035634e-07 3.8901704e-06 4.76816 3.793949 3.67324 8.78976145e-07 2.91061796e-06 2.790636961e-06 2.920930897e-06 1.343061534e-06
2.90116 3.565582e-06 4.1305242e-06 4.4454067e-06 5.0000989334 45.34424 106.06152 14.980015 12.94599 2.00872 -0.22344 -1.405544 0.698001 3.4558525 0.9998884 0.5744408 0.7632793 0.7096402 12.737456 9.756144 11.925396 11.690056 11.83684 10.618784 11.6159 0.2968314 0.4007844 0.1339548 0.075852 0.0571149 0.01234218 6.144104e-06 3.7597104e-06 -5.23694402e-07 3.8943196e-06 4.80224 3.730343 5.540572 5.98638763e-07 2.417401623e-06 1.992056709e-06 2.400380028e-06 1.178519449e-06
2.89813 3.749554e-06 4.0990109e-06 4.4481274e-06 5.532305 36.8875 113.50966 14.01004 13.257868 1.45936 -0.189136 -3.832504 0.628141 3.4564069 0.9893564 0.8124632 0.586 0.4908214 11.743512 10.483212 12.512752 10.362208 12.286948 9.860776 11.368472 0.2843592 0.4682058 0.331641 0.252021 0.01996317 0.00755319 6.14444384e-06 3.760395e-06 -4.5320881e-07 3.8878324e-06 4.545196 2.424842 4.279628 7.39909351e-07 2.529939111e-06 2.419911121e-06 2.500375025e-06 9.04174329e-07
2.83759 3.6510932e-06 4.1465194e-06 4.4573761e-06 7.5103745 39.63084 109.1721 14.855428 13.208448 1.879024 0.15496 -3.794128 0.632188 3.3837805 0.9999972 0.7476776 0.7103125 0.5010508 9.076392 12.078076 9.20448 11.851536 11.794532 9.203242 12.275276 0.1906668 0.434814 0.2280228 0.2533584 0.01694601 0.0188289 6.14316224e-06 3.7609506e-06 -4.96068516e-07 3.8897328e-06 4.471304 3.670853 4.489796 6.45615739e-07 2.261877734e-06 2.591011894e-06 1.933048513e-06 1.193271498e-06
3.02624 3.5597844e-06 4.1379771e-06 4.4487907e-06 8.024117 40.12536 107.9856 15.223357 13.34513 1.460824 -0.205352 -4.155256 0.66696 2.9904634 0.9999772 0.6753192 0.6298489 0.5530303 10.020112 11.150048 10.982224 11.140172 11.381416 10.999836 11.751676 0.1450254 0.3729882 0.1737756 0.1063158 0.0956262 0.0978147 6.14391008e-06 3.7619256e-06 -5.35123668e-07 3.884848e-06 4.049456 3.841658 3.697788 8.95868236e-07 2.261392831e-06 2.828679351e-06 2.635393016e-06 9.46135935e-07
2.79501 3.41763584e-06 4.1061024e-06 4.4372944e-06 5.00000619447 38.88448 112.99682 14.363479 13.308912 2.63472 -0.152976 -7.92008792 0.50000209179 4.0244689 0.9996584 0.50421076 0.7342453 0.6482881 10.685336 11.530016 9.40416 9.000455696 9.931332 9.3011028 9.989884 0.0005498544 0.575517 0.1605468 0.1476546 0.0958185 0.1033899 6.14429408e-06 3.7601784e-06 -5.11914212e-07 3.8858188e-06 2.740184 3.959276 4.651068 9.90576433e-07 2.301499808e-06 1.864302265e-06 2.035962926e-06 9.68011559e-07
2.89822 3.6683748e-06 4.1492832e-06 4.4523376e-06 5.131499 41.84524 108.40536 14.347477 13.20667 0.69216 -0.88264 -7.069072 0.6340175 3.5411707 0.9993568 0.7000512 0.5818258 0.5818258 11.934496 11.292304 11.81274 9.554632 10.8396 10.821848 10.09432 0.2117898 0.3761748 0.1717962 0.152124 0.1661622 0.00397818 6.14326016e-06 3.7625274e-06 -5.03371852e-07 3.8818672e-06 4.195452 3.529697 4.699016 8.73944182e-07 3.022570565e-06 3.022570565e-06 2.687597573e-06 1.322170713e-06
