Q R dR
0.00877296 0.008487831458402043 0.00032120571747411633
0.0100889 0.005319296053061209 0.00021738999078238416
0.0114048 0.0032974874777074747 0.00015554717159623727
0.0127208 0.0024501197439306026 0.00011755846474603638
0.0140367 0.0018048898430396217 9.26736775607213e-05
0.0153526 0.001522700722383704 7.552379358216511e-05
0.0166685 0.0013041811038940424 6.320527119749338e-05
0.0179845 0.001009550092047245 5.404433782614355e-05
0.0193004 0.0009109429337486019 4.702793502054398e-05
0.0206163 0.0008772107355274683 4.151473621512561e-05
0.0219322 0.0007564795024089283 3.709180415392101e-05
0.0241253 0.0006460095806440342 3.139590323209212e-05
0.0263185 0.0005939713816891434 2.711943868651721e-05
0.0285116 0.0005301074496114037 2.379470727718936e-05
0.0307047 0.0005166209510036307 2.1130870266031442e-05
0.0328977 0.00047784282261904176 1.894343739893145e-05
0.0350908 0.000437730222433228 1.711026406810076e-05
0.0372838 0.00041628784467127443 1.5548047962584538e-05
0.0394768 0.00041126471768777217 1.4197841632284703e-05
0.0416698 0.0003762417836696834 1.3017049289563788e-05
0.0438627 0.00034262992972671803 1.1974509867342497e-05
0.0473713 0.0003328971428213275 1.0535181970810082e-05
0.0508798 0.00031008778058167353 9.317710794624098e-06
0.0543882 0.0002780159878904702 8.273869420253602e-06
0.0578966 0.00025516637491428183 7.369008365015131e-06
0.0614048 0.00022433758276909515 6.577813001289452e-06
0.0649128 0.0002112468561554238 5.881214324037133e-06
0.0684208 0.00020105487931887912 5.2645067356443165e-06
0.0719286 0.00018416149103814828 4.716191811970839e-06
0.0754363 0.0001602065536437295 4.227005079290373e-06
0.0789438 0.0001453482008295703 3.7894649060308822e-06
0.0824512 0.0001310643492760055 3.397348973453394e-06
0.0859585 0.00011947904350679127 3.0452106798398585e-06
0.087712 0.00011194004594671883 2.8829650943568024e-06
0.091219 9.74466736245388e-05 2.5836301616525624e-06
0.0947258 9.108148711046786e-05 2.3144469244976973e-06
0.0982324 7.577907919445002e-05 2.0726276774084645e-06
0.101739 7.034952041002059e-05 1.8555104676723085e-06
0.105245 5.5581686644916505e-05 1.6608021577598844e-06
0.108751 5.0559350216677105e-05 1.4864010074021382e-06
0.112257 4.2659489321285964e-05 1.3304713019027808e-06
0.115762 3.5592595197273785e-05 1.1914072880930494e-06
0.119268 3.042745630990717e-05 1.067645693564403e-06
0.122773 2.5954686304433124e-05 9.579130174083822e-07
0.126278 2.110973079530273e-05 8.6094370651556e-07
0.129782 1.776770652799489e-05 7.756310437653494e-07
0.133287 1.3384524179733633e-05 7.008732064819843e-07
0.136791 1.0502839146595354e-05 6.357242329372199e-07
0.140295 8.010275441170575e-06 5.792245843498902e-07
0.143798 6.433380601915442e-06 5.304887183308e-07
0.147302 5.524081641804378e-06 4.886242764216362e-07
0.150805 3.4589449215070384e-06 4.5277118575576304e-07
0.153432 3.8191790606837306e-06 4.2946355604311834e-07
0.15781 2.3691202721548687e-06 3.963410943404795e-07
0.162187 8.844055084644717e-07 3.690378687800341e-07
0.166564 1.9265713700722802e-07 3.464433135970034e-07
0.170941 5.321582684268885e-07 3.2750035481653537e-07
0.175317 -3.7733784191082026e-07 3.113363755250811e-07
0.179693 -7.706178607199125e-08 2.9724789326066774e-07
0.184068 3.0836855345437626e-07 2.846993417090093e-07
0.188442 1.0918812855778534e-07 2.7328958711617906e-07
0.192816 3.358690557875032e-07 2.627280466031922e-07
0.197189 1.629152840793983e-07 2.5281747206358247e-07
0.201562 3.1618397923427687e-07 2.434225239902603e-07
0.205934 1.9927434577842484e-07 2.3446076086805686e-07
0.210305 1.890203412666888e-07 2.2588137004527084e-07
0.214676 4.60094719675189e-08 2.1765436116391372e-07
0.219046 1.8701804143925776e-07 2.0976775358966612e-07
0.223416 1.1970433325994916e-07 2.0221385153615253e-07
0.227785 2.5052370852501506e-07 1.9499210344294667e-07
0.232153 -3.24213280736705e-08 1.881007903251885e-07
0.23652 -2.365492512465125e-08 1.8153703883531938e-07
0.240887 8.783581266379722e-09 1.7529437714669584e-07
0.245253 -1.1549046607649009e-07 1.693666340892511e-07
0.249618 3.052685540518816e-07 1.6374350078869e-07
0.253982 1.305078714606569e-07 1.5841692474661507e-07
0.258346 3.7150807468784046e-08 1.533925080889102e-07
