Chisq background_data0 intensity_data0 siox_interface siox_rho siox_thickness d2o_rho surfasil_thickness surfasil_roughness surfasil_volfrac background_data1 h2o_rho 
-7372.135305338222 8.945734313513791e-07 0.9946670291131942 2.88973282755448 3.6381911009444385 70.6318608511792 6.008350051833501 58.05104498579977 8.76811358655582 0.9678320390189606 4.873352207810811e-06 5.0467028951547785 
-3480.4805371441767 1.484712411749444e-06 1.0030757370251309 2.7609185214279557 3.536178499448329 59.165623191566475 6.067106204940718 60.61949141262467 8.577637541518737 0.9958967053236091 2.236085950379524e-06 4.896133102473367 
-1142.6698548550717 1.904342290504936e-07 0.9476610171134381 2.468655512371796 3.5513492681024665 59.409476536278966 6.019296307197227 60.94547120890374 6.114740247423352 0.9977223155396744 5.097946489684582e-07 5.096823888400492 
-4194.594681225515 9.62224530999457e-07 1.0095764714453825 2.779145467874376 3.5275835244857427 52.64736917102345 5.909469132931412 62.823851217336134 7.07296354302263 0.9795642105358909 1.3526517874591585e-06 4.865304423799739 
-2854.606041489469 1.8763693482571276e-07 1.0220127821356662 2.414729302659037 3.380290176130271 63.51132161044524 5.866608361987675 62.86992124351529 7.926263925500134 0.9857361315186504 5.093180174184192e-07 4.999117433615982 
-2233.8210806865563 -2.9393169619491306e-09 1.0053542252638188 2.744591464509579 3.595321810874297 60.63217595792927 5.948335779961444 61.52659559944368 5.415797784192105 0.9986303037879062 9.913320823697281e-08 4.83930561088474 
-1759.417637882765 -4.2007137620048785e-08 1.027435830654017 2.9345475690159697 3.526856907852916 55.55058488446073 5.925885416378322 60.152466687621356 6.8441986464441635 0.9917806145388565 8.173984032928266e-07 5.070168486903947 
-1468.5988709099522 4.8358900657945214e-08 1.0230895137705902 2.932718526371031 3.464188009995389 62.16840437088619 5.960630299467132 60.659546750156665 6.327562265407343 0.9982881499607774 8.660820734972641e-07 4.860214536907157 
-3738.9081770896005 2.158247864795382e-07 0.9217261626699063 2.6883280390654014 3.5371379375409338 59.23760325188661 6.158166524375967 60.2817937362102 9.51669666421324 0.9958740325035762 2.3334510325252362e-06 5.098855059591218 
-4715.677405689559 6.769143825276429e-07 0.9874971854915892 2.0243669541569163 3.6090556076976936 73.27589294596119 6.021078041082299 58.81368033316865 9.500658522877753 0.9688353944814375 2.965694093498395e-07 5.071174295215167 
-1166.9596423027142 4.741346356498606e-07 0.9744149290569136 2.890863597312328 3.5021409462575925 61.858125994733086 6.001040160519009 60.74128486505919 6.329545782301363 0.9893524462966226 3.494191976891592e-07 5.056322264636983 
-2070.108919181852 5.508865334960229e-07 1.006671457869889 2.316125145785294 3.5464780212346456 58.86323102771827 5.970518860017712 62.1370685405792 7.5386517573556455 0.9883753042804766 2.337268002597159e-06 5.075149920985287 
-3337.584650793553 3.6438683292633973e-07 1.038959942658284 2.2979133689076274 3.475295369581397 62.49976496411933 5.926051295938033 57.70604687226349 9.372838584997389 0.982931670061487 1.4658969795072328e-07 5.000783396811712 
-1828.2506756524454 6.86829552706274e-07 1.0263570817473693 2.907958635834348 3.5353256685996177 59.75400814432426 5.888766405474713 61.770140140761406 6.482992195870007 0.9928726431241248 2.325112370136458e-07 4.904096056908002 
-3963.7798770013023 5.590266353370766e-07 0.9775688237073151 2.3511872629805275 3.520221709809239 63.22694999927783 5.8912867732832845 60.823425598815874 8.84692921364908 0.9628739370824259 2.50465442452792e-06 5.142131094860597 
-6122.728382464313 8.365234872600721e-07 1.020963346187734 2.0324437295949873 3.434144772015837 69.80295661786086 6.097713620329745 59.107666330744316 9.01990355627608 0.9164272451373886 2.540380538887944e-06 5.147040609901637 
-3557.5917248149663 3.5074561286178795e-07 1.0231103242949808 2.4923614398500797 3.103387312727321 56.930134883023925 5.799272566480424 60.534449764881494 6.5249413574985775 0.993728725527804 8.126005758999004e-07 5.093937801186766 
-1587.230627230928 1.945032330517187e-07 1.0467009772332128 2.5813000748619706 3.6298663078044435 62.860088091908885 5.988620105504944 60.057181663980515 7.197766998081338 0.9752617195613049 2.0459799801138935e-06 4.964591175889089 
-2778.529905995764 -9.79551019596481e-08 0.9594193619489925 2.074130525402133 3.533455949114253 61.789707768851926 6.107912462004491 61.312348271413526 5.714362616224531 0.9365702396227574 1.2327481410025812e-06 5.03482772952826 
-3701.921511596399 1.7000823860502855e-07 1.010813866873061 2.6464888687504 3.3517858885087235 67.03293996016679 6.028875344429024 60.44513039624278 4.8232327813471585 0.957744419739363 1.8704399930352584e-06 4.949349644315329 
-940.3538461429296 -2.5505526618160818e-08 1.025876456005612 2.8191469999866436 3.518783488478968 60.563014351146855 5.886544427917384 60.903742090039486 6.7776494623230965 0.9901639547125679 1.3205633712815177e-06 4.997917194325552 
-4155.3841755014655 4.021509796608988e-07 0.9613502600661067 2.4472666228094733 3.6739683453081904 60.007749360519135 6.06277639053457 60.12139360705067 5.879800981182475 0.9036379602046131 6.187766475919649e-07 5.098839820251022 
-1489.0856346030473 6.784975035579801e-07 1.0056146471814744 2.0116473097868237 3.598851887961978 58.640275124898466 5.99763170006263 60.3511440641245 6.599108022949313 0.9902912871709437 6.605834093770206e-08 5.060430729813147 
-2392.879181468471 -6.348695294180346e-08 0.9954295549118373 2.4253130125101343 3.51738225193027 55.49326129754058 6.0134970501236324 63.21283294973108 6.69667334646132 0.9803216781198887 8.67327881951626e-07 5.061392615307848 
-2830.204886076964 2.516977876403183e-07 0.9527248402785298 2.6255364066753613 3.63905902177153 69.37051727677895 5.955469611285418 60.02546262367912 8.64773247935229 0.9982124349418026 1.1838620970428262e-06 5.135634343477581 
-2863.3393229565863 2.743976269211491e-07 1.028255150789693 2.97237956432554 3.1955727561885023 67.62171170826078 5.9445633036225605 60.0767946580599 7.323859114131118 0.9776618219732194 1.4867357334287325e-06 5.032891168315202 
-3337.584650793553 3.6438683292633973e-07 1.038959942658284 2.2979133689076274 3.475295369581397 62.49976496411933 5.926051295938033 57.70604687226349 9.372838584997389 0.982931670061487 1.4658969795072328e-07 5.000783396811712 
-2582.2987531199615 1.2191235652433392e-07 0.9317691867473933 2.422250920690569 3.685029010550102 62.00699272429152 6.072861467151253 61.529276795999834 5.736501674082731 0.9984046339550148 1.5591406998098503e-07 5.221195258760757 
-2945.377836311409 1.2385587915964025e-07 1.0315001630517888 2.830347742513249 3.593569087423392 60.0596277065946 6.050765595652519 59.30921375471767 6.614254472361747 0.9558689593734372 1.4475373934260467e-06 4.877496378395116 
-4755.160753992395 5.578591091469587e-07 1.0280668111612516 2.9906846984547184 3.6353573123016014 64.44628989731495 5.897294792462018 57.08630106651627 7.804804369532118 0.9656792374806318 9.081449959895744e-07 4.976641672969586 
-1142.6698548550717 1.904342290504936e-07 0.9476610171134381 2.468655512371796 3.5513492681024665 59.409476536278966 6.019296307197227 60.94547120890374 6.114740247423352 0.9977223155396744 5.097946489684582e-07 5.096823888400492 
-3133.9817442791627 3.009103529001212e-07 1.0047401688518733 2.6255970191927944 3.4768065589434385 63.37400548981325 6.106731032672456 62.10305120880827 8.262819782945314 0.9543253403124029 1.383284743390077e-06 5.014258064396004 
-1134.9981720016515 -2.33707317704568e-08 1.0362349393525376 2.8535463800035368 3.460470928956298 60.49481449709804 6.00941996269184 61.636153218998686 6.669834511909242 0.9858408286568103 7.955501098057324e-07 5.075308948064116 
-1919.7665101844987 3.381324458777763e-07 1.0482662789760833 2.8497916174458235 3.390811547330559 61.263248747181876 5.925234568594367 61.33698451392114 5.249295950158811 0.9657715044658742 1.0959670224074707e-06 4.909102646706749 
-1624.581447481607 1.9614903374191336e-07 0.9833971734968755 2.1571534374812265 3.6640469857044073 57.56597829035867 6.00438936125643 60.323674936124235 7.747491095693529 0.9971133405078318 1.1858400131471736e-06 5.134334561624492 
-4755.160753992395 5.578591091469587e-07 1.0280668111612516 2.9906846984547184 3.6353573123016014 64.44628989731495 5.897294792462018 57.08630106651627 7.804804369532118 0.9656792374806318 9.081449959895744e-07 4.976641672969586 
-3305.9269725502627 1.9438956025358877e-07 1.0321009432250225 2.8265787615018865 3.410988869603854 64.15830017823328 5.9807227767835816 61.90258087895114 8.519711158528372 0.9782374149362107 2.641571183970321e-06 4.872404309888587 
-6307.37074539452 8.154348095590928e-07 1.0058139708910703 2.538434203503437 3.641140458656075 59.807846007167576 6.103325998929623 60.221207115169946 9.630338225014853 0.9125111928199614 3.041021474616245e-06 5.142519366685868 
-1166.9596423027142 4.741346356498606e-07 0.9744149290569136 2.890863597312328 3.5021409462575925 61.858125994733086 6.001040160519009 60.74128486505919 6.329545782301363 0.9893524462966226 3.494191976891592e-07 5.056322264636983 
-1515.7343859734972 6.820226625965647e-09 0.9429968292537529 2.4175482778260773 3.669283829303092 62.4120632901247 5.972942879069424 60.331335060529014 7.089486505194872 0.9881159643771895 7.733999820354645e-08 5.135640304925458 
-1975.7338350441878 1.0261651458809039e-07 1.0492158858427656 2.529887211365893 3.3064392767836903 58.49721758897279 5.9630744620780485 60.009360076996295 5.300931229915633 0.9869584854644647 3.701029401014508e-07 4.973585135908263 
-1341.8616903438447 7.710971919690598e-08 0.9754192895164661 2.571560942123258 3.5959498335747666 61.75543781116532 6.0907541310058075 60.56477363405845 7.508978431729295 0.9935009721625631 -6.080451401242416e-08 5.1061261806954015 
-1567.0068950807172 3.529281151778073e-07 0.9951825648148671 2.365317919026458 3.4416067603048273 61.87660185939956 5.939862191946516 60.44762446395125 5.315510677992112 0.9939739625882784 1.5055991638875405e-06 5.02054685556192 
-2621.465947288203 8.967884973451371e-08 0.9671838152023626 2.8909080443217534 3.6551154605506637 62.38543023367048 5.96803963821653 60.47996856851299 5.10708604565618 0.9465214754906602 2.2326145455490723e-06 5.098077259834648 
-1970.107871315465 1.1857753176036203e-06 1.0300226310006622 2.127716617082458 3.424576435312723 62.972520541238254 6.0027522895051995 59.51002150146661 7.512989699958017 0.9881069322662285 1.4231377204178038e-07 5.056413618204097 
-1341.8616903438447 7.710971919690598e-08 0.9754192895164661 2.571560942123258 3.5959498335747666 61.75543781116532 6.0907541310058075 60.56477363405845 7.508978431729295 0.9935009721625631 -6.080451401242416e-08 5.1061261806954015 
-16487.70811336609 4.8963707994455865e-08 1.0097435069736314 2.7513978972000124 3.272388632254663 33.59010521981726 5.946090496053998 61.956576659545554 9.22085310217453 0.8917632170915463 3.171674389113946e-06 5.050310703983642 
-3582.2626290418057 3.300263202061787e-07 1.0136605448220586 2.866005535836673 3.265723001945454 54.55712067106606 5.816751900907944 61.205807100401096 5.446257430345306 0.9742312037682274 1.772816782428681e-06 4.976414036797228 
-1981.1376726430256 1.8098679509238769e-07 1.0458263633048062 2.4870797999135075 3.26906371697013 57.55457566239069 5.867437350609051 62.157164124438594 7.452711938396366 0.9911461135281786 1.024512743722589e-06 5.018075406646462 
-1788.3717197478472 4.746227198499384e-08 1.0417892285156765 2.6849247669153735 3.278610614834776 63.493073160667535 5.916671646739034 61.04200160422589 5.331860645362304 0.9942073586673232 1.0020767320020314e-06 4.911548491326353 
-2182.63336148057 8.711919101796714e-08 1.0373683155054385 2.7816060449840245 3.694274143904522 63.32130944632326 5.876162089207456 59.527060902053975 7.162752577778309 0.9907936652336959 4.0793549099722643e-07 4.913051004064315 
-940.3538461429296 -2.5505526618160818e-08 1.025876456005612 2.8191469999866436 3.518783488478968 60.563014351146855 5.886544427917384 60.903742090039486 6.7776494623230965 0.9901639547125679 1.3205633712815177e-06 4.997917194325552 
-1134.9981720016515 -2.33707317704568e-08 1.0362349393525376 2.8535463800035368 3.460470928956298 60.49481449709804 6.00941996269184 61.636153218998686 6.669834511909242 0.9858408286568103 7.955501098057324e-07 5.075308948064116 
-3683.275622909898 5.578593905113303e-07 1.028067746493455 2.963487804399149 3.6173547063851466 66.12415078868226 5.893043823476941 58.11412124341769 8.610441852559548 0.9656801557333216 9.081444895718667e-07 4.976647584822524 
-1752.7805865091332 7.671420809646369e-07 1.046856058098307 2.55595040693181 3.484012263034113 60.792807842588196 5.907589778789763 60.48015267209309 6.860891348542571 0.9970080033704086 8.580826430666129e-07 4.83932160861229 
-1365.080524129774 -8.389118535814652e-08 0.9841039580582814 2.0695519590431974 3.6497033796204588 60.847179378230045 5.919732677185568 60.83758033772821 5.776060333861273 0.9978707835000108 -2.817946625430999e-08 5.1118577272021914 
-4105.936203239606 1.9883276959147125e-07 0.9876404138575462 2.7034611221770093 3.512233291143629 62.061882398957266 6.169002749758193 59.12013085653068 7.4097851484453585 0.9750764899848676 3.200330381258085e-06 4.951915958112739 
-2392.879181468471 -6.348695294180346e-08 0.9954295549118373 2.4253130125101343 3.51738225193027 55.49326129754058 6.0134970501236324 63.21283294973108 6.69667334646132 0.9803216781198887 8.67327881951626e-07 5.061392615307848 
-1993.0893907248108 1.6342095815713075e-07 1.0164064142857983 2.886383037830582 3.6300984457061136 57.08615969697121 6.052485500715732 62.4141219690677 6.157625609131931 0.9544624075524605 1.0132921066380886e-06 5.0759092291287855 
-2391.3266395054807 2.529860611332239e-07 1.0024559259820642 2.4704865801100544 3.6884957704908388 60.31815088460047 6.004818860056662 61.53144346563849 9.668325968190949 0.9967111802403862 9.050358734493239e-07 4.9863570844012886 
-4523.948746280056 1.925242686761232e-06 1.035892770198428 2.0155172508063197 3.451193831555511 61.14496428628082 5.969262177480942 61.64156403026784 4.9017089507725125 0.9482446237893148 2.415853664431928e-07 5.059655390164457 
-3683.275622909898 5.578593905113303e-07 1.028067746493455 2.963487804399149 3.6173547063851466 66.12415078868226 5.893043823476941 58.11412124341769 8.610441852559548 0.9656801557333216 9.081444895718667e-07 4.976647584822524 
-1489.0856346030473 6.784975035579801e-07 1.0056146471814744 2.0116473097868237 3.598851887961978 58.640275124898466 5.99763170006263 60.3511440641245 6.599108022949313 0.9902912871709437 6.605834093770206e-08 5.060430729813147 
-3889.771471117094 4.90607333982399e-07 1.022825861164266 2.351779568619304 3.4939864347667475 63.288617503663076 6.069709989880276 59.51706129286111 9.438374550354556 0.9429821651345096 7.806173496048956e-07 5.0116228913928484 
