# x	 y	 dy	 fy
1.003700000000000009e-01 1.209609480515740021e+00 5.000000000000000278e-02 1.239621036907619045e+00
1.010999999999999954e-01 1.206665344300569931e+00 5.000000000000000278e-02 1.251079560117045686e+00
1.018199999999999938e-01 1.230862620910269989e+00 5.000000000000000278e-02 1.262355110651177892e+00
1.025500000000000023e-01 1.270276484695100017e+00 5.000000000000000278e-02 1.273696452064357443e+00
1.032799999999999968e-01 1.278296348479929900e+00 5.000000000000000278e-02 1.284993607156700746e+00
1.039999999999999952e-01 1.271709625089620044e+00 5.000000000000000278e-02 1.296069965278279001e+00
1.047300000000000036e-01 1.303353488874450017e+00 5.000000000000000278e-02 1.307221362365862616e+00
1.054599999999999982e-01 1.323303352659279897e+00 5.000000000000000278e-02 1.318332604978054823e+00
1.061900000000000066e-01 1.329536216444120011e+00 5.000000000000000278e-02 1.329324627445181317e+00
1.069100000000000050e-01 1.362999493053810074e+00 5.000000000000000278e-02 1.340131039954729486e+00
1.076399999999999996e-01 1.396600356838640034e+00 5.000000000000000278e-02 1.350981231818120243e+00
1.083699999999999941e-01 1.396189220623470062e+00 5.000000000000000278e-02 1.361762655717965620e+00
1.090900000000000064e-01 1.391531497233170045e+00 5.000000000000000278e-02 1.372324216239079631e+00
1.098200000000000010e-01 1.379973361018000055e+00 5.000000000000000278e-02 1.382920478184679336e+00
1.105499999999999955e-01 1.402358224802829900e+00 5.000000000000000278e-02 1.393474901026585666e+00
1.112699999999999939e-01 1.421175501412520026e+00 5.000000000000000278e-02 1.403734357143751499e+00
1.120000000000000023e-01 1.435059365197359993e+00 5.000000000000000278e-02 1.414088232602523920e+00
1.127299999999999969e-01 1.445100228982189927e+00 5.000000000000000278e-02 1.424326006454122551e+00
1.134600000000000053e-01 1.466410092767020057e+00 5.000000000000000278e-02 1.434465845893966973e+00
1.141800000000000037e-01 1.465160369376709903e+00 5.000000000000000278e-02 1.444394329187663084e+00
1.149099999999999983e-01 1.468599233161540063e+00 5.000000000000000278e-02 1.454311422294008560e+00
1.156400000000000067e-01 1.471917096946369963e+00 5.000000000000000278e-02 1.464177980366951459e+00
1.163600000000000051e-01 1.493483373556069971e+00 5.000000000000000278e-02 1.473747415469601973e+00
1.170899999999999996e-01 1.517542237340899991e+00 5.000000000000000278e-02 1.483376690005202780e+00
1.178199999999999942e-01 1.521151101125729932e+00 5.000000000000000278e-02 1.492886612867382112e+00
1.185400000000000065e-01 1.534811377735429971e+00 5.000000000000000278e-02 1.502137852679426233e+00
1.192700000000000010e-01 1.534866241520260077e+00 5.000000000000000278e-02 1.511448571989408185e+00
1.199999999999999956e-01 1.526032105305090036e+00 5.000000000000000278e-02 1.520569236597787199e+00
1.207300000000000040e-01 1.550507969089919946e+00 5.000000000000000278e-02 1.529631232058463963e+00
1.214500000000000024e-01 1.579966245699609972e+00 5.000000000000000278e-02 1.538401867540403201e+00
1.221799999999999969e-01 1.571573109484440067e+00 5.000000000000000278e-02 1.547192206741382359e+00
1.229100000000000054e-01 1.576503973269270054e+00 5.000000000000000278e-02 1.555865843587631137e+00
1.236300000000000038e-01 1.586790249878970105e+00 5.000000000000000278e-02 1.564256001675506935e+00
1.243599999999999983e-01 1.596111113663799985e+00 5.000000000000000278e-02 1.572702209170481202e+00
1.250900000000000067e-01 1.609688977448630043e+00 5.000000000000000278e-02 1.580919525597593633e+00
1.258100000000000052e-01 1.622209254058329941e+00 5.000000000000000278e-02 1.588959038021316994e+00
