p2sigma m2sigma msigma psigma zaxis mean
21.006188165 11.996978507 16.577660528 19.420107674 205.5 18.4269115
21.197647479 12.179729173 16.79286778 19.619680265 206.0 18.622038
21.402114467 12.318766387 16.954046374 19.813666812 206.5 18.802928
21.616866005 12.459941767 17.119017082 20.012770871 207.0 18.98703
21.801203822 12.606076646 17.275051383 20.194583251 207.5 19.1592515
21.965998651 12.755996348 17.457854946 20.345563149 208.0 19.3432575
22.125878084 12.908296835 17.613034232 20.544311707 208.5 19.5182935
22.285674515 13.081870503 17.806326875 20.714529943 209.0 19.697891
22.463347255 13.277871721 17.995883166 20.882310873 209.5 19.885654
22.651751523 13.42774897 18.190167391 21.055655735 210.0 20.072796
22.832057761 13.576272703 18.411270912 21.227364706 210.5 20.2600685
23.011213255 13.724495934 18.581258285 21.403440856 211.0 20.4466325
23.175715111 13.872153542 18.74420463 21.586645606 211.5 20.6238955
23.348522148 14.045982084 18.90063292 21.749074842 212.0 20.8100685
23.536604487 14.216975596 19.083015711 21.905887836 212.5 20.995347
23.706432179 14.37886195 19.270566502 22.089430718 213.0 21.167146
23.851405915 14.571706739 19.461406445 22.243440963 213.5 21.3345765
23.992381462 14.748378066 19.631836365 22.415394987 214.0 21.4885805
24.127655378 14.923945833 19.805080488 22.55544068 214.5 21.6141305
24.276697202 15.097880499 19.955905614 22.709118754 215.0 21.7713255
24.441477592 15.269651415 20.094433669 22.839662814 215.5 21.9368385
24.536133387 15.426141226 20.214086472 22.987263751 216.0 22.0790325
24.652890569 15.524418498 20.372286119 23.119346934 216.5 22.2200375
24.788804359 15.619997372 20.528732992 23.250420729 217.0 22.348245
24.937824449 15.733153498 20.653675037 23.382109482 217.5 22.4621285
25.070230459 15.874239712 20.770024245 23.483058062 218.0 22.5668495
25.18865752 15.981505854 20.870127946 23.58719187 218.5 22.662563
25.315038994 16.06003895 20.954506469 23.678051287 219.0 22.7523025
25.440718275 16.131984857 21.023827627 23.752149164 219.5 22.837958
25.568907225 16.12966457 21.088156145 23.830076672 220.0 22.9105125
25.683375304 16.136940479 21.136565999 23.897606797 220.5 22.9746235
25.773289513 16.162216064 21.193218411 23.947704607 221.0 23.0153435
25.805934443 16.189007707 21.214890754 23.968990633 221.5 23.046197
25.802006694 16.212456248 21.253813252 23.97667383 222.0 23.082302
25.85076332 16.231926135 21.294531702 23.98271008 222.5 23.0857405
25.883907087 16.252551322 21.295449757 23.97617805 223.0 23.0752
25.928057977 16.296623892 21.287610851 23.952896264 223.5 23.0709775
25.957642829 16.348541533 21.307252574 23.920653725 224.0 23.075551
25.966756299 16.394323269 21.288566919 23.903014566 224.5 23.04428
25.975996645 16.433430345 21.259686179 23.878050417 225.0 22.9834325
25.965947493 16.465240321 21.223890029 23.829695897 225.5 22.943394
25.922002166 16.489563404 21.180794887 23.778494856 226.0 22.892701
25.848555929 16.504678199 21.131606501 23.719052783 226.5 22.831447
25.739920085 16.486859021 21.076281239 23.654677392 227.0 22.7678105
25.633067992 16.455758542 21.014547772 23.571290338 227.5 22.7029545
25.546706478 16.416601809 20.948489643 23.500771326 228.0 22.625595
25.423070998 16.369846938 20.893433811 23.397597772 228.5 22.5482895
25.285445121 16.315946518 20.840123258 23.289695974 229.0 22.464051
25.130816117 16.255357719 20.755099522 23.179233229 229.5 22.3694515
25.006844551 16.188535549 20.65286556 23.070524996 230.0 22.263187
24.865339805 16.115934178 20.560943419 22.958192713 230.5 22.162611
24.703394969 16.038010722 20.443269459 22.857514295 231.0 22.0599205
24.557670185 15.95521877 20.352195261 22.746845076 231.5 21.9480475
24.377447071 15.868015438 20.251994869 22.621582811 232.0 21.834229
24.187864518 15.776855315 20.148475851 22.509331095 232.5 21.713479
24.026877347 15.682193044 20.012801384 22.383808171 233.0 21.5817875
23.88051876 15.584484687 19.91695243 22.250009014 233.5 21.4590075
23.720697788 15.484557665 19.818129139 22.121265069 234.0 21.328064
23.522110105 15.385156687 19.71117188 21.990272992 234.5 21.2017535
23.368208532 15.307826458 19.570243501 21.852596589 235.0 21.064428
23.219769224 15.234735591 19.486136446 21.713003391 235.5 20.939893
23.095453488 15.159836035 19.356079189 21.567683028 236.0 20.8192115
22.973710208 15.118909832 19.230299321 21.428534646 236.5 20.68089
22.855233819 15.090591421 19.119445837 21.29175123 237.0 20.547732
22.696571268 15.052560942 19.021100859 21.15293264 237.5 20.4206645
22.513452942 14.978161913 18.896711532 21.004223174 238.0 20.2917125
22.374086533 14.882678762 18.771196034 20.866708605 238.5 20.1604835
22.25427497 14.785029647 18.641029098 20.736939524 239.0 20.033223
22.121210636 14.69272694 18.531808316 20.58992393 239.5 19.9094465
22.010232907 14.604700922 18.423001358 20.460498194 240.0 19.7914055
21.96544166 14.52095329 18.304388891 20.354337839 240.5 19.665794
21.847432901 14.441484376 18.197206488 20.24179817 241.0 19.54894
21.681887645 14.368857172 18.08060035 20.094554567 241.5 19.423912
21.648820415 14.305465282 17.969034494 19.973774704 242.0 19.3046295
21.62902592 14.250067866 17.843063233 19.848934591 242.5 19.174435
21.466372142 14.201870643 17.727651385 19.736555779 243.0 19.048768
21.347970776 14.089308382 17.594556643 19.611355871 243.5 18.9141175
21.251514207 14.003645047 17.461168679 19.472405271 244.0 18.789596
21.098064582 13.949431387 17.34494889 19.352277012 244.5 18.6512375
20.889164196 13.880634023 17.208229839 19.220887774 245.0 18.499544
20.697931667 13.825775751 17.084528138 19.091751628 245.5 18.3652045
20.473508758 13.710227561 16.937054825 18.929099907 246.0 18.2136055
20.314106486 13.600243234 16.805419635 18.785701102 246.5 18.0429995
20.157947198 13.54738395 16.630740616 18.623502433 247.0 17.8620425
19.947278288 13.426466422 16.452199225 18.44562075 247.5 17.68119
19.765337844 13.249406499 16.288424884 18.246366578 248.0 17.5086245
19.539891492 13.070159607 16.074456948 18.064698906 248.5 17.314506
19.308319716 12.918945786 15.871160412 17.854424057 249.0 17.1084765
19.049090785 12.768821128 15.661420528 17.632669989 249.5 16.8886385
18.81194901 12.605712716 15.443144879 17.396309634 250.0 16.6789465
18.596772426 12.43235486 15.249505968 17.172576841 250.5 16.4497925
18.351802079 12.268437841 15.027431163 16.915080638 251.0 16.20711
18.090755174 12.103030754 14.798879244 16.665875113 251.5 15.9721635
17.837022356 11.925921927 14.582686142 16.41478239 252.0 15.7175735
17.588561595 11.746916473 14.357414735 16.155465149 252.5 15.4613775
17.348785099 11.565258875 14.155478058 15.892716548 253.0 15.2001035
17.069652339 11.36845246 13.919208204 15.629559055 253.5 14.935319
16.795434933 11.203854596 13.679793488 15.357124971 254.0 14.6693475
16.512570313 10.987517765 13.430031971 15.076590793 254.5 14.4004465
16.218692514 10.797793029 13.171693258 14.797262093 255.0 14.120982
15.901662158 10.58756927 12.883861384 14.515953467 255.5 13.8348955
15.557489936 10.363283933 12.615439081 14.229019284 256.0 13.5542815
15.235139744 10.134921756 12.371355676 13.942544153 256.5 13.2752285
14.924009204 9.88117794 12.084698896 13.652790466 257.0 12.9909945
14.607834151 9.613598835 11.799229124 13.36147135 257.5 12.707666
14.271161879 9.351762812 11.525231307 13.067338708 258.0 12.423019
13.968242979 9.087348384 11.266601986 12.766298104 258.5 12.140643
13.712887355 8.848500846 10.974151585 12.478863875 259.0 11.859449
13.394231903 8.601358884 10.697371628 12.177405647 259.5 11.574947
13.064702506 8.340629277 10.42209699 11.889000537 260.0 11.29389
12.738989886 8.115094991 10.13551078 11.603058588 260.5 11.0130525
12.464725182 7.844045825 9.85136591 11.311105745 261.0 10.722728
12.138621055 7.604485495 9.561998695 11.026782131 261.5 10.445515
11.78054839 7.387082457 9.26425544 10.740077628 262.0 10.1698085
11.493433283 7.179932865 8.993771177 10.464624663 262.5 9.8901605
11.169211408 6.985778033 8.728246945 10.193240049 263.0 9.6100595
10.831115959 6.728178516 8.458493852 9.918410048 263.5 9.335873
10.531132206 6.470289784 8.194174604 9.619508608 264.0 9.0599675
10.28847387 6.2137373 7.947865332 9.349677791 264.5 8.792216
10.057399818 5.990049459 7.713769734 9.109904264 265.0 8.534537
9.727074951 5.808467854 7.456600016 8.853217133 265.5 8.2798585
9.439626909 5.561411455 7.209199085 8.594553052 266.0 8.029685
9.203248885 5.365211652 6.979015941 8.351378875 266.5 7.7834765
8.986422575 5.172344296 6.74622506 8.092946989 267.0 7.5400695
8.756618857 4.983033069 6.52811888 7.87721118 267.5 7.30231
8.519856 4.7564553 6.314754304 7.639091507 268.0 7.0758345
8.297347167 4.521705081 6.092491011 7.414644135 268.5 6.8532055
8.10525257 4.307891433 5.877744991 7.190342873 269.0 6.635559
7.911332741 4.07451682 5.674328995 6.996873492 269.5 6.420992
7.710707847 3.876993136 5.476903215 6.790082055 270.0 6.214727
7.512217921 3.6981988 5.274026335 6.585395929 270.5 6.0062785
7.32343767 3.536789019 5.095278624 6.424390648 271.0 5.8168765
7.136239324 3.388586312 4.931971601 6.243817683 271.5 5.6439625
6.953337267 3.246406844 4.778127507 6.074819269 272.0 5.46465
6.785349558 3.101647884 4.633834155 5.911016369 272.5 5.3087765
6.597074962 2.968924495 4.489187123 5.759515655 273.0 5.1537915
6.436426154 2.851931246 4.355345193 5.630960926 273.5 5.009414
6.30775663 2.7536365 4.204745634 5.494952404 274.0 4.878425
6.193613295 2.645667914 4.085793572 5.34569602 274.5 4.752033
6.075141364 2.541281544 3.985149916 5.209248497 275.0 4.6329095
5.941219263 2.447779453 3.861822407 5.089377779 275.5 4.516488
5.803401194 2.312756161 3.76092138 4.985256347 276.0 4.412985
5.704820787 2.260631728 3.664886992 4.874132818 276.5 4.3110145
5.579793773 2.120002625 3.558386511 4.759040269 277.0 4.219727
5.479208509 2.001407445 3.46298425 4.662620183 277.5 4.1323475
5.379790211 1.938260108 3.399396105 4.566113671 278.0 4.0416775
5.28850971 1.89260386 3.3278606 4.479616774 278.5 3.962536
5.218466292 1.850319852 3.242932585 4.374303003 279.0 3.878865
5.1631563 1.770888967 3.155417464 4.284158803 279.5 3.804343
5.076131049 1.687602269 3.092880704 4.201781426 280.0 3.727476
5.002011994 1.586594823 3.017795574 4.119544407 280.5 3.653882
4.919635359 1.503842585 2.932610351 4.039000603 281.0 3.567632
4.850304082 1.432903418 2.873091347 3.941424974 281.5 3.491587
4.770821373 1.365558503 2.795769395 3.85625768 282.0 3.4139945
4.68300065 1.302052785 2.71267997 3.76759754 282.5 3.339102
4.598865861 1.224999198 2.629894248 3.684083668 283.0 3.25914
4.515293625 1.14313658 2.551990616 3.593941069 283.5 3.1817085
4.429998037 1.080043704 2.480452868 3.515642282 284.0 3.109671
4.343554296 1.02093123 2.407252392 3.428617535 284.5 3.030689
4.25064315 0.963054393 2.341329122 3.330637293 285.0 2.95794
4.176155817 0.893118309 2.273364692 3.262559186 285.5 2.891558
4.096138513 0.856393003 2.203773759 3.189115094 286.0 2.8242935
4.011679166 0.853039119 2.131306797 3.129360223 286.5 2.754038
3.949586734 0.801361373 2.073416439 3.064165507 287.0 2.695437
3.880292046 0.782606374 2.002437397 3.008339709 287.5 2.6358695
3.826202659 0.754590344 1.980570355 2.958404753 288.0 2.578853
3.776263236 0.710335337 1.919987365 2.907315736 288.5 2.5148475
3.748981599 0.676375281 1.854941953 2.851504952 289.0 2.4558005
3.688463863 0.655556747 1.798857749 2.802744495 289.5 2.403977
3.636733318 0.602549214 1.736459952 2.753825574 290.0 2.3549745
3.616828258 0.55547964 1.707098427 2.705197606 290.5 2.3051135
3.588847734 0.519858954 1.657907365 2.655702934 291.0 2.2623185
3.575978904 0.494385102 1.603913794 2.611344751 291.5 2.204621
3.507745618 0.431381026 1.551601179 2.562148242 292.0 2.1578855
3.479973416 0.390894895 1.514631895 2.511473106 292.5 2.111299
3.463903213 0.355023413 1.445768915 2.461872992 293.0 2.074643
3.411865955 0.344062623 1.40413386 2.430249973 293.5 2.0282075
3.3585529 0.308177662 1.345778569 2.377979099 294.0 1.9895055
3.305659078 0.281815044 1.304609664 2.359676021 294.5 1.9532355
3.258886818 0.242125813 1.258788012 2.317002644 295.0 1.915278
3.214627086 0.205355112 1.22500804 2.284756953 295.5 1.8783765
3.195456915 0.172767024 1.183975568 2.245461228 296.0 1.8380345
3.187952636 0.145827037 1.140657992 2.208267347 296.5 1.800171
3.180970864 0.119737632 1.110192037 2.164294476 297.0 1.7622025
3.154906246 0.100827003 1.072084367 2.133836864 297.5 1.726713
3.106200356 0.082545723 1.038254134 2.099402811 298.0 1.687267
3.049146167 0.066425992 1.014014126 2.066609801 298.5 1.6509375
3.011626801 0.052716232 0.995477002 2.017612793 299.0 1.61336
2.986680771 0.046192115 0.9749858 1.972382114 299.5 1.5763655
2.962813747 0.048690413 0.960581044 1.922360646 300.0 1.549524
2.95332278 0.029267782 0.933167764 1.8919356 300.5 1.517727
2.934414623 0.017168465 0.917337981 1.835721441 301.0 1.4859205
2.873333275 0.013120997 0.893621769 1.809321153 301.5 1.458539
2.839195661 0.011688682 0.871118264 1.783112736 302.0 1.428938
2.775634886 0.010902279 0.854178654 1.769795107 302.5 1.4025985
2.736296173 0.00333757 0.841081072 1.722623729 303.0 1.375974
2.675073766 0.000554823 0.825869763 1.701662019 303.5 1.346983
2.611656316 0.000297647 0.819734775 1.666363637 304.0 1.315442
2.563699683 0.000415695 0.80838958 1.639390889 304.5 1.2890625
2.521442384 0.001553968 0.791706833 1.616197551 305.0 1.2620105
2.474281022 0.003059918 0.775488279 1.607892003 305.5 1.240884
2.461699976 0.007078659 0.780121265 1.576012967 306.0 1.2172425
2.42420749 0.006642065 0.756259277 1.559204885 306.5 1.199399
2.398350087 0.005120224 0.734640276 1.552624853 307.0 1.182945
2.354628211 0.006582649 0.711628204 1.545183381 307.5 1.1620235
2.318443572 0.010100197 0.693020709 1.525584514 308.0 1.1431405
2.296272525 0.012685724 0.670945583 1.517415894 308.5 1.1255835
2.262748114 0.014897334 0.665798868 1.504020601 309.0 1.111785
2.239296864 0.018745976 0.649049668 1.485894961 309.5 1.0966615
2.211998147 0.02355447 0.639661046 1.48519378 310.0 1.0829245
2.188097014 0.024426767 0.627103621 1.460363004 310.5 1.068769
2.168720505 0.022093958 0.609848112 1.456917381 311.0 1.055185
2.143593201 0.014012971 0.59060634 1.445626392 311.5 1.043569
2.13101801 0.0079086 0.57456051 1.427352758 312.0 1.0343395
2.143627574 0.004474783 0.570812181 1.422948195 312.5 1.028996
2.162614521 0.000322863 0.563647172 1.420165203 313.0 1.028323
2.186043779 1.2689e-05 0.557706439 1.421240216 313.5 1.028977
2.192485571 5.689e-06 0.560103114 1.426377528 314.0 1.02963
2.170569128 1.527e-06 0.546814919 1.433656955 314.5 1.035174
2.15488333 1.527e-06 0.54501072 1.437915172 315.0 1.0446565
2.182343043 5.689e-06 0.551919555 1.439941185 315.5 1.051655
2.202067233 2.0689e-05 0.554059882 1.458037754 316.0 1.0627645
2.218559863 0.002007695 0.553588786 1.463991673 316.5 1.07109
2.234829483 0.000644928 0.555319237 1.442906021 317.0 1.0829015
2.260143326 0.000989128 0.554743489 1.440098611 317.5 1.089254
2.259592674 0.00274099 0.553082583 1.444965036 318.0 1.0929945
2.2727701 0.004418227 0.548499685 1.453951594 318.5 1.102636
2.273527998 0.004833639 0.547087365 1.461633824 319.0 1.110501
2.25485196 0.008169955 0.548867882 1.457282159 319.5 1.110787
2.233968638 0.012503476 0.549904406 1.443908277 320.0 1.110355
2.222741379 0.01247107 0.554216559 1.434128842 320.5 1.105384
2.216419682 0.012213335 0.550475221 1.422058577 321.0 1.0973185
2.203356532 0.011905587 0.546618016 1.404957474 321.5 1.085315
2.179305457 0.008433446 0.53774914 1.391568371 322.0 1.0703265
2.142220597 0.005844052 0.518398707 1.384212385 322.5 1.049495
2.10068394 0.005662864 0.504226358 1.353317072 323.0 1.024392
2.053774397 0.005461689 0.486682277 1.320404202 323.5 0.994542
2.002555343 0.004405602 0.476724422 1.284035512 324.0 0.961359
1.941078243 0.004195334 0.459387049 1.242100423 324.5 0.9234535
1.853287112 0.003974485 0.447607233 1.19526998 325.0 0.8831255
1.780487426 0.003745528 0.426800378 1.139690665 325.5 0.8377175
1.688825867 0.002519755 0.399378602 1.088216491 326.0 0.790398
1.610757202 0.001089864 0.366268051 1.022105239 326.5 0.7417595
1.509301129 0.000963168 0.340929346 0.958190539 327.0 0.6902445
1.405865775 0.000518434 0.325494867 0.885761635 327.5 0.637721
1.298813578 0.000156966 0.297288504 0.815162899 328.0 0.5857275
1.186804813 1.7162e-05 0.269167944 0.745992689 328.5 0.532027
1.073016048 1.6162e-05 0.241332216 0.673468004 329.0 0.478735
0.956408331 1.4635e-05 0.214827539 0.600304474 329.5 0.4255165
0.852361524 1.3162e-05 0.190474813 0.527376124 330.0 0.3740635
0.743750347 7.581e-06 0.163410041 0.460277394 330.5 0.3247645
0.637977332 6.581e-06 0.139355597 0.390930709 331.0 0.276051
0.538554427 3.054e-06 0.116373419 0.325773882 331.5 0.2296795
0.439758863 2.527e-06 0.094476507 0.265933605 332.0 0.1863405
0.348796333 1e-06 0.07374404 0.211260909 332.5 0.1463685
0.26580392 1e-06 0.055215494 0.15930914 333.0 0.110244
0.191881253 1e-06 0.039067541 0.113473259 333.5 0.078434
0.127555327 0.0 0.02594859 0.074441162 334.0 0.0514185
0.073907238 0.0 0.015145879 0.042827621 334.5 0.0296075
0.033802434 0.0 0.006872272 0.019453603 335.0 0.01346
0.008685853 0.0 0.001745874 0.004993009 335.5 0.003449
0.0 0.0 0.0 0.0 336.0 0.0
0.0 0.0 0.0 0.0 336.5 0.0
0.0 0.0 0.0 0.0 337.0 0.0
0.0 0.0 0.0 0.0 337.5 0.0
0.0 0.0 0.0 0.0 338.0 0.0
0.0 0.0 0.0 0.0 338.5 0.0
0.0 0.0 0.0 0.0 339.0 0.0
0.0 0.0 0.0 0.0 339.5 0.0
0.0 0.0 0.0 0.0 340.0 0.0
0.0 0.0 0.0 0.0 340.5 0.0
0.0 0.0 0.0 0.0 341.0 0.0
0.0 0.0 0.0 0.0 341.5 0.0
0.0 0.0 0.0 0.0 342.0 0.0
0.0 0.0 0.0 0.0 342.5 0.0
0.0 0.0 0.0 0.0 343.0 0.0
0.0 0.0 0.0 0.0 343.5 0.0
0.0 0.0 0.0 0.0 344.0 0.0
0.0 0.0 0.0 0.0 344.5 0.0
0.0 0.0 0.0 0.0 345.0 0.0
0.0 0.0 0.0 0.0 345.5 0.0
0.0 0.0 0.0 0.0 346.0 0.0
0.0 0.0 0.0 0.0 346.5 0.0
0.0 0.0 0.0 0.0 347.0 0.0
0.0 0.0 0.0 0.0 347.5 0.0
0.0 0.0 0.0 0.0 348.0 0.0
0.0 0.0 0.0 0.0 348.5 0.0
0.0 0.0 0.0 0.0 349.0 0.0
0.0 0.0 0.0 0.0 349.5 0.0
0.0 0.0 0.0 0.0 350.0 0.0
0.0 0.0 0.0 0.0 350.5 0.0
0.0 0.0 0.0 0.0 351.0 0.0
0.0 0.0 0.0 0.0 351.5 0.0
0.0 0.0 0.0 0.0 352.0 0.0
0.0 0.0 0.0 0.0 352.5 0.0
0.0 0.0 0.0 0.0 353.0 0.0
0.0 0.0 0.0 0.0 353.5 0.0
0.0 0.0 0.0 0.0 354.0 0.0
0.0 0.0 0.0 0.0 354.5 0.0
0.0 0.0 0.0 0.0 355.0 0.0
0.0 0.0 0.0 0.0 355.5 0.0
0.0 0.0 0.0 0.0 356.0 0.0
0.0 0.0 0.0 0.0 356.5 0.0
0.0 0.0 0.0 0.0 357.0 0.0
0.0 0.0 0.0 0.0 357.5 0.0
0.0 0.0 0.0 0.0 358.0 0.0
0.0 0.0 0.0 0.0 358.5 0.0
0.0 0.0 0.0 0.0 359.0 0.0
0.0 0.0 0.0 0.0 359.5 0.0
0.0 0.0 0.0 0.0 360.0 0.0
0.0 0.0 0.0 0.0 360.5 0.0
0.0 0.0 0.0 0.0 361.0 0.0
0.0 0.0 0.0 0.0 361.5 0.0
0.0 0.0 0.0 0.0 362.0 0.0
0.0 0.0 0.0 0.0 362.5 0.0
0.0 0.0 0.0 0.0 363.0 0.0
0.0 0.0 0.0 0.0 363.5 0.0
0.0 0.0 0.0 0.0 364.0 0.0
0.0 0.0 0.0 0.0 364.5 0.0
0.0 0.0 0.0 0.0 365.0 0.0
0.0 0.0 0.0 0.0 365.5 0.0
0.0 0.0 0.0 0.0 366.0 0.0
0.0 0.0 0.0 0.0 366.5 0.0
0.0 0.0 0.0 0.0 367.0 0.0
0.0 0.0 0.0 0.0 367.5 0.0
0.0 0.0 0.0 0.0 368.0 0.0
0.0 0.0 0.0 0.0 368.5 0.0
0.0 0.0 0.0 0.0 369.0 0.0
0.0 0.0 0.0 0.0 369.5 0.0
0.0 0.0 0.0 0.0 370.0 0.0
0.0 0.0 0.0 0.0 370.5 0.0
0.0 0.0 0.0 0.0 371.0 0.0
0.0 0.0 0.0 0.0 371.5 0.0
0.0 0.0 0.0 0.0 372.0 0.0
0.0 0.0 0.0 0.0 372.5 0.0
0.0 0.0 0.0 0.0 373.0 0.0
0.0 0.0 0.0 0.0 373.5 0.0
0.0 0.0 0.0 0.0 374.0 0.0
0.0 0.0 0.0 0.0 374.5 0.0
0.0 0.0 0.0 0.0 375.0 0.0
0.0 0.0 0.0 0.0 375.5 0.0
0.0 0.0 0.0 0.0 376.0 0.0
0.0 0.0 0.0 0.0 376.5 0.0
0.0 0.0 0.0 0.0 377.0 0.0
0.0 0.0 0.0 0.0 377.5 0.0
0.0 0.0 0.0 0.0 378.0 0.0
0.0 0.0 0.0 0.0 378.5 0.0
0.0 0.0 0.0 0.0 379.0 0.0
0.0 0.0 0.0 0.0 379.5 0.0
0.0 0.0 0.0 0.0 380.0 0.0
0.0 0.0 0.0 0.0 380.5 0.0
0.0 0.0 0.0 0.0 381.0 0.0
0.0 0.0 0.0 0.0 381.5 0.0
0.0 0.0 0.0 0.0 382.0 0.0
0.0 0.0 0.0 0.0 382.5 0.0
0.0 0.0 0.0 0.0 383.0 0.0
0.0 0.0 0.0 0.0 383.5 0.0
0.0 0.0 0.0 0.0 384.0 0.0
0.0 0.0 0.0 0.0 384.5 0.0
0.0 0.0 0.0 0.0 385.0 0.0
0.0 0.0 0.0 0.0 385.5 0.0
0.0 0.0 0.0 0.0 386.0 0.0
0.0 0.0 0.0 0.0 386.5 0.0
0.0 0.0 0.0 0.0 387.0 0.0
0.0 0.0 0.0 0.0 387.5 0.0
0.0 0.0 0.0 0.0 388.0 0.0
0.0 0.0 0.0 0.0 388.5 0.0
0.0 0.0 0.0 0.0 389.0 0.0
0.0 0.0 0.0 0.0 389.5 0.0
0.0 0.0 0.0 0.0 390.0 0.0
0.0 0.0 0.0 0.0 390.5 0.0
0.0 0.0 0.0 0.0 391.0 0.0
0.0 0.0 0.0 0.0 391.5 0.0
0.0 0.0 0.0 0.0 392.0 0.0
0.0 0.0 0.0 0.0 392.5 0.0
0.0 0.0 0.0 0.0 393.0 0.0
0.0 0.0 0.0 0.0 393.5 0.0
0.0 0.0 0.0 0.0 394.0 0.0
0.0 0.0 0.0 0.0 394.5 0.0
0.0 0.0 0.0 0.0 395.0 0.0
0.0 0.0 0.0 0.0 395.5 0.0
0.0 0.0 0.0 0.0 396.0 0.0
0.0 0.0 0.0 0.0 396.5 0.0
0.0 0.0 0.0 0.0 397.0 0.0
0.0 0.0 0.0 0.0 397.5 0.0
0.0 0.0 0.0 0.0 398.0 0.0
0.0 0.0 0.0 0.0 398.5 0.0
0.0 0.0 0.0 0.0 399.0 0.0
0.0 0.0 0.0 0.0 399.5 0.0
0.0 0.0 0.0 0.0 400.0 0.0
0.0 0.0 0.0 0.0 400.5 0.0
0.0 0.0 0.0 0.0 401.0 0.0
0.0 0.0 0.0 0.0 401.5 0.0
0.0 0.0 0.0 0.0 402.0 0.0
0.0 0.0 0.0 0.0 402.5 0.0
0.0 0.0 0.0 0.0 403.0 0.0
0.0 0.0 0.0 0.0 403.5 0.0
0.0 0.0 0.0 0.0 404.0 0.0
0.0 0.0 0.0 0.0 404.5 0.0
0.0 0.0 0.0 0.0 405.0 0.0
0.0 0.0 0.0 0.0 405.5 0.0
0.0 0.0 0.0 0.0 406.0 0.0
0.0 0.0 0.0 0.0 406.5 0.0
0.0 0.0 0.0 0.0 407.0 0.0
0.0 0.0 0.0 0.0 407.5 0.0
0.0 0.0 0.0 0.0 408.0 0.0
0.0 0.0 0.0 0.0 408.5 0.0
0.0 0.0 0.0 0.0 409.0 0.0
0.0 0.0 0.0 0.0 409.5 0.0
0.0 0.0 0.0 0.0 410.0 0.0
0.0 0.0 0.0 0.0 410.5 0.0
0.0 0.0 0.0 0.0 411.0 0.0
0.0 0.0 0.0 0.0 411.5 0.0
0.0 0.0 0.0 0.0 412.0 0.0
0.0 0.0 0.0 0.0 412.5 0.0
0.0 0.0 0.0 0.0 413.0 0.0
0.0 0.0 0.0 0.0 413.5 0.0
0.0 0.0 0.0 0.0 414.0 0.0
0.0 0.0 0.0 0.0 414.5 0.0
0.0 0.0 0.0 0.0 415.0 0.0
0.0 0.0 0.0 0.0 415.5 0.0
0.0 0.0 0.0 0.0 416.0 0.0
0.0 0.0 0.0 0.0 416.5 0.0
0.0 0.0 0.0 0.0 417.0 0.0
0.0 0.0 0.0 0.0 417.5 0.0
0.0 0.0 0.0 0.0 418.0 0.0
0.0 0.0 0.0 0.0 418.5 0.0
0.0 0.0 0.0 0.0 419.0 0.0
0.0 0.0 0.0 0.0 419.5 0.0
0.0 0.0 0.0 0.0 420.0 0.0
0.0 0.0 0.0 0.0 420.5 0.0
0.0 0.0 0.0 0.0 421.0 0.0
0.0 0.0 0.0 0.0 421.5 0.0
0.0 0.0 0.0 0.0 422.0 0.0
0.0 0.0 0.0 0.0 422.5 0.0
0.0 0.0 0.0 0.0 423.0 0.0
0.0 0.0 0.0 0.0 423.5 0.0
0.0 0.0 0.0 0.0 424.0 0.0
0.0 0.0 0.0 0.0 424.5 0.0
0.0 0.0 0.0 0.0 425.0 0.0
0.0 0.0 0.0 0.0 425.5 0.0
0.0 0.0 0.0 0.0 426.0 0.0
0.0 0.0 0.0 0.0 426.5 0.0
0.0 0.0 0.0 0.0 427.0 0.0
0.0 0.0 0.0 0.0 427.5 0.0
0.0 0.0 0.0 0.0 428.0 0.0
0.0 0.0 0.0 0.0 428.5 0.0
0.0 0.0 0.0 0.0 429.0 0.0
0.0 0.0 0.0 0.0 429.5 0.0
0.0 0.0 0.0 0.0 430.0 0.0
0.0 0.0 0.0 0.0 430.5 0.0
0.0 0.0 0.0 0.0 431.0 0.0
0.0 0.0 0.0 0.0 431.5 0.0
0.0 0.0 0.0 0.0 432.0 0.0
0.0 0.0 0.0 0.0 432.5 0.0
0.0 0.0 0.0 0.0 433.0 0.0
0.0 0.0 0.0 0.0 433.5 0.0
0.0 0.0 0.0 0.0 434.0 0.0
0.0 0.0 0.0 0.0 434.5 0.0
0.0 0.0 0.0 0.0 435.0 0.0
0.0 0.0 0.0 0.0 435.5 0.0
0.0 0.0 0.0 0.0 436.0 0.0
0.0 0.0 0.0 0.0 436.5 0.0
0.0 0.0 0.0 0.0 437.0 0.0
0.0 0.0 0.0 0.0 437.5 0.0
0.0 0.0 0.0 0.0 438.0 0.0
0.0 0.0 0.0 0.0 438.5 0.0
0.0 0.0 0.0 0.0 439.0 0.0
0.0 0.0 0.0 0.0 439.5 0.0
0.0 0.0 0.0 0.0 440.0 0.0
0.0 0.0 0.0 0.0 440.5 0.0
0.0 0.0 0.0 0.0 441.0 0.0
0.0 0.0 0.0 0.0 441.5 0.0
0.0 0.0 0.0 0.0 442.0 0.0
0.0 0.0 0.0 0.0 442.5 0.0
0.0 0.0 0.0 0.0 443.0 0.0
0.0 0.0 0.0 0.0 443.5 0.0
0.0 0.0 0.0 0.0 444.0 0.0
