Q R dR
0.00877296 0.04627428162801907 0.0007256737105171805
0.0100889 0.03134701920286573 0.000528896712064857
0.0114048 0.022666822537961883 0.00039276530590982145
0.0127208 0.015664160568978562 0.00029893664463157617
0.0140367 0.012101050579415682 0.00023238592562629376
0.0153526 0.00900243600146684 0.00018399656954624037
0.0166685 0.006874296955329273 0.000148046426509658
0.0179845 0.005656508838245098 0.00012082378370225991
0.0193004 0.004243249837291989 9.98631266666102e-05
0.0206163 0.0034769344078906836 8.347778043681594e-05
0.0219322 0.0027771136742277963 7.052545712670732e-05
0.0241253 0.0019773049370979427 5.432229059803111e-05
0.0263185 0.0014928811706173331 4.273511746462361e-05
0.0285116 0.001153830243940746 3.42621682460267e-05
0.0307047 0.0008751847580965753 2.792735616316471e-05
0.0328977 0.0007265893078734606 2.3099011659044115e-05
0.0350908 0.0005485415511870678 1.935576127103117e-05
0.0372838 0.0004363853113394752 1.641033863049677e-05
0.0394768 0.0004091872307800039 1.4061610682253368e-05
0.0416698 0.00029152710370685764 1.2166321993671386e-05
0.0438627 0.00026394053362412384 1.062381917669874e-05
0.0473713 0.00020612530138739977 8.69591067484344e-06
0.0508798 0.00016434894905674872 7.247304299315557e-06
0.0543882 0.0001437920064453374 6.1397230046126e-06
0.0578966 0.00012211125448871162 5.2770176362185214e-06
0.0614048 9.878949312629219e-05 4.593288996957811e-06
0.0649128 9.382313637340126e-05 4.042318490489001e-06
0.0684208 8.40514021929225e-05 3.591142982525933e-06
0.0719286 7.201578251910986e-05 3.2159805119453124e-06
0.0754363 5.997486813771417e-05 2.899409958277872e-06
0.0789438 5.836466324660752e-05 2.6285888625818284e-06
0.0824512 5.451830885959516e-05 2.393943007411774e-06
0.0859585 5.009232547544294e-05 2.1881640003239506e-06
0.087712 4.559937082207873e-05 2.0944613707715173e-06
0.091219 4.477568004489354e-05 1.92276056109888e-06
0.0947258 3.774536885211788e-05 1.7687056625711676e-06
0.0982324 3.65853696544369e-05 1.6296904109391105e-06
0.101739 2.9241456514990046e-05 1.503568851047669e-06
0.105245 3.049979522411836e-05 1.3886944456356203e-06
0.108751 2.580822261803971e-05 1.2837297608378327e-06
0.112257 2.4233021785019186e-05 1.187627114277677e-06
0.115762 2.4003592117144114e-05 1.099566663502693e-06
0.119268 2.0553389902003385e-05 1.0188056123939162e-06
0.122773 1.673280341578826e-05 9.448110318452818e-07
0.126278 1.5618085090153272e-05 8.770646194839508e-07
0.129782 1.3562898842231373e-05 8.151565966776594e-07
0.133287 1.090071481008982e-05 7.586666716751409e-07
0.136791 7.865162062852501e-06 7.072755750985946e-07
0.140295 8.315629153694733e-06 6.606353590085742e-07
0.143798 6.0030940480440726e-06 6.184400959142085e-07
0.147302 5.205552940829817e-06 5.803551684622377e-07
0.150805 4.8820993782258455e-06 5.460692968916416e-07
0.153432 3.90734710384052e-06 5.227234258510523e-07
0.15781 2.6264977129374803e-06 4.878551723330392e-07
0.162187 1.1033001453887365e-06 4.574578774828807e-07
0.166564 1.1631411169358289e-06 4.3099998963823e-07
0.170941 2.697536841006751e-07 4.07920335510495e-07
0.175317 7.414269470298793e-08 3.876945113361745e-07
0.179693 7.348147128548535e-07 3.6983240444888724e-07
0.184068 2.3165318801718027e-07 3.5390512192577483e-07
0.188442 3.7674849989889814e-07 3.395368202039888e-07
0.192816 7.011706537934138e-07 3.2640813517819427e-07
0.197189 3.971194413920622e-07 3.1426350317682544e-07
0.201562 2.0867258311470968e-07 3.0289490635702957e-07
0.205934 3.524958694588957e-07 2.921472881339064e-07
0.210305 8.170825623225966e-07 2.8190370660790565e-07
0.214676 1.1695488745103135e-06 2.7207912296699714e-07
0.219046 8.8331056638958e-07 2.626204750081632e-07
0.223416 1.0657797019024592e-06 2.5349152444148855e-07
0.227785 8.233855826401053e-07 2.4467608201060154e-07
0.232153 7.851235342816335e-07 2.3616684853981966e-07
0.23652 9.367389273178557e-07 2.2796366364414294e-07
0.240887 8.118694156360388e-07 2.2006850196947487e-07
0.245253 1.0542664697947238e-06 2.124885049372676e-07
0.249618 5.802829132051744e-07 2.0522843693529112e-07
0.253982 7.265996565572183e-07 1.9831144920402408e-07
0.258346 6.191633530854953e-07 1.9185886124336114e-07
