# Q Iq dIq dQ fit
1.417999999999999990e-03 2.179000000000000057e+02 1.461999999999999922e+01 2.325999999999999888e-04 3.442708465128155240e+02
1.675999999999999972e-03 2.279000000000000057e+02 1.200000000000000000e+01 2.359999999999999902e-04 3.155642518918901374e+02
1.933999999999999955e-03 2.220999999999999943e+02 1.050000000000000000e+01 2.400000000000000061e-04 2.848876621972920020e+02
2.191999999999999938e-03 2.245999999999999943e+02 1.027999999999999936e+01 2.446999999999999848e-04 2.521823989877507017e+02
2.449999999999999921e-03 2.250000000000000000e+02 1.085999999999999943e+01 2.500000000000000052e-04 2.184797117029476112e+02
2.707999999999999904e-03 2.185999999999999943e+02 8.727000000000000313e+00 2.556999999999999811e-04 1.850288682648907468e+02
2.965999999999999887e-03 1.841999999999999886e+02 7.410000000000000142e+00 2.619000000000000234e-04 1.525088153160115496e+02
3.223000000000000170e-03 1.645999999999999943e+02 7.429999999999999716e+00 2.685000000000000212e-04 1.232797640219577460e+02
3.481000000000000153e-03 1.375999999999999943e+02 6.317999999999999616e+00 2.754000000000000263e-04 9.764857454712681317e+01
3.739000000000000136e-03 1.050000000000000000e+02 5.166999999999999815e+00 2.827999999999999893e-04 7.647168674615404882e+01
3.996999999999999685e-03 7.953000000000000114e+01 4.133000000000000007e+00 2.904000000000000114e-04 6.005852422559116377e+01
4.255000000000000102e-03 6.182999999999999829e+01 3.531000000000000139e+00 2.983999999999999890e-04 4.823944175925617373e+01
4.512999999999999651e-03 4.703000000000000114e+01 3.279999999999999805e+00 3.066000000000000257e-04 4.041314671259782187e+01
4.771000000000000067e-03 3.528000000000000114e+01 2.632000000000000117e+00 3.151000000000000155e-04 3.608858098661132630e+01
5.028000000000000351e-03 3.338000000000000256e+01 2.474000000000000199e+00 3.238000000000000101e-04 3.333901237537337181e+01
5.285999999999999900e-03 2.946999999999999886e+01 2.361000000000000210e+00 3.327000000000000096e-04 3.180159109204434742e+01
5.544000000000000317e-03 3.225999999999999801e+01 2.355999999999999872e+00 3.418000000000000140e-04 3.079372227490940972e+01
5.801999999999999866e-03 2.707999999999999829e+01 2.096000000000000085e+00 3.511000000000000232e-04 2.982993465130297395e+01
6.060000000000000282e-03 2.685999999999999943e+01 2.103000000000000203e+00 3.605999999999999830e-04 2.871286403781065744e+01
6.317999999999999831e-03 2.730000000000000071e+01 2.072999999999999954e+00 3.701999999999999996e-04 2.735215072868995989e+01
6.576000000000000248e-03 2.676999999999999957e+01 1.893999999999999906e+00 3.800000000000000209e-04 2.578056650843604558e+01
6.832999999999999664e-03 2.869000000000000128e+01 1.941000000000000059e+00 3.898999999999999905e-04 2.408804673181344214e+01
7.091000000000000081e-03 2.694000000000000128e+01 1.802999999999999936e+00 3.999000000000000167e-04 2.235712916399481998e+01
7.348999999999999630e-03 2.571000000000000085e+01 1.816999999999999948e+00 4.099999999999999912e-04 2.067602806697281181e+01
7.607000000000000046e-03 2.278000000000000114e+01 1.693999999999999950e+00 4.203000000000000247e-04 1.918811658874398773e+01
7.865000000000000463e-03 2.098999999999999844e+01 1.604000000000000092e+00 4.306000000000000040e-04 1.776179325293946221e+01
8.123000000000000012e-03 1.739999999999999858e+01 1.461000000000000076e+00 4.409999999999999858e-04 1.648986816632242025e+01
8.380000000000000296e-03 1.698000000000000043e+01 1.368000000000000105e+00 4.515000000000000241e-04 1.537441084536156666e+01
8.389000000000000623e-03 1.565000000000000036e+01 2.932000000000000162e-01 1.123999999999999999e-03 1.614309213035693702e+01
8.637999999999999845e-03 1.159999999999999964e+01 1.125000000000000000e+00 4.621000000000000107e-04 1.439650313765511491e+01
8.798000000000000265e-03 1.377999999999999936e+01 2.674000000000000266e-01 1.129999999999999928e-03 1.458733260101010920e+01
8.895999999999999394e-03 1.148000000000000043e+01 1.092999999999999972e+00 4.727999999999999998e-04 1.353267220902614376e+01
9.154000000000000678e-03 1.255000000000000071e+01 1.133999999999999897e+00 4.834999999999999888e-04 1.277052882343165940e+01
9.206999999999999906e-03 1.209999999999999964e+01 2.341000000000000025e-01 1.136999999999999990e-03 1.318984486150654156e+01
9.412000000000000227e-03 1.089000000000000057e+01 1.076000000000000068e+00 4.943000000000000345e-04 1.208570392590435638e+01
9.615999999999999548e-03 1.081000000000000050e+01 2.107999999999999874e-01 1.144999999999999967e-03 1.203897321923772523e+01
9.669999999999999776e-03 9.747999999999999332e+00 9.578999999999999737e-01 5.050999999999999717e-04 1.146741173023186455e+01
9.927000000000000060e-03 1.028999999999999915e+01 1.060000000000000053e+00 5.159999999999999656e-04 1.092703321900225077e+01
1.003000000000000072e-02 1.017999999999999972e+01 2.192000000000000060e-01 1.152000000000000029e-03 1.098956677674398286e+01
1.018999999999999941e-02 9.044999999999999929e+00 9.935000000000000497e-01 5.270000000000000162e-04 1.037750600208364382e+01
1.043000000000000003e-02 9.349000000000000199e+00 1.756000000000000061e-01 1.160000000000000007e-03 1.014312345987733899e+01
1.043999999999999963e-02 8.621000000000000441e+00 9.737999999999999989e-01 5.379999999999999583e-04 9.905995333459419072e+00
1.069999999999999944e-02 8.566000000000000725e+00 8.790000000000000036e-01 5.490999999999999570e-04 9.418926710863601670e+00
1.084000000000000068e-02 8.928000000000000824e+00 1.781999999999999973e-01 1.167999999999999984e-03 9.334917721304796245e+00
1.095999999999999926e-02 1.039000000000000057e+01 9.747999999999999998e-01 5.601999999999999558e-04 8.961674412975774828e+00
1.124999999999999958e-02 8.300000000000000711e+00 1.643000000000000016e-01 1.175999999999999962e-03 8.641020581443681792e+00
1.129999999999999928e-02 8.426000000000000156e+00 1.524000000000000077e-01 2.177000000000000116e-03 9.294651216958152773e+00
1.166000000000000023e-02 7.899000000000000021e+00 1.691000000000000003e-01 1.185000000000000072e-03 7.994146025410284295e+00
1.207000000000000087e-02 7.076999999999999957e+00 1.585000000000000020e-01 1.193999999999999966e-03 7.422051598056389921e+00
1.247999999999999977e-02 6.608999999999999986e+00 1.509000000000000064e-01 1.203000000000000076e-03 6.894175957562806545e+00
1.263000000000000060e-02 6.668000000000000149e+00 1.088999999999999968e-01 2.188999999999999974e-03 7.189863877378527945e+00
1.289000000000000042e-02 6.248999999999999666e+00 1.381000000000000005e-01 1.211999999999999970e-03 6.434983334507884400e+00
1.329999999999999932e-02 5.754999999999999893e+00 1.275999999999999912e-01 1.221999999999999996e-03 6.010162253950121602e+00
1.370999999999999996e-02 5.357999999999999652e+00 1.199000000000000066e-01 1.232000000000000022e-03 5.641371815713583260e+00
1.396000000000000019e-02 5.423000000000000043e+00 8.445999999999999341e-02 2.204999999999999929e-03 5.736925330960414904e+00
1.412000000000000061e-02 4.942999999999999616e+00 1.226000000000000006e-01 1.242000000000000048e-03 5.298345599814066276e+00
1.452999999999999951e-02 4.915000000000000036e+00 1.074999999999999983e-01 1.252000000000000075e-03 4.993465648651265631e+00
1.494000000000000015e-02 4.511000000000000121e+00 1.165999999999999953e-01 1.262000000000000101e-03 4.714018639371228225e+00
1.528999999999999977e-02 4.578999999999999737e+00 7.158000000000000473e-02 2.222000000000000017e-03 4.683270127878447653e+00
1.533999999999999947e-02 4.495000000000000107e+00 1.113999999999999990e-01 1.273000000000000043e-03 4.460540588979606369e+00
1.575000000000000011e-02 4.147000000000000242e+00 1.042000000000000010e-01 1.283999999999999985e-03 4.223156328106377089e+00
1.616000000000000075e-02 3.919999999999999929e+00 9.500000000000000111e-02 1.294999999999999927e-03 3.991869661393945723e+00
1.657000000000000139e-02 3.907000000000000028e+00 8.512999999999999734e-02 1.307000000000000002e-03 3.780488112851698279e+00
1.661999999999999936e-02 3.814999999999999947e+00 5.517999999999999988e-02 2.242000000000000069e-03 3.890537733103985651e+00
1.697999999999999857e-02 3.431999999999999940e+00 9.221000000000000030e-02 1.317999999999999944e-03 3.594000988328889257e+00
1.738999999999999921e-02 3.258999999999999897e+00 9.017999999999999627e-02 1.330000000000000019e-03 3.407276045381984364e+00
1.779999999999999985e-02 3.225000000000000089e+00 8.512000000000000122e-02 1.340999999999999961e-03 3.238703749166779389e+00
1.795000000000000068e-02 3.278000000000000025e+00 4.538999999999999979e-02 2.262999999999999821e-03 3.281411261066822682e+00
1.821000000000000049e-02 3.178999999999999826e+00 9.565999999999999504e-02 1.353999999999999952e-03 3.080136454245222755e+00
1.862000000000000113e-02 3.109999999999999876e+00 8.616999999999999660e-02 1.366000000000000027e-03 2.932612830612193022e+00
1.902999999999999831e-02 2.700000000000000178e+00 7.764999999999999680e-02 1.378000000000000102e-03 2.796507789661201393e+00
1.927999999999999853e-02 2.838000000000000078e+00 4.390999999999999764e-02 2.285999999999999838e-03 2.796678530099012239e+00
1.943999999999999895e-02 2.810999999999999943e+00 7.728000000000000147e-02 1.391000000000000092e-03 2.669672490328329761e+00
1.984000000000000000e-02 2.564000000000000057e+00 7.749999999999999944e-02 1.402999999999999950e-03 2.554036649996411334e+00
2.025000000000000064e-02 2.712000000000000188e+00 7.624999999999999833e-02 1.415999999999999941e-03 2.442595570071247391e+00
2.060999999999999985e-02 2.423000000000000043e+00 3.994999999999999940e-02 2.311000000000000120e-03 2.408013268978229426e+00
2.066000000000000128e-02 2.346000000000000085e+00 6.572999999999999676e-02 1.428999999999999932e-03 2.337815076825695115e+00
2.106999999999999845e-02 2.472999999999999865e+00 7.091999999999999693e-02 1.441999999999999922e-03 2.238453940762964667e+00
2.147999999999999909e-02 2.395999999999999908e+00 7.019999999999999851e-02 1.454999999999999913e-03 2.146256744994971655e+00
2.188999999999999974e-02 2.095000000000000195e+00 6.535000000000000531e-02 1.469000000000000037e-03 2.054279118825986128e+00
2.194000000000000117e-02 2.150999999999999801e+00 3.840999999999999970e-02 2.337000000000000102e-03 2.090951739701497836e+00
2.230000000000000038e-02 1.957999999999999963e+00 6.357000000000000151e-02 1.482000000000000027e-03 1.975219060386910419e+00
2.271000000000000102e-02 1.828000000000000069e+00 6.053999999999999659e-02 1.495999999999999934e-03 1.896969668911714368e+00
2.312000000000000166e-02 1.901000000000000023e+00 6.558999999999999553e-02 1.508999999999999925e-03 1.817668558183849203e+00
2.326999999999999902e-02 1.875999999999999890e+00 3.414999999999999980e-02 2.364999999999999915e-03 1.828755645744793989e+00
2.352999999999999883e-02 1.836000000000000076e+00 5.816000000000000336e-02 1.523000000000000048e-03 1.748314698903670417e+00
2.392999999999999988e-02 1.844000000000000083e+00 6.004999999999999921e-02 1.536999999999999955e-03 1.684154887924463440e+00
2.434000000000000052e-02 1.592000000000000082e+00 5.575000000000000094e-02 1.551000000000000078e-03 1.618541985652553583e+00
2.460000000000000034e-02 1.681000000000000050e+00 3.096000000000000141e-02 2.393999999999999861e-03 1.609738610592952091e+00
2.475000000000000117e-02 1.608000000000000096e+00 5.543000000000000010e-02 1.564999999999999985e-03 1.558855548179756134e+00
2.515999999999999834e-02 1.592999999999999972e+00 6.303999999999999881e-02 1.580000000000000024e-03 1.503126450783197399e+00
2.556999999999999898e-02 1.524000000000000021e+00 6.117999999999999827e-02 1.593999999999999931e-03 1.446680572731187775e+00
2.593000000000000166e-02 1.491000000000000103e+00 2.706000000000000072e-02 2.423999999999999939e-03 1.421547472392185041e+00
2.725999999999999951e-02 1.298000000000000043e+00 2.565999999999999878e-02 2.455999999999999850e-03 1.263967739436654414e+00
2.859000000000000083e-02 1.141000000000000014e+00 2.242999999999999855e-02 2.488999999999999893e-03 1.128418450307792753e+00
2.990999999999999909e-02 1.048000000000000043e+00 2.186000000000000096e-02 2.523000000000000069e-03 1.011961488272343779e+00
3.124000000000000041e-02 9.342000000000000304e-01 1.871000000000000094e-02 2.557999999999999944e-03 9.099814579689188276e-01
3.257000000000000173e-02 7.996999999999999664e-01 1.575999999999999970e-02 2.593999999999999952e-03 8.186428595611132675e-01
3.389999999999999958e-02 7.400999999999999801e-01 1.527000000000000059e-02 2.631000000000000092e-03 7.401728136765346466e-01
3.522999999999999743e-02 6.927999999999999714e-01 1.506000000000000047e-02 2.668999999999999932e-03 6.743171930696110206e-01
3.656000000000000222e-02 6.038000000000000034e-01 1.358000000000000006e-02 2.707999999999999904e-03 6.128742593802984917e-01
3.787999999999999701e-02 5.574999999999999956e-01 1.413999999999999979e-02 2.746999999999999876e-03 5.584057923699982107e-01
3.921000000000000180e-02 5.424999999999999822e-01 1.312999999999999931e-02 2.788000000000000114e-03 5.095187978622849334e-01
4.053999999999999965e-02 4.687999999999999945e-01 1.294000000000000011e-02 2.830000000000000050e-03 4.657799328193811816e-01
4.186999999999999750e-02 4.410999999999999921e-01 1.183999999999999983e-02 2.871999999999999987e-03 4.266588446377049260e-01
4.320000000000000229e-02 3.931000000000000050e-01 1.031999999999999931e-02 2.915000000000000056e-03 3.912762419240587430e-01
4.451999999999999708e-02 3.655999999999999805e-01 1.084000000000000068e-02 2.958000000000000126e-03 3.597336961150955914e-01
4.519000000000000100e-02 3.459999999999999742e-01 5.969999999999999613e-03 6.296999999999999646e-03 3.697265159541071045e-01
4.585000000000000187e-02 3.446000000000000174e-01 9.679000000000000103e-03 3.001999999999999894e-03 3.310602336562226689e-01
4.717999999999999972e-02 3.163000000000000256e-01 9.603999999999999690e-03 3.046999999999999795e-03 3.050553154621344354e-01
4.850000000000000144e-02 2.963000000000000078e-01 8.968000000000000277e-03 3.092999999999999829e-03 2.818151486599028699e-01
4.982999999999999929e-02 2.661999999999999922e-01 9.528000000000000011e-03 3.138999999999999863e-03 2.602707726208781658e-01
5.049000000000000016e-02 2.529000000000000137e-01 4.525999999999999641e-03 6.380000000000000254e-03 2.664817791291049787e-01
5.115999999999999714e-02 2.429000000000000048e-01 8.871000000000000413e-03 3.184999999999999897e-03 2.420693204501171980e-01
5.247999999999999887e-02 2.217000000000000082e-01 8.349999999999999784e-03 3.233000000000000197e-03 2.245672295900483229e-01
5.380999999999999672e-02 2.190000000000000002e-01 7.875000000000000056e-03 3.279999999999999930e-03 2.083887626640411606e-01
5.514000000000000151e-02 2.061999999999999944e-01 7.122999999999999991e-03 3.327999999999999795e-03 1.940080380843777763e-01
5.580000000000000238e-02 1.912000000000000088e-01 3.331000000000000193e-03 6.472000000000000322e-03 1.970369200758316786e-01
5.646000000000000324e-02 1.816000000000000114e-01 7.458000000000000219e-03 3.376999999999999794e-03 1.808222027740972460e-01
5.779000000000000109e-02 1.715000000000000135e-01 7.287000000000000074e-03 3.425999999999999792e-03 1.687995781320001110e-01
5.911000000000000282e-02 1.507000000000000006e-01 6.572999999999999850e-03 3.474999999999999790e-03 1.580554324392526855e-01
6.044000000000000067e-02 1.564000000000000112e-01 6.386000000000000183e-03 3.524999999999999922e-03 1.479106398313576598e-01
6.110000000000000153e-02 1.441000000000000059e-01 2.902000000000000066e-03 6.572999999999999850e-03 1.503213268821783910e-01
6.176000000000000240e-02 1.441000000000000059e-01 6.680000000000000174e-03 3.575000000000000053e-03 1.387935592178883848e-01
6.308999999999999331e-02 1.265000000000000013e-01 6.276000000000000328e-03 3.625999999999999883e-03 1.305334562454456282e-01
6.440999999999999504e-02 1.197000000000000008e-01 6.451000000000000137e-03 3.677000000000000147e-03 1.232256991202701768e-01
6.572999999999999676e-02 1.255000000000000004e-01 6.272999999999999930e-03 3.727999999999999977e-03 1.166740820068963014e-01
6.640000000000000069e-02 1.163000000000000006e-01 2.181999999999999912e-03 6.681999999999999572e-03 1.186332029939314858e-01
6.705999999999999461e-02 1.150999999999999940e-01 5.865000000000000421e-03 3.778999999999999807e-03 1.105156825139289034e-01
6.837999999999999634e-02 1.150000000000000050e-01 5.867999999999999952e-03 3.831000000000000204e-03 1.050073325026871784e-01
6.970999999999999419e-02 1.052000000000000018e-01 5.746000000000000239e-03 3.883000000000000167e-03 1.000673642239038041e-01
7.102999999999999592e-02 1.013000000000000012e-01 5.766000000000000292e-03 3.936000000000000262e-03 9.535842306286379522e-02
7.169000000000000372e-02 9.819999999999999563e-02 1.538000000000000088e-03 6.799000000000000356e-03 9.706378639029242250e-02
7.234999999999999765e-02 9.048000000000000487e-02 5.693000000000000144e-03 3.988000000000000225e-03 9.140945555093091257e-02
7.366999999999999937e-02 9.128000000000000003e-02 5.552999999999999776e-03 4.041000000000000321e-03 8.784807771835601020e-02
7.499999999999999722e-02 8.964999999999999358e-02 5.140999999999999737e-03 4.094999999999999682e-03 8.469504073593586702e-02
7.631999999999999895e-02 7.756000000000000394e-02 4.859999999999999737e-03 4.147999999999999778e-03 8.174273050243299754e-02
7.698000000000000675e-02 8.332000000000000517e-02 1.753999999999999917e-03 6.923000000000000334e-03 8.294449256135649762e-02
8.226999999999999591e-02 7.414999999999999369e-02 1.744000000000000107e-03 7.053000000000000241e-03 7.406921854129040750e-02
8.755000000000000282e-02 7.123999999999999777e-02 1.647000000000000026e-03 7.190000000000000210e-03 6.915969901801491404e-02
9.281999999999999973e-02 6.913999999999999313e-02 1.626999999999999974e-03 7.331999999999999976e-03 6.686140527667919220e-02
9.808999999999999664e-02 7.056999999999999384e-02 1.445000000000000104e-03 7.479999999999999670e-03 6.647464769524868977e-02
1.034000000000000058e-01 7.413000000000000145e-02 1.634999999999999952e-03 7.631999999999999895e-03 6.736100137698346202e-02
1.086000000000000021e-01 6.926000000000000212e-02 1.304999999999999953e-03 7.790000000000000049e-03 6.896660103654154994e-02
1.139000000000000012e-01 7.292999999999999483e-02 1.474000000000000050e-03 7.950999999999999734e-03 7.103782119627771729e-02
1.190999999999999975e-01 7.917000000000000426e-02 1.518000000000000035e-03 8.116999999999999216e-03 7.327474389116392373e-02
1.243999999999999967e-01 8.064000000000000334e-02 1.433999999999999945e-03 8.285999999999999963e-03 7.552589944845272685e-02
1.295999999999999930e-01 7.883999999999999342e-02 1.445000000000000104e-03 8.458999999999999506e-03 7.742675843154100956e-02
1.348000000000000032e-01 8.182999999999999996e-02 1.405999999999999915e-03 8.635000000000000314e-03 7.911589293797843814e-02
1.400000000000000133e-01 8.437000000000000055e-02 1.641000000000000097e-03 8.814000000000000654e-03 8.044331181622439708e-02
1.451999999999999957e-01 8.232000000000000428e-02 1.273999999999999959e-03 8.996000000000000524e-03 8.136469619583350243e-02
1.504000000000000059e-01 8.380999999999999561e-02 1.155999999999999910e-03 9.180000000000000659e-03 8.188712386821656031e-02
