80
         29.176     3.35174e-06          2.8486         14.8445         14.8725         0.98421     -9.9248e-07          4.4801          2.4701         -6.9816 
         26.814     3.67508e-06          6.8599          12.139          12.024         0.97831     -5.8412e-07          4.3562             2.6         -7.8392 
         27.836     3.20996e-06          6.7312          14.276          10.848         0.96285     -6.9122e-07          3.5858          4.8317         -5.1292 
         27.722     3.67514e-06          6.8581         11.6335         11.7205         0.95303     -9.5264e-07          3.0437          3.4631         -5.3204 
         10.892     3.62438e-06          6.4657         10.3645         14.8945         0.99701     -8.9156e-07          3.0437          3.8135         -6.4728 
         18.936     3.72134e-06          7.9948          10.629          13.284         0.99303     -7.1036e-07          2.8967          3.7622         -5.6248 
         25.362     3.57242e-06           9.343         11.4395          14.553         0.96559     -5.2394e-07           4.973          4.3055           -7.48 
          11.13     3.54644e-06          8.8579         10.4495         12.4725         0.98741    -1.02308e-06          4.5353           2.726          -6.324 
         10.046     3.67886e-06          7.0408         11.0825         12.2535         0.99371     -8.4218e-07          2.2352          4.4558         -5.1572 
         27.618     3.46364e-06          1.7263         13.7225         12.4945         0.95259     -9.6188e-07          2.2109          2.0195         -6.6012 
         26.144      3.7475e-06          5.3461         10.1375          12.126         0.92418     -5.6072e-07           3.884          3.6089          -7.616 
         16.158     3.73574e-06          8.0659           14.98          14.081         0.95578     -9.7256e-07          4.2242          2.8493         -6.3716 
         26.554     3.44972e-06          1.3312         14.6785         14.4965         0.96249     -6.4124e-07          2.8367          4.4558         -7.0576 
         28.574      3.4817e-06          2.0665          14.501         14.2845         0.98983     -6.6686e-07          3.6398          2.7215          -7.626 
         11.848     3.30266e-06          4.3399         11.7165         11.8725         0.93792     -9.8264e-07          2.1251          3.9398          -6.412 
         27.214     3.66308e-06          6.9049          10.239         13.0225         0.94781     -6.3728e-07          4.4801          2.5301          -7.784 
          29.83     3.66188e-06          1.1692          11.443         10.8265         0.96939     -7.0448e-07          4.1447          3.4631         -8.1208 
         27.642      3.6266e-06          6.9121         10.1035          11.724         0.95303     -6.5246e-07          4.8242          2.8466         -7.9932 
         29.678     3.31106e-06          3.5389           14.99          13.553         0.95578     -9.4256e-07          4.2242          3.7583         -6.3692 
         26.158     3.68132e-06          7.8121          14.625          10.616         0.98278     -9.6056e-07          3.5201          2.3894         -8.1736 
         29.774     3.48158e-06          8.3098         13.5005         13.4845         0.92949     -6.4124e-07          3.4127          4.4558         -7.4176 
          29.99      3.5339e-06          4.3966          14.943          11.712         0.95358    -1.02644e-06          4.0136          3.2474         -5.2544 
         19.914     3.32912e-06          8.8444         12.0625          10.315         0.99267     -7.2788e-07          4.6208          2.1227         -8.0212 
         27.642      3.6269e-06          7.0021         13.6335          11.714         0.95303     -9.5246e-07          4.2416          3.4631         -5.3368 
         10.754     3.50972e-06          1.2952          14.676         14.4965         0.96288      -8.474e-07          3.6398          4.5215           -5.32 
         29.922     3.54572e-06          4.3939         10.4395         12.4725         0.98744    -1.02434e-06          4.5353          2.7455           -7.48 
         24.576      3.4952e-06          2.8576         14.8445         13.0465         0.96954    -1.03268e-06          2.4242           2.876         -6.3932 
         26.062     3.51056e-06          7.0858           14.41         14.8285         0.95978      -9.728e-07          2.3042          2.8628         -6.4516 
         29.964     3.55082e-06          3.1456          13.975         11.2425         0.98131     -6.0218e-07           2.411          4.6967          -6.244 
          29.99     3.53366e-06          4.3966          14.903          11.562         0.95358    -1.02284e-06          3.2936          3.7964         -6.4544 
         29.644     3.65072e-06          6.0229          14.125         12.5825          0.9874    -1.02392e-06          4.5353          2.7455           -7.48 
          29.93      3.4256e-06          4.3939          13.486         12.3945         0.96162     -8.3906e-07          3.2642          3.6137         -6.4116 
         21.856     3.30932e-06          9.6157          10.246          14.877         0.96177     -9.5696e-07          4.5815          4.2194         -7.5612 
         29.624     3.31106e-06           3.304          14.575          12.416         0.98278     -9.7994e-07          3.5201          2.3804         -8.1736 
         12.046     3.67466e-06          4.3768         11.3825          10.904         0.99301     -8.4254e-07          2.0936          3.5594         -6.4544 
          29.93     3.53366e-06          4.3966          14.958          11.612         0.95358    -1.02644e-06          3.4109          4.4204         -7.8012 
         17.382      3.6749e-06          6.9121         13.2145          12.874         0.92333      -7.106e-07          2.6267          3.2813          -6.724 
         26.844     3.62102e-06          6.7357         11.1335          11.724         0.93303     -9.5246e-07          2.4437          3.3731         -5.3208 
         29.874     3.23366e-06          2.5993          13.912          14.866         0.98972      -9.686e-07          2.3165          2.7338          -7.606 
         29.638     3.31106e-06          6.5476          14.603           14.71         0.95358     -9.6344e-07          3.3086          3.8564         -6.4624 
         26.806      3.3443e-06           5.464         12.9865         11.3255         0.99192     -9.8648e-07           4.919          2.2946         -5.4468 
         27.618     3.49964e-06          1.8163         13.7225         12.4945         0.95299     -9.7988e-07          2.2352          4.4321         -6.6132 
         29.136     3.46526e-06           2.854         14.8445         14.5465         0.96974    -1.03226e-06          2.3942          2.1281         -6.3932 
         27.218     3.70562e-06          9.5689           11.59          11.066         0.99084       -6.05e-07          2.3732          2.6717         -7.7224 
         28.892     3.63638e-06          8.0083          12.438         14.8595         0.91063     -8.0786e-07          3.3215          3.3131         -7.6812 
         27.154      3.4499e-06          2.4607          11.426         11.1465         0.97289      -5.294e-07          3.5864          4.8227         -5.3168 
         10.046     3.67466e-06          6.1408         14.4325         10.9005         0.93301     -8.4224e-07          2.1809          2.9003         -7.8012 
         11.556     3.49298e-06          7.3621         14.3295          14.826         0.98486     -5.8418e-07           4.715          2.7248           -7.45 
         28.534      3.7475e-06          6.4216          14.625          14.821         0.98978      -9.686e-07          2.3255          3.0458          -7.616 
         28.632     3.26906e-06          1.5877         11.1775          14.126         0.95978     -9.7232e-07          4.2257          2.8631         -7.9716 
