87
         29.176     3.45974e-06           3.376          10.288          14.179         0.94828     -9.3668e-07          2.1413          4.3064          -8.848 
         29.006     3.48692e-06          7.5259          14.774          13.486         0.92344     -8.3216e-07          2.8583          3.2708         -5.2836 
          23.27     3.21158e-06          9.7786          14.187          11.586         0.96763     -9.4682e-07          3.4169          2.0957         -8.9072 
         29.294      3.3596e-06          6.6475          14.838          10.479         0.95753     -7.6064e-07           2.918          3.6914          -7.584 
         29.274     3.57638e-06          4.3516          11.348         10.0085          0.9522     -7.0328e-07          4.0136          2.2115         -7.4332 
         29.096     3.45734e-06          2.8423           12.73          12.579         0.99384      -9.719e-07          3.4865          4.9148         -7.1352 
          29.09     3.46292e-06          7.8904          14.774          13.436         0.92544     -8.3222e-07          2.8583          3.2828         -5.3144 
         13.176     3.45968e-06           2.836         13.8245         14.4045         0.93245     -9.5234e-07          2.6849          2.0657         -8.8836 
         27.246      3.6113e-06          7.7482         13.7375         11.2375         0.92006      -9.419e-07          4.6067          3.6041         -8.7244 
         23.516      3.4058e-06          5.4361           14.83          14.309         0.99546     -5.5622e-07          2.9642          3.9002         -8.5484 
         25.876     3.45374e-06           8.236         14.7535         14.2895          0.9824     -9.1478e-07          2.9933          3.2267         -6.6384 
          29.37     3.78662e-06          1.6129           11.77         13.3575         0.99007     -9.3956e-07          4.3172          3.5957         -8.6624 
         29.136     3.49928e-06          4.8565          14.783          11.874         0.92026     -6.3698e-07          3.0374          4.4255         -8.1572 
         21.836     3.45878e-06          4.3291          10.036         11.0225         0.94085      -7.928e-07          3.5606          4.4186         -6.8924 
           29.1     3.45974e-06           3.358          14.338          14.429         0.95898     -9.6668e-07          2.1413          4.4111         -8.1572 
         21.836     3.21314e-06          4.5991          10.041         11.3675         0.95887     -8.7398e-07          2.9474          4.6475          -8.664 
         27.876     3.61148e-06          4.3948          12.266         12.3365         0.94575     -7.1888e-07          4.6037          3.8672         -7.8344 
         29.176     3.45326e-06          2.8405          13.824          14.054         0.97246     -9.3794e-07          2.6789          2.1041         -8.3324 
         26.878     3.56978e-06          4.5316         14.8815          11.577          0.9517     -8.1278e-07          4.1933          4.8494         -7.5948 
         28.816     3.39608e-06           2.926         10.4025         14.1465         0.99472     -5.2388e-07          3.3911          2.8973         -7.5908 
         29.954      3.3608e-06          2.9575           12.73          13.079         0.95314      -8.819e-07          3.4865          4.9148         -7.2932 
         29.174     3.45554e-06          2.8423         14.8355          12.384         0.94704      -5.561e-07          3.4289          3.7514         -6.1356 
         23.166      3.2501e-06          2.2231         13.7395         12.2325         0.99433     -5.3714e-07          3.0236          4.8092         -7.4284 
         27.326     3.61112e-06          8.0002         13.9375         12.2375         0.92046    -1.03478e-06          4.7882          2.4962         -7.5508 
         29.124      3.6335e-06           2.836          13.824          14.054         0.90246     -6.8654e-07          2.6789          2.6186         -6.7332 
         18.336      3.6929e-06          7.2982           12.84         14.3075          0.9896     -5.4992e-07          2.8937          2.0747         -6.9144 
         29.936     3.47504e-06          3.9565          14.783          10.864         0.92026      -7.928e-07          3.5606          4.4186         -6.7324 
         29.884     3.53738e-06          4.2346         10.0055         10.5235         0.94387      -8.741e-07          3.0974          2.0255         -7.7572 
         18.804     3.67502e-06          9.8155         11.5595          14.424         0.97323      -9.425e-07          3.0029          3.4523         -8.4256 
          29.09     3.48692e-06          7.5304          14.774          13.436         0.92544     -8.3222e-07          2.8583          3.2828         -5.2836 
         28.894     3.55952e-06          2.6002         13.7365         12.3275         0.91766    -1.01198e-06          4.0754          3.7694         -6.1344 
         27.472      3.2951e-06          9.6589          14.994         10.3725         0.95928     -9.6668e-07          2.1233          4.9052         -6.4628 
         29.176     3.45974e-06           3.376          14.338          14.429         0.95828     -9.6668e-07          2.1413          4.4264          -8.864 
         16.886      3.5591e-06          8.4007          13.959           10.37         0.95686     -7.0304e-07          2.1752          2.5262         -7.4384 
         21.836     3.45278e-06          4.5991          10.036         11.0225         0.94387     -8.7398e-07          3.0374          4.4255         -8.1572 
         11.536     3.44756e-06           3.772         14.8035          14.289         0.90583      -9.584e-07          4.6061          2.9441         -7.4284 
         11.928     3.47498e-06          6.9346         10.0375         14.0225         0.90387     -8.7416e-07          2.8457          3.2831         -6.1104 
         18.804     3.67502e-06           9.811         11.5595         14.4215         0.97161     -8.9222e-07          2.9774          4.4255         -7.7572 
         29.176     3.45968e-06           2.836          13.824          14.054         0.97246     -9.3794e-07          2.6789          2.0657         -8.9144 
         28.616     3.45368e-06           8.263          14.668          10.327         0.93648     -7.0304e-07          3.0752          3.0362         -7.4384 
         26.874     3.56978e-06          4.3516         14.8815          11.576         0.95173    -1.00064e-06           3.389          2.8973         -7.5948 
         29.866     3.45368e-06           8.812         14.8015         14.0875         0.98264      -5.132e-07          2.9642          3.3455         -8.2392 
         20.158      3.7034e-06          5.2804         14.7785          12.328         0.91684     -5.7488e-07           3.404          4.1636         -6.2984 
         29.274     3.57638e-06          4.3516         11.3465         10.1835          0.9522     -7.0304e-07          4.0145          2.2112         -7.4344 
         28.874     3.57038e-06          3.9016          11.162          11.761         0.95123     -1.0007e-06          3.3809          2.8991         -7.5948 
         15.876     3.45368e-06          8.2594         10.3015         14.0875         0.98275      -9.332e-07          2.9639          3.3452           -8.24 
          10.35      3.3968e-06          7.1569         12.8275          14.806         0.98788      -8.066e-07          2.4728          3.0047         -6.7236 
         22.804     3.31502e-06          9.8173         11.5595          14.424         0.97083     -8.3216e-07          2.8583          2.3738         -5.3116 
         29.876     3.45368e-06           8.209         14.7515         14.0875          0.9824      -9.332e-07          2.9642          3.2252         -6.6384 
         12.514     3.68852e-06          1.3132          14.713          12.076         0.95218     -4.6904e-07          2.9267          3.6842         -8.2712 
