Q R dR
0.00877296 0.050571713945483494 0.0007736420973126977
0.0100889 0.024482890158188372 0.0004600608029488798
0.0114048 0.012434118567508869 0.0002964999965426712
0.0127208 0.007542769872267084 0.0002054407446980379
0.0140367 0.00500534215607159 0.00015000177045707068
0.0153526 0.003474533694159671 0.0001141157730644242
0.0166685 0.0024464953211642735 8.980147593213966e-05
0.0179845 0.001996181991304314 7.27198542575213e-05
0.0193004 0.0015123774975867987 6.035579283858912e-05
0.0206163 0.0012208909075786497 5.1170281330226516e-05
0.0219322 0.0010891908774492449 4.420275161522108e-05
0.0241253 0.0008032428342344612 3.582375815751691e-05
0.0263185 0.0007732281167834797 3.0011273418033695e-05
0.0285116 0.0006842020123767305 2.579694255306228e-05
0.0307047 0.0005893356066781051 2.2608003309403933e-05
0.0328977 0.0005435192729848399 2.0104113477598414e-05
0.0350908 0.00047017752474841286 1.8075218247169105e-05
0.0372838 0.0004633856508399992 1.6387831462472834e-05
0.0394768 0.00042626086990900694 1.4953873383987367e-05
0.0416698 0.0004132003286207446 1.3713715382631447e-05
0.0438627 0.0003797723123671651 1.262624060577735e-05
0.0473713 0.0003510202469494105 1.1131111887248395e-05
0.0508798 0.0003353918822269026 9.867387017758717e-06
0.0543882 0.0003150021744979195 8.781635245618357e-06
0.0578966 0.0002809490466723145 7.837034434184136e-06
0.0614048 0.00027009030780166665 7.007602580219292e-06
0.0649128 0.0002495883754610063 6.274125280077456e-06
0.0684208 0.00022966543113781037 5.622018741987517e-06
0.0719286 0.00020844335437146885 5.039932526072804e-06
0.0754363 0.00018632342491643782 4.518739439444046e-06
0.0789438 0.00017221360661397688 4.051063568634128e-06
0.0824512 0.00015182338382519563 3.6307408806071937e-06
0.0859585 0.00013562298651346606 3.2523201272911282e-06
0.087712 0.00012740639851209392 3.0776631827311583e-06
0.091219 0.00011107379179932917 2.7549205598930758e-06
0.0947258 9.99194876338525e-05 2.46417476925389e-06
0.0982324 8.814252942493221e-05 2.2025792932249995e-06
0.101739 7.983104588914414e-05 1.9673806374475887e-06
0.105245 6.687597648122704e-05 1.7562018749887823e-06
0.108751 6.019360572975598e-05 1.5668491285756272e-06
0.112257 4.6689146662173034e-05 1.3973939340718802e-06
0.115762 4.318854606798282e-05 1.2461430506627356e-06
0.119268 3.43844868733329e-05 1.1114405366824533e-06
0.122773 2.9270867775965678e-05 9.919362913568137e-07
0.126278 2.3622971631347132e-05 8.862892903736934e-07
0.129782 1.9878983800575942e-05 7.933227287368272e-07
0.133287 1.6524004201298827e-05 7.118698194506353e-07
0.136791 1.2838569755868808e-05 6.409332751931756e-07
0.140295 9.509467715483834e-06 5.794981497154434e-07
0.143798 7.519754755846806e-06 5.266286463671342e-07
0.147302 5.885981528487619e-06 4.813768542087207e-07
0.150805 3.9034245713537735e-06 4.4281627816351483e-07
0.153432 3.3597131601132607e-06 4.179058306287669e-07
0.15781 1.0113135935257589e-06 3.8281108418045316e-07
0.162187 1.2759206701484323e-06 3.5424503074462334e-07
0.166564 7.388438319022144e-07 3.3096300310291734e-07
0.170941 5.085236086146327e-07 3.117585476786898e-07
0.175317 1.4478398739895708e-07 2.956286506420518e-07
0.179693 1.1153791040402486e-07 2.8176490696513836e-07
0.184068 2.1176105539123404e-07 2.6955369635848053e-07
0.188442 -1.307520076676019e-07 2.585401446074539e-07
0.192816 -4.1914841134021396e-07 2.48399768761816e-07
0.197189 4.606020824250972e-07 2.3891586600135606e-07
0.201562 -4.160543476459969e-07 2.2994385232273337e-07
0.205934 3.4736602004417487e-07 2.2139806590980717e-07
0.210305 3.49299047226759e-07 2.1322800509940615e-07
0.214676 4.190892775640186e-10 2.05405494260391e-07
0.219046 -3.2119875186623885e-07 1.9792035760784748e-07
0.223416 4.7356062678402884e-07 1.907662965162041e-07
0.227785 -2.648198016446264e-07 1.839430272569046e-07
0.232153 3.554718892661486e-07 1.7744822172709567e-07
0.23652 2.611407598055343e-07 1.7127747094216972e-07
0.240887 -1.920457431252848e-07 1.654222069981515e-07
0.245253 1.893614894635945e-07 1.5987356805348297e-07
0.249618 7.64489111267125e-08 1.5461852340262608e-07
0.253982 5.04498781438407e-08 1.4964321359698174e-07
0.258346 -9.555825269363741e-08 1.4493143099619284e-07
