mult_tether rho_SiOx l_tether rho_Au thetaoffset0 rho_solv_1 l_lipid2 l_lipid1 dl_lipid_gcrinse1 background_1 rho_Cr background_3 background_2 d_gold vf_bilayer rho_solv_3 background_0 dp_on8 vf_on1 dp_on2 dp_on3 dp_on0 dp_on1 dp_on6 dp_on7 dp_on4 dp_on5 global_rough nf_tether d_oxide rough_cr_au rho_solv_2 rho_solv_0 vf_bilayer_gcrinse1 fraction_rinse2 frac2_on7 frac2_on6 frac2_on5 frac2_on4 frac2_on3 frac2_on2 frac2_on1 frac2_on0 vf_on2 vf_on3 Chisq vf_on6 vf_on7 vf_on4 vf_on5 d_Cr sigma 
2.05912158426 3.33577985761e-06 6.22063984067 4.43515957002e-06 -0.000977643833263 -5.47918521419e-07 10.7688115975 14.1608366766 0.0286482689236 -5.6340767808e-06 3.29800443481e-06 -7.92948713372e-06 -5.63799535243e-06 154.148641622 0.987846628192 6.27360369143e-06 -8.7349338758e-06 4.95553260586 0.0136087535531 -4.57362829862 6.57873699624 -4.45858547301 2.62912019506 2.18204094 -3.14149745649 3.90467519045 -3.84166790159 3.71488360045 0.995444474544 6.6193984527 9.83622054373 -5.50370041923e-07 6.28000104567e-06 0.998742135255 0.809810713447 0.154624574847 0.0270008025908 0.0455415029966 0.632963291902 0.451918114177 0.203554245023 0.788816822788 0.982399775949 0.0276888835517 0.0129060647433 -189.794506646 0.0531264612644 0.028974642706 0.0235828321068 0.070112549641 25.7200895296 4.23778697057 
0.632449372541 3.28549580558e-06 6.07452161876 4.45349521023e-06 -0.000875791393395 -5.55357504675e-07 11.0372205544 15.6301687753 -0.284677018637 -5.60865578146e-06 3.31766471189e-06 -8.4042439896e-06 -5.60855355663e-06 152.41085412 0.959075487792 6.29409736348e-06 -8.46827128519e-06 -0.488182421199 0.0215018210199 3.37173545392 -4.02111007502 1.6733202628 4.91931459647 1.38888517932 -5.15128854328 -5.90329243361 -2.4004892867 5.00320458688 0.438267331365 5.15654531926 9.87006077718 -5.27456395234e-07 6.28385037232e-06 0.981876391646 0.837429042159 0.27860469082 0.0967138805326 0.301651910055 0.427837806895 0.00535761546077 0.290005174007 0.586563507351 0.327894409773 0.0106455242589 0.101797086302 -224.905336877 0.101119641378 0.0278290909578 0.0082751033557 0.0469593602425 27.8067320011 3.05781221445 
2.64900219435 3.31866958029e-06 6.19478451013 4.42392381713e-06 -0.00250360531391 -5.46810029266e-07 9.8225484023 15.4212033712 0.0702751447831 -5.63371529469e-06 3.4133951368e-06 -7.84135405427e-06 -5.63366345436e-06 152.885051666 0.996348488055 6.23805959432e-06 -7.45631509256e-06 4.54560703466 0.00473912676176 3.49140684917 -2.14146013132 13.54781713 2.80805477812 -2.43820002473 0.669638862191 -1.27477380193 -5.06448736925 3.62204905037 0.695691884708 23.1520021809 9.94738921948 -5.36998331281e-07 6.24659491396e-06 0.997627497398 0.703237190286 0.135467813664 0.0328675621981 0.0453008064967 0.0633054117796 0.150716604532 0.65791416194 0.222472574955 0.963774449073 0.0342839588029 0.0283282062571 -194.58355322 0.101180891733 0.0220157997781 0.0159859879207 0.0739242633019 10.5870938266 4.15450260717 
0.168661380523 3.25418834558e-06 6.5435790836 4.35003577515e-06 -0.00665516056119 -5.38108108779e-07 8.78526540594 16.5341708972 -0.0273512627224 -5.70797727629e-06 3.4791001838e-06 -8.14934351837e-06 -5.66493480245e-06 150.536576045 0.999507427501 6.13959905295e-06 -8.33374554632e-06 -5.45906576881 0.0629110486927 -6.90057973143 -5.04026817433 14.2351184802 -6.26440477492 5.12913421772 1.80081926278 -1.72365954005 -0.616964070521 2.72775660377 0.740200574215 17.6225248556 7.75441250649 -5.54705409508e-07 6.13971619076e-06 0.998622827484 0.968347007258 0.109692419121 0.209938312855 0.101544973531 0.175977255542 0.228359666369 0.0927758978149 0.201399314276 0.92560754575 0.000846060814455 0.42447684321 -231.696345736 0.278455320926 0.104047443226 0.0137254624354 0.395534444936 18.3870926355 4.02499059552 
0.497128910278 3.31226669266e-06 6.05418137077 4.41474495987e-06 -0.00344133643883 -5.37666961264e-07 10.8343917193 16.0821394632 -0.315760551985 -5.64132197299e-06 3.36922483657e-06 -7.54281696254e-06 -5.65451714908e-06 151.403657335 0.954542341609 6.21914688661e-06 -8.48094657281e-06 5.92817976281 0.0231260421011 5.8374817974 -5.05528399279 9.78925604354 6.31308668374 1.00886453176 -0.190018067127 -5.7285305655 2.25902278258 4.09080802044 0.418416073473 9.042156675 8.35111285026 -5.50617285711e-07 6.23688074051e-06 0.988195039584 0.868055551772 0.226083592359 0.0483040845242 0.338046522053 0.020466670795 0.0856205623602 0.30066767444 0.646041486947 0.930825686492 0.0161834129774 0.16138808235 -220.852749677 0.0661070280036 0.029197436607 0.00468520139463 0.0788153087575 24.6841855526 2.89501104246 
3.132290962 3.36792402352e-06 6.01423898757 4.39586809428e-06 -0.00458225283518 -5.45167497749e-07 11.3507130473 14.8372630056 0.0206786568652 -5.67296885423e-06 4.17219333345e-06 -7.78761717693e-06 -5.63414659702e-06 134.810125351 0.972375140029 6.18851721954e-06 -8.40056943088e-06 1.41504195285 0.00415924949987 2.0322438493 2.15249306841 9.98200350661 -2.37282440174 -6.46066085113 1.97158465798 5.39556434128 -1.30230236158 4.41923637132 0.495429564702 29.9905086489 2.04864928894 -5.26501090092e-07 6.20426729975e-06 0.984341297269 0.781026918252 0.0801944254569 0.016399695683 0.264839899181 0.42024565138 0.0594900116147 0.950744150197 0.822675959956 0.135952134487 0.00893801524198 0.0478039283041 -195.021178618 0.081579224036 0.0341765024823 0.00513361091142 0.135158256198 19.9742582352 3.07185539811 
0.23002245671 3.22144096563e-06 6.40929383596 4.38495422724e-06 -0.00510931908799 -5.45386535374e-07 9.05118313564 16.4882333111 0.357596600443 -5.6310699383e-06 3.42289967925e-06 -8.67922288672e-06 -5.66840341999e-06 151.39093359 0.991587713665 6.17345745311e-06 -7.95496478071e-06 4.81207982811 0.0139296450734 -1.87551727346 4.93079898215 4.27608490997 6.41219020095 1.70976546848 6.13251341204 3.48819257318 -1.8494742139 3.19265821118 0.643119527827 12.2266612791 7.3230210034 -5.43445989044e-07 6.19444977351e-06 0.997741400687 0.667472607255 0.0763395239659 0.0290256116942 0.110973636029 0.348730668687 0.751918231153 0.114853938852 0.347861299568 0.306675060387 0.108348698846 0.00742626263279 -224.536408859 0.0630876112051 0.0357472241569 0.02083529143 0.12683728534 23.0911637247 3.91542703005 
0.766480700482 3.36875065523e-06 6.00145427209 4.41022426077e-06 -0.0033313440159 -5.59840912581e-07 11.1509829146 14.4262312183 0.027644359347 -5.64631695778e-06 4.0750487097e-06 -7.81730501537e-06 -5.6311763477e-06 139.698650669 0.982878493702 6.22067260153e-06 -8.1243836332e-06 -3.35053844451 0.00149392875495 4.27988616179 4.18742718715 8.22032700019 -0.434976064546 6.37285330315 -6.8248568322 -1.68574138934 -6.5053492779 4.17415497554 0.703213992179 28.3963862708 1.5102772258 -5.14202581358e-07 6.22689120804e-06 0.993328437112 0.961026726239 0.515407693942 0.178292497557 0.542769032673 0.237001860478 0.164880146219 0.0224872489664 0.360339152796 0.662170726725 0.0697216348722 0.0201726006573 -194.406992726 0.340648988673 0.0368191074801 -0.000773724470547 0.390878876859 17.0222291662 3.45399067164 
0.604353697864 3.57455709638e-06 6.01361147907 4.34997103613e-06 -0.00696940416886 -5.41196550998e-07 10.8092961379 14.6145523134 -0.110267663555 -5.70082719457e-06 3.1849787213e-06 -7.93372090563e-06 -5.66878416658e-06 155.783836456 0.996212108953 6.13312627171e-06 -8.47175568895e-06 -4.71921697719 0.0057700444472 6.18288047763 -5.43668273787 0.405044443561 -4.80540179818 6.64187122916 -6.69703873154 -6.54695917521 -6.04968924023 3.77228196634 0.774850288444 9.73291876719 9.12113982658 -5.50228159288e-07 6.13462178726e-06 0.999574043518 0.982695923587 0.680796769438 0.282107568045 0.214740228034 0.0226549411523 0.15836749877 0.423829752711 0.936099472481 0.644179783762 0.0057351323853 0.109263285848 -207.767377613 0.330735887429 0.0197132074766 0.000786811707784 0.356292273661 19.6454050415 3.67125145053 
2.09939987957 3.40286056329e-06 6.09355228423 4.40752898061e-06 -0.00486124414194 -5.43589779717e-07 11.2950943788 14.5701573205 0.178117394159 -5.67448141989e-06 4.21724622404e-06 -8.14702726148e-06 -5.65558316543e-06 131.56218094 0.989417715957 6.17676984684e-06 -8.93514952323e-06 1.36958002265 0.0025551493809 5.57555511457 2.47670575636 13.8326393782 6.89705651889 1.78046567226 4.89150101271 4.3522478949 6.16326742894 4.7255483429 0.51313838438 30.5135171987 3.67875430978 -5.52621700455e-07 6.19258366605e-06 0.990302909961 0.69722950939 0.334511164855 0.0220329054701 0.0085928523753 0.21381062424 0.343783649773 0.508912842715 0.509579926739 0.232610663626 0.0397339574083 0.0241594738235 -202.038283085 0.0380804730042 0.0372178450376 0.0187669745275 0.149999010302 22.4879535308 3.63800692338 
