9
        19.9835          17.055         154.308          16.152         12.9714         12.3638         -2.3212         0.40756          1.0633         0.83396         0.73516          0.6386           5.551         -5.5104          3.3656           2.282          5.2738          6.8138         -0.1694         -0.2478         -3.3348         0.07879       0.0356514        0.200803        0.233786        0.158839       0.0143984       0.0957212           0.119          0.7636          0.9625          0.0046          0.7737          0.3925          0.1402          0.3016     3.23246e-06     3.46089e-06      4.5498e-06     5.80518e-06    -4.21356e-07    -4.80788e-07     6.12378e-06          5.4136          2.5516          4.2908         0.00698          -7.782         -8.7628         -6.6924         -8.1784 
         11.314           21.58         139.638          6.2124         18.1514          8.4638         -2.2216          0.5053         2.86822         0.98118         0.71404         0.53815          5.1088         -3.6624          6.3056          2.3996          4.7138          4.0558          -6.055         -0.2506         -3.6708       0.0781739         0.03509        0.405862        0.225565         0.15527       0.0114711        0.101816           0.791          0.3409          0.7253          0.5153          0.0517          0.7773          0.4631          0.9687     3.23264e-06      4.2252e-06     4.27242e-06     6.06687e-06    -3.95642e-07    -5.40312e-07     5.98452e-06         15.4768          5.2867          4.1276       -0.008312          -5.706         -6.8808          -6.462         -5.6208 
        22.2235          33.585         157.338          6.7848           19.41         14.0213          -2.338         0.86224         2.78203         0.93456         0.86624           0.919          14.725          1.0878         -1.0948          5.3508          2.0986           6.111           1.806          2.7748          0.8036       0.0170184        0.246056        0.304861        0.364712       0.0990896        0.174077       0.0883027          0.9883          0.2294          0.6268          0.6275           0.328          0.5799          0.3029          0.0802     3.23774e-06     2.95808e-06     4.34238e-06     5.88343e-06      -2.472e-07      -3.714e-07     6.24599e-06         20.7976          5.4361          3.9821       -0.009002         -7.5232         -8.8484          -7.596         -8.8524 
        19.9835           32.05         139.632          6.2364         18.1822          8.5418         -2.5832         0.80524         2.94622         0.96118         0.66876         0.53835          7.0888         -3.4062          6.3336          2.3996           5.264          3.8178          -5.775         -0.2506         -3.3068       0.0731239        0.011431        0.415882        0.225766        0.148413       0.0147994        0.101816          0.7115          0.4009          0.7203          0.5643          0.9117          0.5773          0.3831           0.915     3.22094e-06     4.22846e-06     4.75242e-06     6.29367e-06    -3.91962e-07    -1.26312e-07     5.98722e-06         15.4768          6.1867          4.3346       -0.008112         -5.5144         -8.4568          -6.462         -5.4224 
        32.6885           24.51         125.256          13.746         13.5916         16.2209          0.7252         0.83656         2.65996         0.91386         0.71848         0.97345         -4.2962          -3.906         -6.3308          2.8126         -5.9066          4.9252          3.1248          3.8444           -0.56       0.0547419        0.249425         0.38988         0.02306        0.142799        0.367198       0.0708191          0.3378          0.6005          0.7528          0.9814          0.6052          0.6672          0.2503          0.9525     3.51236e-06     4.10213e-06      4.2936e-06     6.05369e-06    -2.24522e-07     -3.8474e-07     5.98155e-06         20.0848          4.4425          4.1561        0.003112         -6.1196         -6.7052          -6.176         -6.1292 
         27.302           24.26          124.53         16.6248          13.229               7         -1.3692         0.79588         0.97984          0.9114         0.77272          0.9252         -0.8752          6.1376         -5.3088         -1.5918           4.578         -3.8024         -4.8552          5.6588          1.4154       0.0889607        0.271239         0.41994        0.276372        0.206638        0.170628        0.349153           0.022          0.0648          0.7425          0.8528          0.4288          0.6131          0.8782          0.8074     3.69332e-06     2.94722e-06     4.42482e-06     6.27828e-06    -3.09714e-07    -2.00188e-07     6.10229e-06          2.8456          2.7991          3.4691       -0.009716         -6.8104          -5.964         -7.6048         -7.9592 
         14.716           37.94          150.15          13.896         11.8066         17.8225         -1.8524          0.8233         3.14941         0.85084         0.64576         0.80165         14.8042         -2.5326          4.6886          -0.126          5.6266            3.99         -5.4614           1.001          1.5498       0.0096656       0.0317216        0.371043        0.140914       0.0913503        0.248101         0.14721          0.8695          0.0113          0.5827          0.5948          0.1202          0.1536          0.2994          0.4008     3.57878e-06     4.03749e-06     4.52904e-06     5.90535e-06     -4.2522e-07    -2.79492e-07     5.92987e-06          7.9216          8.7364          2.7551        0.000622         -5.7224         -6.6464         -7.4628         -6.7644 
         9.6235          26.375         147.138         16.3488         19.3596         14.1175           -2.34         0.98362         2.47705         0.82418         0.84012         0.61595         -1.9906          1.0878          -1.071          4.7768          2.5186         -3.7814          1.9488           4.494          1.0976       0.0745884       0.0455561         0.40506        0.380912        0.142999        0.195891       0.0222981          0.9282          0.2284          0.6866          0.6571          0.3282          0.6739          0.1027          0.6802     3.44762e-06     2.72713e-06     4.30038e-06     5.81318e-06    -1.08924e-07      -4.174e-07     5.98139e-06          14.008          1.7245          4.9745       -0.004976         -7.4836         -6.6828          -5.736          -7.992 
         11.664          31.575         148.668           7.032         10.1714         14.9638         -0.4896         0.81556          3.0133         0.90592         0.95116         0.88375          -2.567         -3.8304         -5.0344          4.3596          1.0738          4.0138         -0.1806         -0.1498          5.0694         0.04445        0.396672        0.407365        0.146768        0.125155       0.0147994         0.11144          0.7934          0.3489          0.8053          0.5713          0.9117          0.5896          0.4439          0.9244     3.58124e-06     3.17554e-06     4.75242e-06     6.10035e-06    -3.91042e-07    -1.26312e-07     5.99208e-06         11.7976          4.7908          4.1711        0.002992          -8.342         -5.6408         -6.6628         -7.9608 
         20.904          11.055         154.674          6.0732         12.5094         19.7673         -2.2004         0.63196         1.35385         0.99126         0.81732         0.82115         -6.9296          1.3944           0.294         -2.6712         -3.3376           5.957          -4.298         -3.2074           2.422       0.0415513        0.357815         0.03908        0.262056       0.0152004        0.337965       0.0085839          0.3818           0.789          0.1727          0.1977          0.3418          0.5794          0.1937          0.1808      3.6875e-06     2.75967e-06     4.29444e-06      6.1476e-06     -1.0897e-07     -4.1326e-07     5.82954e-06         15.5512          5.2867           3.284        0.005948          -5.602         -8.4784          -7.662         -7.8408 
