1
         7.4955           20.86         132.126         10.0656         15.1106          8.1076         -2.9852         0.84238         1.37101         0.85542         0.79604         0.62245          6.1318          1.1242         -0.0686          2.4458          6.7592         -3.8304          0.1246         -3.8402         -4.5094       0.0930512        0.351559        0.427004       0.0886235        0.132132       0.0838917        0.208402          0.0594          0.8458           0.226          0.3903          0.3911          0.3883          0.9874          0.7026     3.32504e-06     3.93271e-06     4.26318e-06     5.83461e-06    -2.59344e-07    -4.09718e-07      6.2172e-06          4.0504          6.3334          3.9635       -0.007022         -6.9616         -7.0128         -8.7368         -6.0612 
          8.129           13.23         173.616         16.1952         14.4834         12.2403         -0.8692         0.94498          0.9775         0.80606         0.67608          0.6669          6.8644          -4.088          4.8776          4.2224         -5.5104          0.3752          3.3558         -2.9148         -0.3192        0.020614        0.129526        0.277556          0.3196        0.177004        0.218106       0.0873002          0.3766          0.1578          0.1366          0.7249          0.0398          0.3237          0.1897          0.6453     3.39542e-06     4.23016e-06     4.42194e-06     6.30107e-06    -2.31376e-07    -4.41366e-07     5.99375e-06         17.0704            4.24          4.5461          -0.007         -8.7872          -7.272         -5.8164          -5.976 
         22.521           30.06         172.704          16.632         19.6032         19.5879          -1.586           0.751         2.97937         0.99974         0.92856          0.5562           10.49           2.422          1.4042         -6.2706         -4.5976         -0.1036         -2.1728          -5.075         -3.2298       0.0774366        0.284552       0.0739997        0.206437        0.371128        0.141997        0.331469          0.0261          0.2331          0.8493          0.2018          0.9404          0.8166          0.9031          0.2001     3.60266e-06     4.19436e-06     4.74102e-06     5.87322e-06    -1.48714e-07    -1.10074e-07     6.31635e-06           8.572          7.0426          4.8548       -0.004706         -5.0048          -5.234         -6.1884         -6.3808 
         18.293           14.75         144.624         11.7192         11.2886          9.1281         -0.2844         0.56902         2.64943         0.84472         0.86896           0.742          10.842         -2.3324          6.6052          6.0592         -4.6984          6.3336          -6.083         -1.4574           1.106       0.0761539        0.217585        0.125202        0.133094        0.272923        0.292291        0.180894          0.7407          0.7154          0.2765          0.2148          0.7653           0.901          0.3908          0.2946     3.67652e-06     3.55653e-06     4.64196e-06     6.13091e-06    -5.45924e-07    -1.00552e-07      6.1064e-06         24.7912          3.0043          2.7017        0.005734         -6.0336         -8.4576         -6.7872         -5.8872 
         36.164           31.91         138.654          8.4492         16.7934         11.1522          -0.678         0.59584         1.02118         0.93812         0.77808         0.75555          -1.049         -6.1642         -5.6406          -6.335          2.4052             1.4          2.8714         -0.3948          5.6238       0.0549843        0.324532       0.0099218         0.16341         0.35168        0.284352        0.261856          0.1489          0.9032          0.0496          0.9559          0.6077          0.4887          0.2946          0.0437     3.76178e-06     4.13065e-06     4.39158e-06     6.06536e-06    -5.41094e-07    -3.24158e-07     5.85675e-06            8.26          3.5866          3.1163       -0.007622          -8.794         -6.4416           -8.23         -5.0248 
        10.0645          54.915         179.376         15.7584         18.1514           7.078          -0.964         0.46366         0.71698          0.9605          0.6602          0.9908          9.8608         -6.1264          5.9066          0.2436         -4.5822           4.305         -5.8898          -1.666          0.8904       0.0836481        0.222277        0.248899        0.258688        0.195891       0.0180074        0.177565          0.6639          0.2063          0.4686          0.3554          0.3836          0.6559          0.3095          0.6903     3.53372e-06      4.1353e-06      4.4469e-06     6.21537e-06    -4.93346e-07    -2.69924e-07     6.20181e-06          5.5552          5.0716          2.0462       -0.008684         -5.1116          -7.678          -7.318         -6.7804 
        38.3095           31.81         172.146         11.7048         18.7968         19.2291          0.0696          0.4264         0.54031         0.83194         0.88864         0.50685         -3.4382          5.5146          6.0662          5.1702          -4.704          -3.696         -5.9892         -4.1398         -4.3946       0.0216947        0.030278        0.297346        0.276733        0.182738        0.180011       0.0014862          0.7787          0.3937          0.9552          0.4213          0.0643          0.2391          0.1048          0.8095      3.3701e-06     4.04509e-06     4.30518e-06     5.98193e-06    -3.58198e-07     -3.1321e-07     5.90692e-06          23.608          9.3304          2.9192        0.007338         -5.9364         -5.7832         -8.2276          -5.726 
         10.509           26.59         133.728          6.2112          14.209         11.5201         -1.0068         0.53368         3.32959         0.93888          0.8324         0.97075         11.6516            3.08          6.3826          -1.379          5.7162          2.5116          6.7228          -3.787          3.3376       0.0506615        0.130287        0.493587        0.386286       0.0362128        0.318597        0.353524          0.2122          0.6997          0.5993          0.0924          0.2368          0.4573          0.8649          0.6099     3.31502e-06     3.29985e-06     4.49502e-06     6.00984e-06    -4.04888e-07    -2.11642e-07     5.93576e-06         21.0568          9.7246          4.4423        0.007764         -8.2516         -6.7132         -7.8208         -6.1132 
         30.494           10.13          178.53          15.858          9.2278         17.1946         -1.2748         0.79876         1.29964         0.90576         0.88716          0.9255           -4.47          2.8112          4.2406         -4.6032         -5.2808         -1.6212            0.77          2.1462          2.8462       0.0340369        0.176844       0.0501521        0.104343        0.008624         0.36403        0.301715          0.8628          0.8964          0.7476          0.4014          0.5229          0.6883          0.7104          0.1231     3.47402e-06     3.84561e-06      4.4556e-06     6.26013e-06    -3.48906e-07    -3.24388e-07     5.80572e-06           3.424          6.8689          2.8892       -0.006416         -5.5136         -8.3892         -5.4632         -5.7416 
        29.7415          15.235         152.304         17.5104         10.8336          14.345         -0.8092         0.60004         0.44047         0.85366         0.89832         0.84415          7.8918         -6.7592         -0.7462         -5.3732         -0.9954         -0.8372            2.66          1.8186          4.4296      -0.0003839        0.270958        0.284219          0.3358        0.000604        0.160964        0.386206          0.2506          0.0413          0.7389          0.2357          0.9267          0.3707          0.4082          0.9886     3.39992e-06     3.53514e-06     4.47168e-06     6.08166e-06    -1.41354e-07    -2.27374e-07     6.11822e-06         22.3312          6.1966          2.5589       -0.005618         -8.3936         -6.8912         -6.4868         -7.7696 
