# Q dQ R dR fit
0.008 0.000101125 0.469817 0.0116784 0.432131
0.00900001 0.000113765 0.416563 0.00964987 0.382896
0.01 0.000126406 0.357995 0.00832305 0.333304
0.011 0.000139046 0.304981 0.00730927 0.287979
0.012 0.000151687 0.259368 0.00592528 0.246959
0.013 0.000164327 0.218449 0.00501272 0.210194
0.014 0.000176968 0.187253 0.00441655 0.177556
0.015 0.000189608 0.153669 0.00349512 0.148845
0.016 0.000202248 0.125857 0.00288126 0.123811
0.017 0.000214889 0.106004 0.00249479 0.102171
0.018 0.000227529 0.0843541 0.00193083 0.083622
0.019 0.000240169 0.0680531 0.0015431 0.0678547
0.02 0.000252809 0.0539274 0.00130011 0.0545634
0.021 0.00026545 0.0416495 0.000981401 0.0434545
0.0219999 0.000278089 0.032768 0.000766611 0.0342515
0.023 0.00029073 0.0251352 0.000593022 0.0266962
0.0240001 0.000303371 0.0193152 0.000481189 0.0205552
0.025 0.000316009 0.0140008 0.000326987 0.0156909
0.0273999 0.000346345 0.00660231 0.000183035 0.00771766
0.0298 0.000376682 0.00261785 8.534e-05 0.00342117
0.0321999 0.000407015 0.00109665 4.543e-05 0.00141146
0.0346 0.000437351 0.000618965 3.07216e-05 0.000674654
0.037 0.000467686 0.000748178 3.21355e-05 0.000561847
0.0394 0.00049802 0.000872631 3.34779e-05 0.000685045
0.0418 0.000528354 0.00103829 3.61207e-05 0.000835017
0.0441999 0.000558686 0.00103632 3.46683e-05 0.000918369
0.0466001 0.00058902 0.000995657 3.24579e-05 0.000911269
0.0489999 0.00061935 0.000804545 2.70916e-05 0.000826852
0.0513999 0.000649682 0.000629113 2.22558e-05 0.000693426
0.0537999 0.000680013 0.000510393 1.86695e-05 0.000541137
0.0562001 0.000710345 0.000347244 1.45196e-05 0.000394694
0.0586 0.000740673 0.000212103 1.20209e-05 0.000270555
0.061 0.000771002 0.000138089 9.35453e-06 0.000176713
0.0634 0.00080133 9.45754e-05 7.59357e-06 0.00011421
0.0657999 0.000831657 7.39377e-05 6.56531e-06 7.91781e-05
0.0682 0.000861985 7.33456e-05 6.28269e-06 6.49996e-05
0.0706001 0.000892311 7.05964e-05 5.90527e-06 6.41781e-05
0.073 0.000922636 7.95035e-05 5.93883e-06 6.9743e-05
0.0753999 0.000952959 8.71883e-05 5.92728e-06 7.61681e-05
0.0778 0.000983284 9.09196e-05 5.81252e-06 7.98171e-05
0.0801999 0.00101361 8.10925e-05 5.34671e-06 7.89877e-05
0.0826001 0.00104393 7.08876e-05 4.90684e-06 7.36515e-05
0.0849999 0.00107425 6.17212e-05 4.49247e-06 6.4988e-05
0.0874001 0.00110457 4.61032e-05 3.93167e-06 5.48147e-05
0.0898 0.00113489 4.02715e-05 3.65308e-06 4.50385e-05
0.0922 0.00116521 3.25152e-05 3.3376e-06 3.71866e-05
0.0946 0.00119552 3.39441e-05 3.26779e-06 3.21196e-05
0.097 0.00122584 3.07891e-05 3.0864e-06 2.99291e-05
0.0994 0.00125615 3.63852e-05 3.13248e-06 3.00297e-05
0.1018 0.00128646 3.07656e-05 2.90956e-06 3.13911e-05
0.1042 0.00131678 3.94551e-05 3.02229e-06 3.28463e-05
0.1066 0.00134709 3.84471e-05 2.91023e-06 3.33944e-05
0.109 0.0013774 3.11319e-05 2.6657e-06 3.24273e-05
0.1114 0.00140771 2.73749e-05 2.51101e-06 2.98347e-05
0.1138 0.00143801 2.11522e-05 2.30894e-06 2.59777e-05
0.1162 0.00146832 1.71729e-05 2.16832e-06 2.15435e-05
0.1186 0.00149862 1.18558e-05 2.00184e-06 1.73384e-05
0.121 0.00152893 1.32001e-05 1.98041e-06 1.40689e-05
0.1234 0.00155923 1.45229e-05 1.95959e-06 1.21692e-05
0.1258 0.00158953 1.31075e-05 1.88712e-06 1.1715e-05
0.1282 0.00161983 1.44011e-05 1.86353e-06 1.24345e-05
0.1306 0.00165013 1.86954e-05 1.90167e-06 1.38067e-05
0.133 0.00168042 1.77755e-05 1.83849e-06 1.52119e-05
0.1354 0.00171072 1.75889e-05 1.78432e-06 1.60923e-05
0.1378 0.00174101 1.77661e-05 1.7409e-06 1.60826e-05
0.1402 0.0017713 1.2351e-05 1.59929e-06 1.5078e-05
0.1426 0.00180159 9.51427e-06 1.51087e-06 1.32327e-05
0.145 0.00183188 5.97269e-06 1.41721e-06 1.08939e-05
0.1474 0.00186217 6.02763e-06 1.38469e-06 8.49676e-06
0.1498 0.00189245 5.44523e-06 1.34336e-06 6.44876e-06
0.1522 0.00192274 5.02105e-06 1.30253e-06 5.03588e-06
0.1546 0.00195302 5.13308e-06 1.26866e-06 4.36976e-06
0.157 0.0019833 6.82933e-06 1.26103e-06 4.38071e-06
0.1594 0.00201357 8.13082e-06 1.2493e-06 4.862e-06
0.1618 0.00204385 9.98527e-06 1.24558e-06 5.53565e-06
0.1642 0.00207412 7.62954e-06 1.18118e-06 6.12868e-06
0.1666 0.0021044 7.0946e-06 1.14632e-06 6.43658e-06
0.169 0.00213467 6.82419e-06 1.1144e-06 6.36063e-06
0.1714 0.00216493 5.0465e-06 1.06565e-06 5.91353e-06
0.1738 0.0021952 4.45637e-06 1.03084e-06 5.19734e-06
0.1762 0.00222547 4.57684e-06 1.00789e-06 4.36343e-06
0.1786 0.00225573 3.62192e-06 9.75174e-07 3.56732e-06
0.181 0.00228599 2.85358e-06 9.46483e-07 2.93115e-06
0.1834 0.00231625 3.52816e-06 9.37742e-07 2.52125e-06
0.1858 0.0023465 3.84149e-06 9.27341e-07 2.34389e-06
0.1882 0.00237676 3.05346e-06 9.05891e-07 2.35655e-06
0.1906 0.00240701 2.3113e-06 8.86262e-07 2.4889e-06
0.193 0.00243726 2.78618e-06 8.76143e-07 2.6656e-06
0.1954 0.00246751 3.29388e-06 8.65179e-07 2.8248e-06
0.1978 0.00249775 4.0536e-06 8.56679e-07 2.92845e-06
0.2002 0.002528 1.66165e-06 8.162e-07 2.96355e-06
0.2026 0.00255824 1.52395e-06 7.98017e-07 2.93654e-06
0.205 0.00258847 2.85563e-06 7.95014e-07 2.86433e-06
0.2074 0.00261871 2.60537e-06 7.76912e-07 2.76587e-06
0.2098 0.00264894 3.14797e-06 7.67137e-07 2.65631e-06
0.2122 0.00267917 2.00953e-06 7.42961e-07 2.54562e-06
0.2146 0.00270941 1.13481e-06 7.21542e-07 2.44005e-06
0.217 0.00273963 2.55115e-06 7.2079e-07 2.3453e-06
0.2194 0.00276986 2.21208e-06 7.05068e-07 2.26879e-06
0.221799 0.00280006 2.6299e-06 6.96583e-07 2.22011e-06
