0.008 0.43269405738147027 0.0042751384264561616
0.00900001 0.38197859374622645 0.003572028136232962
0.01 0.3320465474097462 0.0029940807591093237
0.011 0.2901967778411156 0.0025247442240538868
0.012 0.24639122392992396 0.0021380469410108823
0.013 0.208497947794133 0.0018158934350145628
0.014 0.17371610206893628 0.001545241369866008
0.015 0.14738167566017854 0.0013163630821517048
0.016 0.12106825403769048 0.0011218428525555143
0.017 0.09880694021813718 0.0009558788712034434
0.018 0.08099563673604475 0.0008138746467083258
0.019 0.066420446815081 0.0006921024007710224
0.02 0.05287310440692674 0.0005875150482191444
0.021 0.04303030804979914 0.0004975969426415714
0.0219999 0.03224945068830562 0.00042025565757936576
0.023 0.026027625124566037 0.000353715680582339
0.0240001 0.019755985061600725 0.00029650332415160057
0.025 0.014942690836012688 0.0002479556225183636
0.0273999 0.007068083901276135 0.00015765481585778066
0.0298 0.0033534731846353717 9.596546846566588e-05
0.0321999 0.0013217824647164583 5.664864694012238e-05
0.0346 0.0006294096954686625 3.594617992582366e-05
0.037 0.0005406058075333888 3.0246447110981314e-05
0.0394 0.0006229756299465486 3.1304674167630884e-05
0.0418 0.000835623700148401 3.266123122168622e-05
0.0441999 0.0009155252439889561 3.2484703043321255e-05
0.0466001 0.0009137347238759149 3.076651496798026e-05
0.0489999 0.0008397964195263341 2.7925022801134286e-05
0.0513999 0.0006887609932671681 2.4415050594610982e-05
0.0537999 0.0005596615094612647 2.063424137344689e-05
0.0562001 0.0004228393120320364 1.6905285787070392e-05
0.0586 0.00029586434213054494 1.3484363953702508e-05
0.061 0.00016338751408717094 1.0571427842386715e-05
0.0634 0.0001356572494654841 8.319130157222974e-06
0.0657999 8.807917082385648e-05 6.8108798507257495e-06
0.0682 7.614002240304989e-05 5.9975805686964845e-06
0.0706001 7.132916216151481e-05 5.668446680090785e-06
0.073 7.518026191079231e-05 5.555261694473777e-06
0.0753999 7.612054772054441e-05 5.461750468258438e-06
0.0778 7.537525210719398e-05 5.292721182498586e-06
0.0801999 7.327734640139833e-05 5.023895892158503e-06
0.0826001 7.397896500091327e-05 4.669650345144642e-06
0.0849999 5.9895227690562403e-05 4.263031125109833e-06
0.0874001 6.11422227122519e-05 3.844099733933174e-06
0.0898 4.226175523916764e-05 3.453434405820524e-06
0.0922 4.085249940594087e-05 3.1255263372385034e-06
0.0946 2.961437191736214e-05 2.8818729160586205e-06
0.097 2.6011431274897785e-05 2.724358438567202e-06
0.0994 3.520115863219769e-05 2.6347669320097833e-06
0.1018 3.201461280248933e-05 2.5827146177963544e-06
0.1042 2.6773727744564083e-05 2.5372225510868554e-06
0.1066 2.94982803649837e-05 2.4750408232652687e-06
0.109 3.6137705743076646e-05 2.3837538388940128e-06
0.1114 2.77708237892861e-05 2.2614501344618502e-06
0.1138 3.0912016443412934e-05 2.1149517583933585e-06
0.1162 2.70926469558694e-05 1.957422437987943e-06
0.1186 1.9390444870480093e-05 1.805564710094021e-06
0.121 1.4311110753735328e-05 1.6758902823498013e-06
0.1234 1.2843463894736818e-05 1.5800797877039553e-06
0.1258 1.370114302421136e-05 1.5208597129024711e-06
0.1282 1.4312998989203715e-05 1.4910401646654348e-06
0.1306 1.6217296962169804e-05 1.4769311587147704e-06
0.133 1.581802302870058e-05 1.463849512896491e-06
0.1354 1.7360046067093502e-05 1.4403927707170143e-06
0.1378 1.6346125797785318e-05 1.4003312277748082e-06
0.1402 1.9117821991301916e-05 1.3426839025249812e-06
0.1426 1.5447498111097192e-05 1.2708928742370697e-06
0.145 1.1606477658070568e-05 1.1915663277427264e-06
0.1474 1.052054709537831e-05 1.1129564411863295e-06
0.1498 7.809607448383458e-06 1.0430958315473752e-06
0.1522 6.079298743319496e-06 9.878017057768552e-07
0.1546 4.680691963061744e-06 9.490596710927862e-07
0.157 5.154073386554071e-06 9.24597737422916e-07
0.1594 5.932062034496563e-06 9.092187256313821e-07
0.1618 6.525492985785868e-06 8.968931287516386e-07
0.1642 8.488230894608604e-06 8.826488229408139e-07
0.1666 7.696782157560522e-06 8.635579753397647e-07
0.169 7.4198216100328055e-06 8.388808963161813e-07
0.1714 5.542822902902226e-06 8.096678388813648e-07
0.1738 5.439261842884572e-06 7.780985973156224e-07
0.1762 5.8648369255886084e-06 7.46735600882862e-07
0.1786 4.174159123002729e-06 7.178249767105218e-07
0.181 2.261179476927214e-06 6.927904927331994e-07
0.1834 3.6206541373288774e-06 6.720247268863294e-07
0.1858 2.6640614761185783e-06 6.550168628107599e-07
0.1882 2.0960614179752003e-06 6.407187255383544e-07
0.1906 1.8961190952986971e-06 6.279738957886865e-07
0.193 3.6668739872085198e-06 6.158453570799296e-07
0.1954 3.555352143095824e-06 6.037649324842623e-07
0.1978 1.7852475565654214e-06 5.915223514402074e-07
0.2002 2.1276241012213003e-06 5.791515346649181e-07
0.2026 3.1031571788441353e-06 5.66789825109205e-07
0.205 2.3227078277794003e-06 5.545637975261182e-07
0.2074 2.848261498989985e-06 5.425349012147073e-07
0.2098 3.1132784178017424e-06 5.30700550601989e-07
0.2122 3.0036521667158716e-06 5.1903852116074e-07
0.2146 3.084458207345995e-06 5.075580423557576e-07
0.217 3.3648447987865764e-06 4.963348118804167e-07
0.2194 2.644017526705322e-06 4.855104072987241e-07
0.221799 2.1940852499625077e-06 4.7526348665623473e-07
0.2242 1.9953810603361432e-06 4.6573265402970854e-07
0.226601 1.169223428247306e-06 4.569972660183401e-07
0.228999 2.1606802958863256e-06 4.490197807451114e-07
0.231399 2.6548265230615676e-06 4.4161575175674283e-07
0.233799 2.7673631488776135e-06 4.3453790792316554e-07
0.236199 2.8294672043528415e-06 4.2750694961788496e-07
0.238601 2.5701369877003304e-06 4.202801672195927e-07
0.241 3.028122615135007e-06 4.1273828736523246e-07
0.243399 2.8477670897584096e-06 4.0488887828801796e-07
0.2458 2.457194843569301e-06 3.9693037463908713e-07
0.248199 2.8797274640990523e-06 3.891718162892687e-07
0.2506 2.6670695111874186e-06 3.817650237470965e-07
