Q R dR
0.00877296 0.9627534139972568 0.003363259759297085
0.0100889 0.4134343233722641 0.0019158829842052807
0.0114048 0.11145524664470585 0.000878789535988341
0.0127208 0.048618069730993814 0.0005179783711978682
0.0140367 0.026526754084062385 0.0003451069157268084
0.0153526 0.01583019621630503 0.0002448517976408336
0.0166685 0.01050578513546874 0.00018136608698307244
0.0179845 0.00712566696752925 0.00013882399580549278
0.0193004 0.005053085674649022 0.00010914471582043842
0.0206163 0.003825681400675076 8.778915381026401e-05
0.0219322 0.002835494696820188 7.209150228827327e-05
0.0241253 0.002000490673942197 5.3985972663033035e-05
0.0263185 0.0013957930442731266 4.214076455188448e-05
0.0285116 0.001135979873127127 3.413162580814353e-05
0.0307047 0.0008936039870347816 2.8519511882497885e-05
0.0328977 0.0008345381947037359 2.4449221826340546e-05
0.0350908 0.0006677591278947257 2.1394632408174634e-05
0.0372838 0.0006396511256421841 1.902534199069375e-05
0.0394768 0.0005702946012031176 1.7129285336697136e-05
0.0416698 0.0005435647720244842 1.556843409864895e-05
0.0438627 0.0005128967011985597 1.4252515877452061e-05
0.0473713 0.0004713322493326814 1.2506680750814238e-05
0.0508798 0.0004557252588148801 1.1072028599167639e-05
0.0543882 0.0003931724966955118 9.858499447813996e-06
0.0578966 0.00037041501452342583 8.810189986308998e-06
0.0614048 0.000351400419008132 7.891358413645696e-06
0.0649128 0.00032189608255863594 7.077856622190499e-06
0.0684208 0.0002981209528230596 6.352496955120689e-06
0.0719286 0.0002710169961070329 5.702617005305883e-06
0.0754363 0.0002451457696061656 5.118387333098303e-06
0.0789438 0.00022752212724810192 4.591991906506667e-06
0.0824512 0.00020152510636610438 4.117022879834631e-06
0.0859585 0.00018570068767038026 3.6878417211157734e-06
0.087712 0.00017570205907998693 3.4892046802694916e-06
0.091219 0.00015695338793057502 3.1212078521803142e-06
0.0947258 0.00013510996378886768 2.7886711218917265e-06
0.0982324 0.00011778979238441112 2.488570092858639e-06
0.101739 0.00010391923543246963 2.2179861998468155e-06
0.105245 8.977607581461555e-05 1.9743522173328766e-06
0.108751 7.626818501091284e-05 1.7553001095487831e-06
0.112257 6.647050481001014e-05 1.5587190451457466e-06
0.115762 5.685586168164606e-05 1.382746780685063e-06
0.119268 4.695809340097251e-05 1.2255456121608088e-06
0.122773 3.969938785400936e-05 1.0856215729323069e-06
0.126278 3.451725336541244e-05 9.614764634320013e-07
0.129782 2.8071293122111317e-05 8.518116474115359e-07
0.133287 2.1955205788705608e-05 7.553368806374208e-07
0.136791 1.8330690749903964e-05 6.709689763581679e-07
0.140295 1.441417132571542e-05 5.976110620452142e-07
0.143798 1.1775866140747574e-05 5.342733866601867e-07
0.147302 8.566836552647477e-06 4.79952783865502e-07
0.150805 6.578300414862636e-06 4.336602397145463e-07
0.153432 4.520928717771173e-06 4.0384712654940427e-07
0.15781 3.8258610627588505e-06 3.6214548928966837e-07
0.162187 1.8447731756850666e-06 3.2869364158406817e-07
0.166564 1.5219026161398574e-06 3.0207000416103655e-07
0.170941 7.541890982612033e-07 2.807961474802395e-07
0.175317 8.056214372690099e-07 2.63586713790949e-07
0.179693 1.7125606747162282e-07 2.4937045854575925e-07
0.184068 -1.0694184481381591e-07 2.373120392900144e-07
0.188442 2.9916498064847683e-07 2.2678375713242348e-07
0.192816 2.566184122293519e-07 2.1733590213687952e-07
0.197189 2.2566632386547064e-07 2.086662796949559e-07
0.201562 4.498744181520038e-09 2.0057571394257292e-07
0.205934 1.9941990537063363e-07 1.9294521821879314e-07
0.210305 1.634924175984358e-07 1.8570532817697012e-07
0.214676 -1.1847787578645393e-07 1.788176631159097e-07
0.219046 -4.970238102863444e-08 1.7226590717575822e-07
0.223416 2.1911834015563842e-07 1.660399425098935e-07
0.227785 -1.3770013012751487e-07 1.6013558856886737e-07
0.232153 3.310461296993507e-08 1.5454637284889127e-07
0.23652 3.1319957824476005e-07 1.4926312502435107e-07
0.240887 -2.028706275290418e-07 1.4427222064497047e-07
0.245253 -2.2770940803388552e-08 1.3955916066842343e-07
0.249618 -2.0022933262928658e-07 1.3510572041866298e-07
0.253982 8.188073841677459e-08 1.3088677542937514e-07
0.258346 -1.2339563516862965e-08 1.2684334608046898e-07
