Q R dR
0.00877296 0.020240706869481387 0.0004830803207293325
0.0100889 0.014164137893166047 0.00034709170216074204
0.0114048 0.009296430820127814 0.00025577268471205233
0.0127208 0.006614779853344592 0.0001944068909631071
0.0140367 0.005121292659583283 0.00015170451612498168
0.0153526 0.003919536898845723 0.00012108129847486408
0.0166685 0.0032072227162639514 9.854274442456491e-05
0.0179845 0.0024812634059957032 8.15722993706737e-05
0.0193004 0.0019913174028296596 6.853837631075361e-05
0.0206163 0.0015855418654730264 5.834769029332998e-05
0.0219322 0.0013609833684421853 5.026913579245114e-05
0.0241253 0.0010728904894476176 4.0096993816194944e-05
0.0263185 0.0008491331870100918 3.2735290631986567e-05
0.0285116 0.0007758104345284074 2.7262504996323656e-05
0.0307047 0.0005771289794156602 2.308764134370662e-05
0.0328977 0.0005115700625736614 1.9830815686344293e-05
0.0350908 0.00042881579116276614 1.723941877535058e-05
0.0372838 0.0003890130624179851 1.514153032540129e-05
0.0394768 0.0003631922394542276 1.3416689819296933e-05
0.0416698 0.00027998275222652235 1.1978934484809805e-05
0.0438627 0.0002902267823770568 1.0767283687658407e-05
0.0473713 0.00024157112957405087 9.182999543984127e-06
0.0508798 0.00022509572914098985 7.922418118799725e-06
0.0543882 0.00019457163858702488 6.899856165863089e-06
0.0578966 0.00016543838167921236 6.055571436153214e-06
0.0614048 0.00015129710722814162 5.348024377368287e-06
0.0649128 0.0001255857072582486 4.747512798250828e-06
0.0684208 0.00011915794276122782 4.232287729809622e-06
0.0719286 0.00010517820126887806 3.7862196001701755e-06
0.0754363 9.84459289187745e-05 3.397037194840353e-06
0.0789438 8.973533345029114e-05 3.0552685973021884e-06
0.0824512 7.9050494436789e-05 2.753493804339281e-06
0.0859585 6.807210451595272e-05 2.485625338765743e-06
0.087712 6.204347010177896e-05 2.3630626527895117e-06
0.091219 6.026450226220195e-05 2.1381641593090525e-06
0.0947258 5.2609167421379356e-05 1.936910803370087e-06
0.0982324 4.707972394647762e-05 1.7566124025853617e-06
0.101739 4.1460234535033185e-05 1.5948394022636358e-06
0.105245 3.187986947092926e-05 1.4495777394095043e-06
0.108751 3.3792914304854874e-05 1.3190590977537765e-06
0.112257 2.978113538675029e-05 1.2017923661476627e-06
0.115762 2.3585842676894974e-05 1.0965102971903766e-06
0.119268 2.0201324684081357e-05 1.0020216081820665e-06
0.122773 1.5701252629749085e-05 9.173778435431401e-07
0.126278 1.3834676399110325e-05 8.41655671826114e-07
0.129782 1.2657626931343663e-05 7.740706788357554e-07
0.133287 9.766823295125446e-06 7.138461163979788e-07
0.136791 9.163626392404394e-06 6.603399019608134e-07
0.140295 6.8044399558629654e-06 6.129031555218123e-07
0.143798 4.622530679654178e-06 5.709546573684375e-07
0.147302 3.7774209520058697e-06 5.339115566410302e-07
0.150805 3.3134634830303245e-06 5.012334163057876e-07
0.153432 1.943118344606671e-06 4.793607911211794e-07
0.15781 2.53375712153635e-06 4.472341167212737e-07
0.162187 1.1512277138740121e-06 4.1968554339860185e-07
0.166564 1.5449945521910722e-06 3.959992269464809e-07
0.170941 3.11584588010116e-07 3.7547764380208726e-07
0.175317 -7.455757729611221e-08 3.5751819485139956e-07
0.179693 -8.820677895145631e-08 3.416012380607446e-07
0.184068 -1.2850462174281925e-07 3.2730330066754347e-07
0.188442 -4.451584023917269e-07 3.142785786335728e-07
0.192816 3.747403887246483e-07 3.022516826077836e-07
0.197189 -2.2428400717813984e-08 2.910159006363706e-07
0.201562 4.5882713456342214e-07 2.804119459275587e-07
0.205934 3.160908601324547e-07 2.703285733980694e-07
0.210305 8.876987279174964e-07 2.606861211723589e-07
0.214676 7.921571577195903e-07 2.514292818803759e-07
0.219046 6.63064497298416e-08 2.4252681218916863e-07
0.223416 6.808506162831344e-07 2.3395746377726445e-07
0.227785 4.964642725841722e-07 2.257136360369798e-07
0.232153 5.587550453624452e-07 2.1779167515873742e-07
0.23652 2.2632806300007687e-07 2.101910630422624e-07
0.240887 5.28193808850606e-07 2.0291067263203003e-07
0.245253 2.0363217810971786e-07 1.9595228215542596e-07
0.249618 3.020685348387829e-07 1.893143302771873e-07
0.253982 2.137892236897959e-07 1.8300705056888868e-07
0.258346 2.3871589040324896e-07 1.7710404282769165e-07
