Chisq bulknsld dq l_lipid prefactor sigma 
-537.3281708439165 9.850629920876068e-06 0.02134180274649554 12.474132876334968 14502.748184925455 1.1312220347641684 
-524.3917638836942 9.987134579629898e-06 0.02445810958591662 12.529658009943704 14287.352550773885 1.2031590170495425 
-522.0080364117737 9.932843684258031e-06 0.021740788000851215 12.450734042092343 14313.614906136489 1.0720728122742849 
-557.7785841909656 9.96117365487784e-06 0.02229760734511638 12.50530997515454 14562.858139199954 1.3006489185010814 
-642.5140647606642 9.64101438226845e-06 0.014675458861556358 12.14720993921926 15390.323787563566 1.174911863126838 
-519.0898060092281 9.943522315780421e-06 0.021730883171591595 12.473183926165902 14442.290422013808 1.0870091502790686 
-506.3120536225794 9.98927692656625e-06 0.02321246888979852 12.508619370953658 14318.756794520614 1.0750818298236962 
-513.0984906555183 9.960219867979137e-06 0.022553717372595778 12.470071251038481 14340.695554561176 1.0835517006737108 
-524.2223040445355 9.998507177731085e-06 0.025674550383322947 12.641324404048753 14065.338643491896 1.2040015480228083 
-528.5339944426601 9.993629966987842e-06 0.025795216609201685 12.660930627073007 14112.090548459424 1.1793332746512644 
-532.5288859972376 9.902017197656696e-06 0.020584705224827693 12.415380232702942 14555.435898933369 1.1237190435623967 
-508.9382220111396 9.946305343398292e-06 0.023495762239828383 12.521577503202286 14257.558858696728 1.0688171696095368 
-538.0358796409873 9.989597666157737e-06 0.024228385645650784 12.597034883727824 14075.65397280249 1.2695430118173912 
-535.2805222575614 9.914133825851446e-06 0.023952462916414965 12.514089815283098 14339.13570971545 1.0895660395177595 
-527.7576229631777 9.929528016892109e-06 0.021154750674086436 12.42121875851215 14385.096048278681 1.092145679263853 
-529.9910666125945 9.904251447599123e-06 0.0218343900440802 12.53313845463078 14444.629103204368 1.00507417781144 
-527.2948744932582 9.866199639257167e-06 0.02173372348537565 12.476142680736801 14521.853853498542 1.0672623908433314 
-504.4067397827389 9.970965564669313e-06 0.023023296427996456 12.528550282217461 14331.168013098728 1.0302231191080788 
-505.10354185509584 9.985604205595912e-06 0.02303238065515456 12.516403897293559 14315.264261844894 1.0504109904996917 
-519.4621649646854 9.912045824338304e-06 0.022698929426054434 12.49836968741679 14471.219387141535 1.151271555360142 
-525.2979797886705 9.967134928538411e-06 0.02358560132015308 12.505765718385446 14440.415409111052 1.2085412014248964 
-527.2791271037263 9.989030072800927e-06 0.0245917969838943 12.616702809629562 14106.229192028102 1.2156762252150881 
-512.2113856679284 9.998504841926845e-06 0.02290686143177274 12.48671891137474 14230.549648480084 1.0884446040031537 
-560.2273530513859 9.871397858927118e-06 0.02019643506753559 12.35311452913868 14754.857235895917 1.0936090773710374 
-526.5061368329012 9.896243772238875e-06 0.021557251186361745 12.474515192246987 14361.665977955587 1.0774840703209925 
-519.4725834761057 9.946555976837686e-06 0.02266203216704708 12.489195728853018 14288.597359689285 1.135472547170601 
-568.2620673648205 9.790805063052341e-06 0.018275816564355018 12.293757554633878 14802.583717596288 1.1453640384774513 
-521.1176456689454 9.93546119604816e-06 0.023574230910756402 12.512404465879273 14287.003028576619 1.1303358933309025 
-532.0855830555906 9.971825049090503e-06 0.02403901394773086 12.565922854126352 14289.18987439559 1.2456074313911638 
-506.809360752891 9.953367036976432e-06 0.02339668757831503 12.529756364544411 14247.8040612279 1.086761865298935 
-597.3268756513955 9.991603955716535e-06 0.029389361668000838 12.947025600590415 13902.697542548918 1.2734034341031362 
-524.6696220739768 9.893606045415612e-06 0.022531874695580233 12.529341686475444 14536.957831701862 1.0692773697691615 
-531.5056024199755 9.9891299633063e-06 0.02322301771925787 12.510988711575491 14378.330116710187 1.2502324941045206 
-539.8315448712488 9.968923221425387e-06 0.025825953082319112 12.634691564959098 14180.688639966713 1.300643329683829 
-535.661488712337 9.977740506539162e-06 0.025882856000766754 12.635051266582314 14140.122097854462 1.2645723381450382 
-512.9256859930474 9.929998443966601e-06 0.02294851392618024 12.518210304333126 14335.439870775854 1.1214394977303832 
-549.9821933457839 9.847123464772005e-06 0.01962434187857748 12.411904170263854 14530.104040732971 1.006044750870032 
-541.741271353173 9.984434964607534e-06 0.026941989519508484 12.692689382358386 14114.742748994368 1.3092167736425349 
-528.4565385128253 9.86402345057978e-06 0.021560957871375134 12.473744130735755 14492.6646587523 1.0944133812816952 
-530.5682725692461 9.982387283457774e-06 0.024905073410806968 12.58626170569345 14132.08867624408 1.2399916212198672 
-525.8829980710108 9.902386850295332e-06 0.0215589378324125 12.431217354982026 14467.800902438601 1.1082869894906848 
-524.697828289273 9.931591975074285e-06 0.021948669335279565 12.447780746630553 14520.363428098663 1.0901742339946283 
-542.7197350379429 9.959691678540917e-06 0.022810023126204552 12.509870439024908 14614.725603210098 1.1595239882519905 
-538.1003818724575 9.972657267291766e-06 0.02141760704829917 12.467622599680377 14247.031440642373 1.0864916383167211 
-513.0189716557749 9.944156771687036e-06 0.023498080417865504 12.51292561861747 14377.468227684725 1.0713272902981745 
-528.9486147642742 9.998583942423483e-06 0.024253039173145113 12.553589903960058 14124.50570072798 1.1714530424558385 
-503.0723397548229 9.9767930727392e-06 0.023927812684109328 12.533939433095378 14216.40667724241 1.0715006912867127 
-537.3281708439165 9.850629920876068e-06 0.02134180274649554 12.474132876334968 14502.748184925455 1.1312220347641684 
-524.3917638836942 9.987134579629898e-06 0.02445810958591662 12.529658009943704 14287.352550773885 1.2031590170495425 
-520.7545328245292 9.941943928860289e-06 0.021740802542955028 12.450732153726413 14313.62673641891 1.072072699646445 
-557.7785841909656 9.96117365487784e-06 0.02229760734511638 12.50530997515454 14562.858139199954 1.3006489185010814 
-642.5140647606642 9.64101438226845e-06 0.014675458861556358 12.14720993921926 15390.323787563566 1.174911863126838 
-519.0898060092281 9.943522315780421e-06 0.021730883171591595 12.473183926165902 14442.290422013808 1.0870091502790686 
-506.3120536225794 9.98927692656625e-06 0.02321246888979852 12.508619370953658 14318.756794520614 1.0750818298236962 
-513.0984906555183 9.960219867979137e-06 0.022553717372595778 12.470071251038481 14340.695554561176 1.0835517006737108 
-524.2223040445355 9.998507177731085e-06 0.025674550383322947 12.641324404048753 14065.338643491896 1.2040015480228083 
-528.5339944426601 9.993629966987842e-06 0.025795216609201685 12.660930627073007 14112.090548459424 1.1793332746512644 
-532.5288859972376 9.902017197656696e-06 0.020584705224827693 12.415380232702942 14555.435898933369 1.1237190435623967 
-508.9382220111396 9.946305343398292e-06 0.023495762239828383 12.521577503202286 14257.558858696728 1.0688171696095368 
-538.0358796409873 9.989597666157737e-06 0.024228385645650784 12.597034883727824 14075.65397280249 1.2695430118173912 
-535.2805222575614 9.914133825851446e-06 0.023952462916414965 12.514089815283098 14339.13570971545 1.0895660395177595 
-527.1148180556518 9.929537103265461e-06 0.021154769347414597 12.448655397924677 14385.10561607476 1.0921465977178688 
-529.9910666125945 9.904251447599123e-06 0.0218343900440802 12.53313845463078 14444.629103204368 1.00507417781144 
-527.2948744932582 9.866199639257167e-06 0.02173372348537565 12.476142680736801 14521.853853498542 1.0672623908433314 
-504.4067397827389 9.970965564669313e-06 0.023023296427996456 12.528550282217461 14331.168013098728 1.0302231191080788 
-505.52075716799226 9.949796553390543e-06 0.023032405783913565 12.516387916560307 14315.238454491227 1.072171909539873 
-519.4621649646854 9.912045824338304e-06 0.022698929426054434 12.49836968741679 14471.219387141535 1.151271555360142 
-525.2979797886705 9.967134928538411e-06 0.02358560132015308 12.505765718385446 14440.415409111052 1.2085412014248964 
-527.2791271037263 9.989030072800927e-06 0.0245917969838943 12.616702809629562 14106.229192028102 1.2156762252150881 
-512.2113856679284 9.998504841926845e-06 0.02290686143177274 12.48671891137474 14230.549648480084 1.0884446040031537 
-560.2273530513859 9.871397858927118e-06 0.02019643506753559 12.35311452913868 14754.857235895917 1.0936090773710374 
-526.5061368329012 9.896243772238875e-06 0.021557251186361745 12.474515192246987 14361.665977955587 1.0774840703209925 
-519.4725834761057 9.946555976837686e-06 0.02266203216704708 12.489195728853018 14288.597359689285 1.135472547170601 
-568.2620673648205 9.790805063052341e-06 0.018275816564355018 12.293757554633878 14802.583717596288 1.1453640384774513 
-518.0189739259104 9.93546151815859e-06 0.023574216620366188 12.512409177833486 14286.989005244948 1.1017612161682073 
-532.0855830555906 9.971825049090503e-06 0.02403901394773086 12.565922854126352 14289.18987439559 1.2456074313911638 
-506.809360752891 9.953367036976432e-06 0.02339668757831503 12.529756364544411 14247.8040612279 1.086761865298935 
-578.7658807458896 9.99162085847346e-06 0.029389288839565663 12.91298976507253 13902.709509831959 1.273402348471598 
-524.6696220739768 9.893606045415612e-06 0.022531874695580233 12.529341686475444 14536.957831701862 1.0692773697691615 
-531.5056024199755 9.9891299633063e-06 0.02322301771925787 12.510988711575491 14378.330116710187 1.2502324941045206 
-539.8315448712488 9.968923221425387e-06 0.025825953082319112 12.634691564959098 14180.688639966713 1.300643329683829 
-535.661488712337 9.977740506539162e-06 0.025882856000766754 12.635051266582314 14140.122097854462 1.2645723381450382 
-512.9256859930474 9.929998443966601e-06 0.02294851392618024 12.518210304333126 14335.439870775854 1.1214394977303832 
-545.4163570956055 9.847119654735077e-06 0.021881583616237738 12.520648213239038 14402.125712636293 1.0962359330086575 
-541.741271353173 9.984434964607534e-06 0.026941989519508484 12.692689382358386 14114.742748994368 1.3092167736425349 
-511.85603552129277 9.96628301937703e-06 0.02291056763020145 12.485940080984564 14361.572222293173 1.1053733101274692 
-530.5682725692461 9.982387283457774e-06 0.024905073410806968 12.58626170569345 14132.08867624408 1.2399916212198672 
-525.8829980710108 9.902386850295332e-06 0.0215589378324125 12.431217354982026 14467.800902438601 1.1082869894906848 
-524.697828289273 9.931591975074285e-06 0.021948669335279565 12.447780746630553 14520.363428098663 1.0901742339946283 
-542.7197350379429 9.959691678540917e-06 0.022810023126204552 12.509870439024908 14614.725603210098 1.1595239882519905 
-538.1003818724575 9.972657267291766e-06 0.02141760704829917 12.467622599680377 14247.031440642373 1.0864916383167211 
-513.0846154983578 9.976230649399264e-06 0.023816945299196857 12.512930265767475 14326.399630996753 1.0346712387947705 
-528.9486147642742 9.998583942423483e-06 0.024253039173145113 12.553589903960058 14124.50570072798 1.1714530424558385 
-503.0723397548229 9.9767930727392e-06 0.023927812684109328 12.533939433095378 14216.40667724241 1.0715006912867127 
-537.3281708439165 9.850629920876068e-06 0.02134180274649554 12.474132876334968 14502.748184925455 1.1312220347641684 
-524.3917638836942 9.987134579629898e-06 0.02445810958591662 12.529658009943704 14287.352550773885 1.2031590170495425 
-520.7545328245292 9.941943928860289e-06 0.021740802542955028 12.450732153726413 14313.62673641891 1.072072699646445 
-549.1744748468241 9.96117760341643e-06 0.022763941426968984 12.505296620821143 14562.83400143128 1.3006502290551691 
-642.5140647606642 9.64101438226845e-06 0.014675458861556358 12.14720993921926 15390.323787563566 1.174911863126838 
-519.0898060092281 9.943522315780421e-06 0.021730883171591595 12.473183926165902 14442.290422013808 1.0870091502790686 
-506.3120536225794 9.98927692656625e-06 0.02321246888979852 12.508619370953658 14318.756794520614 1.0750818298236962 
-513.0984906555183 9.960219867979137e-06 0.022553717372595778 12.470071251038481 14340.695554561176 1.0835517006737108 
-524.2223040445355 9.998507177731085e-06 0.025674550383322947 12.641324404048753 14065.338643491896 1.2040015480228083 
-528.5339944426601 9.993629966987842e-06 0.025795216609201685 12.660930627073007 14112.090548459424 1.1793332746512644 
-532.5288859972376 9.902017197656696e-06 0.020584705224827693 12.415380232702942 14555.435898933369 1.1237190435623967 
-508.9382220111396 9.946305343398292e-06 0.023495762239828383 12.521577503202286 14257.558858696728 1.0688171696095368 
-536.013338449551 9.957707265881711e-06 0.02422840872213195 12.59703604517742 14273.20493445377 1.2004825632282439 
-535.2805222575614 9.914133825851446e-06 0.023952462916414965 12.514089815283098 14339.13570971545 1.0895660395177595 
-527.1148180556518 9.929537103265461e-06 0.021154769347414597 12.448655397924677 14385.10561607476 1.0921465977178688 
-529.9910666125945 9.904251447599123e-06 0.0218343900440802 12.53313845463078 14444.629103204368 1.00507417781144 
-527.2948744932582 9.866199639257167e-06 0.02173372348537565 12.476142680736801 14521.853853498542 1.0672623908433314 
-504.4067397827389 9.970965564669313e-06 0.023023296427996456 12.528550282217461 14331.168013098728 1.0302231191080788 
-505.52075716799226 9.949796553390543e-06 0.023032405783913565 12.516387916560307 14315.238454491227 1.072171909539873 
-519.4621649646854 9.912045824338304e-06 0.022698929426054434 12.49836968741679 14471.219387141535 1.151271555360142 
-525.2979797886705 9.967134928538411e-06 0.02358560132015308 12.505765718385446 14440.415409111052 1.2085412014248964 
-526.8862081715513 9.950115135087861e-06 0.02171438136134468 12.500220196281385 14260.973849620423 1.036472288541307 
-512.2113856679284 9.998504841926845e-06 0.02290686143177274 12.48671891137474 14230.549648480084 1.0884446040031537 
-557.6802041979781 9.868153130094687e-06 0.019826048320030244 12.325930713240018 14728.213443913735 1.1569105251736889 
-526.5061368329012 9.896243772238875e-06 0.021557251186361745 12.474515192246987 14361.665977955587 1.0774840703209925 
-519.4725834761057 9.946555976837686e-06 0.02266203216704708 12.489195728853018 14288.597359689285 1.135472547170601 
-557.6957967664594 9.852708711739795e-06 0.020676258152977536 12.456611957782485 14599.039654133743 1.2386073784884943 
-518.0189739259104 9.93546151815859e-06 0.023574216620366188 12.512409177833486 14286.989005244948 1.1017612161682073 
-532.0855830555906 9.971825049090503e-06 0.02403901394773086 12.565922854126352 14289.18987439559 1.2456074313911638 
-506.809360752891 9.953367036976432e-06 0.02339668757831503 12.529756364544411 14247.8040612279 1.086761865298935 
-578.7658807458896 9.99162085847346e-06 0.029389288839565663 12.91298976507253 13902.709509831959 1.273402348471598 
-524.6696220739768 9.893606045415612e-06 0.022531874695580233 12.529341686475444 14536.957831701862 1.0692773697691615 
-531.5056024199755 9.9891299633063e-06 0.02322301771925787 12.510988711575491 14378.330116710187 1.2502324941045206 
-539.8315448712488 9.968923221425387e-06 0.025825953082319112 12.634691564959098 14180.688639966713 1.300643329683829 
-535.661488712337 9.977740506539162e-06 0.025882856000766754 12.635051266582314 14140.122097854462 1.2645723381450382 
-512.9256859930474 9.929998443966601e-06 0.02294851392618024 12.518210304333126 14335.439870775854 1.1214394977303832 
-534.4538971945888 9.85763364990108e-06 0.02253837341169409 12.520636950222203 14529.020853430227 1.148877434532923 
-541.741271353173 9.984434964607534e-06 0.026941989519508484 12.692689382358386 14114.742748994368 1.3092167736425349 
-511.85603552129277 9.96628301937703e-06 0.02291056763020145 12.485940080984564 14361.572222293173 1.1053733101274692 
-530.5682725692461 9.982387283457774e-06 0.024905073410806968 12.58626170569345 14132.08867624408 1.2399916212198672 
-525.8829980710108 9.902386850295332e-06 0.0215589378324125 12.431217354982026 14467.800902438601 1.1082869894906848 
-524.697828289273 9.931591975074285e-06 0.021948669335279565 12.447780746630553 14520.363428098663 1.0901742339946283 
-520.4436048259254 9.959676494071257e-06 0.02281000972784132 12.50986438308291 14488.582359926619 1.1595234565880335 
-538.1003818724575 9.972657267291766e-06 0.02141760704829917 12.467622599680377 14247.031440642373 1.0864916383167211 
-513.0846154983578 9.976230649399264e-06 0.023816945299196857 12.512930265767475 14326.399630996753 1.0346712387947705 
-528.9486147642742 9.998583942423483e-06 0.024253039173145113 12.553589903960058 14124.50570072798 1.1714530424558385 
-503.0723397548229 9.9767930727392e-06 0.023927812684109328 12.533939433095378 14216.40667724241 1.0715006912867127 
-514.9405908432515 9.91482122249191e-06 0.02245981528977526 12.488695572223781 14357.922172041606 1.014621109815547 
-524.3917638836942 9.987134579629898e-06 0.02445810958591662 12.529658009943704 14287.352550773885 1.2031590170495425 
-518.2809248726048 9.941951174314264e-06 0.021740807832043726 12.450729187857991 14313.633322699543 1.0027373545708302 
-549.1744748468241 9.96117760341643e-06 0.022763941426968984 12.505296620821143 14562.83400143128 1.3006502290551691 
-638.0473772459568 9.641006769046056e-06 0.014675443050400075 12.168397571782712 15345.22209489785 1.1668926411436398 
-519.0898060092281 9.943522315780421e-06 0.021730883171591595 12.473183926165902 14442.290422013808 1.0870091502790686 
-506.3120536225794 9.98927692656625e-06 0.02321246888979852 12.508619370953658 14318.756794520614 1.0750818298236962 
-513.0984906555183 9.960219867979137e-06 0.022553717372595778 12.470071251038481 14340.695554561176 1.0835517006737108 
-524.2223040445355 9.998507177731085e-06 0.025674550383322947 12.641324404048753 14065.338643491896 1.2040015480228083 
-528.5339944426601 9.993629966987842e-06 0.025795216609201685 12.660930627073007 14112.090548459424 1.1793332746512644 
-532.9489935215538 9.957593141825557e-06 0.023411973535771517 12.512621433614612 14349.297142900383 1.2515195140199624 
-508.9382220111396 9.946305343398292e-06 0.023495762239828383 12.521577503202286 14257.558858696728 1.0688171696095368 
-536.013338449551 9.957707265881711e-06 0.02422840872213195 12.59703604517742 14273.20493445377 1.2004825632282439 
-530.668674350739 9.914121141080843e-06 0.02395250047755236 12.521751477771112 14339.158711703334 1.0895682541945033 
-527.1148180556518 9.929537103265461e-06 0.021154769347414597 12.448655397924677 14385.10561607476 1.0921465977178688 
-529.9910666125945 9.904251447599123e-06 0.0218343900440802 12.53313845463078 14444.629103204368 1.00507417781144 
-527.2948744932582 9.866199639257167e-06 0.02173372348537565 12.476142680736801 14521.853853498542 1.0672623908433314 
-504.4067397827389 9.970965564669313e-06 0.023023296427996456 12.528550282217461 14331.168013098728 1.0302231191080788 
-505.52075716799226 9.949796553390543e-06 0.023032405783913565 12.516387916560307 14315.238454491227 1.072171909539873 
-519.4621649646854 9.912045824338304e-06 0.022698929426054434 12.49836968741679 14471.219387141535 1.151271555360142 
-525.2979797886705 9.967134928538411e-06 0.02358560132015308 12.505765718385446 14440.415409111052 1.2085412014248964 
-526.8862081715513 9.950115135087861e-06 0.02171438136134468 12.500220196281385 14260.973849620423 1.036472288541307 
-511.8654715656494 9.974025694790808e-06 0.022906856830823448 12.486716986553738 14230.562355672826 1.0758099066157047 
-557.6802041979781 9.868153130094687e-06 0.019826048320030244 12.325930713240018 14728.213443913735 1.1569105251736889 
-527.4677813213787 9.89287114026766e-06 0.021557251301958943 12.474520812101877 14361.648973802237 1.0774845855836348 
-509.8988234787779 9.946543994991127e-06 0.022661980852631013 12.489180772139068 14288.58816581836 1.0431179798430974 
-555.7490434934082 9.924699624170663e-06 0.022658812883920874 12.436405947610144 14480.824683691779 1.268204955798441 
-518.0189739259104 9.93546151815859e-06 0.023574216620366188 12.512409177833486 14286.989005244948 1.1017612161682073 
-532.0855830555906 9.971825049090503e-06 0.02403901394773086 12.565922854126352 14289.18987439559 1.2456074313911638 
-506.809360752891 9.953367036976432e-06 0.02339668757831503 12.529756364544411 14247.8040612279 1.086761865298935 
-578.7658807458896 9.99162085847346e-06 0.029389288839565663 12.91298976507253 13902.709509831959 1.273402348471598 
-514.1758367654841 9.974899245117964e-06 0.023216544348705685 12.519689723613602 14386.24338329617 1.1706333900719927 
-531.5056024199755 9.9891299633063e-06 0.02322301771925787 12.510988711575491 14378.330116710187 1.2502324941045206 
-539.8315448712488 9.968923221425387e-06 0.025825953082319112 12.634691564959098 14180.688639966713 1.300643329683829 
-535.661488712337 9.977740506539162e-06 0.025882856000766754 12.635051266582314 14140.122097854462 1.2645723381450382 
-507.0980591515659 9.966877555440413e-06 0.023432894520726468 12.518220679132684 14360.661271826304 1.0714257934921014 
-522.5121639413584 9.902216840720956e-06 0.022538408810559327 12.520639355104656 14529.022381928784 1.1488772889884857 
-541.741271353173 9.984434964607534e-06 0.026941989519508484 12.692689382358386 14114.742748994368 1.3092167736425349 
-511.85603552129277 9.96628301937703e-06 0.02291056763020145 12.485940080984564 14361.572222293173 1.1053733101274692 
-530.5682725692461 9.982387283457774e-06 0.024905073410806968 12.58626170569345 14132.08867624408 1.2399916212198672 
-525.8829980710108 9.902386850295332e-06 0.0215589378324125 12.431217354982026 14467.800902438601 1.1082869894906848 
-524.697828289273 9.931591975074285e-06 0.021948669335279565 12.447780746630553 14520.363428098663 1.0901742339946283 
-519.7904280014025 9.960360002701589e-06 0.022835073138174327 12.510638895359259 14482.273029457496 1.1597307704701214 
-538.1003818724575 9.972657267291766e-06 0.02141760704829917 12.467622599680377 14247.031440642373 1.0864916383167211 
-513.0846154983578 9.976230649399264e-06 0.023816945299196857 12.512930265767475 14326.399630996753 1.0346712387947705 
-528.9486147642742 9.998583942423483e-06 0.024253039173145113 12.553589903960058 14124.50570072798 1.1714530424558385 
-503.0723397548229 9.9767930727392e-06 0.023927812684109328 12.533939433095378 14216.40667724241 1.0715006912867127 
-514.9405908432515 9.91482122249191e-06 0.02245981528977526 12.488695572223781 14357.922172041606 1.014621109815547 
-524.3917638836942 9.987134579629898e-06 0.02445810958591662 12.529658009943704 14287.352550773885 1.2031590170495425 
-518.2809248726048 9.941951174314264e-06 0.021740807832043726 12.450729187857991 14313.633322699543 1.0027373545708302 
-549.1744748468241 9.96117760341643e-06 0.022763941426968984 12.505296620821143 14562.83400143128 1.3006502290551691 
-638.0473772459568 9.641006769046056e-06 0.014675443050400075 12.168397571782712 15345.22209489785 1.1668926411436398 
-519.0898060092281 9.943522315780421e-06 0.021730883171591595 12.473183926165902 14442.290422013808 1.0870091502790686 
-506.3120536225794 9.98927692656625e-06 0.02321246888979852 12.508619370953658 14318.756794520614 1.0750818298236962 
-513.0984906555183 9.960219867979137e-06 0.022553717372595778 12.470071251038481 14340.695554561176 1.0835517006737108 
-524.2223040445355 9.998507177731085e-06 0.025674550383322947 12.641324404048753 14065.338643491896 1.2040015480228083 
-528.5339944426601 9.993629966987842e-06 0.025795216609201685 12.660930627073007 14112.090548459424 1.1793332746512644 
-532.9489935215538 9.957593141825557e-06 0.023411973535771517 12.512621433614612 14349.297142900383 1.2515195140199624 
-508.9382220111396 9.946305343398292e-06 0.023495762239828383 12.521577503202286 14257.558858696728 1.0688171696095368 
-536.013338449551 9.957707265881711e-06 0.02422840872213195 12.59703604517742 14273.20493445377 1.2004825632282439 
-530.668674350739 9.914121141080843e-06 0.02395250047755236 12.521751477771112 14339.158711703334 1.0895682541945033 
-527.1148180556518 9.929537103265461e-06 0.021154769347414597 12.448655397924677 14385.10561607476 1.0921465977178688 
-529.9910666125945 9.904251447599123e-06 0.0218343900440802 12.53313845463078 14444.629103204368 1.00507417781144 
-527.2948744932582 9.866199639257167e-06 0.02173372348537565 12.476142680736801 14521.853853498542 1.0672623908433314 
-504.4067397827389 9.970965564669313e-06 0.023023296427996456 12.528550282217461 14331.168013098728 1.0302231191080788 
-505.52075716799226 9.949796553390543e-06 0.023032405783913565 12.516387916560307 14315.238454491227 1.072171909539873 
-519.4621649646854 9.912045824338304e-06 0.022698929426054434 12.49836968741679 14471.219387141535 1.151271555360142 
-526.2331059146366 9.926733700172618e-06 0.023585588585875616 12.505752699746326 14440.405467200002 1.097872837301002 
-526.8862081715513 9.950115135087861e-06 0.02171438136134468 12.500220196281385 14260.973849620423 1.036472288541307 
-511.8654715656494 9.974025694790808e-06 0.022906856830823448 12.486716986553738 14230.562355672826 1.0758099066157047 
-557.6802041979781 9.868153130094687e-06 0.019826048320030244 12.325930713240018 14728.213443913735 1.1569105251736889 
-527.4677813213787 9.89287114026766e-06 0.021557251301958943 12.474520812101877 14361.648973802237 1.0774845855836348 
-509.8988234787779 9.946543994991127e-06 0.022661980852631013 12.489180772139068 14288.58816581836 1.0431179798430974 
-555.7490434934082 9.924699624170663e-06 0.022658812883920874 12.436405947610144 14480.824683691779 1.268204955798441 
-518.0189739259104 9.93546151815859e-06 0.023574216620366188 12.512409177833486 14286.989005244948 1.1017612161682073 
-516.1455940263759 9.980999516253033e-06 0.023243498421911802 12.487127245540387 14376.64887664459 1.1165499782484767 
-506.809360752891 9.953367036976432e-06 0.02339668757831503 12.529756364544411 14247.8040612279 1.086761865298935 
-578.7658807458896 9.99162085847346e-06 0.029389288839565663 12.91298976507253 13902.709509831959 1.273402348471598 
-508.62962568135407 9.957438687227374e-06 0.023216536077527227 12.519689282040492 14386.27033876005 1.0398389876105658 
-531.5056024199755 9.9891299633063e-06 0.02322301771925787 12.510988711575491 14378.330116710187 1.2502324941045206 
-539.8315448712488 9.968923221425387e-06 0.025825953082319112 12.634691564959098 14180.688639966713 1.300643329683829 
-535.661488712337 9.977740506539162e-06 0.025882856000766754 12.635051266582314 14140.122097854462 1.2645723381450382 
-505.2840195384762 9.966884649858816e-06 0.02352911978097125 12.52954114996969 14358.030671261764 1.0823786110799167 
-522.5121639413584 9.902216840720956e-06 0.022538408810559327 12.520639355104656 14529.022381928784 1.1488772889884857 
-540.9514698425393 9.977346927206512e-06 0.02486025170945455 12.567106894624056 14284.725981036256 1.309217169510096 
-511.85603552129277 9.96628301937703e-06 0.02291056763020145 12.485940080984564 14361.572222293173 1.1053733101274692 
-530.5682725692461 9.982387283457774e-06 0.024905073410806968 12.58626170569345 14132.08867624408 1.2399916212198672 
-525.8829980710108 9.902386850295332e-06 0.0215589378324125 12.431217354982026 14467.800902438601 1.1082869894906848 
-524.697828289273 9.931591975074285e-06 0.021948669335279565 12.447780746630553 14520.363428098663 1.0901742339946283 
-519.7904280014025 9.960360002701589e-06 0.022835073138174327 12.510638895359259 14482.273029457496 1.1597307704701214 
-521.946093187049 9.925603904934246e-06 0.021417587462185205 12.449029432679398 14387.576410181737 1.0864905761867547 
-513.0846154983578 9.976230649399264e-06 0.023816945299196857 12.512930265767475 14326.399630996753 1.0346712387947705 
