	PCPIP2MAM0.015
0.641	11.94804325632
0.6428	11.37435421152
0.6439	11.466577431552
0.645	12.13855131648
0.646	12.455920425792
0.6471	12.268876148544
0.6481	12.717436035648
0.6492	12.555504184512
0.6503	12.0432972864
0.6513	11.992206488448
0.6524	11.777451947904
0.6535	11.306377471872
0.6545	10.909774328448
0.6555	11.817718424256
0.6567	12.432106918272
0.6577	12.09308916576
0.6587	12.3030810048
0.6598	12.806628445632
0.6609	12.6169863312
0.662	12.615687412608
0.663	13.126162419264
0.6641	13.100617020288
0.6652	12.973322998272
0.6662	12.733456031616
0.6672	13.02614568768
0.6683	13.137419713728
0.6702	12.994105695744
0.6712	12.886728425472
0.6723	12.927860847552
0.6733	12.752506837632
0.6744	12.518268518208
0.677	12.31174046208
0.6782	12.861183026496
0.6792	13.168593759936
0.6802	13.153006736832
0.6813	12.878068968192
0.6831	12.732157113024
0.6843	12.576719854848
0.6853	12.50224852224
0.6863	11.972722709568
0.6874	11.770091409216
0.6885	11.096818605696
0.6895	11.033171594688
0.6906	11.394703936128
0.6917	11.8051622112
0.6927	11.93288920608
0.6938	11.789575188096
0.6948	12.297885330432
0.6959	11.978784329664
0.697	12.026411344704
0.698	11.443196896896
0.699	11.620282798272
0.7002	12.44163232128
0.7012	12.926994901824
0.7022	13.037402982144
0.7033	12.875038158144
0.7044	12.762898186368
0.7054	12.669809020608
0.7065	12.70141603968
0.7075	12.620450114112
0.7086	12.313472353536
0.7097	11.764895734848
0.7107	11.476535807424
0.7126	11.554903895808
0.7136	11.616386042496
0.7147	11.851923280512
0.7158	10.974720258048
0.7168	10.692854923584
0.7178	10.925361351552
0.7195	11.558800651584
0.7205	12.016885941696
0.7216	12.138118343616
0.7226	11.621148744
0.7237	11.197268310144
0.7256	11.575253620416
0.7266	12.27710263296
0.7277	11.972289736704
0.7287	11.157001833792
0.7298	11.506843907904
0.7308	11.494720667712
0.7319	11.221514790528
0.7329	11.168259128256
0.734	11.574387674688
0.7351	11.71640277408
0.7361	11.624179554048
0.7371	12.177085901376
0.7382	11.85062436192
0.7393	12.228176699328
0.7403	12.16669455264
0.7414	11.593438480704
0.7424	12.125129157696
0.7436	11.7185676384
0.7446	11.867510303616
0.7456	12.879800859648
0.7467	13.235271580992
0.7478	13.16469700416
0.7488	11.965795143744
0.7499	11.423713118016
0.7509	10.706277082368
0.752	10.739615992896
0.7531	10.704112218048
0.7541	11.031439703232
0.7551	11.457052028544
0.7562	12.033338910528
0.7573	12.303946950528
0.7591	12.697952256768
0.7602	13.17119159712
0.7612	12.927860847552
0.7622	12.745146298944
0.7633	12.00865945728
0.7644	11.922497857344
0.766	11.993072434176
0.767	12.379284228864
0.768	11.956269740736
0.7692	11.341448273856
0.7702	10.715802485376
0.7712	11.232772084992
0.7723	12.779784128064
0.7741	13.324463990976
0.7752	13.159501329792
0.7763	13.207561317696
0.7773	12.386644767552
0.7784	12.800133852672
0.7794	12.135953479296
0.7805	12.293555601792
0.7816	11.912972454336
0.7826	11.635003875648
0.7836	10.611888998016
0.7847	10.584611707584
0.7858	11.054820237888
0.7868	10.98034890528
0.7879	11.741515200192
0.7889	11.956269740736
0.7899	12.377119364544
0.7911	11.785245459456
0.7921	12.135087533568
0.7931	12.084862681344
0.7942	12.39617017056
0.7953	12.54771067296
0.7963	12.963797595264
0.7974	12.754238729088
0.7984	12.596636606592
0.7994	11.836769230272
0.8006	12.18184860288
0.8016	12.301349113344
0.8026	10.805860841088
0.8037	10.914970002816
0.8047	11.905178942784
0.8058	11.547976329984
0.8069	11.739783308736
0.8079	11.87227300512
0.8089	12.570658234752
0.8108	12.84862681344
0.8118	13.693789843968
0.8129	13.491158543616
0.814	12.785412775296
0.815	12.212589676224
0.8161	12.528659866944
0.8171	12.402231790656
0.8198	11.514637419456
0.8208	12.213455621952
0.8218	13.089792698688
0.8229	12.755970620544
0.8239	12.236836156608
0.8251	12.126428076288
0.8261	12.8551214064
0.8279	11.331489897984
0.829	11.232772084992
0.83	11.834604365952
0.831	12.613522548288
0.8321	12.70574576832
0.8332	12.565895533248
0.87	11.173887775488
0.8719	11.704712506752
0.8729	12.416952868032
0.8739	12.377552337408
0.875	12.23380534656
0.876	12.270175067136
0.877	12.6386349744
0.878	12.273205877184
0.8792	12.760733322048
0.8951	11.483896346112
0.8962	12.16452968832
0.8973	11.857984900608
0.8983	12.576286881984
0.8993	12.226011835008
0.9004	12.139850235072
0.9014	12.1840134672
0.9025	13.21881861216
0.9036	12.674138749248
0.9046	13.114039179072
0.9056	13.028310552
0.9067	12.82697817024
0.9077	12.187477250112
0.9087	12.210424811904
0.9099	11.315036929152
0.9109	11.219349926208
0.9119	11.145744539328
0.913	11.922497857344
0.914	13.352607227136
0.915	11.782647622272
0.9161	11.966661089472
0.9171	13.247827794048
0.9182	12.941283006336
0.9193	11.959300550784
0.9203	10.75953274464
0.9213	10.968658637952
0.9224	10.8309732672
0.9234	12.04979187936
0.9244	11.127992651904
0.9256	10.987709443968
0.9266	11.270007751296
0.9276	11.319799630656
0.9287	11.738484390144
0.9297	12.486661499136
0.9307	13.725829835904
0.9318	13.774322796672
0.9328	13.47860233056
0.9339	12.797536015488
0.935	13.351308308544
0.936	11.981382166848
0.937	11.312439091968
0.9381	11.327593142208
0.9391	11.830707610176
0.9401	12.820916550144
0.9412	13.728860645952
0.9423	13.904647628736
0.9433	12.704446849728
0.9444	13.283331568896
0.9454	12.803597635584
0.9464	12.117335646144
0.9475	11.073005098176
0.9485	9.655884914304
0.9495	9.714336250944
0.9506	10.347342578112
0.9517	11.576119566144
0.9535	13.294155890496
0.9545	13.392873703488
0.9556	13.336154258304
0.9567	13.176387271488
0.9577	14.080867584384
0.9587	13.390708839168
0.9598	11.914271372928
0.9608	12.468476638848
0.9618	12.5303917584
0.9629	12.828277088832
0.9639	11.738484390144
0.9649	11.61465415104
0.9661	11.807760048384
0.9671	12.703147931136
0.9697	12.746445217536
0.9707	11.161331562432
0.9717	10.275036109824
0.9728	9.957234027648
0.9738	9.760664347392
0.9748	9.749840025792
0.976	11.00849214144
0.977	11.610757395264
0.978	10.995935928384
0.9791	11.713371964032
0.9801	12.0865945728
0.9811	13.006228935936
0.9822	12.676303613568
0.9832	11.606860639488
0.9842	11.046593753472
0.9853	12.436869619776
0.9863	13.362565603008
