	ULVOri
0.26637	0.2468535307788
0.26728	0.181459773536931
0.26819	0.200814016295061
0.26909	0.205439091550355
0.27	0.168196334308485
0.2709	0.194844409563779
0.27181	0.22579465232191
0.27271	0.205663727577204
0.27362	0.139052970335334
0.27453	0.133897213093464
0.27543	0.134071288348758
0.27634	0.153992531106889
0.27724	0.151344606362183
0.27815	0.049483849120313
0.27905	0.0525269243756068
0.27996	0.105327167133737
0.28086	0.0841462423890311
0.28177	0.0498434851471615
0.28267	0.0301995604024554
0.28358	0.0741528031605858
0.28448	0.0914818784158797
0.28539	0.0670195326550561
0.28629	0.0524655919228721
0.2872	0.0417340074047748
0.2881	0.0241330666725907
0.28901	-0.0238595178455066
0.28991	-0.00122245857769071
0.29082	0.048656956904212
0.29172	0.0670850161720279
0.29263	0.102189431653931
0.29353	0.145683490921747
0.29444	0.174759906403649
0.29534	0.188034965671465
0.29625	0.206912381153368
0.29715	0.238895440421184
0.29806	0.224470855903086
0.29896	0.229816915170902
0.29986	0.270249974438718
0.30077	0.296368389920621
0.30167	0.275950449188437
0.30258	0.27993786467034
0.30348	0.304178923938155
0.30439	0.316165339420058
0.30529	0.324681398687874
0.30619	0.33802845795569
0.3071	0.340977873437593
0.308	0.363890932705409
0.30891	0.393983348187311
0.30981	0.420320407455127
0.31072	0.41349482293703
0.31162	0.411685882204846
0.31252	0.415393941472662
0.31343	0.435402356954564
0.31433	0.44491441622238
0.31523	0.449558475490196
0.31614	0.460580890972099
0.31704	0.472420950239915
0.31795	0.486540365721818
0.31885	0.499825424989633
0.31975	0.501461484257449
0.32066	0.522449899739352
0.32156	0.527419959007168
0.32247	0.533253374489071
0.32337	0.539542433756887
0.32427	0.544313493024703
0.32518	0.558219908506605
0.32608	0.568684967774421
0.32698	0.580187027042237
0.32789	0.59096044252414
0.32879	0.603441501791956
0.32969	0.621118561059772
0.3306	0.638011976541674
0.3315	0.64620803580949
0.3324	0.655453095077306
0.33331	0.662592510559209
0.33421	0.673771569827025
0.33511	0.680635629094841
0.33602	0.691212044576743
0.33692	0.696219103844559
0.33782	0.702296163112375
0.33873	0.708940578594278
0.33963	0.712488637862094
0.34053	0.70942169712991
0.34144	0.711584112611812
0.34234	0.720584171879628
0.34324	0.727450231147444
0.34414	0.72750129041526
0.34505	0.736174705897163
0.34595	0.739916765164979
0.34685	0.740217824432794
0.34776	0.741301239914697
0.34866	0.741911299182513
0.34956	0.747574358450329
0.35046	0.746222417718145
0.35137	0.743889833200048
0.35227	0.756411892467863
0.35317	0.754420951735679
0.35408	0.741678367217582
0.35498	0.737028426485398
0.35588	0.742046485753214
0.35678	0.73474154502103
0.35769	0.727360960502933
0.35859	0.734724019770748
0.35949	0.732150079038564
0.36039	0.73437513830638
0.3613	0.731460553788283
0.3622	0.726804613056099
0.3631	0.720056672323915
0.364	0.70683773159173
0.3649	0.697250790859546
0.36581	0.697031206341449
0.36671	0.682035265609265
0.36761	0.678179324877081
0.36851	0.667010384144897
0.36941	0.673149443412713
0.37032	0.675868858894615
0.37122	0.664871918162431
0.37212	0.668931977430247
0.37302	0.668633036698063
0.37392	0.660813095965879
0.37483	0.647521511447782
0.37573	0.632287570715598
0.37663	0.625458629983414
0.37753	0.628393689251229
0.37843	0.620871748519045
0.37934	0.613414164000948
0.38024	0.594281223268764
0.38114	0.58384928253658
0.38204	0.570359341804396
0.38294	0.570038401072212
0.38384	0.567019460340027
0.38475	0.55960387582193
0.38565	0.564079935089746
0.38655	0.555362994357562
0.38745	0.533226053625378
0.38835	0.532152112893194
0.38925	0.52652717216101
0.39015	0.503758231428825
0.39106	0.492032646910728
0.39196	0.494020706178544
0.39286	0.48675676544636
0.39376	0.467548824714176
0.39466	0.442706883981992
0.39556	0.434027943249808
0.39646	0.439493002517623
0.39736	0.431670061785439
0.39826	0.429394121053255
0.39917	0.415202536535158
0.40007	0.400457595802974
0.40097	0.38284765507079
0.40187	0.370292714338606
0.40277	0.356216773606422
0.40367	0.347030832874237
0.40457	0.338401892142053
0.40547	0.324164951409869
0.40637	0.322195010677685
0.40727	0.306433069945501
0.40817	0.292781129213317
0.40907	0.284362188481133
0.40998	0.273673603963036
0.41088	0.260985663230851
0.41178	0.257729722498667
0.41268	0.251386781766483
0.41358	0.236139841034299
0.41448	0.223541900302115
0.41538	0.214793959569931
0.41628	0.218471018837747
0.41718	0.213349078105563
0.41808	0.190661137373379
0.41898	0.174104196641194
0.41988	0.17065125590901
0.42078	0.166967315176826
0.42168	0.150908374444642
0.42258	0.147859433712458
0.42348	0.136682492980274
0.42438	0.13035555224809
0.42528	0.120047611515906
0.42618	0.104924670783722
0.42708	0.100414730051537
0.42798	0.0820887893193533
0.42888	0.0848068485871692
0.42978	0.0839349078549851
0.43068	0.040995967122801
0.43158	0.0194760263906168
0.43248	0.0285190856584327
0.43338	0.0373481449262486
0.43428	0.0253782041940645
0.43518	0.00866626346188039
0.43608	-0.00477467727030371
0.43698	0.00305038199751216
0.43788	0.010025441265328
0.43878	-0.0108154994668561
0.43968	0.00611955980095984
0.44058	0.0171726190687757
0.44148	0.0128476783365916
0.44238	0.00845917923324249
0.44328	0.00862977260610386
0.44418	0.00375836597896523
0.44508	0.0128719593518266
0.44598	0.0169255527246879
0.44688	0.0262491460975493
0.44778	0.0527917394704107
0.44868	0.0581973328432721
0.44957	0.0448347418453239
0.45047	0.0406203352181852
0.45137	0.0564299285910466
0.45227	0.0672535219639079
0.45317	0.0786531153367693
0.45407	0.0978907087096307
0.45497	0.108402302082492
0.45587	0.117171895455353
0.45677	0.123626488828215
0.45767	0.122256082201076
0.45857	0.131857675573937
0.45946	0.151712084575989
0.46036	0.155752677948851
0.46126	0.168076271321712
0.46216	0.178418864694573
0.46306	0.190140458067435
0.46396	0.202488051440296
0.46486	0.203616644813158
0.46576	0.220396238186019
0.46665	0.232434647188071
0.46755	0.238789240560932
0.46845	0.231537833933793
0.46935	0.235077427306655
0.47025	0.245600020679516
0.47115	0.248529614052378
0.47205	0.267849207425239
0.47294	0.271895616427291
0.47384	0.263225209800152
0.47474	0.267215803173013
0.47564	0.283643396545875
0.47654	0.292792989918736
0.47744	0.308942583291597
0.47833	0.324784466678514
0.47923	0.332129156211125
0.48013	0.339997845743736
0.48103	0.339576535276346
0.48193	0.344831224808957
0.48282	0.34547646223565
0.48372	0.33438015176826
0.48462	0.324109841300871
0.48552	0.344709530833482
0.48642	0.355904220366092
0.48731	0.362631457792785
0.48821	0.381745147325396
0.48911	0.388882836858006
0.49001	0.380337526390617
0.49091	0.384159215923227
0.4918	0.37666045334992
0.4927	0.386263142882531
0.4936	0.386845832415141
0.4945	0.393789521947752
0.49539	0.404425759374445
0.49629	0.404535448907055
0.49719	0.401032138439666
0.49809	0.414294827972277
0.49898	0.417860065398969
0.49988	0.42014775493158
0.50078	0.425769444464191
0.50168	0.426968133996801
0.50257	0.424513371423494
0.50347	0.424133060956105
0.50437	0.421671750488715
0.50526	0.427276987915408
0.50616	0.430130677448019
0.50706	0.430245366980629
0.50796	0.43207105651324
0.50885	0.434096293939933
0.50975	0.433923983472543
0.51065	0.442410673005154
0.51154	0.447719910431847
0.51244	0.447489599964457
0.51334	0.447111289497068
0.51423	0.448032526923761
0.51513	0.450989216456371
0.51603	0.449840905988982
0.51693	0.443036595521592
0.51782	0.449965832948285
0.51872	0.452929522480896
0.51962	0.453843212013506
0.52051	0.461360449440199
0.52141	0.46837113897281
0.52231	0.471407828505421
0.5232	0.465677065932113
0.5241	0.461550755464724
0.52499	0.459578992891417
0.52589	0.457919682424027
0.52679	0.459055371956638
0.52768	0.453452609383331
0.52858	0.454578298915941
0.52948	0.457738988448552
0.53037	0.452888225875244
0.53127	0.448373915407855
0.53216	0.449551152834548
0.53306	0.451752842367159
0.53396	0.450124531899769
0.53485	0.447086769326462
0.53575	0.445348458859072
0.53664	0.438940696285765
0.53754	0.439948385818376
0.53844	0.437830075350987
0.53933	0.441123312777679
0.54023	0.44680000231029
0.54112	0.449075239736983
0.54202	0.452982929269593
0.54292	0.454743618802204
0.54381	0.455158856228897
0.54471	0.452228910670842
0.5456	0.45496631572529
0.5465	0.45500027589271
0.54739	0.447382680947158
0.54829	0.451280641114577
0.54918	0.448887046169025
0.55008	0.451946006336444
0.55098	0.451951966503864
0.55187	0.455375371558312
0.55277	0.459257331725731
0.55366	0.460135736780179
0.55456	0.454492696947599
0.55545	0.438978102002047
0.55635	0.434848062169466
0.55724	0.442996467223914
0.55814	0.434184427391334
0.55903	0.422428832445782
0.55993	0.418458792613201
0.56082	0.416129197667649
0.56172	0.418167157835069
0.56261	0.414994562889517
0.56351	0.413132523056936
0.5644	0.412591928111384
0.5653	0.407805888278804
0.56619	0.404045293333252
0.56709	0.395890253500671
0.56798	0.387735658555119
0.56888	0.385296618722539
0.56977	0.378732023776987
0.57066	0.362151428831435
0.57156	0.359869388998854
0.57245	0.355159794053302
0.57335	0.347583754220722
0.57424	0.34163815927517
0.57514	0.330886119442589
0.57603	0.334101524497037
0.57693	0.326839484664457
0.57782	0.335425889718905
0.57871	0.337573294773353
0.57961	0.324623254940772
0.5805	0.31602165999522
0.5814	0.30644362016264
0.58229	0.298615025217088
0.58318	0.290666430271536
0.58408	0.273979390438955
0.58497	0.266316795493403
0.58587	0.266209755660823
0.58676	0.266576160715271
0.58765	0.246603565769719
0.58855	0.231266525937138
0.58944	0.226607930991586
0.59034	0.224752891159006
0.59123	0.223480296213454
0.59212	0.224377701267902
0.59391	0.220042066489769
0.5948	0.202682471544217
0.5957	0.182152431711637
0.59659	0.177819836766085
0.59748	0.180658241820533
0.59838	0.172180201987952
0.59927	0.1689516070424
0.60016	0.160264012096848
0.60106	0.162670972264268
0.60195	0.150258377318716
0.60284	0.145667782373164
0.60374	0.125201742540583
0.60463	0.120629147595031
0.60552	0.11018455264948
0.60642	0.101089512816899
0.60731	0.114410917871347
0.6082	0.127232322925795
0.6091	0.137878283093214
0.60999	0.126418688147663
0.61088	0.101424093202111
0.61177	0.109637498256559
0.61267	0.110593458423978
0.61356	0.111110863478426
0.61445	0.0955872685328743
0.61534	0.0799146735873223
0.61624	0.0643106337547417
0.61713	0.0618820388091898
0.61802	0.0587724438636379
0.61891	0.0697038489180859
0.61981	0.0630088090855054
0.6207	0.0756172141399535
0.62159	0.0744246191944015
0.62248	0.0778100242488496
0.62338	0.048669984416269
0.62427	0.022866389470717
0.62516	0.0246347945251651
0.62605	0.0358751995796132
0.62695	0.0489781597470326
0.62784	0.0614735648014806
0.62873	0.0377399698559288
0.62962	0.0191363749103768
0.63051	0.0297837799648249
0.63141	0.0295877401322443
0.6323	0.0263611451866923
0.63319	0.0246885502411405
0.63408	0.0100339552955885
0.63497	0.0246433603500366
0.63586	0.0249807654044846
0.63676	0.0345487255719041
0.63765	-0.0151518693736478
0.63854	-0.0146574643191998
0.63943	-0.0143350799803632
0.64032	0.0254244794158998
0.64121	0.0314940388121629
0.6421	0.038406598208426
0.643	-0.0141723866717575
0.64389	-0.0141318272754944
0.64478	0.0271907321207687
0.64567	0.0468192915170317
0.64656	0.0128258509132948
0.64745	-0.0139695896904421
0.64834	0.0269069697058209
0.64923	0.043902529102084
0.65013	0.0370745442219006
0.65102	0.0727211036181637
0.65191	0.0485746630144267
0.6528	0.0290652224106898
0.65369	0.0480837818069529
0.65458	0.0620023412032159
0.65547	0.056059900599479
0.65636	0.0597454599957421
0.65725	0.0503590193920051
0.65814	0.0551565787882682
0.65903	0.0610121381845313
0.65992	0.0606656975807943
0.66081	0.0540482569770574
0.66171	0.052002272096874
0.6626	0.062810831493137
0.66349	0.0742153908894001
0.66438	0.0791749502856632
0.66527	0.0689395096819262
0.66616	0.0705580690781893
0.66705	0.0608756284744524
0.66794	0.0742651878707154
0.66883	0.0765067472669785
0.66972	0.0789923066632416
0.67061	0.0850118660595046
0.6715	0.0678104254557677
0.67239	0.0764969848520308
0.67328	0.0766485442482938
0.67417	0.0775911036445569
0.67506	0.07085266304082
0.67595	0.075779222437083
0.67684	0.0736667818333461
0.67773	0.0833673412296092
0.67862	0.0866259006258722
0.67951	0.0850404600221353
0.6804	0.0950200194183984
0.68129	0.0758815788146614
0.68218	0.0743701382109245
0.68306	0.0874682418836341
0.68395	0.0584608012798971
0.68484	0.0595863606761602
0.68573	0.0591449200724233
0.68662	0.0589924794686863
0.68751	0.0733880388649494
0.6884	0.0869585982612125
0.68929	0.0755091576574755
0.69018	0.0834197170537386
0.69107	0.0680352764500017
0.69196	0.0787848358462647
0.69285	0.0873353952425278
0.69374	0.0835819546387909
0.69462	0.0736980583115004
0.69551	0.0351956177077635
0.6964	0.0113751771040265
0.69729	-0.0116982634997104
0.69818	0.0175282958965527
0.69907	0.0341198552928157
0.69996	0.0214204146890788
0.70085	-0.0115360259146581
0.70173	0.0709030777580514
0.70262	0.0729256371543145
0.70351	0.0769821965505776
0.7044	0.0563707559468406
0.70529	0.0149493153431037
0.70618	0.0166178747393668
0.70706	0.0226979784120763
0.70795	0.00542653780833938
0.70884	0.0354350972046025
0.70973	0.0762136566008655
0.71062	0.0791872159971286
0.7115	0.0510753196698381
0.71239	0.0414658790661012
0.71328	0.0230314384623643
0.71417	-0.0109290021413727
0.71506	-0.0036424427451096
0.71594	0.0532906609275999
0.71683	-0.010807779676137
0.71772	-0.0107672202798739
0.71861	0.0118473391163891
0.7195	0.0446238985126522
0.72038	0.0600080021853618
0.72127	0.0308455615816248
0.72216	0.0488461209778879
0.72305	0.038582680374151
0.72393	-0.0104842159531395
0.72482	0.0741873434431236
0.72571	0.0738069028393866
0.72659	0.0109860065120962
0.72748	-0.0103224340916407
0.72837	0.0585421253046223
0.72926	0.0381176847008854
0.73014	-0.0102012116264051
0.73103	0.010356347769858
0.73192	0.0198089071661211
0.7328	-0.0100799891611694
0.73369	0.0353885702350937
0.73458	0.0319491296313568
0.73546	0.0249662333040663
0.73635	-0.00991820729967062
0.73724	-0.00987764790340755
0.73813	0.0230429114928555
0.73901	-0.00979698483443494
0.7399	-0.00975642543817187
0.74079	-0.00971586604190881
0.74167	-0.00967576236919925
0.74256	-0.00963520297293619
0.74344	0.0395539006997734
0.74433	0.0257114600960364
0.74522	0.0256180194922995
0.7461	-0.00947387683499096
0.74699	-0.00943331743872789
0.74788	0.0118922419575352
0.74876	0.0201643456302447
0.74965	-0.0093120949734922
0.75053	0.0120210086992173
0.75142	0.0527125680954804
0.75231	0.00834112749174348
0.75319	-0.00915076883554697
0.75408	0.0100557905607161
0.75496	0.00157689423342564
0.75585	-0.00902954637031129
0.75674	-0.00898898697404822
0.75762	-0.00894888330133868
0.75851	0.0341096760949244
0.75939	0.049485779767634
0.76028	0.055933339163897
0.76116	0.0193474428366066
0.76205	0.00624100223286963
0.76293	0.0519491059055792
0.76382	0.0515576653018422
0.7647	-0.00862623102544821
0.76559	0.0351473283708149
0.76647	0.0465944320435244
0.76736	0.0179809914397875
0.76825	0.0311515508360505
0.76913	0.0414466545087601
0.77002	-0.00838378609497684
0.7709	0.0527813175777327
0.77178	0.0539114212504423
0.77267	0.0789139806467053
0.77355	0.0801260843194149
0.77444	0.0887006437156779
0.77532	0.0678357473883875
0.77621	0.0571133067846505
0.77709	0.0952784104573601
0.77798	0.0773539698536232
0.77886	0.0401230735263327
0.77975	0.0618996329225958
0.78063	0.0776447365953053
0.78152	0.0554762959915684
0.7824	0.0762793996642779
0.78328	0.0855585033369875
0.78417	0.0791780627332506
0.78505	0.0740791664059601
0.78594	0.0828027258022232
0.78682	0.0816428294749327
0.78771	0.0697903888711958
0.78859	0.0850944925439054
0.78947	0.0982615962166149
0.79036	0.089873155612878
0.79124	0.0983992592855875
0.79212	0.100152362958297
0.79301	0.0699119223545601
0.79389	0.0621080260272697
0.79478	0.0620595854235328
0.79566	0.0384836890962423
0.79654	0.0341777927689518
0.79743	0.0628123521652149
0.79831	0.0804404558379245
0.79919	0.083188559510634
0.80008	0.0720031189068971
0.80096	-0.00697377742039337
