#wave0 wave1 wave2 wave3
0.0351271922053422 0.008500188876518723 0.0001886387995487903 0.001405087688213688
0.03618100797150247 0.008452195014723753 0.0001781951302974416 0.001447240318860099
0.03726643821064753 0.007461878272984428 0.0001547917180442367 0.001490657528425901
0.03838443135696697 0.006988865410378538 0.0001416501978190626 0.001535377254278679
0.03953596429767597 0.006345552675820145 0.0001272091351679851 0.001581438571907039
0.04072204322660625 0.005962819052227395 0.0001166643556164638 0.00162888172906425
0.04194370452340444 0.005226958577319631 0.0001010689049195428 0.001677748180936177
0.04320201565910657 0.004791592965379882 9.186034046819989e-05 0.001728080626364263
0.04449807612887977 0.004105088445140702 7.914888950463073e-05 0.001779923045155191
0.04583301841274617 0.003694006836913496 7.202892917176002e-05 0.001833320736509847
0.04720800896512855 0.003287281792223607 6.587862181668447e-05 0.001888320358605142
0.0486242492340824 0.00275680862720128 5.764200025052618e-05 0.001944969969363296
0.05008297671110487 0.002437169065797354 5.430054233461107e-05 0.002003319068444195
0.05158546601243801 0.00202684844787183 4.900712754174689e-05 0.00206341864049752
0.05313302999281116 0.001761987175674664 4.697087329246957e-05 0.002125321199712447
0.05472702089259549 0.001599187521739858 4.56770448487855e-05 0.00218908083570382
0.05636883151937336 0.001159900635214713 3.532706250989615e-05 0.002254753260774934
0.05805989646495457 0.0009313592316084783 3.038390060699751e-05 0.002322395858598183
0.0598016933589032 0.0007420521063189279 2.54629888974309e-05 0.002392067734356128
0.0615957441596703 0.0005741782584594913 2.146950167319882e-05 0.002463829766386812
0.0634436164844604 0.0004911499897421709 1.900006745113164e-05 0.002537744659378416
0.06534692497899422 0.0003769167748834165 1.638809163094292e-05 0.002613876999159769
0.06730733272836405 0.0002712621817565226 9.800969116936839e-06 0.002692293309134562
0.06932655271021497 0.0002143150406959081 7.810136238401001e-06 0.002773062108408599
0.07140634929152141 0.0001716732556311224 6.071704048191753e-06 0.002856253971660856
0.07354853977026705 0.0001493317387938752 5.283818604300572e-06 0.002941941590810682
0.07575499596337508 0.0001307837030929604 4.535345023721541e-06 0.003030199838535003
0.07802764584227634 0.0001082187581246022 3.728238122818504e-06 0.003121105833691054
0.08036847521754463 9.784937864894283e-05 3.336336073379453e-06 0.003214739008701785
0.08277952947407097 8.701431101166685e-05 2.960584250448843e-06 0.003311181178962839
0.0852629153582931 7.786451733987692e-05 2.590891947929245e-06 0.003410516614331724
0.08782080281904188 6.495753038414944e-05 2.220903742117813e-06 0.003512832112761675
0.09045542690361315 5.079883096944542e-05 1.823297454252602e-06 0.003618217076144526
0.09316908971072153 3.612809659977554e-05 1.426454780339334e-06 0.003726763588428861
0.0959641624020432 2.582370021565881e-05 1.136678980485481e-06 0.003838566496081728
0.09884308727410449 1.614874168212652e-05 8.47884860715067e-07 0.003953723490964179
0.1018083798923276 7.105464466352757e-06 5.281557921870656e-07 0.004072335195693106
0.1048626312890975 2.870857931755846e-06 3.135124398702796e-07 0.004194505251563898
0.1080085102277704 1.154814062789726e-06 1.903810322863439e-07 0.004320340409110815
0.1112487655346035 2.661658557851588e-06 2.807721726763964e-07 0.00444995062138414
0.1145862285006416 5.887006074422122e-06 4.147781980519371e-07 0.004583449140025664
0.1180238153556609 9.714536155374493e-06 5.308878224064632e-07 0.004720952614226434
0.1215645298163307 1.509254895509901e-05 6.597780362678963e-07 0.004862581192653228
0.1252114657108206 1.895449391941211e-05 7.604428926367515e-07 0.005008458628432825
0.1289678096821452 2.104192913500705e-05 8.137416528969775e-07 0.005158712387285809
0.1328368439726096 2.118648598330872e-05 8.539929668173753e-07 0.005313473758904384
0.1368219492917878 1.962852536843249e-05 8.405851454377237e-07 0.005472877971671514
0.1409266077705415 1.534038119928789e-05 6.890412629472061e-07 0.00563706431082166
0.1451544060036578 1.280290478265515e-05 6.072535955576832e-07 0.005806176240146311
0.1495090381837675 1.01226084779902e-05 5.11542984092706e-07 0.0059803615273507
0.1539943093292805 7.429083957447972e-06 4.211204722674929e-07 0.00615977237317122
0.1586141386091589 6.021299360245414e-06 3.63572805273183e-07 0.006344565544366357
0.1633725627674337 6.691953625596804e-06 3.816788934718566e-07 0.006534902510697348
0.1682737396504567 6.346966945198845e-06 3.577860539050827e-07 0.006730949586018268
0.1733219518399704 5.92283203710248e-06 3.388435211763705e-07 0.006932878073598817
0.1785216103951695 5.625060404382777e-06 3.23647133012412e-07 0.007140864415806781
0.1838772587070246 3.728046530300889e-06 2.552786263908884e-07 0.007355090348280984
0.1893935764682353 2.700970908326176e-06 2.190348712307787e-07 0.007575743058729413
0.1950753837622824 9.403633714829703e-07 1.27092786377425e-07 0.007803015350491296
0.2009276452751508 7.389440865115703e-07 1.128927390849466e-07 0.008037105811006034
0.2069554746334054 3.992800593241488e-07 7.993811928320108e-08 0.008278218985336214
0.2131641388724075 4.448297210732993e-07 8.570617330428148e-08 0.008526565554896302
0.2195590630385797 5.449656494384971e-07 1.013345095853825e-07 0.008782362521543191
0.2261458349297372 5.814906501205358e-07 1.142093135771418e-07 0.009045833397189488
0.2329302099776293 5.534244465921637e-07 1.181595183558224e-07 0.009317208399105171
0.2399181162769581 7.361065930510151e-07 1.446306926902749e-07 0.009596724651078326
0.2471156597652669 3.275186606521081e-07 9.88436130919978e-08 0.009884626390610678
