#wave4 wave5 wave6 wave7
0.01045483598808155 1.003555115812186 0.03203664868116523 0.000418193439523262
0.010768481067724 0.9892618264189292 0.02925142311530171 0.0004307392427089599
0.01109153549975572 1.017399423231427 0.02863955042478859 0.0004436614199902287
0.01142428156474839 0.9862050700315145 0.02555537086607909 0.0004569712625899356
0.01176701001169084 0.995279993502016 0.02476085668219325 0.0004706804004676336
0.01212002031204156 0.8459623612399043 0.02001053692165183 0.0004848008124816626
0.01248362092140281 0.529581860853423 0.012367829171998 0.0004993448368561125
0.0128581295490449 0.2831203485613666 0.007032362292444092 0.0005143251819617958
0.01324387343551624 0.1831798489722541 0.004828500333052481 0.0005297549374206497
0.01364118963858173 0.1262843295993636 0.003478279312999107 0.0005456475855432693
0.01405042532773918 0.09968944742974337 0.002850727771568726 0.0005620170131095673
0.01447193808757136 0.07326364281170251 0.002213132256388549 0.0005788775235028542
0.0149060962301985 0.06275892632774084 0.001918716225905672 0.0005962438492079399
0.01535327911710445 0.05414388099885181 0.001688371679124173 0.000614131164684178
0.01581387749061759 0.04814560731072992 0.001515048119215687 0.0006325550996247034
0.01628829381533611 0.04042520550075546 0.001312047310845009 0.0006515317526134444
0.01677694262979619 0.0341036015272298 0.001136309593609781 0.0006710777051918478
0.01728025090869008 0.03027813060465628 0.001023603718111565 0.000691210036347603
0.01779865843595078 0.02623767761754059 0.0009056023276142601 0.0007119463374380313
0.0183326181890293 0.02446119710104293 0.0008527023063258665 0.0007333047275611722
0.01888259673470018 0.02189657696087657 0.0007931240062122055 0.0007553038693880074
0.01944907463674119 0.02149396752945274 0.0007705855477374512 0.0007779629854696475
0.02003254687584342 0.01896322488865517 0.0007335099566985544 0.000801301875033737
0.02063352328211873 0.01878671713753154 0.0007380781461972319 0.0008253409312847491
0.02125252898058229 0.01749798288701528 0.0007407632548827725 0.0008501011592232916
0.02189010484999976 0.01781006638668341 0.0007718801736723587 0.0008756041939999903
0.02254680799549975 0.01584131762507979 0.0006764746542278129 0.0009018723198199902
0.02322321223536475 0.01582996940586863 0.0006578829246878725 0.0009289284894145898
0.02391990860242569 0.0133361289493493 0.000569543361778297 0.0009567963440970274
0.02463750586049845 0.01280537893935152 0.0005411315106516702 0.0009855002344199382
0.02537663103631341 0.01280463468457523 0.000520948808701509 0.001015065241452536
0.02613792996740281 0.01204449460103833 0.0004477403036426986 0.001045517198696112
0.02692206786642489 0.01110004177540837 0.0003862999600953123 0.001076882714656996
0.02772972990241764 0.01191950712723398 0.0003918377827971004 0.001109189196096706
0.02856162179949017 0.01027394838080242 0.0003182355807193202 0.001142464871979607
0.02941847045347487 0.009888054389719328 0.0002972192486776071 0.001176738818138995
0.03030102456707912 0.009688579418541926 0.0002749053200945074 0.001212040982683165
0.03121005530409149 0.009110372840133742 0.0002445609036906613 0.001248402212163659
0.03214635696321423 0.008520297583843839 0.0002222830387499465 0.001285854278528569
0.03311074767211066 0.008386935184117403 0.0002103296855146793 0.001324429906884427
0.03410407010227397 0.007748536179860772 0.000186402869857793 0.001364162804090959
0.0351271922053422 0.00737357478224988 0.0001727013759296924 0.001405087688213688
0.03618100797150247 0.006816797137419217 0.0001544173267831644 0.001447240318860099
0.03726643821064753 0.006330033625085765 0.0001400292888325028 0.001490657528425901
0.03838443135696697 0.005966690820686352 0.0001289345421716743 0.001535377254278679
0.03953596429767597 0.005307543018952103 0.0001144296117253921 0.001581438571907039
0.04072204322660625 0.005142759277821088 0.0001074623206017913 0.00162888172906425
0.04194370452340444 0.00449557563242311 9.322735150328265e-05 0.001677748180936177
0.04320201565910657 0.004156691635314433 8.543145351456329e-05 0.001728080626364263
0.04449807612887977 0.003558851375087825 7.38643413579437e-05 0.001779923045155191
0.04583301841274617 0.003220505927568901 6.772423293770675e-05 0.001833320736509847
0.04720800896512855 0.002785258897213287 6.092834534359728e-05 0.001888320358605142
0.0486242492340824 0.002355046383777231 5.384862710630597e-05 0.001944969969363296
0.05008297671110487 0.002172997923504377 5.222810783773352e-05 0.002003319068444195
0.05158546601243801 0.001784758405514753 4.69098582793682e-05 0.00206341864049752
0.05313302999281116 0.001564306150336751 4.529834509859969e-05 0.002125321199712447
0.05472702089259549 0.001228344612133861 4.05753297165255e-05 0.00218908083570382
0.05636883151937336 0.0009707325422647867 3.3163583187442e-05 0.002254753260774934
0.05805989646495457 0.0008384481632318909 2.975570711583138e-05 0.002322395858598183
0.0598016933589032 0.0005766250258303611 2.306839577289612e-05 0.002392067734356128
0.0615957441596703 0.0004890894383276202 2.050749974869426e-05 0.002463829766386812
0.0634436164844604 0.0003722325250132076 1.707329767248659e-05 0.002537744659378416
0.06534692497899422 0.0003203566398784066 1.267134556344011e-05 0.002613876999159769
0.06730733272836405 0.0002379798442835819 9.375258913083228e-06 0.002692293309134562
0.06932655271021497 0.0001859503988718436 7.497382630219902e-06 0.002773062108408599
0.07140634929152141 0.0001461612484167995 5.809729909080859e-06 0.002856253971660856
0.07354853977026705 0.0001214718298126389 4.934898470856717e-06 0.002941941590810682
0.07575499596337508 0.0001044965488846928 4.212956536534971e-06 0.003030199838535003
0.07802764584227634 8.719594578231537e-05 3.514823879373457e-06 0.003121105833691054
0.08036847521754463 7.709518911387641e-05 3.117458471860227e-06 0.003214739008701785
0.08277952947407097 6.576585863819598e-05 2.708788974485017e-06 0.003311181178962839
0.0852629153582931 6.527386794570803e-05 2.535266091104542e-06 0.003410516614331724
0.08782080281904188 5.182745415054849e-05 2.1249719041955e-06 0.003512832112761675
0.09045542690361315 4.274598454641934e-05 1.810223752452362e-06 0.003618217076144526
0.09316908971072153 3.291746181799069e-05 1.492314333939888e-06 0.003726763588428861
0.0959641624020432 2.322113213996356e-05 1.186565109799747e-06 0.003838566496081728
0.09884308727410449 1.436757138930979e-05 8.844915075080926e-07 0.003953723490964179
0.1018083798923276 7.658585172340233e-06 6.103063432458002e-07 0.004072335195693106
0.1048626312890975 4.224413908126244e-06 4.279442301926589e-07 0.004194505251563898
0.1080085102277704 3.162286380521408e-06 3.556845512161286e-07 0.004320340409110815
0.1112487655346035 4.55110645526389e-06 4.121980371237372e-07 0.00444995062138414
0.1145862285006416 7.40917455709523e-06 5.208023275378219e-07 0.004583449140025664
0.1180238153556609 1.011078237949485e-05 6.027507614776689e-07 0.004720952614226434
0.1215645298163307 1.486564005718267e-05 7.280174900556534e-07 0.004862581192653228
0.1252114657108206 1.80193495416456e-05 8.202080657644745e-07 0.005008458628432825
0.1289678096821452 2.025545330608989e-05 8.821189352835266e-07 0.005158712387285809
0.1328368439726096 2.090599202531821e-05 9.392229108394142e-07 0.005313473758904384
0.1368219492917878 1.890898447985782e-05 9.121973674300603e-07 0.005472877971671514
0.1409266077705415 1.378313227988796e-05 7.212549725664072e-07 0.00563706431082166
0.1451544060036578 1.21520101525181e-05 6.557693084643901e-07 0.005806176240146311
0.1495090381837675 8.964484988405235e-06 5.324436456832888e-07 0.0059803615273507
0.1539943093292805 7.098618609258585e-06 4.558398101571775e-07 0.00615977237317122
0.1586141386091589 5.950796181782756e-06 4.01150085689492e-07 0.006344565544366357
0.1633725627674337 6.714634778533963e-06 4.249209527019538e-07 0.006534902510697348
0.1682737396504567 6.6935752229128e-06 4.079474244132094e-07 0.006730949586018268
0.1733219518399704 6.976848881228024e-06 4.101193615986433e-07 0.006932878073598817
0.1785216103951695 5.745124059607307e-06 3.629404389878809e-07 0.007140864415806781
0.1838772587070246 4.523135277672524e-06 3.125676264005127e-07 0.007355090348280984
