#wave4 wave5 wave6 wave7
0.1893935764682353 3.051649442484166e-06 2.584883991320661e-07 0.007575743058729413
0.1950753837622824 2.085888258061873e-06 2.137538798570759e-07 0.007803015350491296
0.2009276452751508 1.10625984002718e-06 1.522968327441355e-07 0.008037105811006034
0.2069554746334054 1.077029199988849e-06 1.482628909327087e-07 0.008278218985336214
0.2131641388724075 1.086828606126127e-06 1.54028258643136e-07 0.008526565554896302
0.2195590630385797 1.029677612275627e-06 1.555495325995157e-07 0.008782362521543191
0.2261458349297372 1.040747651241985e-06 1.714598893498817e-07 0.009045833397189488
0.2329302099776293 1.354079491230874e-06 2.120343874956965e-07 0.009317208399105171
0.2399181162769581 1.051987663182115e-06 1.957553512724403e-07 0.009596724651078326
0.2471156597652669 9.336772698175506e-07 1.994355098520995e-07 0.009884626390610678
