Q R dR
0.00877296 1.0042732017639857 0.0034161979895064106
0.0100889 0.9780401440624871 0.002938263420740719
0.0114048 0.36777358075796424 0.0015940483388800625
0.0127208 0.1146611563561122 0.0007959803732574422
0.0140367 0.05336581869287006 0.0004900269114543999
0.0153526 0.030104941195276038 0.0003349950631390256
0.0166685 0.018438558902679716 0.00024219743082618824
0.0179845 0.012237317657190733 0.0001819857468438009
0.0193004 0.008569374643544233 0.00014083482378138786
0.0206163 0.00609281821990321 0.0001116383442659935
0.0219322 0.004553697648207011 9.0396326909932e-05
0.0241253 0.002935199774759907 6.613143413210641e-05
0.0263185 0.002222924003059548 5.040935599372069e-05
0.0285116 0.0015889684513912693 3.989240314097573e-05
0.0307047 0.001207242301675075 3.262215160501276e-05
0.0328977 0.0009787137193971083 2.7441123235260172e-05
0.0350908 0.0008390828373837757 2.363556190766312e-05
0.0372838 0.0007817926122679849 2.0754304910729882e-05
0.0394768 0.0006630366041614048 1.850565387586984e-05
0.0416698 0.0006288159344256547 1.6698688746400002e-05
0.0438627 0.0005824995680212247 1.5208530332635878e-05
0.0473713 0.0005155132599259878 1.3276298500748922e-05
0.0508798 0.0005054384293978086 1.1721416180381834e-05
0.0543882 0.00044664373905382713 1.042448586867123e-05
0.0578966 0.0004267483398761328 9.313469861482762e-06
0.0614048 0.00040828510402391463 8.344130182331008e-06
0.0649128 0.00035577367232147056 7.4876914587637455e-06
0.0684208 0.0003366102585594344 6.724478302228303e-06
0.0719286 0.0003137383247786437 6.040416759212262e-06
0.0754363 0.0002879312715186743 5.424904176737295e-06
0.0789438 0.00025395912662102795 4.869673047866778e-06
0.0824512 0.0002336366066337052 4.3680141826679705e-06
0.0859585 0.00021135819896858383 3.914099512139977e-06
0.087712 0.00019677800861481317 3.70380297688043e-06
0.091219 0.00018055311095746638 3.3137701583655645e-06
0.0947258 0.00016098876279349927 2.960855751099714e-06
0.0982324 0.00014155394499458214 2.641932541031782e-06
0.101739 0.00012417523986330483 2.3539841058425086e-06
0.105245 0.00010312680298771763 2.0943692172960163e-06
0.108751 9.095561636958455e-05 1.860614527013171e-06
0.112257 8.059608634913157e-05 1.6505287748750053e-06
0.115762 6.606221305242486e-05 1.4621645655419192e-06
0.119268 5.845349053070187e-05 1.2935938083326861e-06
0.122773 4.572810479611279e-05 1.1432490802140027e-06
0.126278 4.020596270062102e-05 1.0095556783449285e-06
0.129782 3.2916753760215995e-05 8.911484067881436e-07
0.133287 2.6732764137625362e-05 7.866692499372432e-07
0.136791 2.0804407665936903e-05 6.949893195679479e-07
0.140295 1.6687687911379683e-05 6.14971107290733e-07
0.143798 1.2368563986500008e-05 5.455957524956448e-07
0.147302 1.0547072225610879e-05 4.858425017215078e-07
0.150805 7.899829758022903e-06 4.347099022143872e-07
0.153432 6.147395092716239e-06 4.016845789837751e-07
0.15781 4.49149020729779e-06 3.5539870894131475e-07
0.162187 2.8939668467832018e-06 3.1827204270449737e-07
0.166564 2.2015664942321447e-06 2.888737151267697e-07
0.170941 9.40800987982058e-07 2.6564285339126926e-07
0.175317 9.464661060139286e-07 2.4717559419159194e-07
0.179693 2.4596886756159993e-07 2.322624338879722e-07
0.184068 1.5515113647397857e-07 2.1993164449388945e-07
0.188442 3.83366483148805e-07 2.0943528887775794e-07
0.192816 1.987612850791786e-07 2.0022715768818332e-07
0.197189 7.170260749529238e-07 1.919327873710376e-07
0.201562 -1.845763340042831e-07 1.843020293920089e-07
0.205934 -9.531765739989038e-08 1.7718121993964515e-07
0.210305 -1.7616212889460856e-07 1.7047823190459073e-07
0.214676 -5.709443665349054e-08 1.6414018639548858e-07
0.219046 5.360657248672012e-08 1.581410994324577e-07
0.223416 2.051571405048154e-07 1.5246442528068857e-07
0.227785 -3.001728945984541e-08 1.4710093984301648e-07
0.232153 -1.0460200619517363e-07 1.42040089849934e-07
0.23652 3.0334967618970046e-07 1.3726906899362605e-07
0.240887 -1.9913338630314932e-08 1.3277105375611595e-07
0.245253 -5.879463693831737e-08 1.2852847503881169e-07
0.249618 -8.114739930557162e-08 1.2452061178406322e-07
0.253982 -2.491177095403587e-07 1.207168060480048e-07
0.258346 2.323188958303775e-07 1.1703673888950946e-07
