Chisq bulksld hg1_thickness l_cg l_choline l_lipid l_phosphate methyl_sigma rel_pos sigma v_cg v_choline v_phosphate va1 vm1 
-188352.21457968594 9.411291509171225e-06 9.649906589664315 4.210033487596494 6.339996449512156 11.000018099086533 3.859988365631754 0.10000860841832143 0.4999920484675238 1.9999981110548142 147.00119841264825 119.99944001503604 54.00097776877014 985.5997589189484 100.39933656684751 
-188347.10424771375 9.41148726971986e-06 9.650660741486268 4.209737081951022 6.34008259812653 10.999912849096896 3.8600981012959528 0.10003449164798466 0.5000213376706262 2.0000020213347 146.99953946140127 120.00237951345142 53.999536390397516 985.5885424803165 100.39828959544688 
-188353.2484165366 9.41141597675673e-06 9.65000536134058 4.210074899496072 6.340033452964593 11.000102011438324 3.8600088416948024 0.10004254746858905 0.4999805761504907 2.0000578653839294 147.002813287343 119.99931966415005 53.99719215328982 985.5955718550839 100.40026414312943 
-188362.88802400162 9.411406066628183e-06 9.649940784382075 4.2100560431624565 6.339933763694723 11.000064710376545 3.859985408864065 0.10001270623890593 0.5000009518274069 1.9999945327213566 146.99978889706222 119.99960690526038 54.00005955925311 985.6013036610383 100.39902251856464 
-188346.9133284096 9.411336102800028e-06 9.649896397720722 4.20999313625239 6.34000867192976 11.000007013951466 3.85990686477989 0.10001227777111646 0.5000099890577883 2.0000033301151534 147.00115683513798 119.99770729602099 53.999814970787284 985.6089326872406 100.40095120939218 
-188304.65735082768 9.411379138241217e-06 9.6504982880554 4.20995404406424 6.3397655674271896 11.000042279965953 3.859968138758942 0.1000034093259503 0.5000033308459272 1.9999834499528322 147.0009147927714 120.00002222803302 53.99972603144422 985.5952086322559 100.39929349962848 
-188286.1323834705 9.41117723369791e-06 9.65008340874537 4.210004787173844 6.339991280982591 10.999907864373961 3.860060623686234 0.09996639166978537 0.5000532200477923 1.9999951695785791 146.99969837499134 119.99886495680656 54.0002109408511 985.5873683169721 100.4000296585639 
-188351.88503484777 9.411385595881194e-06 9.64993865179342 4.209996168793855 6.340988211334287 11.000088466021632 3.860026163173631 0.10002251882888566 0.49999995751618576 2.0000045827802726 146.99896008986394 119.99868595714455 54.000794010905025 985.6013221604804 100.40086164182932 
-188363.42991642802 9.41176961817758e-06 9.650536476337319 4.209062409806656 6.338769578545042 11.000374901194542 3.860129173613293 0.09997782027020273 0.4999730182169948 1.9999783676978928 146.99361293562563 120.00208863992218 53.998068296932615 985.6114824827616 100.40240804600289 
-188338.1145431882 9.411411829704306e-06 9.649994276334311 4.209999728385554 6.339995062247222 11.000147597238549 3.8600156432636283 0.10000848742629345 0.4999999777238914 1.9999913222080279 147.0002829813303 119.99959029607712 54.00046854761088 985.5916780677161 100.40031614666746 
-188321.54078770755 9.411390556629343e-06 9.650194866032578 4.210044811137304 6.3401205451139875 11.000087288292901 3.8600092847096463 0.09995775585192852 0.5000048336712669 1.9999346464215104 147.00096330760823 119.99863143430929 54.00051968656716 985.6060004619609 100.40257267082605 
-188336.48427330304 9.411282618883915e-06 9.649955889056884 4.2100496769711135 6.339970642491897 11.000029357185959 3.860018289800491 0.0999973684271538 0.5000014215314182 1.999996171611186 147.00040503427638 119.99979352260371 53.99998452795024 985.5970196609082 100.39976659107684 
-188356.4956692923 9.411357815914944e-06 9.650044602470588 4.209978520661955 6.339977821026119 11.000024959240983 3.8599917121584975 0.10001150305909025 0.49999040712824216 2.000008950777327 146.99959543807867 119.99890909320818 54.00010382230464 985.5980118803851 100.39790770433815 
-188342.26738498 9.411420267817082e-06 9.649904196720392 4.209943619065839 6.340038888978087 11.000112273257649 3.859976970287681 0.0999662833266623 0.5000219644959268 2.000038319970429 147.0010422424376 119.9992446050562 54.00417924619983 985.6068152222746 100.400962176596 
-188384.06660593644 9.411420872439347e-06 9.65002117478513 4.210017093811594 6.339997393243369 10.999936699984465 3.860025250747259 0.09998402934939973 0.5000060306017157 2.0000250709813248 147.00012329845964 119.99887765041133 53.99964982034146 985.6087945545272 100.4001886942893 
-188365.04960977662 9.411330350807548e-06 9.650020910067111 4.210021332222969 6.3399693140374875 10.999936637572802 3.860119611392074 0.09995810561997974 0.500000181949678 1.9999987219302842 147.00032905028445 119.99877729367607 54.00023710810173 985.5919316960958 100.39945347440673 
-188307.84292174745 9.4113312001655e-06 9.64976717370413 4.210026440439164 6.339760748734092 11.000194324913213 3.8601118977734803 0.09999928204311354 0.5000095775702242 1.9999580095915805 146.99984168220647 119.99667151943126 53.99784566027717 985.6007409606376 100.40334898935266 
-188341.22392303392 9.411371756397742e-06 9.650029692675616 4.210214993351435 6.339965844501791 11.000041776809189 3.860002858563056 0.09999923307396008 0.5000101642833922 2.0000639544418224 147.00063527302993 119.99973237891017 54.00004598949718 985.6023188239838 100.40020096219706 
-188363.6192452358 9.411388595606035e-06 9.650022960726208 4.210084421245972 6.339925950566389 11.000081768990547 3.8601876194196283 0.10000720570145895 0.4999936236771379 1.999962178793705 146.99991905020613 120.0035065700848 53.99948038050215 985.5801186039095 100.39741396327467 
-188336.81047026312 9.411255868437273e-06 9.649788041854034 4.210248224791817 6.339960500580648 11.000050218196995 3.859943772402694 0.09998338522968053 0.49999907785072595 1.999982482969901 146.9996041710871 119.99768143265871 53.99965754660954 985.602835428231 100.40091282876871 
-188329.90731493535 9.411391151103058e-06 9.650059517208527 4.209958545832235 6.339957028998735 11.00012611100041 3.860088060339977 0.09995616939975573 0.5000089243507105 1.9999630868288587 147.0007773053462 120.00134316904824 54.00041686881157 985.5957126354341 100.40116760423466 
-188335.17951376803 9.411271697637277e-06 9.64999735626181 4.21000983277657 6.340011554779675 10.999985343235421 3.8599917950940057 0.10000417403791856 0.5000109021108702 2.0000117343438664 146.99986088232765 120.00004256756786 53.999939586167855 985.5986006061125 100.39991198307806 
-188356.8394280292 9.411358359060706e-06 9.650007117823153 4.209920488010642 6.340059949685446 10.999944864549413 3.8597884899616135 0.09999056487041769 0.5000078730960892 2.0000222358649684 147.0017080554078 119.99695657532911 54.00049627764279 985.611733951101 100.40223013272691 
-188210.57594128133 9.411382091079962e-06 9.650163930061488 4.209334479387138 6.33996030688383 11.000312762595346 3.859703031740447 0.09984575133841958 0.5000502526534634 2.000001591649463 147.00907042195502 119.99922867368764 53.99937528780027 985.627617249501 100.40558725002207 
-188374.98355151687 9.411427557833014e-06 9.65000728352443 4.2099726323480695 6.339994131789752 11.000013254174355 3.8599991862067657 0.10000258623634316 0.5000027998204455 1.9999997280933874 146.99925656354014 120.00030247424854 53.99824853120956 985.609123507469 100.4007303312509 
-188341.38134608045 9.41142113173793e-06 9.64991737738206 4.209943957529011 6.340976368567132 11.000027623109188 3.8600161023280632 0.10003323759930392 0.5000448823604855 1.999989727543403 147.00183858912322 119.99977420903869 54.000565161893135 985.5863432888999 100.39740145177018 
-188293.59172951392 9.411063647823232e-06 9.649825544229701 4.21012253216613 6.3400496817456995 10.999946053566065 3.859847640142249 0.10002008723897131 0.5000271455342815 2.0000380714749095 147.00000643350032 119.99975134969695 54.000926998723926 985.6182006620713 100.40051487933441 
-188313.9172949302 9.41159890577944e-06 9.64979461537012 4.20933674968358 6.340686394288044 11.000598326501057 3.8600623710537216 0.10002252452414863 0.5000093683420105 2.0000274941245006 146.99751898679156 120.00445369724032 54.00777320378266 985.5419758347175 100.3939897598862 
-188358.16816688277 9.410963683584932e-06 9.649447237729364 4.210970573703257 6.340982955184691 10.999607334794687 3.8598598438633074 0.10000419603239753 0.5000336358220281 1.9999836998797387 147.01070838141183 119.9978671451112 54.001056093170895 985.5818925177676 100.39692529612313 
-188362.01434734644 9.411468179979328e-06 9.650172785222248 4.209941982262574 6.340081714165267 11.00004673884264 3.860031647062376 0.09999320183532241 0.5000000080335891 1.9999906836290777 147.00116545925383 120.00061981386162 53.99941489092979 985.593949266468 100.39946882608956 
-188336.1009651366 9.41125761982511e-06 9.649950949811792 4.210101954619514 6.340082785061541 10.999986754026109 3.8599858016852058 0.09999639039010971 0.49999618752404335 2.0000258636089217 147.00269246259444 119.9987493559354 53.99959544904697 985.600067839752 100.39955402841419 
-188337.91021983593 9.411372728948898e-06 9.65000347295001 4.209986298575035 6.338339504428088 10.999958137065224 3.859998519245877 0.09999416799839725 0.5000466331653405 2.000015967636882 147.00079111470345 119.9997613742191 54.00010162248837 985.605320350396 100.40038264889239 
-188351.56553898263 9.411340349663293e-06 9.649970240626152 4.209895393016658 6.340018865466833 11.000070117571422 3.859961393036707 0.10002087708327324 0.5000030357465736 1.9999494222076173 146.99839515508836 120.00181380299682 54.00097732955553 985.5914789904174 100.40017183859415 
-188334.9735212831 9.411331388484359e-06 9.650610363114327 4.210354248988306 6.339010928063738 10.99989583286598 3.8602293082565944 0.0999483854938507 0.49995461621326437 1.9999174028074933 147.002151337803 119.99642253407346 53.99273083000225 985.6126015470976 100.40529873365348 
-188348.23756487807 9.41141026254742e-06 9.65000513781334 4.210010998279479 6.3400056924938335 11.000082026808021 3.85994166171299 0.0999796535253205 0.5000052665807078 2.0000437488025153 147.00008755806994 119.99947118803466 54.00022830158317 985.6012858166761 100.40051308467902 
-188300.65595405974 9.411400195103881e-06 9.650088890980385 4.209957807230063 6.340057238587143 11.00007490615247 3.859967161060245 0.09998387863286237 0.5000575543987704 2.000008882272198 147.00235476313318 120.00160270752757 53.99982826239259 985.6067154608313 100.40089456723312 
-188366.20502919567 9.411381215016838e-06 9.650058958018004 4.210022929962242 6.339985119102506 10.999998158703338 3.86000890946856 0.10001121532905428 0.5000001109677231 2.000009835594612 146.99972497031138 120.00071844316241 54.0001258871382 985.5968440557594 100.39931630575691 
-188364.53816599128 9.411384019053988e-06 9.650016932641606 4.20996977463695 6.340002772764907 10.999996616986168 3.860024735605906 0.09999276590347368 0.5000075601971958 2.0000121873250656 146.99956417611992 120.00023825095005 54.000250249581676 985.5984288046619 100.39942937047203 
-188322.93638364604 9.411311748291189e-06 9.650020382102054 4.209992080745986 6.340015599460487 11.00007417925723 3.859827680156181 0.09996906822000082 0.5000135742819379 2.000046242317489 146.9990090075237 120.00089139816697 54.00026349618059 985.5982135005594 100.39935232894837 
-188351.95377199963 9.41140632644155e-06 9.65001354092363 4.210106641153841 6.340019366001046 11.00008111381413 3.8600906760499534 0.09999036742444328 0.5000014438074638 1.9999951912856258 147.00026048659376 120.0000930975278 54.00012275203336 985.5990245587857 100.40196013170718 
-188315.31341698332 9.411376705703549e-06 9.650153208414338 4.210187747889164 6.33956254182509 10.999991362605124 3.859993068443239 0.09991674161679623 0.5000075482645819 1.9998882060575982 147.00048363712338 119.99377572453209 53.988428341868065 985.6194132771849 100.4016809773541 
-188264.23997590892 9.411375069121432e-06 9.650482783646511 4.209915688877538 6.340023317710868 11.000199174993996 3.860139240710212 0.10001834570127426 0.500004540891316 1.999998850336148 146.99987988661005 119.99998340036507 53.99880119196247 985.6055518726178 100.40070865193594 
-188343.9310299952 9.410901079036334e-06 9.649427773069885 4.211046677927642 6.341166245351496 10.999643423977645 3.8598687115645585 0.10001259406177887 0.5000332621643654 2.0000388749055436 147.0096002714886 119.99989424923926 54.002309740333125 985.5799124361354 100.3959528637844 
-188358.79630725586 9.411381919722722e-06 9.650016210963264 4.209993392960304 6.340013172357351 11.00002028552368 3.859992275090688 0.10000062972714124 0.4999991649780646 1.9999994779524157 147.00161540465137 119.9998485916279 54.000045933838976 985.5993164703384 100.39971038260089 
-188363.41090530952 9.411397158031575e-06 9.650167857902275 4.209940109575594 6.340032513599583 11.000029297167226 3.859833120259832 0.10000441829583226 0.4999888216497471 1.9999725921680118 146.99836122433933 120.00040226243196 54.000185405034436 985.6033303162941 100.39684241128974 
-188285.0031553458 9.411035292178778e-06 9.649568946119826 4.210580294947527 6.340649292371241 11.000028964587845 3.860005129610948 0.10000542900305745 0.5000154677220243 2.000048433216503 147.00641845887924 119.9998527563522 54.001048956793625 985.5713896250387 100.39910523408525 
-188291.88152847355 9.41123540972183e-06 9.650048021546258 4.209916807460696 6.340035631919112 11.000211868185112 3.8599824933707563 0.10001502518990447 0.49997828822663937 1.9999924213125921 146.9998634296544 120.00102032028286 54.000585149957956 985.5887425318975 100.39912550867454 
-188260.25657351298 9.411175612825605e-06 9.650539565849224 4.209897382278404 6.3401216085517005 11.000177553096831 3.8599292720522524 0.1000726437491185 0.49996119035143105 2.0002637196034962 146.99740143350937 120.00382020988899 54.00074256405566 985.579577526916 100.3982585426341 
-188329.14879931055 9.411328331061661e-06 9.649981026777636 4.210007410169145 6.340042008049325 11.000090468027334 3.859995281938301 0.09992622471946007 0.4999978378730773 2.0000077378270804 147.00043009703342 119.99856651834175 54.000018752974675 985.5898536244335 100.39822915380346 
-188237.03673071743 9.41095925976226e-06 9.649245420661638 4.21017346592245 6.339987310012315 11.000349953267447 3.859856251018487 0.10001330018432093 0.49997961171623695 2.000009213589696 147.0046820174846 119.99771917810618 53.999684189635424 985.6332464171226 100.40076058125733 
-188307.20195921513 9.411341284910316e-06 9.650397214336442 4.209976418763661 6.339993693227113 11.00005065753038 3.8599501582409363 0.09999406332808863 0.5000005921561994 2.0000039536863397 147.00015750764285 120.00055093965256 53.9997152511993 985.6061000116977 100.39990045223193 
-188337.16397346332 9.411424831464587e-06 9.650061119843118 4.209989045796657 6.340311149518551 10.999979409087347 3.859943205401793 0.10000452203748346 0.5000560822632737 2.0000063321911665 146.99974169291633 120.00028435532889 53.999851468290196 985.6032184513239 100.39998538937814 
-188309.7178070058 9.411386744962002e-06 9.649920705913143 4.209811648101529 6.340478434380066 11.000051789637372 3.860276013910813 0.09987458094140247 0.5000641264339402 1.999865029352502 147.00031894716236 119.99857078170268 53.998424974582655 985.6025296982109 100.40041009877787 
-188334.9033057137 9.411488275286707e-06 9.649901133992799 4.209936070740017 6.340135631722405 11.000251067633465 3.8600073915151993 0.09997999012247447 0.5000218402762392 2.000031040572602 146.9977034086279 120.00146883588693 54.00073640648834 985.5822340472005 100.39642937055545 
-188239.27304503496 9.411310524449465e-06 9.65106032738259 4.209923306594443 6.339945778738231 11.000089906291215 3.8598568809932354 0.09997947699243716 0.5000020018151805 2.000045404629568 147.0010057002257 120.00630403681392 53.99936793854394 985.6147670991472 100.39979556930825 
-188352.66134454432 9.411335912605318e-06 9.649994841853507 4.2098667153242255 6.340080580876714 11.000044398382679 3.8600768220378514 0.10001135248786272 0.5000004463571545 1.9999720912093646 146.99868650944526 120.00111910109779 54.00039051990046 985.6079253211013 100.40070818071715 
-188334.63554201936 9.41139418715666e-06 9.65030046262114 4.209996058821469 6.339974291053437 11.00006047981821 3.8599915283453536 0.10000930449447884 0.5000013820284844 1.999973076746309 146.99835498522182 120.00118695000728 54.000273866169735 985.5965987440651 100.40040775754375 
-188040.59281067675 9.41111306340168e-06 9.64935530322297 4.208357678052255 6.339281190411774 11.00096416242268 3.8612767951312033 0.09952865331827863 0.5001218123566858 1.9997577783106846 147.00900671841464 120.01224653220662 54.000273790537825 985.6257648375949 100.40187329246781 
-188322.10364418043 9.411679437015827e-06 9.65044329239622 4.209833459424691 6.339929587890341 11.00030409987091 3.8594010413823545 0.09998413234179229 0.5000565338051123 1.9999582700310414 146.99306381744887 120.00613400098928 54.00286579308321 985.602719787725 100.40233568414385 
-188150.3114731746 9.41073989571086e-06 9.651987882491134 4.212031514693766 6.340308517518023 10.999308586429965 3.8562163000351872 0.10082977613489735 0.4999760781148949 1.9999221273958174 147.01245854853235 119.99369699922926 53.99341759519388 985.6103673610824 100.39389362766873 
-188348.2024553754 9.411374494127076e-06 9.65003175414214 4.21012121375578 6.340014847332688 11.000013679083258 3.8599897403263115 0.10002310038499836 0.5000024092589028 1.999999191707084 147.00520205658137 120.00024248372115 54.00016631584077 985.6008004426458 100.40005634859583 
-188328.33930740447 9.411451361183736e-06 9.650115239210717 4.209951588044845 6.339952228030075 11.00001623994599 3.859992016298891 0.10000918913154593 0.5000632994379195 1.9999930432340762 147.00004428849252 120.00192205576208 53.99956102514769 985.6076168489424 100.39994943351377 
-188312.13749439403 9.411370576051718e-06 9.650030469462601 4.210605489052022 6.3399436126307895 11.000190106881748 3.8598789191861176 0.09997036955891683 0.5000019041957657 2.0000332682904594 146.99926976368192 119.9997155266791 53.99981173097813 985.615111719176 100.40117080222626 
-188313.72572053235 9.41131672933018e-06 9.650093051747813 4.209963935579925 6.340066254469788 11.000087494338658 3.8599627961758824 0.09999632573237383 0.49999513436122617 2.00003310991645 147.0033015620356 119.99947785248536 53.999515178484025 985.6070550008602 100.39947671164636 
-188334.56861256168 9.411353106095218e-06 9.650044305750297 4.209962109691539 6.340241001388211 11.000045196714554 3.8600166852185063 0.09993683938220832 0.5000094125458597 2.000061539694378 146.99981109105565 119.99904781269053 54.00031325220984 985.5996526347898 100.40012343724727 
-188365.80870322324 9.411342078686582e-06 9.649949339991407 4.209986525256391 6.339955215909852 10.999971389788422 3.860014719861501 0.10001482966618773 0.5000073574086543 1.99999039853514 146.997931316796 119.99863743006392 54.00060946245487 985.5950143721305 100.39951776621481 
-188314.9499276376 9.411368404023237e-06 9.649913497355401 4.210038717473026 6.340041304987919 11.000235828732903 3.860129839908112 0.10001617610842405 0.4999950706099662 1.999979767963135 146.99930142767616 119.99924233806517 53.99921325027034 985.5951389342622 100.39749487902924 
-188359.09622238134 9.411328274591026e-06 9.649876153167586 4.209998110050592 6.3399842088129725 10.999999452165142 3.8600707036260533 0.09996422647102109 0.5000014435068091 1.999996186201389 146.99959177548908 119.99780815320923 53.99971054323263 985.6006691906952 100.40005859991189 
-188325.21668732277 9.411323052604751e-06 9.650090863307058 4.210127506687604 6.340353582308154 11.0000833169174 3.8600671212039384 0.10000683807693579 0.4999951896146295 1.999956788467556 147.00137027321594 119.99923684950785 54.00243884941031 985.602720533658 100.39904090084161 
-188353.06643632718 9.411369922460885e-06 9.650013361500486 4.20999666024821 6.3400001435218565 11.00003125499145 3.8600136277196984 0.09999988333431045 0.5000007994014031 2.0000022361744354 147.00036737490987 119.99943793868147 54.00002706325891 985.6547623199606 100.40038922376363 
-188138.19367339433 9.411214763480073e-06 9.648530767434652 4.208837172609508 6.338772194153112 11.002379545301663 3.858724894335907 0.10021118057606922 0.4997332573888617 2.000029818596093 146.98430087515294 120.01090617665723 54.00854775129016 985.5659824137164 100.39172262162128 
-188337.74805846682 9.411378247372361e-06 9.649986285875146 4.210025576423033 6.339542924957123 11.000122608625642 3.8599903755414062 0.0999957884406636 0.4999953613801617 1.999978862804291 147.00083430478975 119.99969447852429 53.999219960095864 985.6041057566847 100.40010485664499 
-188304.29420407847 9.411318311237432e-06 9.650220680579663 4.20996137336234 6.339998118638603 11.000077701068031 3.860063182999789 0.10001575793359853 0.5000039656256434 1.9999877270972606 146.9985280628702 119.99800315272405 53.99983048880332 985.6089386862021 100.40070346562175 
-188305.41367309017 9.411379464548822e-06 9.649910540675972 4.210012588262903 6.33999223608715 11.000164729508736 3.859830243885678 0.09999692586980408 0.500033563793073 1.9999905634180397 147.00107529472578 119.99992139948031 53.99974740029553 985.6274870273943 100.40373744452951 
-188348.1138959385 9.411324799971754e-06 9.650112836824565 4.210099518145709 6.339994641459548 11.000030507872259 3.85983586223598 0.10000250467957914 0.4999814081005908 2.000005722688412 146.99984358505787 119.99948389291312 54.000131957084726 985.6066662388006 100.39921516948698 
-188352.21457968594 9.411291509171225e-06 9.649906589664315 4.210033487596494 6.339996449512156 11.000018099086533 3.859988365631754 0.10000860841832143 0.4999920484675238 1.9999981110548142 147.00119841264825 119.99944001503604 54.00097776877014 985.5997589189484 100.39933656684751 
-188354.70310629893 9.411367905334651e-06 9.649995713541927 4.210000217249401 6.33998531631311 11.00002032250801 3.8599948979670122 0.10001595027678808 0.4999989349256312 2.000008582650531 147.0001364806656 119.99810450783433 54.00008813945916 985.6034272528105 100.40013529795948 
-188355.85782042815 9.411385259307314e-06 9.64993526082603 4.209964482097974 6.340032485843555 11.000042582291204 3.8599716531028436 0.0999485108602739 0.50000798483522 2.000025876822371 146.99926528137308 119.99876825670529 53.999933132818335 985.6086736814316 100.4000886628806 
-188326.567689728 9.411450442884718e-06 9.650669301133073 4.209819766914984 6.339920478109756 10.99993789809649 3.860098953561924 0.100046547001712 0.5000207179897114 2.0000021348517434 147.00092521427302 120.00213124471654 53.99944029360787 985.5926435299369 100.3983864417065 
-188304.83695011944 9.411183539076344e-06 9.64996912031715 4.209950394831243 6.339965144800512 10.999972485391055 3.8600054256528433 0.09995530683637112 0.5000240089774293 1.9999750776172907 146.9982999889137 119.99759354723845 54.00069305076484 985.6074656620614 100.39950115063259 
-188332.18486256644 9.411346262113517e-06 9.6499470178771 4.210048445400853 6.3399374324942865 10.999992924463092 3.8600466795252757 0.09998888587343754 0.5000395919915995 2.0000264003689563 147.0009361564578 119.99981502964471 53.99987947212743 985.5787483365868 100.40263987478136 
-188319.512960151 9.411306964104102e-06 9.650211251443391 4.210268253085598 6.339689794470971 10.999992767631312 3.8600276540247322 0.0999889107494309 0.49999091808817697 1.999978599226878 147.00336345754295 119.99751420750509 53.99751389340011 985.6071621103537 100.40226751195354 
-188294.13136212135 9.411389049962785e-06 9.650438333290737 4.209945613120839 6.339759378801042 11.000040416677138 3.859962252408927 0.10002588880126241 0.5000243509385549 1.9999739289397318 147.00185446119588 119.99965677772808 53.99970242156687 985.5960834176503 100.3980065002321 
-188198.55021465523 9.410838248087612e-06 9.650077658875901 4.209999276144462 6.339984476022442 10.99990517245263 3.8600596096412123 0.0999664210026676 0.5000532552762309 1.9999935660992998 146.9995026099807 119.9989605638345 54.00020650813227 985.5866478022311 100.40004106931991 
-188353.58347470904 9.41146263829669e-06 9.649944313623827 4.209996753073814 6.3409881282835805 11.00012883777079 3.860026793198677 0.10002243660294077 0.5000106887064129 2.0000257700885142 146.99857609204375 119.99871880882631 54.000746786438356 985.6006683575755 100.4007359267328 
-188326.5581466637 9.411394999119178e-06 9.649972830066087 4.209991595743456 6.340006133907919 11.000150734279522 3.8600200682174717 0.10000841861174341 0.4999996068728773 1.999991820696169 147.0002169360416 119.99954837603279 53.99381399359703 985.5909588452034 100.4001741182515 
-188312.46758341568 9.411365267430135e-06 9.650020921517656 4.210009891616068 6.340017917774614 11.000031396603534 3.860160451003043 0.1000122331136168 0.5000449852069339 1.9999606905724174 147.0038379731377 120.00041220210073 53.99956993532838 985.6037073894444 100.40132350426741 
-188330.7785709006 9.41126699446967e-06 9.650050039008523 4.210232124264094 6.339724608643885 11.00002862278498 3.8600703487249874 0.09997854525488463 0.49999069436299665 1.9999776551904005 146.99881026480165 119.99889917097715 53.998466771392096 985.578384138263 100.40413608499576 
-188338.74960240093 9.411372932732766e-06 9.650044369232164 4.209778900878137 6.339973588938629 11.000116532997932 3.8599887066943075 0.10001149797083561 0.4999906803492682 2.000001446155131 146.99965109243462 119.9991536186247 54.00107679344211 985.5991265752483 100.39791852270086 
-188329.98757290439 9.411382592697188e-06 9.650146718195145 4.209845699198237 6.340286126244072 11.000058944855317 3.8599096874405503 0.09996948048885111 0.5000147101471729 2.000053745945717 146.99879602243143 119.99876753648623 54.003162159190474 985.5879938946244 100.39849823769136 
-188322.5440002682 9.411429344301675e-06 9.650667022882867 4.210015223556896 6.339999016407672 10.999942971162193 3.8600300803660423 0.09998398992561004 0.5000058221841607 2.000025297107214 147.0002071772407 119.99893411304849 53.99954236104322 985.6085756681013 100.400164387576 
