186
         0.6676          0.3889          0.0297          0.7276          0.0637           0.311          0.2769          0.6034          0.4124          0.3937          0.1396          0.6767          0.2473           0.792          0.0395          0.4076          0.9644           0.626           0.779          0.7188          0.8929          0.6556           0.654          0.6277          0.2889          0.6743          0.3953          0.6913          0.0138          0.8029          0.8891 
         0.9371          0.5146           0.366          0.8887          0.3741          0.0245          0.2179          0.8679          0.7383           0.831          0.0603          0.0126          0.6325          0.3887          0.3435          0.3356          0.7241          0.5763           0.179          0.8917          0.5404          0.5846          0.6306          0.6276           0.688          0.6744          0.4951          0.7513          0.0138          0.8427          0.8899 
         0.9371          0.5146          0.8565          0.8847          0.3744          0.0245          0.2139          0.8639          0.7308           0.831          0.2631          0.0126          0.6923          0.4487          0.3435          0.4376          0.7643          0.1763           0.179          0.7986          0.1208           0.654          0.0332          0.6467          0.9228          0.1893          0.2286          0.6332          0.3428          0.6136          0.9192 
         0.8279          0.3191          0.2471           0.728          0.6568          0.8358          0.9202          0.4002           0.536           0.809          0.6773          0.9301          0.4265          0.0197          0.4968          0.8146           0.435          0.2298          0.0807          0.9487          0.1404          0.5846          0.4546          0.3248          0.6889          0.6748          0.4952          0.6213          0.4132          0.8029          0.8891 
         0.6676          0.2289          0.0797          0.7973          0.0232          0.3845          0.5129          0.7139          0.7303           0.331          0.1631          0.7116          0.9927          0.7487          0.3554          0.8573          0.8249          0.8715          0.1937          0.7176          0.9338          0.1224          0.5408          0.6197          0.1804          0.8735          0.0556          0.1352          0.2696          0.2685          0.9984 
         0.4128          0.9349          0.0447          0.1107          0.3719           0.431          0.2766          0.6038          0.4204          0.8937          0.1336          0.0247          0.2473           0.799          0.6045          0.2076          0.9643          0.4763           0.779          0.7788          0.3904          0.6556           0.654          0.6278          0.9889          0.6757          0.3083          0.7519          0.0138          0.8027          0.8899 
         0.2461          0.9625          0.0414          0.1636           0.054           0.754          0.3691          0.1511          0.8278          0.6591          0.5042          0.4064          0.4667          0.1873          0.1965           0.165          0.6696          0.2412          0.9671           0.123          0.1254          0.0321          0.6978          0.3542          0.1439          0.5318          0.2325          0.2337          0.5714           0.411          0.0155 
         0.5683           0.449          0.8685          0.8065          0.4758          0.7488          0.4989          0.8227          0.9666          0.9092          0.1477          0.3383          0.6684          0.1805          0.9832          0.5636          0.9441          0.0694          0.5448          0.6864           0.102          0.0651          0.2598          0.1903          0.5471            0.28          0.9965          0.5565          0.2676           0.342          0.6181 
         0.9701          0.5286          0.3665          0.8887          0.7741          0.0245          0.2521          0.8639          0.7303           0.837          0.0154          0.0167          0.6923          0.4887          0.3435          0.4076          0.7693          0.1763           0.159          0.7987          0.5404          0.5946          0.6446          0.6278          0.6889          0.0748          0.4055          0.8263          0.0538          0.6029          0.8856 
         0.2101          0.4655          0.6713          0.8282          0.9801          0.1066          0.3855          0.1148          0.3801          0.4965          0.3052          0.6241          0.1371          0.1175          0.3594          0.9716          0.3068          0.3735          0.8938          0.9314          0.9765          0.1126          0.3316           0.939          0.1882          0.8595          0.0557          0.1457          0.2045          0.2918          0.9994 
         0.4428          0.9349          0.0947          0.7305          0.5156          0.7389          0.4462          0.1538          0.2806          0.0495          0.1182          0.8891          0.2328          0.6806          0.5132          0.2248          0.1688          0.1876          0.4543          0.5937          0.3817          0.5946           0.518          0.2272          0.5718          0.2852          0.3097          0.0101          0.1035          0.7749          0.8291 
           0.86          0.6701           0.533          0.8387          0.3719          0.4245          0.5126          0.7939          0.7303           0.938          0.0631          0.8116          0.9542          0.7887          0.3454          0.8371          0.3447          0.4715          0.1937          0.2316          0.9834          0.1234          0.8208          0.6798          0.1804          0.8735          0.0556          0.1352          0.3646          0.5685          0.9994 
         0.3011          0.4457           0.602          0.0222          0.9388          0.6445          0.2129          0.5128          0.0981          0.3145          0.8023          0.0001          0.1623          0.5774          0.8698          0.4777          0.9139          0.3945          0.9969          0.1719          0.9995          0.1426           0.205          0.5735          0.1852          0.5762          0.0555          0.1589          0.5289          0.8317          0.4626 
         0.9341           0.114          0.3661          0.8887          0.3741          0.0545          0.2576          0.8639          0.4389          0.5097          0.2124          0.8595          0.1894          0.4651          0.7033          0.2624           0.072          0.8426          0.6648           0.132          0.5834          0.6328          0.5084          0.6756          0.4317          0.0799          0.2762          0.4604          0.8658          0.0048           0.515 
         0.5121           0.228          0.2349          0.1985          0.7146          0.7374          0.4129          0.0977          0.6811          0.3763          0.5257          0.3034          0.6687          0.1817          0.5325          0.4251          0.3512          0.1486           0.411          0.4816          0.3364          0.1468          0.1632          0.7785          0.5892          0.5217          0.3997          0.5684          0.9996          0.4486          0.9447 
         0.9471          0.5569          0.3862           0.867          0.3751          0.2445          0.8329          0.8619          0.5329           0.811           0.483          0.0126           0.298          0.3683          0.3492          0.6825          0.0213          0.8962          0.5297          0.8722          0.0741          0.4639          0.8062          0.5609          0.8255          0.8957          0.1294          0.5386            0.32          0.8021          0.2681 
         0.4128          0.9349          0.0377          0.0307          0.3839          0.4245          0.1129          0.7439          0.7313           0.331          0.0129          0.8592          0.8899          0.8901          0.7033          0.7188          0.8771          0.8414          0.5618           0.334          0.5934          0.4368          0.5654          0.4796          0.7111          0.5799          0.2319          0.3516           0.805          0.1948          0.3137 
         0.1478          0.9339          0.0612          0.0027          0.8058          0.8292          0.7796          0.7971          0.3487          0.5495          0.8631          0.8106          0.9927          0.7888          0.8551          0.8377          0.7499          0.8705          0.1937          0.2316          0.9337          0.1724          0.5101          0.6792          0.1404          0.8735          0.0556          0.1352          0.2636          0.2685          0.9994 
          0.992          0.2009          0.2538          0.5359          0.5255          0.0946          0.7729          0.5151          0.3087          0.7245          0.4953          0.0471          0.0126          0.2772          0.1775          0.9346          0.7445          0.3762          0.2796          0.7988          0.2304          0.5868          0.3766          0.3278          0.3999          0.6687          0.2735          0.3203          0.0792          0.8287          0.0188 
         0.0148          0.0373          0.2349          0.1896          0.2916          0.7324          0.6215          0.0135          0.1809          0.2386           0.134          0.1406          0.3769           0.808          0.7423           0.156          0.4754           0.359          0.9404           0.466          0.2907          0.3988          0.0229          0.7825          0.1132          0.0201           0.882          0.0261          0.0998          0.6429          0.8391 
         0.9477          0.9101          0.3863          0.8887          0.3751          0.0444          0.5429           0.866          0.7309           0.811          0.8838          0.0126           0.792          0.3686          0.3432          0.6824          0.0273          0.4932          0.9207          0.8522          0.0746          0.4639          0.8042          0.4659          0.8255          0.3457          0.1891          0.5386          0.3274          0.5001          0.3651 
         0.2739          0.9735          0.4753          0.4779          0.9894          0.5065          0.1746          0.7781          0.2466          0.1578          0.1844          0.7397          0.1739          0.0202          0.5025          0.4754          0.7523          0.7399          0.9155          0.7819          0.0447          0.6893          0.7538          0.7248          0.5812          0.2964            0.59          0.8866          0.8808          0.8458          0.2646 
         0.9288          0.8151          0.6176          0.7959          0.0268          0.3873          0.0897          0.2126           0.345          0.0568          0.2464          0.8719          0.4192          0.3121          0.1082          0.4357          0.2222          0.9079          0.6347          0.7074          0.2529          0.3916          0.5515          0.9654          0.9672          0.8951          0.1142          0.5586          0.3673          0.1611          0.1688 
         0.0028          0.2309          0.6421          0.3843          0.1914          0.4792          0.2766          0.5658          0.2316          0.6293          0.3789          0.7005          0.8214          0.4623          0.7065          0.2811           0.127          0.6051          0.7508          0.7076          0.7523          0.3336           0.109          0.9645          0.3613          0.5942          0.1652          0.8557          0.2646          0.8621          0.4194 
         0.9072          0.4452           0.602          0.8202           0.953          0.9415          0.2729          0.6628          0.0984          0.3176           0.134          0.1806          0.3769           0.208          0.6723          0.1566          0.4754          0.3593          0.2704          0.4077          0.2007          0.3788          0.0019          0.7825          0.1182          0.0201           0.732          0.0341          0.2793          0.8287          0.6989 
         0.0578          0.9373            0.23          0.1293          0.2976          0.7328          0.6211          0.7235          0.1809          0.0345          0.8323          0.0021          0.8623          0.5974          0.7794          0.4772          0.9134          0.3945          0.9937          0.1713          0.9935          0.1426           0.301          0.5795          0.1852          0.5723          0.0795          0.1587          0.5285          0.8317          0.4624 
         0.6675          0.2269          0.0797          0.7276          0.0942          0.3819          0.2766          0.6094          0.4104          0.3437          0.1336          0.0267          0.0473          0.3958          0.1345          0.4976          0.8624          0.1866           0.779          0.7638          0.5934          0.6856          0.6512          0.6794          0.1822          0.6035          0.0501          0.1547          0.2449          0.2608           0.979 
         0.0123          0.7741          0.9637          0.2469          0.5415          0.7602          0.7222           0.663          0.2539          0.5258          0.5933          0.4503           0.461          0.2057          0.4658          0.7046          0.9169          0.3735          0.9037          0.9012          0.9635           0.142           0.374          0.6276          0.1449          0.6428          0.3953           0.751          0.1188          0.7027          0.8899 
         0.9671          0.2146          0.6752          0.7427          0.1741          0.1055          0.2744          0.5622          0.2372           0.899          0.5791          0.1982          0.6737          0.3145          0.4261          0.8157          0.7247          0.2758          0.0502          0.2814          0.1088          0.6596          0.5652          0.6085          0.5374           0.392          0.8704           0.637          0.5745          0.4043           0.053 
          0.781          0.9008          0.0363          0.3828          0.6778          0.0719          0.0112          0.2533          0.9586          0.0794          0.0074          0.8809          0.1394           0.589          0.4182          0.9022          0.2173          0.8013          0.1896          0.0721          0.5404          0.5816          0.2546          0.4971          0.6789          0.0353          0.2655          0.6608          0.8887          0.1392          0.3969 
         0.2731          0.9745          0.4743          0.4752          0.9084          0.6064          0.8726          0.9679          0.7302          0.8387          0.9134          0.0159          0.4923          0.5867          0.3449          0.4054          0.9643          0.1763           0.159          0.1587          0.5404          0.5826          0.6546          0.6278          0.6689          0.7348          0.4755          0.6213          0.0132          0.6729          0.0855 
         0.9741          0.5156          0.3669          0.8387          0.3731          0.1245          0.2129          0.8783          0.2276          0.1588          0.3441          0.2197          0.1129          0.2242          0.5025          0.4744          0.7527          0.7373          0.9151          0.7219           0.534          0.6683          0.1582          0.6243          0.5817          0.3991           0.799           0.586          0.8808          0.8458          0.2646 
         0.7858          0.6006          0.0265          0.3828          0.6701          0.0749          0.8176          0.9534          0.9586          0.8094          0.9016          0.8849          0.5374           0.712          0.0345          0.5076          0.9643          0.1363           0.759          0.0988          0.8994          0.6856            0.65          0.6278          0.3889          0.6448          0.3915          0.7513          0.6138          0.8027          0.8899 
         0.6616          0.2289          0.0797          0.7876          0.0632           0.388          0.2966          0.6034          0.4177          0.3937          0.1036          0.6267          0.3473          0.6282          0.5924          0.4565          0.7109          0.7188          0.5915           0.733          0.3598          0.7236          0.1654          0.8286          0.4982          0.1251           0.345          0.0009          0.3498          0.8327          0.5288 
         0.8481          0.0343          0.7126          0.0456          0.5732          0.2631          0.3021          0.3428          0.3354            0.89          0.6536          0.4367          0.3375          0.3689          0.3495          0.5376          0.7552          0.6723          0.7491          0.9084          0.1027          0.0645          0.2941          0.5246           0.628          0.8658          0.4312          0.9527          0.9651          0.5014          0.9495 
         0.1839          0.3746          0.5758          0.1638          0.5804          0.1065          0.6026          0.1703          0.2266          0.1578           0.054          0.7197          0.9169           0.123          0.7721          0.4794          0.7527          0.7397          0.2159          0.7115           0.004          0.6601          0.7537          0.4257          0.3855          0.7662           0.999          0.8803          0.8805          0.9998          0.6743 
         0.1674          0.7019          0.0692          0.0277          0.0135          0.6055          0.3176          0.3534          0.4423           0.082          0.0932          0.0668          0.5474           0.269          0.6588          0.7899          0.7958          0.8053          0.2036          0.1813          0.3804          0.5866          0.5766          0.3478          0.3399          0.6887          0.2715          0.6213          0.0938          0.6629          0.8891 
         0.9963          0.2049          0.2598          0.5939           0.565          0.6946          0.7629          0.8139          0.8087          0.7745          0.4293          0.0421          0.2126          0.2771          0.1745          0.9346          0.7541          0.3762          0.3795          0.7907          0.2664          0.5073          0.0627          0.5859          0.4086          0.3115          0.0571           0.995          0.0508          0.3411           0.402 
         0.4128          0.9549          0.0947          0.0707          0.3719          0.4255          0.5121          0.7919          0.7303           0.381          0.0631          0.8106          0.9927          0.7883          0.3554          0.8377          0.3497           0.871          0.1937          0.2316          0.4334          0.1229          0.5108          0.6792          0.1824          0.1635          0.3536          0.1352          0.2606          0.2925          0.9944 
         0.5128          0.9399          0.0647          0.6337          0.1819          0.4292          0.7194          0.7929          0.9803           0.837          0.0621          0.2126          0.6026          0.3688          0.3435          0.4666          0.7143          0.1733           0.936          0.1487          0.3404          0.5846           0.354          0.7278          0.6889          0.3148          0.4925          0.8213          0.4138          0.8029          0.8895 
