# Q dQ R dR fit
0.0078495 9.85132e-05 0.968174 0.0234876 1
0.00831123 0.000101208 0.971287 0.0235619 1
0.00877297 0.000103981 0.958143 0.0232865 1
0.0092347 0.000106827 0.975811 0.0236239 1
0.00969643 0.000109738 0.956126 0.0232266 1
0.0101582 0.000112711 0.999803 0.0241549 1
0.0106199 0.00011574 0.990201 0.0239189 1
0.0110816 0.000118822 0.978878 0.0237238 1
0.0115434 0.000121951 0.951886 0.021183 1
0.0120051 0.000125126 0.959592 0.0232656 1
0.012236 0.000126729 0.930214 0.0222014 1
0.0124668 0.000128341 0.976767 0.0236749 1
0.0129286 0.000131595 0.978932 0.0236916 1
0.0133903 0.000134885 0.951992 0.0231248 0.999981
0.0136211 0.000136542 0.938542 0.0212536 0.995545
0.013852 0.000138207 0.929066 0.0226992 0.903823
0.0143137 0.000141561 0.831384 0.0205729 0.280058
0.0147755 0.000144942 0.207755 0.00701019 0.0975172
0.0150063 0.000146643 0.121849 0.00397437 0.0711984
0.0152372 0.00014835 0.0961177 0.0042479 0.0574362
0.0156989 0.000151783 0.0568787 0.00230097 0.043314
0.0161607 0.00015524 0.0498623 0.00288918 0.037109
0.0163915 0.000156976 0.0376765 0.00172857 0.0355662
0.0166224 0.000158717 0.0332845 0.00230451 0.0347525
0.0170841 0.000162215 0.036039 0.00242465 0.0341716
0.0175458 0.000165816 0.0338186 0.00233705 0.0342737
0.0177767 0.000167997 0.0316811 0.00142442 0.0344447
0.0184693 0.000174543 0.0337728 0.0014416 0.0350627
0.0191619 0.000181088 0.0313882 0.00132775 0.0354813
0.0198545 0.000187633 0.0311715 0.00129034 0.0355346
0.020547 0.000194178 0.0313086 0.00124512 0.0351863
0.0212396 0.000200723 0.032134 0.00122208 0.034462
0.0219322 0.000207268 0.0316376 0.00118817 0.0334118
0.0226248 0.000213814 0.031165 0.00114651 0.0320968
0.0230865 0.000218177 0.0308146 0.00101745 0.0310834
0.0253951 0.000239994 0.0244034 0.000801697 0.0252245
0.0277036 0.00026181 0.0192358 0.000640639 0.0190642
0.0300122 0.000283627 0.0141574 0.000493439 0.0135627
0.0323207 0.000305443 0.00944727 0.00035995 0.00920152
0.0346292 0.000327258 0.00604694 0.000260237 0.00608917
0.0369377 0.000349074 0.00383043 0.000188398 0.00409598
0.0392461 0.000370888 0.00241652 0.000137616 0.00296929
0.0415545 0.000392703 0.00184906 0.000113054 0.00242315
0.0438629 0.000414517 0.00185561 0.000106253 0.00219966
0.0461712 0.000436331 0.00207662 0.000107127 0.00210153
0.0498645 0.000471232 0.00204919 9.94767e-05 0.0019257
0.0535577 0.000506131 0.00197794 9.12204e-05 0.00160478
0.0572508 0.00054103 0.00167966 7.81709e-05 0.00121106
0.0609437 0.000575927 0.00112272 5.99877e-05 0.000875428
0.0646366 0.000610822 0.000666033 4.16811e-05 0.000669005
0.0683293 0.000645716 0.000441338 3.21205e-05 0.000575071
0.0720219 0.000680608 0.000398118 2.89603e-05 0.000526757
0.0757143 0.000715498 0.000421136 2.86621e-05 0.000462751
0.0794066 0.000750386 0.000418673 2.73635e-05 0.000362193
0.0830988 0.000785272 0.000358259 2.38667e-05 0.00024506
0.0867908 0.000820156 0.000301753 2.10986e-05 0.000148043
0.0904826 0.000855038 0.000202345 1.63805e-05 9.58489e-05
0.0923284 0.000872478 0.000156171 1.17073e-05 8.8111e-05
0.09602 0.000907356 0.000104889 9.06344e-06 9.92731e-05
0.0997113 0.000942232 6.58822e-05 6.94419e-06 0.000119535
0.103402 0.000977105 8.68492e-05 7.64894e-06 0.000126063
0.107093 0.00101198 8.43994e-05 7.2787e-06 0.000109645
0.110784 0.00104684 0.000103599 7.81936e-06 7.71258e-05
0.114475 0.00108171 7.36453e-05 6.3454e-06 4.37009e-05
0.118165 0.00111657 5.18758e-05 5.13734e-06 2.25419e-05
0.121855 0.00115143 3.1315e-05 3.95005e-06 1.80058e-05
0.125545 0.00118629 2.15282e-05 3.21109e-06 2.5281e-05
0.129235 0.00122114 9.04044e-06 1.79317e-06 3.50839e-05
0.132924 0.00125599 1.49874e-05 2.14209e-06 3.95982e-05
0.136613 0.00129083 1.8585e-05 2.29081e-06 3.61171e-05
0.140302 0.00132568 2.47485e-05 2.5498e-06 2.70109e-05
0.14399 0.00136052 1.72656e-05 2.14525e-06 1.70135e-05
0.147679 0.00139535 1.54527e-05 2.00945e-06 1.00267e-05
0.151367 0.00143018 8.54267e-06 1.58941e-06 7.3111e-06
0.155054 0.00146501 3.87223e-06 1.26192e-06 7.64613e-06
0.158742 0.00149984 6.10541e-07 9.86098e-07 8.80832e-06
0.161507 0.00152595 2.08293e-06 8.93053e-07 9.06466e-06
0.166116 0.00156947 6.01723e-06 1.10262e-06 7.73888e-06
0.170724 0.00161298 6.21301e-06 1.08218e-06 5.20842e-06
0.175331 0.00165649 4.5266e-06 9.62468e-07 3.02842e-06
0.179938 0.00169999 2.84385e-06 8.34703e-07 1.93565e-06
0.184544 0.00174348 1.76039e-06 7.25961e-07 1.60611e-06
0.193755 0.00183045 1.25692e-06 6.10429e-07 1.2811e-06
0.19836 0.00187392 2.23985e-06 6.63506e-07 1.06191e-06
0.202964 0.00191738 4.47014e-07 5.51707e-07 9.3144e-07
0.225975 0.00213457 3.21723e-07 4.96447e-07 2.86659e-06
0.230575 0.00217798 3.32953e-07 4.81557e-07 3.50883e-06
0.244371 0.00230815 4.4711e-07 3.56634e-07 2.13762e-06
0.248968 0.00235153 6.85545e-07 3.57149e-07 1.78421e-06
0.253565 0.00239489 8.70179e-07 3.5072e-07 2.06286e-06
0.258161 0.00243824 1.21521e-06 3.64715e-07 2.77569e-06
0.262756 0.00248159 8.69698e-07 3.51181e-07 3.3526e-06
0.26735 0.00252492 4.43244e-07 3.30283e-07 3.39629e-06
0.271943 0.00256824 3.58599e-07 3.1864e-07 2.93336e-06
0.276535 0.00261155 4.73426e-07 3.18164e-07 2.30407e-06
0.281127 0.00265485 3.30042e-07 3.03647e-07 1.84904e-06
0.285718 0.00269814 7.24887e-07 3.13582e-07 1.67361e-06
0.290308 0.00274142 2.05946e-07 2.83908e-07 1.64732e-06
0.294897 0.00278468 4.82023e-07 2.82718e-07 1.57808e-06
0.299485 0.00282794 9.00632e-07 2.23606e-07 1.38271e-06
0.304072 0.00287118 4.31298e-07 2.07761e-07 1.12451e-06
0.308658 0.00291441 4.26474e-07 2.05453e-07 9.24238e-07
0.313244 0.00295763 4.05048e-07 2.02489e-07 8.45983e-07
0.317828 0.00300083 3.11954e-07 1.97296e-07 8.52587e-07
0.322412 0.00304402 4.88805e-08 1.86495e-07 8.4868e-07
0.326994 0.0030872 1.53868e-07 1.88412e-07 7.60154e-07
0.331576 0.00313037 8.70107e-08 1.84657e-07 5.84787e-07
0.336156 0.00317353 3.84222e-07 1.9279e-07 3.85047e-07
0.340735 0.00321667 4.63068e-07 1.93821e-07 2.42854e-07
0.345314 0.00325979 4.45606e-07 1.91784e-07 1.86228e-07
