# Q dQ R dR fit
0.00877296 0.000101448 1.00498 0.0347017 0.941615
0.0100889 0.000116666 0.0677 0.00253099 0.0831151
0.0114048 0.000131883 0.0158179 0.000741686 0.0169307
0.0127208 0.0001471 0.0186938 0.000799429 0.0187281
0.0140367 0.000162317 0.021475 0.000826306 0.0234769
0.0153526 0.000177533 0.0247493 0.000897865 0.0265863
0.0166685 0.00019275 0.0254983 0.000872736 0.0278806
0.0179845 0.000207967 0.027809 0.00092874 0.0277459
0.0193004 0.000223183 0.0267672 0.000872957 0.0265865
0.0206163 0.0002384 0.0247829 0.000765079 0.024738
0.0219322 0.000253616 0.0218873 0.000737212 0.0224628
0.0241253 0.000278976 0.0184106 0.000579043 0.0182669
0.0263185 0.000304336 0.014172 0.00044539 0.0141165
0.0285116 0.000329695 0.010088 0.000316987 0.0104031
0.0307047 0.000355054 0.0077405 0.000246188 0.00733314
0.0328977 0.000380412 0.0051803 0.000169148 0.00497106
0.0350908 0.00040577 0.00327519 0.000113751 0.00328276
0.0372838 0.000431127 0.00217877 7.8977e-05 0.00217278
0.0394768 0.000456484 0.00154084 5.95703e-05 0.00151544
0.0416698 0.00048184 0.00115791 4.566e-05 0.00117938
0.0438627 0.000507195 0.000981371 3.79359e-05 0.00104616
0.0473713 0.000547762 0.000997867 3.69661e-05 0.00101827
0.0508798 0.000588326 0.000980663 3.51368e-05 0.00101078
0.0543882 0.000628889 0.00089666 3.16856e-05 0.000932231
0.0578966 0.000669449 0.00076452 2.73093e-05 0.0007901
0.0614048 0.000710006 0.000597192 2.21569e-05 0.000633818
0.0649128 0.000750561 0.000504844 1.8878e-05 0.000507159
0.0684208 0.000791114 0.000414149 1.59514e-05 0.000425815
0.0719286 0.000831663 0.00037874 1.46221e-05 0.000378418
0.0754363 0.000872209 0.000314445 1.24195e-05 0.000341287
0.0789438 0.000912752 0.000294087 1.15991e-05 0.000295042
0.0824512 0.000953291 0.00023632 9.77138e-06 0.000234311
0.0859585 0.000993827 0.000178426 8.28747e-06 0.000167188
0.087712 0.00101409 0.000140447 6.44557e-06 0.000136455
0.091219 0.00105462 9.48037e-05 5.00737e-06 8.84604e-05
0.0947258 0.00109515 6.62371e-05 4.00905e-06 6.40546e-05
0.0982324 0.00113567 5.8703e-05 3.73203e-06 6.1433e-05
0.101739 0.00117619 7.0996e-05 3.94631e-06 7.06555e-05
0.105245 0.0012167 7.45778e-05 3.93497e-06 7.94882e-05
0.108751 0.00125721 8.15302e-05 4.11512e-06 7.91178e-05
0.112257 0.00129772 7.19946e-05 3.68231e-06 6.72593e-05
0.115762 0.00133822 4.95887e-05 2.95288e-06 4.77202e-05
0.119268 0.00137871 3.16798e-05 2.41287e-06 2.73368e-05
0.122773 0.0014192 1.21618e-05 1.35992e-06 1.22281e-05
0.126278 0.00145968 5.16713e-06 1.1713e-06 5.217e-06
0.129782 0.00150016 6.20694e-06 1.20739e-06 5.32695e-06
0.133287 0.00154063 9.68726e-06 1.24437e-06 9.10297e-06
0.136791 0.0015811 1.39627e-05 1.29897e-06 1.27265e-05
0.140295 0.00162156 1.49408e-05 1.28353e-06 1.37665e-05
0.143798 0.00166202 1.36663e-05 1.25926e-06 1.1855e-05
0.147302 0.00170247 8.49049e-06 1.14257e-06 8.24277e-06
0.150805 0.00174291 4.84018e-06 1.09016e-06 4.70258e-06
0.153432 0.00177324 3.9093e-06 9.25299e-07 2.99705e-06
0.15781 0.00182377 3.23396e-06 9.03655e-07 2.29081e-06
0.162187 0.0018743 2.7371e-06 8.75218e-07 3.20242e-06
0.166564 0.00192482 5.84049e-06 8.95274e-07 4.05594e-06
0.170941 0.00197532 4.05527e-06 8.59403e-07 3.83572e-06
0.175317 0.00202581 3.87556e-06 8.48668e-07 2.82215e-06
0.179693 0.00207629 7.15039e-07 7.92011e-07 1.98996e-06
0.184068 0.00212676 1.42531e-06 7.9696e-07 2.0022e-06
0.188442 0.00217722 2.83066e-06 8.04923e-07 2.69287e-06
0.192816 0.00222766 3.48849e-06 7.92073e-07 3.34582e-06
0.197189 0.0022781 2.48301e-06 7.57849e-07 3.38141e-06
0.201562 0.00232851 3.5865e-06 7.66205e-07 2.81325e-06
0.205934 0.00237892 2.7365e-06 7.56599e-07 2.14343e-06
0.210305 0.00242931 1.67968e-06 7.23701e-07 1.87823e-06
0.214676 0.00247968 2.37372e-06 7.32068e-07 2.12208e-06
0.219046 0.00253004 1.44155e-06 7.16473e-07 2.56152e-06
0.223416 0.00258039 3.36069e-06 6.23335e-07 2.7826e-06
0.227785 0.00263072 3.02171e-06 6.12507e-07 2.60997e-06
0.232153 0.00268104 2.66944e-06 6.14075e-07 2.19749e-06
0.23652 0.00273134 1.78922e-06 5.87315e-07 1.84778e-06
0.240887 0.00278162 1.32183e-06 6.63444e-07 1.75434e-06
0.245253 0.00283189 1.88433e-06 6.60772e-07 1.88059e-06
0.249618 0.00288214 1.86456e-06 6.51093e-07 2.04028e-06
0.253982 0.00293238 2.13898e-06 6.41453e-07 2.08478e-06
0.258346 0.00298259 1.68769e-06 6.39178e-07 2.05164e-06
