mult_tether rho_solv_3 l_tether rho_Au thetaoffset0 rho_solv_1 l_lipid2 l_lipid1 dl_lipid_gcrinse1 background_1 rho_Cr background_3 background_2 d_gold vf_bilayer background_0 Chisq dp_on2 dp_on3 dp_on0 dp_on1 dp_on4 dp_on5 global_rough nf_tether d_oxide rough_cr_au rho_solv_2 rho_solv_0 vf_bilayer_gcrinse1 fraction_rinse2 frac2_on4 frac2_on3 frac2_on2 frac2_on1 vf_on2 vf_on3 vf_on1 vf_on4 d_Cr sigma 
3.66064253308 6.31754750298e-06 9.05090638777 4.55712959835e-06 0.0141534414154 -5.54941476341e-07 12.9930941667 13.8255549093 -0.321268540484 -6.13387964346e-06 3.06320396572e-06 -8.5271796704e-06 -6.04999934218e-06 102.284513795 0.998853174901 -8.62952310907e-06 -325.650110288 4.88463111523 2.05490704627 -6.91089625538 -4.92568603099 5.08174320815 -6.42955747937 4.19791754667 0.464231415936 8.21832190404 7.20940113387 -5.3840180298e-07 6.33133017378e-06 0.994950157278 0.965461877151 0.0741868165957 0.176046941817 0.00267760852553 0.152708521082 0.129907214552 0.023065680963 0.0909349231849 0.17095165291 42.1871551883 4.21847627627 
3.74369689082 6.31096532626e-06 9.18664333048 4.53961833531e-06 0.0140449313314 -5.58279210631e-07 13.0970268027 13.7286329698 -0.356309766075 -6.21319071326e-06 3.09444428912e-06 -7.82938136531e-06 -6.15939350028e-06 101.844136729 0.997808990793 -8.93497987127e-06 -324.883864139 0.189456236613 3.15885672068 -6.26898864368 5.07422264073 4.59349525352 -6.29460337408 3.63974061718 0.403487380099 6.28168057309 6.53031757786 -5.580361912e-07 6.32827272826e-06 0.996740167908 0.985519816413 0.0794645936832 0.00772470297866 0.0688455772246 0.114986313759 0.127541413297 0.0274518711046 0.0979415858183 0.199072144795 44.9286437399 4.13287530427 
3.29731605293 6.318391686e-06 9.09922337444 4.5381172819e-06 0.0143028182002 -5.59951784308e-07 12.8993948532 13.7640994939 -0.345403810312 -6.33236090681e-06 3.0783017192e-06 -7.40126765091e-06 -6.20299015655e-06 102.322870756 0.998000005263 -8.0752375477e-06 -329.76016346 4.4708865941 -0.315734421638 -5.67208833467 1.2438599654 3.05406424486 -2.46311888578 3.81811218651 0.47851298313 6.62881883165 6.91874295667 -5.55298961215e-07 6.33692385693e-06 0.996079240643 0.941307177524 0.324422236288 0.0442850688133 0.0129964915456 0.0420220499427 0.127034075662 0.0216070309944 0.0965820972849 -0.0024753499127 44.1974757827 4.21215096053 
2.68018321341 6.3279283666e-06 9.48529908996 4.55039025206e-06 0.0145778072349 -5.57437145795e-07 12.9275509145 13.5802441415 -0.287285157104 -6.13982168138e-06 3.06241452159e-06 -8.51039760624e-06 -6.2040339624e-06 102.664789211 0.999333286466 -8.76645791228e-06 -339.355539959 3.87325721098 -2.37757511217 -2.32725591441 -0.626816247733 6.7553705073 -3.74810691525 4.10128739718 0.572631582798 7.66705268137 7.23139784914 -5.56293171944e-07 6.33979006439e-06 0.998031891631 0.875317233352 0.208205407098 0.0398920922407 0.0052460041109 0.0601313875728 0.150826809397 0.0370470547519 0.086023434947 0.00641738913647 42.2290942126 4.22116291277 
3.45904738887 6.29672333929e-06 9.30235699297 4.53825565237e-06 0.0133897631816 -5.57373213097e-07 13.4055698418 13.4396058686 -0.343613062424 -6.57221775306e-06 3.06292743548e-06 -8.96681399131e-06 -6.09703513188e-06 102.014769122 0.999648261321 -8.89814444209e-06 -324.742859776 -0.0999906935592 5.64364802779 -6.6140437386 6.25842041614 4.52352289281 -6.70710442521 4.15645692276 0.477508209122 7.54895148728 6.37888994813 -5.57164426403e-07 6.3131751183e-06 0.996204069409 0.984530494114 0.0519674468501 0.00532663477548 0.0367270269427 0.0604692801552 0.132417095823 -0.0216301648031 0.0984748026903 0.16114321219 42.7186742156 4.17972390892 
3.3784350657 6.32725812354e-06 9.54859612298 4.54955691064e-06 0.0144902885724 -5.40015255742e-07 12.9469428833 13.6786724241 -0.420603588164 -6.33394564327e-06 3.09774238983e-06 -8.62605391735e-06 -6.05737626718e-06 101.797325997 0.997926301568 -8.36811510646e-06 -329.743867591 4.24196005044 5.3831174633 -6.17555774115 0.637296361335 3.39382131339 -6.78934716597 4.13746489398 0.502255254549 6.46254744653 6.27256997143 -5.38738840226e-07 6.33976021091e-06 0.997570638449 0.970587032437 0.166532709376 0.0265993290814 0.0198387437627 0.0443069925192 0.102654805154 -0.0166229235686 0.0986284281927 0.335786450027 44.5283981909 4.18267763144 
3.71364310498 6.31112975859e-06 9.16311978411 4.53196710868e-06 0.0139761692758 -5.43931232913e-07 12.9712153232 14.038161217 -0.493910565827 -6.35623811566e-06 3.0778441409e-06 -7.61281576688e-06 -6.11864725757e-06 101.756048192 0.996211138045 -7.38796531848e-06 -331.838463944 6.25275809328 4.95409283845 -5.16193284399 -6.84237034432 -2.28932198416 -5.30723232412 3.87766671422 0.436120293719 7.52531785238 6.30372462735 -5.59598016732e-07 6.3290806858e-06 0.999578130039 0.99542096874 0.0464605294202 0.065179110792 0.000377869535998 0.0887909537953 0.114091109096 0.023249974521 0.0981876837435 0.397253292517 43.1739926542 4.13952457211 
2.85680700111 6.32539986848e-06 9.11627920547 4.5310841922e-06 0.0145265444152 -5.54912534505e-07 13.4138014751 13.3615514863 -0.419746364673 -6.18568152868e-06 3.06778368145e-06 -8.62511497084e-06 -6.09851448757e-06 102.158597416 0.999126148201 -8.24553275831e-06 -332.962816679 -1.69930525202 4.25413180953 -6.90432535733 6.1627549546 4.9817294146 -6.95848416117 4.05505324061 0.478237145699 6.82877597441 6.95986415302 -5.57811299035e-07 6.33971163722e-06 0.999356449736 0.972495650037 0.338074987635 0.0120597117803 0.087006039756 0.0290149542186 0.126257817391 -0.0203984452706 0.0985393477265 0.295510780016 44.2405849519 4.26658282049 
3.79811935739 6.32129416438e-06 9.16978157379 4.54678264613e-06 0.0143937508898 -5.55523024392e-07 13.4019718539 13.5210455049 -0.498638285027 -6.22184227681e-06 3.07809494449e-06 -7.94497780395e-06 -6.1279295011e-06 101.954342935 0.99479074232 -7.54027937349e-06 -329.164793619 -2.63586672626 -5.26530100117 -6.75477488324 -3.23333154374 -0.4941584507 -6.51579656494 4.06839628595 0.427553375578 7.2703573558 7.39445537787 -5.36467944129e-07 6.33787265709e-06 0.998788279871 0.838460496112 0.0105211658893 0.0252657868514 0.0184555765024 0.0278086255897 0.149744204814 0.0647070459173 0.0959876879479 -0.00269942680955 43.4907202138 4.13817359329 
3.99560955517 6.30298303269e-06 9.26288541994 4.52401454291e-06 0.0136663052416 -5.58025528494e-07 12.6608603245 14.0958857 -0.355797552632 -6.30857212913e-06 3.08256511989e-06 -8.28239894462e-06 -6.31771202545e-06 102.104119198 0.998366807792 -8.75623746684e-06 -327.543689566 5.82480987592 1.79314362847 -4.31462660414 -6.87312936868 4.84423820701 -6.17720825179 3.54121779509 0.423696391668 6.2588192232 6.41469574116 -5.50623254736e-07 6.31814911022e-06 0.998010567448 0.923932691651 0.435155076451 0.00641840120418 0.0186675995289 0.133366871287 0.12183480063 0.0149744623465 0.0932496039179 0.31675271762 44.4440132098 4.14337282175 
