z lipid2 substrate bME protein lipid1 headgroup2 headgroup2_2 headgroup2_3 normarea tetherg headgroup1_3 headgroup1_2 defect_hg methyl1 tether defect_hc methyl2 headgroup1 summol water waterperc
47.0 21.825656 3.687223 0.576436 0.168975 2.7667 0.000489 0.000481 0.0 45.119927 0.000505 0.0 7.5e-05 0.52441 1.809293 -0.86767 3.295558 4.867773 8.8e-05 38.655992 6.463935 0.143261202528
47.5 23.109334 3.514454 0.557088 0.179705 2.205012 0.000808 0.000793 0.0 45.119927 0.000303 0.0 4.5e-05 0.52441 1.553189 -0.827043 3.295516 4.401491 5.2e-05 38.515157 6.60477 0.146382550663
48.0 24.296229 3.347899 0.538033 0.190342 1.735332 0.001316 0.001291 0.0 45.119927 0.000179 0.0 2.6e-05 0.52441 1.313834 -0.787864 3.295406 3.922587 3e-05 38.37905 6.740877 0.149399111395
48.5 25.377129 3.187441 0.519284 0.200869 1.34839 0.002113 0.002072 0.0 45.119927 0.000105 0.0 1.5e-05 0.52441 1.095108 -0.750113 3.295207 3.445465 1.7e-05 38.247512 6.872415 0.152314408665
49.0 26.346459 3.032961 0.500855 0.21127 1.034316 0.003347 0.003278 0.0 45.119927 6e-05 0.0 9e-06 0.52441 0.899443 -0.713764 3.294883 2.982808 1e-05 38.120345 6.999582 0.155132830778
49.5 27.202098 2.884333 0.482759 0.22153 0.783145 0.005229 0.005115 0.0 45.119927 3.4e-05 0.0 5e-06 0.52441 0.727932 -0.678789 3.294383 2.545097 6e-06 37.997287 7.12264 0.157860184481
50.0 27.944997 2.741432 0.465008 0.231633 0.585241 0.008055 0.007871 0.0 45.119927 1.9e-05 0.0 3e-06 0.52441 0.580508 -0.645161 3.293626 2.140347 3e-06 37.877992 7.241935 0.160504138227
50.5 28.578636 2.604129 0.447613 0.241564 0.431603 0.012239 0.011945 0.0 45.119927 1e-05 0.0 1e-06 0.52441 0.456169 -0.612849 3.292504 1.774043 2e-06 37.762019 7.357908 0.163074465967
51.0 29.10838 2.472292 0.430581 0.251307 0.314087 0.018341 0.017877 0.0 45.119927 6e-06 0.0 1e-06 0.52441 0.353219 -0.581824 3.290869 1.449251 1e-06 37.648798 7.471129 0.165583800701
51.5 29.540769 2.345788 0.413923 0.267837 0.225524 0.027112 0.02639 0.0 45.119927 3e-06 0.0 0.0 0.52441 0.269502 -0.552053 3.288522 1.166867 0.0 37.544594 7.575333 0.167893290253
52.0 29.882811 2.224481 0.397645 0.313425 0.159764 0.039533 0.038423 0.0 45.119927 2e-06 0.0 0.0 0.52441 0.202618 -0.523505 3.285202 0.92597 0.0 37.470779 7.649148 0.169529263644
52.5 30.1413 2.108237 0.381753 0.359265 0.111653 0.056867 0.055183 0.0 45.119927 1e-06 0.0 0.0 0.52441 0.150105 -0.496148 3.280576 0.724218 0.0 37.39742 7.722507 0.171155130637
53.0 30.322222 1.996917 0.366252 0.405285 0.076973 0.0807 0.078181 0.0 45.119927 0.0 0.0 0.0 0.52441 0.109575 -0.46995 3.274227 0.558261 0.0 37.323053 7.796874 0.172803338091
53.5 30.430261 1.890384 0.351148 0.451409 0.052343 0.112989 0.10927 0.0 45.119927 0.0 0.0 0.0 0.524409 0.078819 -0.444879 3.26564 0.424131 0.0 37.245924 7.874003 0.174512760182
54.0 30.468422 1.7885 0.336443 0.497565 0.035107 0.156094 0.150675 0.0 45.119927 0.0 0.0 0.0 0.524409 0.055866 -0.420902 3.254197 0.317583 0.0 37.163959 7.955968 0.176329363299
54.5 30.437807 1.691127 0.32214 0.543689 0.023224 0.21279 0.205 0.0 45.119927 0.0 0.0 0.0 0.524408 0.039017 -0.397986 3.239172 0.234372 0.0 37.07476 8.045167 0.178306294689
55.0 30.337531 1.598127 0.308239 0.589846 0.015151 0.286266 0.275215 0.0 45.119927 0.0 0.0 0.0 0.524406 0.026852 -0.3761 3.219736 0.17047 0.0 36.975739 8.144188 0.180500912601
55.5 30.164787 1.509364 0.294743 0.636016 0.009748 0.380083 0.364611 0.0 45.119927 0.0 0.0 0.0 0.524403 0.018209 -0.355211 3.194963 0.122202 0.0 36.863918 8.256009 0.182979218916
56.0 29.91506 1.4247 0.28165 0.682143 0.006184 0.498103 0.476723 0.0 45.119927 0.0 0.0 0.0 0.524398 0.012167 -0.335286 3.163852 0.086337 0.0 36.736031 8.383896 0.185813598502
56.5 29.582486 1.343999 0.26896 0.728172 0.003869 0.644365 0.615206 0.0 45.119927 0.0 0.0 0.0 0.524391 0.008011 -0.316294 3.125355 0.060118 0.0 36.588638 8.531289 0.189080292617
57.0 29.160329 1.267129 0.256671 0.774045 0.002387 0.822928 0.783671 0.0 45.119927 0.0 0.0 0.0 0.524378 0.005198 -0.298204 3.078423 0.041257 0.0 36.418212 8.701715 0.192857470714
57.5 28.641575 1.193954 0.244781 0.819707 0.001452 1.037659 0.985484 0.0 45.119927 0.0 0.0 0.0 0.524357 0.003323 -0.280983 3.022047 0.027905 0.0 36.221261 8.898666 0.197222526535
58.0 28.019597 1.124345 0.233287 0.865102 0.000871 1.291994 1.223524 0.0 45.119927 0.0 0.0 0.0 0.524325 0.002093 -0.264601 2.955324 0.018601 0.0 35.994462 9.125465 0.202249108249
58.5 27.288868 1.058172 0.222185 0.910172 0.000515 1.588654 1.499922 0.0 45.119927 0.0 0.0 0.0 0.524276 0.001299 -0.249028 2.877517 0.01222 0.0 35.734772 9.385155 0.208004658341
59.0 26.445666 0.995306 0.21147 0.954863 0.0003 1.92937 1.815793 0.0 45.119927 0.0 0.0 0.0 0.5242 0.000795 -0.234233 2.78812 0.007913 0.0 35.439563 9.680364 0.214547421586
59.5 25.488736 0.935623 0.201139 0.999118 0.000172 2.314591 2.170972 0.0 45.119927 0.0 0.0 0.0 0.524086 0.000479 -0.220188 2.686918 0.005049 0.0 35.106695 10.013232 0.221924827139
60.0 24.419842 0.878998 0.191185 1.042881 9.8e-05 2.743238 2.563789 0.0 45.119927 0.0 0.0 0.0 0.523917 0.000284 -0.206862 2.574039 0.003175 0.0 34.734584 10.385343 0.23017198144
