z lipid2 substrate bME protein lipid1 headgroup2 headgroup2_2 headgroup2_3 normarea tetherg headgroup1_3 headgroup1_2 defect_hg methyl1 tether defect_hc methyl2 headgroup1 summol water waterperc
37.0 0.063701 3.9e-05 0.003578 0.17873 70.932015 0.0 0.0 0.0 72.518047 0.350323 0.0 0.087205 0.012495 0.425798 0.01304 0.057572 0.123944 0.090687 72.339127 0.17892 0.00246724791141
37.5 0.095835 1.9e-05 0.001997 0.184055 71.036568 0.0 0.0 0.0 72.518047 0.182151 0.0 0.044876 0.012495 0.577489 0.005437 0.057846 0.176042 0.046405 72.421215 0.096832 0.00133528140933
38.0 0.142193 9e-06 0.001093 0.189559 70.910226 0.0 0.0 0.0 72.518047 0.089726 0.0 0.021922 0.012495 0.77178 0.002148 0.057994 0.246372 0.022562 72.468079 0.049968 0.00068904227385
38.5 0.208086 4e-06 0.000586 0.195276 70.600978 0.0 0.0 0.0 72.518047 0.041867 0.0 0.01016 0.012495 1.016373 0.000804 0.058071 0.339741 0.010416 72.494857 0.02319 0.00031978246739
39.0 0.300358 2e-06 0.000308 0.201235 70.130066 0.0 0.0 0.0 72.518047 0.018502 0.0 0.004466 0.012495 1.318936 0.000285 0.058107 0.461623 0.004563 72.510946 0.00710099999999 9.79204528218e-05
39.5 0.427662 1e-06 0.000159 0.207469 69.499672 0.0 0.0 0.0 72.518047 0.007743 0.0 0.001861 0.012495 1.686573 9.6e-05 0.058124 0.618029 0.001896 72.52178 -0.00373300000003 -5.14768413444e-05
40.0 0.600701 0.0 8e-05 0.21401 68.699808 0.0 0.0 0.0 72.518047 0.003068 0.0 0.000735 0.012495 2.125191 3e-05 0.058132 0.815292 0.000747 72.530289 -0.012242 -0.000168813150746
40.5 0.832431 0.0 4e-05 0.220889 67.713743 0.0 0.0 0.0 72.518047 0.001151 0.0 0.000275 0.012495 2.638776 9e-06 0.058135 1.059743 0.000279 72.537966 -0.019919 -0.000274676453987
41.0 1.13817 0.0 1.9e-05 0.228136 66.52203 0.0 0.0 0.0 72.518047 0.000409 0.0 9.7e-05 0.012495 3.228635 3e-06 0.058136 1.357284 9.9e-05 72.545513 -0.027466 -0.000378747100015
41.5 1.535593 0.0 9e-06 0.235785 65.105505 0.0 0.0 0.0 72.518047 0.000137 0.0 3.3e-05 0.012495 3.892671 1e-06 0.058136 1.71287 3.3e-05 72.553268 -0.035221 -0.000485685997584
42.0 2.044559 0.0 4e-06 0.243866 63.447591 0.0 0.0 0.0 72.518047 4.4e-05 0.0 1e-05 0.012495 4.624758 0.0 0.058136 2.129911 1e-05 72.561384 -0.043337 -0.000597602966335
42.5 2.686739 0.0 2e-06 0.252411 61.53618 0.0 0.0 0.0 72.518047 1.3e-05 0.0 3e-06 0.012495 5.41431 0.0 0.058136 2.609648 3e-06 72.56994 -0.051893 -0.000715587390267
43.0 3.485025 0.0 1e-06 0.261452 59.365203 0.0 0.0 0.0 72.518047 4e-06 0.0 1e-06 0.012495 6.246119 0.0 0.058136 3.150548 1e-06 72.578985 -0.060938 -0.000840314963253
43.5 4.462696 0.0 0.0 0.271019 56.935897 0.0 0.0 0.0 72.518047 1e-06 0.0 0.0 0.012495 7.100527 0.0 0.058136 3.74778 0.0 72.588551 -0.070504 -0.000972226954761
44.0 5.642365 0.0 0.0 0.281145 54.257712 0.0 0.0 0.0 72.518047 0.0 0.0 0.0 0.012495 7.953978 0.0 0.058136 4.392846 0.0 72.598677 -0.08063 -0.00111186116195
44.5 7.044729 0.0 0.0 0.291861 51.348797 0.0 0.0 0.0 72.518047 0.0 0.0 0.0 0.012495 8.779944 0.0 0.058136 5.073432 0.0 72.609394 -0.091347 -0.00125964506463
45.0 8.687187 0.0 0.0 0.303199 48.235971 0.0 0.0 0.0 72.518047 0.0 0.0 0.0 0.012495 9.550209 0.0 0.058136 5.773536 0.0 72.620733 -0.102686 -0.00141600614258
45.5 10.582412 0.0 0.0 0.315189 44.954177 0.0 0.0 0.0 72.518047 0.0 0.0 0.0 0.012495 10.236413 -0.0 0.058136 6.4739 0.0 72.632722 -0.114675 -0.0015813305066
46.0 12.73698 0.0 0.0 0.327865 41.545382 0.0 0.0 0.0 72.518047 0.0 0.0 0.0 0.012495 10.811768 -0.0 0.058136 7.152772 0.0 72.645398 -0.127351 -0.0017561283745
46.5 15.150178 0.0 0.0 0.341256 38.057003 0.0 0.0 0.0 72.518047 0.0 0.0 0.0 0.012495 11.252776 -0.0 0.058136 7.786945 0.0 72.658789 -0.140742 -0.00194078585707
47.0 17.8131 0.0 0.0 0.355395 34.539947 0.0 0.0 0.0 72.518047 0.0 0.0 0.0 0.012495 11.540822 -0.0 0.058136 8.353033 0.0 72.672928 -0.154881 -0.00213575801345
47.5 20.708158 0.0 0.0 0.370313 31.046388 0.0 0.0 0.0 72.518047 0.0 0.0 0.0 0.012495 11.663474 -0.0 0.058136 8.828883 0.0 72.687847 -0.1698 -0.00234148611311
48.0 23.809066 0.0 0.0 0.386041 27.627461 0.0 0.0 0.0 72.518047 0.0 0.0 0.0 0.012495 11.615376 -0.0 0.058136 9.195 0.0 72.703575 -0.185528 -0.00255837005649
48.5 27.081369 0.0 0.0 0.402612 24.331025 0.0 0.0 0.0 72.518047 0.0 0.0 0.0 0.012495 11.398633 -0.0 0.058136 9.435875 0.0 72.720145 -0.202098 -0.00278686490275
49.0 30.483503 0.0 0.0 0.420056 21.199669 0.0 0.0 0.0 72.518047 0.0 0.0 0.0 0.012495 11.022659 -0.0 0.058136 9.541071 0.0 72.737589 -0.219542 -0.00302741192134
49.5 33.968338 0.0 0.0 0.438406 18.26909 0.0 0.0 0.0 72.518047 0.0 0.0 0.0 0.012495 10.5035 0.0 0.058136 9.505974 0.0 72.755939 -0.237892 -0.00328045238174
50.0 37.485122 0.0 0.0 0.457693 15.566953 1e-06 1e-06 0.0 72.518047 0.0 0.0 0.0 0.012495 9.862698 0.0 0.058136 9.332126 0.0 72.775225 -0.257178 -0.00354639997406
50.5 40.98169 0.0 0.0 0.477947 13.112276 3e-06 3e-06 0.0 72.518047 0.0 0.0 0.0 0.012495 9.125808 0.0 0.058136 9.027117 0.0 72.795475 -0.277428 -0.00382564080911
51.0 44.406759 0.0 0.0 0.499202 10.915356 1e-05 1e-05 0.0 72.518047 0.0 0.0 0.0 0.012495 8.320716 0.0 0.058136 8.604031 0.0 72.816715 -0.298668 -0.00411853341831
51.5 47.712158 0.0 0.0 0.521488 8.978188 3.1e-05 3.1e-05 0.0 72.518047 0.0 0.0 0.0 0.012495 7.475904 0.0 0.058136 8.080521 0.0 72.838952 -0.320905 -0.00442517432936
52.0 50.854793 0.0 0.0 0.544836 7.295307 9.7e-05 9.6e-05 0.0 72.518047 0.0 0.0 0.0 0.012495 6.618815 0.0 0.058136 7.477581 0.0 72.862156 -0.344109 -0.00474514985215
52.5 53.79817 0.0 0.0 0.569279 5.854942 0.000283 0.000281 0.0 72.518047 0.0 0.0 0.0 0.012495 5.774442 0.0 0.058135 6.818161 0.0 72.886188 -0.368141 -0.00507654322241
53.0 56.513288 0.0 0.0 0.594848 4.640366 0.000781 0.000775 0.0 72.518047 0.0 0.0 0.0 0.012495 4.964243 0.0 0.058134 6.125728 0.0 72.910658 -0.392611 -0.00541397646851
53.5 58.978676 0.0 0.0 0.621574 3.631323 0.002044 0.002029 0.0 72.518047 0.0 0.0 0.0 0.012495 4.205415 0.0 0.058129 5.422909 0.0 72.934594 -0.416547 -0.00574404603036
54.0 61.179315 0.0 0.0 0.649489 2.805422 0.005069 0.00503 0.0 72.518047 0.0 0.0 0.0 0.012495 3.510568 0.0 0.058119 4.730326 0.0 72.955833 -0.437786 -0.00603692484989
54.5 63.104075 0.0 0.0 0.678625 2.139414 0.011913 0.011819 0.0 72.518047 0.0 0.0 0.0 0.012495 2.887741 0.0 0.058096 4.065687 0.0 72.969865 -0.451818 -0.00623042151149
55.0 64.741335 0.0 0.0 0.709012 1.610283 0.02655 0.026332 0.0 72.518047 0.0 0.0 0.0 0.012495 2.34073 0.0 0.058047 3.443187 0.0 72.967971 -0.449924 -0.00620430387487
55.5 66.072578 0.0 0.0 0.740683 1.196111 0.056129 0.055646 0.0 72.518047 0.0 0.0 0.0 0.012495 1.869632 0.0 0.057947 2.873236 0.0 72.934457 -0.41641 -0.00574215684545
56.0 67.064225 0.0 0.0 0.773669 0.876714 0.112624 0.11159 0.0 72.518047 0.0 0.0 0.0 0.012495 1.471541 0.0 0.057757 2.362466 0.0 72.843081 -0.325034 -0.00448211188037
56.5 67.658923 0.0 0.0 0.808002 0.634045 0.214608 0.212473 0.0 72.518047 0.0 0.0 0.0 0.012495 1.1413 0.0 0.057413 1.914007 0.0 72.653266 -0.135219 -0.00186462550488
57.0 67.768707 0.0 0.0 0.843866 0.452397 0.388635 0.384365 0.0 72.518047 0.0 0.0 0.0 0.012495 0.872244 0.0 0.056828 1.527935 0.0 72.307472 0.210575 0.00290375994268
57.5 67.273702 0.0 0.0 0.891226 0.318435 0.669396 0.6611 0.0 72.518047 0.0 0.0 0.0 0.012495 0.656881 0.0 0.055886 1.201848 0.0 71.740969 0.777078 0.0107156498575
58.0 66.030368 0.0 0.0 0.952456 0.221102 1.097725 1.082069 0.0 72.518047 0.0 0.0 0.0 0.012495 0.487468 0.0 0.054454 0.931488 0.0 70.869625 1.648422 0.0227311968288
58.5 63.892055 0.0 0.0 1.02466 0.151427 1.71583 1.687146 0.0 72.518047 0.0 0.0 0.0 0.012495 0.356463 0.0 0.052394 0.711358 0.0 69.603828 2.914219 0.0401861208424
59.0 60.741268 0.0 0.0 1.104945 0.102288 2.55983 2.508905 0.0 72.518047 0.0 0.0 0.0 0.012495 0.256857 0.0 0.049598 0.535281 0.0 67.871467 4.64658 0.0640748088541
59.5 56.528161 0.0 0.0 1.190417 0.068144 3.650778 3.563403 0.0 72.518047 0.0 0.0 0.0 0.012495 0.18238 0.0 0.046009 0.396879 0.0 65.638666 6.879381 0.0948643997542
60.0 51.30519 0.0 0.0 1.278182 0.044771 4.986326 4.841909 0.0 72.518047 0.0 0.0 0.0 0.012495 0.127606 0.0 0.041657 0.289946 0.0 62.928082 9.589965 0.13224246097
60.5 45.245818 0.0 0.0 1.365346 0.029007 6.535605 6.306408 0.0 72.518047 0.0 0.0 0.0 0.012495 0.087978 0.0 0.036671 0.208717 0.0 59.828045 12.690002 0.174990950873
61.0 38.637714 0.0 0.0 1.449014 0.018532 8.239313 7.891081 0.0 72.518047 0.0 0.0 0.0 0.012495 0.05977 0.0 0.031274 0.148041 0.0 56.487234 16.030813 0.22105963499
61.5 31.847982 0.0 0.0 1.526294 0.011675 10.015583 9.510292 0.0 72.518047 0.0 0.0 0.0 0.012495 0.040013 0.0 0.025753 0.103463 0.0 53.09355 19.424497 0.267857420374
62.0 25.267162 0.0 0.0 1.59429 0.007252 11.77036 11.071368 0.0 72.518047 0.0 0.0 0.0 0.012495 0.026395 0.0 0.020417 0.071248 0.0 49.840987 22.67706 0.312709193616
62.5 19.246439 0.0 0.0 1.650108 0.004441 13.409721 12.488671 0.0 72.518047 0.0 0.0 0.0 0.012495 0.017157 0.0 0.015544 0.048344 0.0 46.89292 25.625127 0.353362067238
63.0 14.045006 0.0 0.0 1.690856 0.002682 14.851208 13.694858 0.0 72.518047 0.0 0.0 0.0 0.012494 0.01099 0.0 0.011339 0.032321 0.0 44.351754 28.166293 0.388403909995
63.5 9.800772 0.0 0.0 1.713638 0.001596 16.031996 14.646252 0.0 72.518047 0.0 0.0 0.0 0.012492 0.006936 0.0 0.007911 0.021292 0.0 42.242885 30.275162 0.417484519405
