# Q dQ R dR fit
0.0757143 0.000715498 0.000188755 1.95046e-05 0.000260198
0.0794066 0.000750386 0.000234276 2.06413e-05 0.000216098
0.0830988 0.000785272 0.000193483 1.7729e-05 0.000152094
0.0867908 0.000820156 0.000184435 1.67103e-05 8.78432e-05
0.0904826 0.000855038 0.000107126 1.22829e-05 4.25527e-05
0.0923284 0.000872478 9.44647e-05 9.42648e-06 3.07082e-05
0.09602 0.000907356 5.64479e-05 7.25562e-06 2.71141e-05
0.0997113 0.000942232 2.56414e-05 5.26406e-06 3.8301e-05
0.103402 0.000977105 2.19773e-05 4.86309e-06 4.9974e-05
0.107093 0.00101198 3.71157e-05 5.59443e-06 5.17105e-05
0.110784 0.00104684 4.67675e-05 5.91484e-06 4.18322e-05
0.114475 0.00108171 3.96195e-05 5.33034e-06 2.60181e-05
0.118165 0.00111657 3.01322e-05 4.64281e-06 1.2345e-05
0.121855 0.00115143 1.68714e-05 3.7811e-06 6.21576e-06
0.125545 0.00118629 9.67512e-06 3.18379e-06 7.95252e-06
0.129235 0.00122114 4.05958e-06 2.25834e-06 1.37553e-05
0.132924 0.00125599 6.21233e-06 2.28404e-06 1.87202e-05
0.136613 0.00129083 8.05802e-06 2.28614e-06 1.97651e-05
0.140302 0.00132568 1.56487e-05 2.57207e-06 1.6853e-05
0.14399 0.00136052 1.51944e-05 2.46757e-06 1.22317e-05
0.147679 0.00139535 1.15384e-05 2.33864e-06 8.58985e-06
0.151367 0.00143018 6.40691e-06 2.14655e-06 7.42765e-06
0.155054 0.00146501 1.48205e-06 1.97453e-06 8.51019e-06
0.158742 0.00149984 1.37177e-06 2.0035e-06 1.04628e-05
0.161507 0.00152595 2.61248e-06 1.55052e-06 1.15231e-05
0.166116 0.00156947 7.52268e-06 1.72394e-06 1.16843e-05
0.170724 0.00161298 1.08938e-05 1.82389e-06 1.02761e-05
0.175331 0.00165649 6.11227e-06 1.64678e-06 8.72625e-06
0.179938 0.00169999 2.74118e-06 1.51399e-06 8.0743e-06
0.184544 0.00174348 1.1652e-06 1.43602e-06 8.16649e-06
0.18915 0.00178697 1.45841e-06 1.416e-06 8.16654e-06
0.193755 0.00183045 2.0964e-06 1.39625e-06 7.51944e-06
0.19836 0.00187392 3.926e-06 1.42951e-06 6.402e-06
0.202964 0.00191738 2.88109e-06 1.36903e-06 5.41872e-06
0.207568 0.00196083 2.64963e-06 1.31694e-06 5.01401e-06
0.21217 0.00200428 9.36014e-07 1.24653e-06 5.17061e-06
0.216773 0.00204772 1.71976e-06 1.23522e-06 5.5511e-06
0.221374 0.00209115 1.16368e-06 1.19375e-06 5.82278e-06
0.225975 0.00213457 3.02018e-06 1.19024e-06 5.84735e-06
0.230575 0.00217798 2.50426e-06 1.15024e-06 5.65216e-06
0.235174 0.00222138 9.44587e-07 9.03773e-07 5.32201e-06
0.239773 0.00226477 1.18595e-06 8.89595e-07 4.95524e-06
0.244371 0.00230815 1.23149e-06 8.70428e-07 4.70818e-06
0.253565 0.00239489 6.27309e-07 8.31628e-07 4.89498e-06
0.258161 0.00243824 1.02485e-06 8.21598e-07 5.28584e-06
0.262756 0.00248159 6.10027e-07 8.05594e-07 5.66842e-06
0.26735 0.00252492 1.67882e-06 8.08981e-07 5.81431e-06
0.271943 0.00256824 1.84558e-06 7.78014e-07 5.69125e-06
0.276535 0.00261155 6.12636e-07 7.54624e-07 5.44648e-06
0.281127 0.00265485 1.94451e-07 7.40069e-07 5.27678e-06
0.285718 0.00269814 8.48576e-07 7.47244e-07 5.27432e-06
0.290308 0.00274142 7.90733e-07 7.41625e-07 5.37186e-06
0.294897 0.00278468 1.28546e-06 7.31347e-07 5.43746e-06
