# Q dQ R dR fit
0.00692603 9.33842e-05 0.972185 0.0235144 1
0.00738776 9.59028e-05 0.975601 0.0235635 1
0.0078495 9.85132e-05 0.959091 0.0232439 1
0.00831123 0.000101208 0.999835 0.024081 1
0.00877297 0.000103981 0.949735 0.0230483 0.922946
0.0092347 0.000106827 0.878288 0.0215163 0.212599
0.00969643 0.000109738 0.313109 0.009373 0.0536541
0.0101582 0.000112711 0.0643417 0.00334115 0.0258832
0.0106199 0.00011574 0.0188457 0.00169644 0.0193893
0.0110816 0.000118822 0.0118717 0.0013464 0.019222
0.0115434 0.000121951 0.0115156 0.000953107 0.021199
0.0120051 0.000125126 0.0150303 0.00151782 0.0238037
0.012236 0.000126729 0.0175655 0.00155277 0.0251312
0.0124668 0.000128341 0.0184731 0.00168128 0.026412
0.0129286 0.000131595 0.0275191 0.00208544 0.0287697
0.0133903 0.000134885 0.0245409 0.00196994 0.0307989
0.0136211 0.000136542 0.0290968 0.00182448 0.0316794
0.013852 0.000138207 0.0254654 0.00199481 0.0324503
0.0143137 0.000141561 0.0347082 0.00236626 0.033732
0.0147755 0.000144942 0.0357427 0.00240493 0.0346954
0.0150063 0.000146643 0.0356191 0.00185066 0.0350631
0.0152372 0.00014835 0.0376185 0.00246841 0.035344
0.0156989 0.000151783 0.0327554 0.00227288 0.0357083
0.0161607 0.00015524 0.036804 0.00243635 0.0358409
0.0163915 0.000156976 0.0362448 0.00169875 0.035826
0.0166224 0.000158717 0.0384843 0.00247853 0.0357507
0.0170841 0.000162215 0.0398084 0.00255975 0.035464
0.0175458 0.000165816 0.0332256 0.00230522 0.03502
0.0177767 0.000167997 0.0371108 0.0015739 0.0347373
0.0184693 0.000174543 0.0368552 0.00152888 0.0337022
0.0191619 0.000181088 0.034919 0.00141486 0.0324378
0.0198545 0.000187633 0.0331398 0.00133358 0.0309898
0.020547 0.000194178 0.0311131 0.00124579 0.0294054
0.0212396 0.000200723 0.0296627 0.00116514 0.0277255
0.0219322 0.000207268 0.0285467 0.00111552 0.0259855
0.0226248 0.000213814 0.0277947 0.00107333 0.0242157
0.0230865 0.000218177 0.0267164 0.000930557 0.0230383
0.0253951 0.000239994 0.0192123 0.000688472 0.0173274
0.0277036 0.00026181 0.0132446 0.000506242 0.0123234
0.0300122 0.000283627 0.00845566 0.000360908 0.00831514
0.0323207 0.000305443 0.0046096 0.00023685 0.00536456
0.0346292 0.000327258 0.00253754 0.000160044 0.00337904
0.0369377 0.000349074 0.00139323 0.000109342 0.00217752
0.0392461 0.000370888 0.00112344 9.16141e-05 0.00154539
0.0415545 0.000392703 0.000788124 7.22615e-05 0.00127584
0.0438629 0.000414517 0.000959907 7.50802e-05 0.00119661
0.0461712 0.000436331 0.00118245 7.94304e-05 0.00118181
0.0498645 0.000471232 0.00132032 7.87606e-05 0.00112135
0.0535577 0.000506131 0.00137418 7.47389e-05 0.000946163
0.0572508 0.00054103 0.001109 6.21811e-05 0.00070721
0.0609437 0.000575927 0.000686003 4.58668e-05 0.000493076
0.0646366 0.000610822 0.000401633 3.22887e-05 0.000357483
0.0683293 0.000645716 0.000213648 2.27179e-05 0.000299169
0.0720219 0.000680608 0.000148198 1.83074e-05 0.000280613
