#      z (A)        rho (1e-6/A2)       irho (1e-6/A2)
-10.00000000   2.06900000   0.00000000
  0.00000000   2.06900000   0.00000000
  0.00000000   3.27838041   0.00000000
 10.34449903   3.27838041   0.00000000
 10.34449903   2.26952408   0.00000000
125.80333730   2.26952408   0.00000000
125.80333730   2.26952408   0.00000000
134.30333730   2.26952408   0.00000000
134.30333730   2.27055726   0.00000000
134.80333730   2.27055726   0.00000000
134.80333730   2.27132478   0.00000000
135.30333730   2.27132478   0.00000000
135.30333730   2.27259413   0.00000000
135.80333730   2.27259413   0.00000000
135.80333730   2.27464483   0.00000000
136.30333730   2.27464483   0.00000000
136.30333730   2.27788117   0.00000000
136.80333730   2.27788117   0.00000000
136.80333730   2.28287046   0.00000000
137.30333730   2.28287046   0.00000000
137.30333730   2.29038418   0.00000000
137.80333730   2.29038418   0.00000000
137.80333730   2.30143775   0.00000000
138.30333730   2.30143775   0.00000000
138.30333730   2.31732257   0.00000000
138.80333730   2.31732257   0.00000000
138.80333730   2.33962196   0.00000000
139.30333730   2.33962196   0.00000000
139.30333730   2.37020171   0.00000000
139.80333730   2.37020171   0.00000000
139.80333730   2.41116579   0.00000000
140.30333730   2.41116579   0.00000000
140.30333730   2.46477004   0.00000000
140.80333730   2.46477004   0.00000000
140.80333730   2.53329031   0.00000000
141.30333730   2.53329031   0.00000000
141.30333730   2.61884799   0.00000000
141.80333730   2.61884799   0.00000000
141.80333730   2.72320315   0.00000000
142.30333730   2.72320315   0.00000000
142.30333730   2.84753346   0.00000000
142.80333730   2.84753346   0.00000000
142.80333730   2.99222360   0.00000000
143.30333730   2.99222360   0.00000000
143.30333730   3.15669364   0.00000000
143.80333730   3.15669364   0.00000000
143.80333730   3.33929457   0.00000000
144.30333730   3.33929457   0.00000000
144.30333730   3.53729340   0.00000000
144.80333730   3.53729340   0.00000000
144.80333730   3.74696079   0.00000000
145.30333730   3.74696079   0.00000000
145.30333730   3.96376019   0.00000000
145.80333730   3.96376019   0.00000000
145.80333730   4.18262332   0.00000000
146.30333730   4.18262332   0.00000000
146.30333730   4.39828354   0.00000000
146.80333730   4.39828354   0.00000000
146.80333730   4.60562977   0.00000000
147.30333730   4.60562977   0.00000000
147.30333730   4.80004027   0.00000000
147.80333730   4.80004027   0.00000000
147.80333730   4.97765883   0.00000000
148.30333730   4.97765883   0.00000000
148.30333730   5.13558524   0.00000000
148.80333730   5.13558524   0.00000000
148.80333730   5.27196470   0.00000000
149.30333730   5.27196470   0.00000000
149.30333730   5.38597558   0.00000000
149.80333730   5.38597558   0.00000000
149.80333730   5.47772830   0.00000000
150.30333730   5.47772830   0.00000000
150.30333730   5.54809812   0.00000000
150.80333730   5.54809812   0.00000000
150.80333730   5.59851994   0.00000000
151.30333730   5.59851994   0.00000000
151.30333730   5.63077361   0.00000000
151.80333730   5.63077361   0.00000000
151.80333730   5.64678450   0.00000000
152.30333730   5.64678450   0.00000000
152.30333730   5.64845725   0.00000000
152.80333730   5.64845725   0.00000000
152.80333730   5.63755279   0.00000000
153.30333730   5.63755279   0.00000000
153.30333730   5.61561115   0.00000000
153.80333730   5.61561115   0.00000000
153.80333730   5.58391634   0.00000000
154.30333730   5.58391634   0.00000000
154.30333730   5.54349544   0.00000000
154.80333730   5.54349544   0.00000000
154.80333730   5.49514227   0.00000000
155.30333730   5.49514227   0.00000000
155.30333730   5.43945564   0.00000000
155.80333730   5.43945564   0.00000000
155.80333730   5.37688354   0.00000000
156.30333730   5.37688354   0.00000000
156.30333730   5.30776660   0.00000000
156.80333730   5.30776660   0.00000000
156.80333730   5.23237631   0.00000000
157.30333730   5.23237631   0.00000000
157.30333730   5.15094538   0.00000000
157.80333730   5.15094538   0.00000000
157.80333730   5.06368957   0.00000000
158.30333730   5.06368957   0.00000000
158.30333730   4.97082143   0.00000000
158.80333730   4.97082143   0.00000000
158.80333730   4.87255692   0.00000000
159.30333730   4.87255692   0.00000000
159.30333730   4.76911675   0.00000000
159.80333730   4.76911675   0.00000000
159.80333730   4.66072408   0.00000000
160.30333730   4.66072408   0.00000000
160.30333730   4.54760037   0.00000000
160.80333730   4.54760037   0.00000000
160.80333730   4.42996079   0.00000000
161.30333730   4.42996079   0.00000000
161.30333730   4.30801074   0.00000000
161.80333730   4.30801074   0.00000000
161.80333730   4.18194415   0.00000000
162.30333730   4.18194415   0.00000000
162.30333730   4.05194458   0.00000000
162.80333730   4.05194458   0.00000000
162.80333730   3.91818918   0.00000000
163.30333730   3.91818918   0.00000000
163.30333730   3.78085568   0.00000000
163.80333730   3.78085568   0.00000000
163.80333730   3.64013195   0.00000000
164.30333730   3.64013195   0.00000000
164.30333730   3.49622759   0.00000000
164.80333730   3.49622759   0.00000000
164.80333730   3.34938655   0.00000000
