Q R dR
0.00877296 1.0020860712268336 0.003416188335094528
0.0100889 0.9995628615170502 0.0029669248495753637
0.0114048 1.003937580155061 0.0026209076818701723
0.0127208 1.0031536466945645 0.002346071175857365
0.0140367 0.9726480052010161 0.002094415084309735
0.0153526 0.38753883134309636 0.001205381999406921
0.0166685 0.14421275103464698 0.0006749897198124327
0.0179845 0.07375423470620113 0.0004458243467119794
0.0193004 0.04402284367957779 0.00032051216308680454
0.0206163 0.028413814146043218 0.00024107909602942318
0.0219322 0.01938396871461336 0.00018722682763494127
0.0241253 0.011324027259556366 0.00012915309702016394
0.0263185 0.007246829185035475 9.317242162115933e-05
0.0285116 0.004649362254813598 6.983937429868161e-05
0.0307047 0.003280742691837936 5.410199610382969e-05
0.0328977 0.002430187063428471 4.316757722435403e-05
0.0350908 0.0019005848725078224 3.5381811372720806e-05
0.0372838 0.0015522918192226532 2.9715543168799834e-05
0.0394768 0.0012895199004516896 2.5501830916136025e-05
0.0416698 0.0011052188498979518 2.2297768800013922e-05
0.0438627 0.0010196067653112746 1.9809037489271808e-05
0.0473713 0.0008799371307972707 1.6811275735328205e-05
0.0508798 0.000761719752978544 1.4586607705473758e-05
0.0543882 0.0007072098805500828 1.2847298970310864e-05
0.0578966 0.0006356063806230156 1.1424072485149159e-05
0.0614048 0.0005972049833606272 1.0218858685181797e-05
0.0649128 0.0005574918554010334 9.172940323624263e-06
0.0684208 0.0005205778118465124 8.249832378019464e-06
0.0719286 0.00047472077125286093 7.425939070594868e-06
0.0754363 0.0004366673202023569 6.685160563494423e-06
0.0789438 0.0004080517361928642 6.0159916427911496e-06
0.0824512 0.0003622897661472862 5.409744304648893e-06
0.0859585 0.00033456972906786375 4.859357032511491e-06
0.087712 0.0003167659691413476 4.603588744518074e-06
0.091219 0.00027419717595539566 4.127700717803873e-06
0.0947258 0.00025649886229297826 3.6953211366884087e-06
0.0982324 0.00022464075499530986 3.3028620103266233e-06
0.101739 0.00019716689614646072 2.946901523949293e-06
0.105245 0.0001737547036355743 2.6244473482742824e-06
0.108751 0.00015773847303182596 2.332664181590317e-06
0.112257 0.0001340817095337922 2.069036912285123e-06
0.115762 0.00011358840179591006 1.8312921156567233e-06
0.119268 9.749487687038678e-05 1.6171660342983383e-06
0.122773 8.435982375196125e-05 1.4248099392245165e-06
0.126278 6.956211639226229e-05 1.252336672537568e-06
0.129782 5.788084591012978e-05 1.0981050379738256e-06
0.133287 4.867284773255453e-05 9.60468605677982e-07
0.136791 4.097397301554359e-05 8.380637097983205e-07
0.140295 3.029489419602619e-05 7.295164155758602e-07
0.143798 2.605928652449796e-05 6.336227420350887e-07
0.147302 2.191335239955294e-05 5.491890836149166e-07
0.150805 1.705518959018495e-05 4.7507287308113064e-07
0.153432 1.3959973421113475e-05 4.260043058057806e-07
0.15781 1.0522181007208857e-05 3.551439332855136e-07
0.162187 7.640763851905469e-06 2.960413536268807e-07
0.166564 5.144334805521187e-06 2.4758291141703405e-07
0.170941 3.3858967974278103e-06 2.0842215610909704e-07
0.175317 2.3125117070186022e-06 1.7730942961111e-07
0.179693 1.5427293554561615e-06 1.530412379714167e-07
0.184068 1.0757466541419165e-06 1.3446945371144644e-07
0.188442 5.96353584222399e-07 1.2048615275014573e-07
0.192816 4.19865168561491e-07 1.1006119303777934e-07
0.197189 6.377592940339874e-08 1.0229439084585377e-07
0.201562 1.1066906938123301e-07 9.644211517624554e-08
0.205934 6.49234513759083e-08 9.19359923799169e-08
0.210305 1.7278488700937346e-07 8.836338422660678e-08
0.214676 -2.177267998320485e-08 8.543818230111718e-08
0.219046 -2.5279042836932878e-08 8.296854378063297e-08
0.223416 -2.473479122000389e-08 8.082388256564691e-08
0.227785 2.277213620190454e-07 7.891420095268317e-08
0.232153 1.983074323118844e-07 7.717287707229194e-08
0.23652 3.0303488085655376e-07 7.554771585615985e-08
0.240887 3.504342886861961e-07 7.399551590181018e-08
0.245253 4.840153438765499e-07 7.24808361446488e-08
0.249618 4.2508682345980047e-07 7.097390891446991e-08
0.253982 5.46985950879149e-07 6.941991347751532e-08
0.258346 4.942118118434507e-07 6.763392442352423e-08
