z normarea methyl substrate lipid cg phosphate protein serine summol water waterperc
117.5 68.47816 0.0 0.0 0.0 0.0 0.0 45.101502 0.0 45.101502 23.376658 0.341373921262
118.0 68.47816 0.0 0.0 0.0 0.0 0.0 44.796241 0.0 44.796241 23.681919 0.345831707511
118.5 68.47816 0.0 0.0 0.0 0.0 0.0 44.475502 0.0 44.475502 24.002658 0.350515522029
119.0 68.47816 0.0 0.0 0.0 0.0 0.0 44.140112 0.0 44.140112 24.338048 0.355413287974
119.5 68.47816 0.0 0.0 0.0 0.0 0.0 43.790896 0.0 43.790896 24.687264 0.360512957708
120.0 68.47816 0.0 0.0 0.0 0.0 0.0 43.428681 0.0 43.428681 25.049479 0.365802454388
120.5 68.47816 0.0 0.0 0.0 0.0 0.0 43.054294 0.0 43.054294 25.423866 0.371269701172
121.0 68.47816 0.0 0.0 0.0 0.0 0.0 42.668561 0.0 42.668561 25.809599 0.376902635818
121.5 68.47816 0.0 0.0 0.0 0.0 0.0 42.272308 0.0 42.272308 26.205852 0.382689196088
122.0 68.47816 0.0 0.0 0.0 0.0 0.0 41.866362 0.0 41.866362 26.611798 0.388617305138
122.5 68.47816 0.0 0.0 0.0 0.0 0.0 41.45155 0.0 41.45155 27.02661 0.394674886124
123.0 68.47816 0.0 0.0 0.0 0.0 0.0 41.028697 0.0 41.028697 27.449463 0.400849891411
123.5 68.47816 0.0 0.0 0.0 0.0 0.0 40.598631 0.0 40.598631 27.879529 0.407130229551
124.0 68.47816 0.0 0.0 0.0 0.0 0.0 40.162177 0.0 40.162177 28.315983 0.413503852907
124.5 68.47816 0.0 0.0 0.0 0.0 0.0 39.720162 0.0 39.720162 28.757998 0.419958684638
125.0 68.47816 0.0 0.0 0.0 0.0 0.0 39.273413 0.0 39.273413 29.204747 0.426482647898
125.5 68.47816 0.0 0.0 0.0 0.0 0.0 38.822756 0.0 38.822756 29.655404 0.433063680449
126.0 68.47816 0.0 0.0 0.0 0.0 0.0 38.369017 0.0 38.369017 30.109143 0.439689720051
126.5 68.47816 0.0 0.0 0.0 0.0 0.0 37.913023 0.0 37.913023 30.565137 0.44634868986
127.0 68.47816 0.0 0.0 0.0 0.0 0.0 37.455601 0.0 37.455601 31.022559 0.453028513032
127.5 68.47816 0.0 0.0 0.0 0.0 0.0 36.997576 0.0 36.997576 31.480584 0.459717141933
128.0 68.47816 0.0 0.0 0.0 0.0 0.0 36.539776 0.0 36.539776 31.938384 0.466402485114
128.5 68.47816 0.0 0.0 0.0 0.0 0.0 36.083026 0.0 36.083026 32.395134 0.473072494939
129.0 68.47816 0.0 0.0 0.0 0.0 0.0 35.628153 0.0 35.628153 32.850007 0.479715094564
129.5 68.47816 0.0 0.0 0.0 0.0 0.0 35.174941 0.0 35.174941 33.303219 0.486333438282
130.0 68.47816 0.0 0.0 0.0 0.0 0.0 34.602249 0.0 34.602249 33.875911 0.494696571871
130.5 68.47816 0.0 0.0 0.0 0.0 0.0 33.852577 0.0 33.852577 34.625583 0.505644179108
131.0 68.47816 0.0 0.0 0.0 0.0 0.0 32.962842 0.0 32.962842 35.515318 0.518637153802
131.5 68.47816 0.0 0.0 0.0 0.0 0.0 31.969964 0.0 31.969964 36.508196 0.533136345953
132.0 68.47816 0.0 0.0 0.0 0.0 0.0 30.910861 0.0 30.910861 37.567299 0.548602634767
132.5 68.47816 0.0 0.0 0.0 0.0 0.0 29.822452 0.0 29.822452 38.655708 0.564496884846
133.0 68.47816 0.0 0.0 0.0 0.0 0.0 28.741655 0.0 28.741655 39.736505 0.580279975397
133.5 68.47816 0.0 0.0 0.0 0.0 0.0 27.70539 0.0 27.70539 40.77277 0.595412756418
134.0 68.47816 0.0 0.0 0.0 0.0 0.0 26.750574 0.0 26.750574 41.727586 0.609356121718
134.5 68.47816 0.0 0.0 0.0 0.0 0.0 25.914126 0.0 25.914126 42.564034 0.621570935901
135.0 68.47816 0.0 0.0 0.0 0.0 0.0 25.232966 0.0 25.232966 43.245194 0.631518048966
135.5 68.47816 0.0 0.0 0.0 0.0 0.0 24.744011 0.0 24.744011 43.734149 0.638658354722
136.0 68.47816 0.0 0.0 0.0 0.0 0.0 24.484181 0.0 24.484181 43.993979 0.642452703168
136.5 68.47816 0.0 0.0 0.0 0.0 0.0 24.432079 0.0 24.432079 44.046081 0.643213558892
137.0 68.47816 0.0 0.0 0.0 0.0 0.0 24.422568 0.0 24.422568 44.055592 0.643352449891
137.5 68.47816 0.0 0.0 0.0 0.0 0.0 24.441425 0.0 24.441425 44.036735 0.643077077421
138.0 68.47816 0.0 0.0 0.0 0.0 0.0 24.487276 0.0 24.487276 43.990884 0.642407506276
138.5 68.47816 0.0 0.0 0.0 0.0 0.0 24.558746 0.0 24.558746 43.919414 0.64136381585
139.0 68.47816 0.0 0.0 0.0 0.0 0.0 24.654462 0.0 24.654462 43.823698 0.639966056331
139.5 68.47816 0.0 0.0 0.0 0.0 0.0 24.77305 0.0 24.77305 43.70511 0.63823429251
140.0 68.47816 0.0 0.0 0.0 0.0 0.0 24.913133 0.0 24.913133 43.565027 0.636188632989
140.5 68.47816 0.0 0.0 0.0 0.0 0.0 25.073339 0.0 25.073339 43.404821 0.633849113352
141.0 68.47816 0.0 0.0 0.0 0.0 0.0 25.252293 0.0 25.252293 43.225867 0.631235812995
141.5 68.47816 0.0 0.0 0.0 0.0 0.0 25.448621 0.0 25.448621 43.029539 0.628368796708
142.0 68.47816 0.0 0.0 0.0 0.0 0.0 25.660947 0.0 25.660947 42.817213 0.62526815849
142.5 68.47816 0.0 0.0 0.0 0.0 0.0 25.887898 0.0 25.887898 42.590262 0.621953948529
143.0 68.47816 0.0 0.0 0.0 0.0 0.0 26.1281 0.0 26.1281 42.35006 0.618446231616
143.5 68.47816 0.0 0.0 0.0 0.0 0.0 26.380177 0.0 26.380177 42.097983 0.614765101749
144.0 68.47816 0.0 0.0 0.0 0.0 0.0 26.642756 0.0 26.642756 41.835404 0.610930609117
144.5 68.47816 0.0 0.0 0.0 0.0 0.0 26.914463 0.0 26.914463 41.563697 0.60696281851
145.0 68.47816 0.0 0.0 0.0 0.0 0.0 27.193922 0.0 27.193922 41.284238 0.602881823928
145.5 68.47816 0.0 0.0 0.0 0.0 0.0 27.47976 0.0 27.47976 40.9984 0.598707675557
146.0 68.47816 0.0 0.0 0.0 0.0 0.0 27.770602 0.0 27.770602 40.707558 0.594460452793
146.5 68.47816 0.0 0.0 0.0 0.0 0.0 28.065073 0.0 28.065073 40.413087 0.59016023503
147.0 68.47816 0.0 0.0 0.0 0.0 0.0 28.3618 0.0 28.3618 40.11636 0.585827072456
147.5 68.47816 0.0 0.0 0.0 0.0 0.0 28.659408 0.0 28.659408 39.818752 0.581481044467
148.0 68.47816 0.0 0.0 0.0 0.0 0.0 28.956522 0.0 28.956522 39.521638 0.577142230457
148.5 68.47816 0.0 0.0 0.0 0.0 0.0 29.251769 0.0 29.251769 39.226391 0.572830680614
149.0 68.47816 0.0 0.0 0.0 0.0 0.0 29.543773 0.0 29.543773 38.934387 0.568566488936
149.5 68.47816 0.0 0.0 0.0 0.0 0.0 29.831161 0.0 29.831161 38.646999 0.564369705611
150.0 68.47816 0.0 0.0 0.0 0.0 0.0 30.112558 0.0 30.112558 38.365602 0.560260410034
150.5 68.47816 0.0 0.0 0.0 0.0 0.0 30.38659 0.0 30.38659 38.09157 0.556258666997
151.0 68.47816 0.0 0.0 0.0 0.0 0.0 30.651882 0.0 30.651882 37.826278 0.552384555893
151.5 68.47816 0.0 0.0 0.0 0.0 0.0 30.90706 0.0 30.90706 37.5711 0.548658141515
152.0 68.47816 0.0 0.0 0.0 0.0 0.0 31.15075 0.0 31.15075 37.32741 0.545099488654
152.5 68.47816 0.0 0.0 0.0 0.0 0.0 31.381576 0.0 31.381576 37.096584 0.541728691308
153.0 68.47816 0.0 0.0 0.0 0.0 0.0 31.598166 0.0 31.598166 36.879994 0.538565785062
153.5 68.47816 0.0 0.0 0.0 0.0 0.0 31.799144 0.0 31.799144 36.679016 0.535630863913
154.0 68.47816 0.0 0.0 0.0 0.0 0.0 31.983136 0.0 31.983136 36.495024 0.532943992654
154.5 68.47816 0.0 0.0 0.0 0.0 0.0 32.148768 0.0 32.148768 36.329392 0.530525236075
155.0 68.47816 0.0 0.0 0.0 0.0 0.0 32.294665 0.0 32.294665 36.183495 0.528394673572
155.5 68.47816 0.0 0.0 0.0 0.0 0.0 32.419453 0.0 32.419453 36.058707 0.526572369935
156.0 68.47816 0.0 0.0 0.0 0.0 0.0 32.521758 0.0 32.521758 35.956402 0.525078389957
156.5 68.47816 0.0 0.0 0.0 0.0 0.0 32.600205 0.0 32.600205 35.877955 0.523932813031
157.0 68.47816 0.0 0.0 0.0 0.0 0.0 32.653419 0.0 32.653419 35.824741 0.523155718553
157.5 68.47816 0.0 0.0 0.0 0.0 0.0 32.680027 0.0 32.680027 35.798133 0.522767156711
158.0 68.47816 0.0 0.0 0.0 0.0 0.0 32.678454 0.0 32.678454 35.799706 0.522790127538
158.5 68.47816 0.0 0.0 0.0 0.0 0.0 32.601734 0.0 32.601734 35.876426 0.523910484744
159.0 68.47816 0.0 0.0 0.0 0.0 0.0 32.421542 0.0 32.421542 36.056618 0.526541863858
159.5 68.47816 0.0 0.0 0.0 0.0 0.0 32.147892 0.0 32.147892 36.330268 0.530538028475
160.0 68.47816 0.0 0.0 0.0 0.0 0.0 31.790803 0.0 31.790803 36.687357 0.535752669172
160.5 68.47816 0.0 0.0 0.0 0.0 0.0 31.360292 0.0 31.360292 37.117868 0.542039505734
161.0 68.47816 0.0 0.0 0.0 0.0 0.0 30.866374 0.0 30.866374 37.611786 0.549252287153
161.5 68.47816 0.0 0.0 0.0 0.0 0.0 30.319067 0.0 30.319067 38.159093 0.557244718608
162.0 68.47816 0.0 0.0 0.0 0.0 0.0 29.728388 0.0 29.728388 38.749772 0.565870519885
162.5 68.47816 0.0 0.0 0.0 0.0 0.0 29.104354 0.0 29.104354 39.373806 0.574983410769
163.0 68.47816 0.0 0.0 0.0 0.0 0.0 28.456981 0.0 28.456981 40.021179 0.584437125647
163.5 68.47816 0.0 0.0 0.0 0.0 0.0 27.796286 0.0 27.796286 40.681874 0.594085384304
164.0 68.47816 0.0 0.0 0.0 0.0 0.0 27.132287 0.0 27.132287 41.345873 0.60378189192
164.5 68.47816 0.0 0.0 0.0 0.0 0.0 26.474999 0.0 26.474999 42.003161 0.613380397487
165.0 68.47816 0.0 0.0 0.0 0.0 0.0 25.83444 0.0 25.83444 42.64372 0.622734606187
165.5 68.47816 0.0 0.0 0.0 0.0 0.0 25.220627 0.0 25.220627 43.257533 0.631698237803
166.0 68.47816 0.0 0.0 0.0 0.0 0.0 24.643577 0.0 24.643577 43.834583 0.640125012121
166.5 68.47816 0.0 0.0 0.0 0.0 0.0 24.113306 0.0 24.113306 44.364854 0.647868663527
167.0 68.47816 0.0 0.0 0.0 0.0 0.0 23.639831 0.0 23.639831 44.838329 0.654782911807
167.5 68.47816 0.0 0.0 0.0 0.0 0.0 23.1993 0.0 23.1993 45.27886 0.661216072394
168.0 68.47816 0.0 0.0 0.0 0.0 0.0 22.7501 0.0 22.7501 45.72806 0.667775828089
168.5 68.47816 0.0 0.0 0.0 0.0 0.0 22.293823 0.0 22.293823 46.184337 0.674438930602
169.0 68.47816 0.0 0.0 0.0 0.0 0.0 21.83234 0.0 21.83234 46.64582 0.681178057354
169.5 68.47816 0.0 0.0 0.0 0.0 0.0 21.36752 0.0 21.36752 47.11064 0.687965914972
170.0 68.47816 0.0 0.0 0.0 0.0 0.0 20.901235 0.0 20.901235 47.576925 0.694775166272
170.5 68.47816 0.0 0.0 0.0 0.0 0.0 20.435354 0.0 20.435354 48.042806 0.701578517881
171.0 68.47816 0.0 0.0 0.0 0.0 0.0 19.971748 0.0 19.971748 48.506412 0.708348647218
171.5 68.47816 0.0 0.0 0.0 0.0 0.0 19.512288 0.0 19.512288 48.965872 0.715058231705
172.0 68.47816 0.0 0.0 0.0 0.0 0.0 19.058844 0.0 19.058844 49.419316 0.721679963364
172.5 68.47816 0.0 0.0 0.0 0.0 0.0 18.613286 0.0 18.613286 49.864874 0.728186534218
173.0 68.47816 0.0 0.0 0.0 0.0 0.0 18.177485 0.0 18.177485 50.300675 0.734550621687
173.5 68.47816 0.0 0.0 0.0 0.0 0.0 17.753311 0.0 17.753311 50.724849 0.740744917796
174.0 68.47816 0.0 0.0 0.0 0.0 0.0 17.342635 0.0 17.342635 51.135525 0.746742099963
174.5 68.47816 0.0 0.0 0.0 0.0 0.0 16.947327 0.0 16.947327 51.530833 0.752514860212
175.0 68.47816 0.0 0.0 0.0 0.0 0.0 16.569257 0.0 16.569257 51.908903 0.758035890567
175.5 68.47816 0.0 0.0 0.0 0.0 0.0 16.210296 0.0 16.210296 52.267864 0.763277868447
176.0 68.47816 0.0 0.0 0.0 0.0 0.0 15.872314 0.0 15.872314 52.605846 0.768213485876
176.5 68.47816 0.0 0.0 0.0 0.0 0.0 15.557182 0.0 15.557182 52.920978 0.772815420274
177.0 68.47816 0.0 0.0 0.0 0.0 0.0 15.26677 0.0 15.26677 53.21139 0.777056363664
177.5 68.47816 0.0 0.0 0.0 0.0 0.0 15.002949 0.0 15.002949 53.475211 0.780908993466
178.0 68.47816 0.0 0.0 0.0 0.0 0.0 14.767589 0.0 14.767589 53.710571 0.784346001703
178.5 68.47816 0.0 0.0 0.0 0.0 0.0 14.56256 0.0 14.56256 53.9156 0.787340080399
179.0 68.47816 0.0 0.0 0.0 0.0 0.0 14.389363 0.0 14.389363 54.088797 0.789869310157
179.5 68.47816 0.0 0.0 0.0 0.0 0.0 14.236872 0.0 14.236872 54.241288 0.792096166135
180.0 68.47816 0.0 0.0 0.0 0.0 0.0 14.098814 0.0 14.098814 54.379346 0.794112254184
180.5 68.47816 0.0 0.0 0.0 0.0 0.0 13.974752 0.0 13.974752 54.503408 0.795923955901
181.0 68.47816 0.0 0.0 0.0 0.0 0.0 13.864248 0.0 13.864248 54.613912 0.797537667484
181.5 68.47816 0.0 0.0 0.0 0.0 0.0 13.766864 0.0 13.766864 54.711296 0.798959785134
182.0 68.47816 0.0 0.0 0.0 0.0 0.0 13.682163 0.0 13.682163 54.795997 0.800196690448
182.5 68.47816 0.0 0.0 0.0 0.0 0.0 13.609707 0.0 13.609707 54.868453 0.801254779626
183.0 68.47816 0.0 0.0 0.0 0.0 0.0 13.549058 0.0 13.549058 54.929102 0.802140448867
183.5 68.47816 0.0 0.0 0.0 0.0 0.0 13.499779 0.0 13.499779 54.978381 0.802860079768
184.0 68.47816 0.0 0.0 0.0 0.0 0.0 13.461432 0.0 13.461432 55.016728 0.80342006853
184.5 68.47816 0.0 0.0 0.0 0.0 0.0 13.433578 0.0 13.433578 55.044582 0.803826825954
185.0 68.47816 0.0 0.0 0.0 0.0 0.0 13.415781 0.0 13.415781 55.062379 0.804086719036
185.5 68.47816 0.0 0.0 0.0 0.0 0.0 13.407603 0.0 13.407603 55.070557 0.804206143973
186.0 68.47816 0.0 0.0 0.0 0.0 0.0 13.408606 0.0 13.408606 55.069554 0.804191496968
186.5 68.47816 0.0 0.0 0.0 0.0 0.0 13.418351 0.0 13.418351 55.059809 0.804049188822
187.0 68.47816 0.0 0.0 0.0 0.0 0.0 13.436403 0.0 13.436403 55.041757 0.803785571925
187.5 68.47816 0.0 0.0 0.0 0.0 0.0 13.462322 0.0 13.462322 55.015838 0.803407071685
188.0 68.47816 0.0 0.0 0.0 0.0 0.0 13.495671 0.0 13.495671 54.982489 0.802920069698
188.5 68.47816 0.0 0.0 0.0 0.0 0.0 13.536012 0.0 13.536012 54.942148 0.802330962164
189.0 68.47816 0.0 0.0 0.0 0.0 0.0 13.582908 0.0 13.582908 54.895252 0.801646130679
189.5 68.47816 0.0 0.0 0.0 0.0 0.0 13.635921 0.0 13.635921 54.842239 0.800871971443
190.0 68.47816 0.0 0.0 0.0 0.0 0.0 13.694613 0.0 13.694613 54.783547 0.800014880657
190.5 68.47816 0.0 0.0 0.0 0.0 0.0 13.758547 0.0 13.758547 54.719613 0.799081239916
191.0 68.47816 0.0 0.0 0.0 0.0 0.0 13.827284 0.0 13.827284 54.650876 0.798077460025
191.5 68.47816 0.0 0.0 0.0 0.0 0.0 13.900387 0.0 13.900387 54.577773 0.79700992258
192.0 68.47816 0.0 0.0 0.0 0.0 0.0 13.977419 0.0 13.977419 54.500741 0.795885009177
192.5 68.47816 0.0 0.0 0.0 0.0 0.0 14.057941 0.0 14.057941 54.420219 0.794709130619
193.0 68.47816 0.0 0.0 0.0 0.0 0.0 14.141516 0.0 14.141516 54.336644 0.793488668504
193.5 68.47816 0.0 0.0 0.0 0.0 0.0 14.227707 0.0 14.227707 54.250453 0.792230004428
194.0 68.47816 0.0 0.0 0.0 0.0 0.0 14.316074 0.0 14.316074 54.162086 0.790939563797
194.5 68.47816 0.0 0.0 0.0 0.0 0.0 14.406182 0.0 14.406182 54.071978 0.789623699001
195.0 68.47816 0.0 0.0 0.0 0.0 0.0 14.497591 0.0 14.497591 53.980569 0.788288835448
195.5 68.47816 0.0 0.0 0.0 0.0 0.0 14.600246 0.0 14.600246 53.877914 0.786789744351
196.0 68.47816 0.0 0.0 0.0 0.0 0.0 14.72367 0.0 14.72367 53.75449 0.784987359473
196.5 68.47816 0.0 0.0 0.0 0.0 0.0 14.866303 0.0 14.866303 53.611857 0.782904461802
197.0 68.47816 0.0 0.0 0.0 0.0 0.0 15.026587 0.0 15.026587 53.451573 0.780563803116
197.5 68.47816 0.0 0.0 0.0 0.0 0.0 15.20296 0.0 15.20296 53.2752 0.777988193608
198.0 68.47816 0.0 0.0 0.0 0.0 0.0 15.393863 0.0 15.393863 53.084297 0.77520039966
198.5 68.47816 0.0 0.0 0.0 0.0 0.0 15.597735 0.0 15.597735 52.880425 0.772223216862
199.0 68.47816 0.0 0.0 0.0 0.0 0.0 15.813018 0.0 15.813018 52.665142 0.769079396993
199.5 68.47816 0.0 0.0 0.0 0.0 0.0 16.03815 0.0 16.03815 52.44001 0.765791750246
200.0 68.47816 0.0 0.0 0.0 0.0 0.0 16.271572 0.0 16.271572 52.206588 0.762383043002
200.5 68.47816 0.0 0.0 0.0 0.0 0.0 16.511724 0.0 16.511724 51.966436 0.758876056249
201.0 68.47816 0.0 0.0 0.0 0.0 0.0 16.757046 0.0 16.757046 51.721114 0.755293570972
201.5 68.47816 0.0 0.0 0.0 0.0 0.0 17.005977 0.0 17.005977 51.472183 0.75165838276
202.0 68.47816 0.0 0.0 0.0 0.0 0.0 17.256958 0.0 17.256958 51.221202 0.747993257996
202.5 68.47816 0.0 0.0 0.0 0.0 0.0 17.508429 0.0 17.508429 50.969731 0.744320977666
203.0 68.47816 0.0 0.0 0.0 0.0 0.0 17.75883 0.0 17.75883 50.71933 0.740664322756
203.5 68.47816 0.0 0.0 0.0 0.0 0.0 18.0066 0.0 18.0066 50.47156 0.737046088855
204.0 68.47816 0.0 0.0 0.0 0.0 0.0 18.25018 0.0 18.25018 50.22798 0.733489042346
204.5 68.47816 0.0 0.0 0.0 0.0 0.0 18.48801 0.0 18.48801 49.99015 0.730015964214
205.0 68.47816 0.0 0.0 0.0 0.0 0.0 18.71853 0.0 18.71853 49.75963 0.726649635446
205.5 68.47816 0.0 0.0 0.0 0.0 0.0 18.94018 0.0 18.94018 49.53798 0.723412837027
206.0 68.47816 0.0 0.0 0.0 0.0 0.0 19.151399 0.0 19.151399 49.326761 0.720328364547
206.5 68.47816 0.0 0.0 0.0 0.0 0.0 19.350628 0.0 19.350628 49.127532 0.717418984389
207.0 68.47816 0.0 0.0 0.0 0.0 0.0 19.536306 0.0 19.536306 48.941854 0.714707492141
207.5 68.47816 0.0 0.0 0.0 0.0 0.0 19.708354 0.0 19.708354 48.769806 0.712195041456
208.0 68.47816 0.0 0.0 0.0 0.0 0.0 19.880634 0.0 19.880634 48.597526 0.709679202829
208.5 68.47816 0.0 0.0 0.0 0.0 0.0 20.056386 0.0 20.056386 48.421774 0.707112661906
209.0 68.47816 0.0 0.0 0.0 0.0 0.0 20.234938 0.0 20.234938 48.243222 0.704505232033
209.5 68.47816 0.0 0.0 0.0 0.0 0.0 20.41562 0.0 20.41562 48.06254 0.701866697353
210.0 68.47816 0.0 0.0 0.0 0.0 0.0 20.59776 0.0 20.59776 47.8804 0.699206871213
210.5 68.47816 0.0 0.0 0.0 0.0 0.0 20.780687 0.0 20.780687 47.697473 0.696535552357
211.0 68.47816 0.0 0.0 0.0 0.0 0.0 20.96373 0.0 20.96373 47.51443 0.693862539531
211.5 68.47816 0.0 0.0 0.0 0.0 0.0 21.146217 0.0 21.146217 47.331943 0.691197646082
212.0 68.47816 0.0 0.0 0.0 0.0 0.0 21.327478 0.0 21.327478 47.150682 0.688550656151
212.5 68.47816 0.0 0.0 0.0 0.0 0.0 21.506841 0.0 21.506841 46.971319 0.685931383086
213.0 68.47816 0.0 0.0 0.0 0.0 0.0 21.683635 0.0 21.683635 46.794525 0.683349625632
213.5 68.47816 0.0 0.0 0.0 0.0 0.0 21.857189 0.0 21.857189 46.620971 0.680815182534
214.0 68.47816 0.0 0.0 0.0 0.0 0.0 22.026831 0.0 22.026831 46.451329 0.678337867139
214.5 68.47816 0.0 0.0 0.0 0.0 0.0 22.191891 0.0 22.191891 46.286269 0.675927463588
215.0 68.47816 0.0 0.0 0.0 0.0 0.0 22.351696 0.0 22.351696 46.126464 0.673593799833
215.5 68.47816 0.0 0.0 0.0 0.0 0.0 22.505576 0.0 22.505576 45.972584 0.671346660015
216.0 68.47816 0.0 0.0 0.0 0.0 0.0 22.65286 0.0 22.65286 45.8253 0.669195842879
216.5 68.47816 0.0 0.0 0.0 0.0 0.0 22.792877 0.0 22.792877 45.685283 0.667151147169
217.0 68.47816 0.0 0.0 0.0 0.0 0.0 22.924954 0.0 22.924954 45.553206 0.665222400836
217.5 68.47816 0.0 0.0 0.0 0.0 0.0 23.048422 0.0 23.048422 45.429738 0.663419373418
218.0 68.47816 0.0 0.0 0.0 0.0 0.0 23.162608 0.0 23.162608 45.315552 0.661751892866
218.5 68.47816 0.0 0.0 0.0 0.0 0.0 23.266841 0.0 23.266841 45.211319 0.660229757926
219.0 68.47816 0.0 0.0 0.0 0.0 0.0 23.360451 0.0 23.360451 45.117709 0.658862752738
219.5 68.47816 0.0 0.0 0.0 0.0 0.0 23.442766 0.0 23.442766 45.035394 0.657660690649
220.0 68.47816 0.0 0.0 0.0 0.0 0.0 23.513115 0.0 23.513115 44.965045 0.656633370406
220.5 68.47816 0.0 0.0 0.0 0.0 0.0 23.570826 0.0 23.570826 44.907334 0.655790605355
221.0 68.47816 0.0 0.0 0.0 0.0 0.0 23.615229 0.0 23.615229 44.862931 0.655142179638
221.5 68.47816 0.0 0.0 0.0 0.0 0.0 23.645652 0.0 23.645652 44.832508 0.654697906603
222.0 68.47816 0.0 0.0 0.0 0.0 0.0 23.661423 0.0 23.661423 44.816737 0.654467599597
222.5 68.47816 0.0 0.0 0.0 0.0 0.0 23.663404 0.0 23.663404 44.814756 0.654438670665
223.0 68.47816 0.0 0.0 0.0 0.0 0.0 23.656368 0.0 23.656368 44.821792 0.654541418753
223.5 68.47816 0.0 0.0 0.0 0.0 0.0 23.640973 0.0 23.640973 44.837187 0.654766234957
224.0 68.47816 0.0 0.0 0.0 0.0 0.0 23.617507 0.0 23.617507 44.860653 0.655108913557
224.5 68.47816 0.0 0.0 0.0 0.0 0.0 23.58626 0.0 23.58626 44.8919 0.655565219626
225.0 68.47816 0.0 0.0 0.0 0.0 0.0 23.547519 0.0 23.547519 44.930641 0.656130962047
225.5 68.47816 0.0 0.0 0.0 0.0 0.0 23.501574 0.0 23.501574 44.976586 0.656801905892
226.0 68.47816 0.0 0.0 0.0 0.0 0.0 23.448713 0.0 23.448713 45.029447 0.657573845442
226.5 68.47816 0.0 0.0 0.0 0.0 0.0 23.389225 0.0 23.389225 45.088935 0.658442560373
227.0 68.47816 0.0 0.0 0.0 0.0 0.0 23.323397 0.0 23.323397 45.154763 0.659403859566
227.5 68.47816 0.0 0.0 0.0 0.0 0.0 23.25152 0.0 23.25152 45.22664 0.660453493493
228.0 68.47816 0.0 0.0 0.0 0.0 0.0 23.173881 0.0 23.173881 45.304279 0.661587271036
228.5 68.47816 0.0 0.0 0.0 0.0 0.0 23.090769 0.0 23.090769 45.387391 0.662800971872
229.0 68.47816 0.0 0.0 0.0 0.0 0.0 23.002472 0.0 23.002472 45.475688 0.664090390279
229.5 68.47816 0.0 0.0 0.0 0.0 0.0 22.90928 0.0 22.90928 45.56888 0.665451291331
230.0 68.47816 0.0 0.0 0.0 0.0 0.0 22.811481 0.0 22.811481 45.666679 0.666879469308
230.5 68.47816 0.0 0.0 0.0 0.0 0.0 22.709363 0.0 22.709363 45.768797 0.668370718489
231.0 68.47816 0.0 0.0 0.0 0.0 0.0 22.603215 0.0 22.603215 45.874945 0.66992081855
231.5 68.47816 0.0 0.0 0.0 0.0 0.0 22.493326 0.0 22.493326 45.984834 0.671525549168
232.0 68.47816 0.0 0.0 0.0 0.0 0.0 22.379984 0.0 22.379984 46.098176 0.673180704622
232.5 68.47816 0.0 0.0 0.0 0.0 0.0 22.263478 0.0 22.263478 46.214682 0.674882064588
233.0 68.47816 0.0 0.0 0.0 0.0 0.0 22.144097 0.0 22.144097 46.334063 0.676625408743
233.5 68.47816 0.0 0.0 0.0 0.0 0.0 22.022128 0.0 22.022128 46.456032 0.67840654597
234.0 68.47816 0.0 0.0 0.0 0.0 0.0 21.897861 0.0 21.897861 46.580299 0.680221241342
234.5 68.47816 0.0 0.0 0.0 0.0 0.0 21.771585 0.0 21.771585 46.706575 0.682065274534
235.0 68.47816 0.0 0.0 0.0 0.0 0.0 21.643587 0.0 21.643587 46.834573 0.68393445443
235.5 68.47816 0.0 0.0 0.0 0.0 0.0 21.514157 0.0 21.514157 46.964003 0.685824546103
236.0 68.47816 0.0 0.0 0.0 0.0 0.0 21.383583 0.0 21.383583 47.094577 0.687731343833
236.5 68.47816 0.0 0.0 0.0 0.0 0.0 21.252153 0.0 21.252153 47.226007 0.689650641898
237.0 68.47816 0.0 0.0 0.0 0.0 0.0 21.120157 0.0 21.120157 47.358003 0.691578205372
237.5 68.47816 0.0 0.0 0.0 0.0 0.0 20.987883 0.0 20.987883 47.490277 0.693509828535
238.0 68.47816 0.0 0.0 0.0 0.0 0.0 20.855619 0.0 20.855619 47.622541 0.695441305666
238.5 68.47816 0.0 0.0 0.0 0.0 0.0 20.723654 0.0 20.723654 47.754506 0.697368416441
239.0 68.47816 0.0 0.0 0.0 0.0 0.0 20.592277 0.0 20.592277 47.885883 0.699286940537
239.5 68.47816 0.0 0.0 0.0 0.0 0.0 20.461776 0.0 20.461776 48.016384 0.701192672233
240.0 68.47816 0.0 0.0 0.0 0.0 0.0 20.33244 0.0 20.33244 48.14572 0.703081391206
240.5 68.47816 0.0 0.0 0.0 0.0 0.0 20.204558 0.0 20.204558 48.273602 0.704948877131
241.0 68.47816 0.0 0.0 0.0 0.0 0.0 20.078418 0.0 20.078418 48.399742 0.706790924289
241.5 68.47816 0.0 0.0 0.0 0.0 0.0 19.954308 0.0 19.954308 48.523852 0.708603326959
242.0 68.47816 0.0 0.0 0.0 0.0 0.0 19.832344 0.0 19.832344 48.645816 0.710384391169
242.5 68.47816 0.0 0.0 0.0 0.0 0.0 19.706478 0.0 19.706478 48.771682 0.712222437051
243.0 68.47816 0.0 0.0 0.0 0.0 0.0 19.573589 0.0 19.573589 48.904571 0.71416304118
243.5 68.47816 0.0 0.0 0.0 0.0 0.0 19.433646 0.0 19.433646 49.044514 0.716206656254
