z normarea methyl substrate lipid cg phosphate protein serine summol water waterperc
244.0 68.47816 0.0 0.0 0.0 0.0 0.0 19.286619 0.0 19.286619 49.191541 0.718353720369
244.5 68.47816 0.0 0.0 0.0 0.0 0.0 19.132481 0.0 19.132481 49.345679 0.720604627811
245.0 68.47816 0.0 0.0 0.0 0.0 0.0 18.9712 0.0 18.9712 49.50696 0.722959845884
245.5 68.47816 0.0 0.0 0.0 0.0 0.0 18.802749 0.0 18.802749 49.675411 0.725419768872
246.0 68.47816 0.0 0.0 0.0 0.0 0.0 18.627097 0.0 18.627097 49.851063 0.727984849476
246.5 68.47816 0.0 0.0 0.0 0.0 0.0 18.444216 0.0 18.444216 50.033944 0.730655496585
247.0 68.47816 0.0 0.0 0.0 0.0 0.0 18.254077 0.0 18.254077 50.224083 0.733432133691
247.5 68.47816 0.0 0.0 0.0 0.0 0.0 18.056649 0.0 18.056649 50.421511 0.736315213493
248.0 68.47816 0.0 0.0 0.0 0.0 0.0 17.851903 0.0 17.851903 50.626257 0.739305159484
248.5 68.47816 0.0 0.0 0.0 0.0 0.0 17.639811 0.0 17.639811 50.838349 0.742402380555
249.0 68.47816 0.0 0.0 0.0 0.0 0.0 17.420343 0.0 17.420343 51.057817 0.745607314799
249.5 68.47816 0.0 0.0 0.0 0.0 0.0 17.19347 0.0 17.19347 51.28469 0.748920385711
250.0 68.47816 0.0 0.0 0.0 0.0 0.0 16.959162 0.0 16.959162 51.518998 0.752342031386
250.5 68.47816 0.0 0.0 0.0 0.0 0.0 16.717986 0.0 16.717986 51.760174 0.755863971812
251.0 68.47816 0.0 0.0 0.0 0.0 0.0 16.47168 0.0 16.47168 52.00648 0.759460826634
251.5 68.47816 0.0 0.0 0.0 0.0 0.0 16.220627 0.0 16.220627 52.257533 0.763127002828
252.0 68.47816 0.0 0.0 0.0 0.0 0.0 15.965125 0.0 15.965125 52.513035 0.766858148642
252.5 68.47816 0.0 0.0 0.0 0.0 0.0 15.705473 0.0 15.705473 52.772687 0.770649897719
253.0 68.47816 0.0 0.0 0.0 0.0 0.0 15.441969 0.0 15.441969 53.036191 0.774497898308
253.5 68.47816 0.0 0.0 0.0 0.0 0.0 15.174913 0.0 15.174913 53.303247 0.778397769449
254.0 68.47816 0.0 0.0 0.0 0.0 0.0 14.904602 0.0 14.904602 53.573558 0.782345173994
254.5 68.47816 0.0 0.0 0.0 0.0 0.0 14.631335 0.0 14.631335 53.846825 0.786335745587
255.0 68.47816 0.0 0.0 0.0 0.0 0.0 14.35541 0.0 14.35541 54.12275 0.790365132474
255.5 68.47816 0.0 0.0 0.0 0.0 0.0 14.077127 0.0 14.077127 54.401033 0.794428953699
256.0 68.47816 0.0 0.0 0.0 0.0 0.0 13.796784 0.0 13.796784 54.681376 0.798522857507
256.5 68.47816 0.0 0.0 0.0 0.0 0.0 13.514679 0.0 13.514679 54.963481 0.802642492146
257.0 68.47816 0.0 0.0 0.0 0.0 0.0 13.231111 0.0 13.231111 55.247049 0.806783491262
257.5 68.47816 0.0 0.0 0.0 0.0 0.0 12.946379 0.0 12.946379 55.531781 0.810941488498
258.0 68.47816 0.0 0.0 0.0 0.0 0.0 12.66078 0.0 12.66078 55.81738 0.815112146705
258.5 68.47816 0.0 0.0 0.0 0.0 0.0 12.374614 0.0 12.374614 56.103546 0.819291084924
259.0 68.47816 0.0 0.0 0.0 0.0 0.0 12.08818 0.0 12.08818 56.38998 0.8234739368
259.5 68.47816 0.0 0.0 0.0 0.0 0.0 11.801775 0.0 11.801775 56.676385 0.827656365183
260.0 68.47816 0.0 0.0 0.0 0.0 0.0 11.515698 0.0 11.515698 56.962462 0.831834003717
260.5 68.47816 0.0 0.0 0.0 0.0 0.0 11.230248 0.0 11.230248 57.247912 0.836002486048
261.0 68.47816 0.0 0.0 0.0 0.0 0.0 10.945723 0.0 10.945723 57.532437 0.840157460422
261.5 68.47816 0.0 0.0 0.0 0.0 0.0 10.662423 0.0 10.662423 57.815737 0.844294545881
262.0 68.47816 0.0 0.0 0.0 0.0 0.0 10.380644 0.0 10.380644 58.097516 0.848409419879
262.5 68.47816 0.0 0.0 0.0 0.0 0.0 10.100687 0.0 10.100687 58.377473 0.852497686854
263.0 68.47816 0.0 0.0 0.0 0.0 0.0 9.82285 0.0 9.82285 58.65531 0.856554995052
263.5 68.47816 0.0 0.0 0.0 0.0 0.0 9.54743 0.0 9.54743 58.93073 0.860577007326
264.0 68.47816 0.0 0.0 0.0 0.0 0.0 9.274728 0.0 9.274728 59.203432 0.864559328113
264.5 68.47816 0.0 0.0 0.0 0.0 0.0 9.00504 0.0 9.00504 59.47312 0.868497634866
265.0 68.47816 0.0 0.0 0.0 0.0 0.0 8.738667 0.0 8.738667 59.739493 0.872387532025
265.5 68.47816 0.0 0.0 0.0 0.0 0.0 8.475906 0.0 8.475906 60.002254 0.876224682439
266.0 68.47816 0.0 0.0 0.0 0.0 0.0 8.217056 0.0 8.217056 60.261104 0.880004719753
266.5 68.47816 0.0 0.0 0.0 0.0 0.0 7.962415 0.0 7.962415 60.515745 0.883723292215
267.0 68.47816 0.0 0.0 0.0 0.0 0.0 7.712283 0.0 7.712283 60.765877 0.887376018865
267.5 68.47816 0.0 0.0 0.0 0.0 0.0 7.466957 0.0 7.466957 61.011203 0.890958562555
268.0 68.47816 0.0 0.0 0.0 0.0 0.0 7.226736 0.0 7.226736 61.251424 0.894466556929
268.5 68.47816 0.0 0.0 0.0 0.0 0.0 6.991919 0.0 6.991919 61.486241 0.89789563563
269.0 68.47816 0.0 0.0 0.0 0.0 0.0 6.762804 0.0 6.762804 61.715356 0.901241446908
269.5 68.47816 0.0 0.0 0.0 0.0 0.0 6.539691 0.0 6.539691 61.938469 0.904499609803
270.0 68.47816 0.0 0.0 0.0 0.0 0.0 6.322876 0.0 6.322876 62.155284 0.907665801768
270.5 68.47816 0.0 0.0 0.0 0.0 0.0 6.11266 0.0 6.11266 62.3655 0.910735627242
271.0 68.47816 0.0 0.0 0.0 0.0 0.0 5.910731 0.0 5.910731 62.567429 0.91368443603
271.5 68.47816 0.0 0.0 0.0 0.0 0.0 5.721081 0.0 5.721081 62.757079 0.916453932173
272.0 68.47816 0.0 0.0 0.0 0.0 0.0 5.543366 0.0 5.543366 62.934794 0.919049139171
272.5 68.47816 0.0 0.0 0.0 0.0 0.0 5.376955 0.0 5.376955 63.101205 0.921479271639
273.0 68.47816 0.0 0.0 0.0 0.0 0.0 5.221216 0.0 5.221216 63.256944 0.923753558799
273.5 68.47816 0.0 0.0 0.0 0.0 0.0 5.075516 0.0 5.075516 63.402644 0.925881244473
274.0 68.47816 0.0 0.0 0.0 0.0 0.0 4.939225 0.0 4.939225 63.538935 0.927871528674
274.5 68.47816 0.0 0.0 0.0 0.0 0.0 4.81171 0.0 4.81171 63.66645 0.929733655227
275.0 68.47816 0.0 0.0 0.0 0.0 0.0 4.692339 0.0 4.692339 63.785821 0.93147685335
275.5 68.47816 0.0 0.0 0.0 0.0 0.0 4.58048 0.0 4.58048 63.89768 0.933110352264
276.0 68.47816 0.0 0.0 0.0 0.0 0.0 4.475502 0.0 4.475502 64.002658 0.934643366586
276.5 68.47816 0.0 0.0 0.0 0.0 0.0 4.376773 0.0 4.376773 64.101387 0.936085125535
277.0 68.47816 0.0 0.0 0.0 0.0 0.0 4.283661 0.0 4.283661 64.194499 0.937444858331
277.5 68.47816 0.0 0.0 0.0 0.0 0.0 4.195534 0.0 4.195534 64.282626 0.938731794195
278.0 68.47816 0.0 0.0 0.0 0.0 0.0 4.11176 0.0 4.11176 64.3664 0.939955162347
278.5 68.47816 0.0 0.0 0.0 0.0 0.0 4.031707 0.0 4.031707 64.446453 0.941124192005
279.0 68.47816 0.0 0.0 0.0 0.0 0.0 3.954744 0.0 3.954744 64.523416 0.942248097788
279.5 68.47816 0.0 0.0 0.0 0.0 0.0 3.880239 0.0 3.880239 64.597921 0.943336108914
280.0 68.47816 0.0 0.0 0.0 0.0 0.0 3.807559 0.0 3.807559 64.670601 0.944397469208
280.5 68.47816 0.0 0.0 0.0 0.0 0.0 3.736073 0.0 3.736073 64.742087 0.945441393285
281.0 68.47816 0.0 0.0 0.0 0.0 0.0 3.665149 0.0 3.665149 64.813011 0.946477110366
281.5 68.47816 0.0 0.0 0.0 0.0 0.0 3.594156 0.0 3.594156 64.884004 0.947513835068
282.0 68.47816 0.0 0.0 0.0 0.0 0.0 3.52246 0.0 3.52246 64.9557 0.948560825817
282.5 68.47816 0.0 0.0 0.0 0.0 0.0 3.449432 0.0 3.449432 65.028728 0.949627268022
283.0 68.47816 0.0 0.0 0.0 0.0 0.0 3.374437 0.0 3.374437 65.103723 0.950722434715
283.5 68.47816 0.0 0.0 0.0 0.0 0.0 3.29751 0.0 3.29751 65.18065 0.951845814782
284.0 68.47816 0.0 0.0 0.0 0.0 0.0 3.222479 0.0 3.222479 65.255681 0.95294150719
284.5 68.47816 0.0 0.0 0.0 0.0 0.0 3.149985 0.0 3.149985 65.328175 0.954000151289
285.0 68.47816 0.0 0.0 0.0 0.0 0.0 3.079933 0.0 3.079933 65.398227 0.955023134383
285.5 68.47816 0.0 0.0 0.0 0.0 0.0 3.012226 0.0 3.012226 65.465934 0.956011872983
286.0 68.47816 0.0 0.0 0.0 0.0 0.0 2.946768 0.0 2.946768 65.531392 0.956967768994
286.5 68.47816 0.0 0.0 0.0 0.0 0.0 2.883465 0.0 2.883465 65.594695 0.957892195117
287.0 68.47816 0.0 0.0 0.0 0.0 0.0 2.822219 0.0 2.822219 65.655941 0.958786582467
287.5 68.47816 0.0 0.0 0.0 0.0 0.0 2.762935 0.0 2.762935 65.715225 0.959652318345
288.0 68.47816 0.0 0.0 0.0 0.0 0.0 2.705517 0.0 2.705517 65.772643 0.960490804659
288.5 68.47816 0.0 0.0 0.0 0.0 0.0 2.649869 0.0 2.649869 65.828291 0.961303443317
289.0 68.47816 0.0 0.0 0.0 0.0 0.0 2.595896 0.0 2.595896 65.882264 0.962091621621
289.5 68.47816 0.0 0.0 0.0 0.0 0.0 2.543502 0.0 2.543502 65.934658 0.962856741478
290.0 68.47816 0.0 0.0 0.0 0.0 0.0 2.49259 0.0 2.49259 65.98557 0.963600219398
290.5 68.47816 0.0 0.0 0.0 0.0 0.0 2.443066 0.0 2.443066 66.035094 0.964323428083
291.0 68.47816 0.0 0.0 0.0 0.0 0.0 2.394832 0.0 2.394832 66.083328 0.965027798644
291.5 68.47816 0.0 0.0 0.0 0.0 0.0 2.347793 0.0 2.347793 66.130367 0.965714718386
292.0 68.47816 0.0 0.0 0.0 0.0 0.0 2.301854 0.0 2.301854 66.176306 0.966385574612
292.5 68.47816 0.0 0.0 0.0 0.0 0.0 2.256919 0.0 2.256919 66.221241 0.96704176923
293.0 68.47816 0.0 0.0 0.0 0.0 0.0 2.212891 0.0 2.212891 66.265269 0.967684718748
293.5 68.47816 0.0 0.0 0.0 0.0 0.0 2.169675 0.0 2.169675 66.308485 0.968315810472
294.0 68.47816 0.0 0.0 0.0 0.0 0.0 2.127175 0.0 2.127175 66.350985 0.968936446306
294.5 68.47816 0.0 0.0 0.0 0.0 0.0 2.085295 0.0 2.085295 66.392865 0.96954802816
295.0 68.47816 0.0 0.0 0.0 0.0 0.0 2.043939 0.0 2.043939 66.434221 0.970151957938
295.5 68.47816 0.0 0.0 0.0 0.0 0.0 2.003012 0.0 2.003012 66.475148 0.970749622945
296.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.962417 0.0 1.962417 66.515743 0.971342439692
296.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.922059 0.0 1.922059 66.556101 0.97193179548
297.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.881842 0.0 1.881842 66.596318 0.972519092219
297.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.84167 0.0 1.84167 66.63649 0.973105731813
298.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.801447 0.0 1.801447 66.676713 0.97369311617
298.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.761495 0.0 1.761495 66.716665 0.974276543061
299.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.722354 0.0 1.722354 66.755806 0.97484812676
299.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.68404 0.0 1.68404 66.79412 0.975407633616
300.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.646568 0.0 1.646568 66.831592 0.975954844581
300.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.609951 0.0 1.609951 66.868209 0.976489569813
301.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.574203 0.0 1.574203 66.903957 0.977011604868
301.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.539338 0.0 1.539338 66.938822 0.9775207453
302.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.505371 0.0 1.505371 66.972789 0.978016772063
302.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.472314 0.0 1.472314 67.005846 0.978499509917
303.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.440182 0.0 1.440182 67.037978 0.978968739814
303.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.408989 0.0 1.408989 67.069171 0.979424257311
304.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.378749 0.0 1.378749 67.099411 0.979865857961
304.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.349475 0.0 1.349475 67.128685 0.980293351924
305.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.321181 0.0 1.321181 67.156979 0.980706534755
305.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.293881 0.0 1.293881 67.184279 0.981105202009
306.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.26759 0.0 1.26759 67.21057 0.981489134638
306.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.242321 0.0 1.242321 67.235839 0.981858142801
307.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.218088 0.0 1.218088 67.260072 0.982212022052
307.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.194904 0.0 1.194904 67.283256 0.982550582551
308.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.172785 0.0 1.172785 67.305375 0.982873590646
308.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.151743 0.0 1.151743 67.326417 0.983180871098
309.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.131793 0.0 1.131793 67.346367 0.983472204861
309.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.112948 0.0 1.112948 67.365212 0.983747402091
310.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.095222 0.0 1.095222 67.382938 0.984006258346
310.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.07863 0.0 1.07863 67.39953 0.984248554576
311.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.063184 0.0 1.063184 67.414976 0.984474115543
311.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.0489 0.0 1.0489 67.42926 0.984682707596
312.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.036758 0.0 1.036758 67.441402 0.984860019603
312.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.030073 0.0 1.030073 67.448087 0.984957641969
313.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.028564 0.0 1.028564 67.449596 0.984979678192
313.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.031597 0.0 1.031597 67.446563 0.984935386698
314.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.03854 0.0 1.03854 67.43962 0.984833996708
314.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.048757 0.0 1.048757 67.429403 0.984684795853
315.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.061617 0.0 1.061617 67.416543 0.984496998751
315.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.076485 0.0 1.076485 67.401675 0.984279878431
316.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.092728 0.0 1.092728 67.385432 0.984042678717
316.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.109712 0.0 1.109712 67.368448 0.983794658034
317.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.126804 0.0 1.126804 67.351356 0.983545060206
317.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.14337 0.0 1.14337 67.33479 0.983303143659
318.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.158777 0.0 1.158777 67.319383 0.983078152217
318.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.172391 0.0 1.172391 67.305769 0.982879344305
319.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.183579 0.0 1.183579 67.294581 0.982715963747
319.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.191706 0.0 1.191706 67.286454 0.982597283572
320.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.19614 0.0 1.19614 67.28202 0.982532533
320.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.196247 0.0 1.196247 67.281913 0.982530970458
321.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.191394 0.0 1.191394 67.286766 0.982601839769
321.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.180946 0.0 1.180946 67.297214 0.982754413962
322.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.164271 0.0 1.164271 67.313889 0.982997922257
322.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.141159 0.0 1.141159 67.337001 0.983335431326
323.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.112482 0.0 1.112482 67.365678 0.983754207181
323.5 68.47816 0.0 0.0 0.0 0.0 0.0 1.078745 0.0 1.078745 67.399415 0.984246875208
324.0 68.47816 0.0 0.0 0.0 0.0 0.0 1.040429 0.0 1.040429 67.437731 0.98480641127
324.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.998016 0.0 0.998016 67.480144 0.985425776627
325.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.951987 0.0 0.951987 67.526173 0.986097947141
325.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.902826 0.0 0.902826 67.575334 0.986815854865
326.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.851013 0.0 0.851013 67.627147 0.987572490266
326.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.79703 0.0 0.79703 67.68113 0.988360814601
327.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.74136 0.0 0.74136 67.7368 0.989173774529
327.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.684484 0.0 0.684484 67.793676 0.990004345911
328.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.626884 0.0 0.626884 67.851276 0.990845490007
328.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.569041 0.0 0.569041 67.909119 0.99169018268
329.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.511439 0.0 0.511439 67.966721 0.992531355983
329.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.454557 0.0 0.454557 68.023603 0.993362014984
330.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.398879 0.0 0.398879 68.079281 0.994175091737
330.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.344887 0.0 0.344887 68.133273 0.994963547502
331.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.293061 0.0 0.293061 68.185099 0.995720372744
331.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.243885 0.0 0.243885 68.234275 0.996438499516
332.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.197839 0.0 0.197839 68.280321 0.997110918284
332.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.155405 0.0 0.155405 68.322755 0.997730590308
333.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.117066 0.0 0.117066 68.361094 0.998290462244
333.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.083304 0.0 0.083304 68.394856 0.998783495351
334.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.054599 0.0 0.054599 68.423561 0.999202680095
334.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.031435 0.0 0.031435 68.446725 0.99954094853
335.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.014292 0.0 0.014292 68.463868 0.999791291121
335.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.003653 0.0 0.003653 68.474507 0.999946654525
336.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
336.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
337.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
337.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
338.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
338.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
339.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
339.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
340.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
340.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
341.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
341.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
342.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
342.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
343.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
343.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
344.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
344.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
345.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
345.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
346.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
346.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
347.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
347.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
348.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
348.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
349.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
349.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
350.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
350.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
351.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
351.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
352.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
352.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
353.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
353.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
354.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
354.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
355.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
355.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
356.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
356.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
357.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
357.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
358.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
358.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
359.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
359.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
360.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
360.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
361.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
361.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
362.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
362.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
363.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
363.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
364.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
364.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
365.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
365.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
366.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
366.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
367.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
367.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
368.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
368.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
369.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
369.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
370.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
370.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
371.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
371.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
372.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
372.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
373.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
373.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
374.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
