# Q dQ R dR fit
0.0113809 0.00103957 0.996887 0.0210617 1.0075
0.0120922 0.00103957 1.00361 0.0209906 1.00711
0.0128035 0.00103957 1.00084 0.0207577 1.00653
0.0135148 0.00103957 0.993801 0.0204665 1.00574
0.0142261 0.00103957 1.00243 0.0205042 1.00475
0.0149374 0.00103957 0.999973 0.0203434 1.00358
0.0156488 0.00103957 1.00562 0.0203563 1.00223
0.0163601 0.00103957 1.00515 0.0202647 1.00063
0.0170714 0.00103957 0.991876 0.0199396 0.998645
0.0177827 0.00103957 0.994856 0.0199386 0.995983
0.018494 0.00103957 0.97208 0.0194533 0.991631
0.0192053 0.00103957 0.959699 0.0191765 0.981979
0.0199166 0.00103957 0.936403 0.0186985 0.956783
0.0206279 0.00103956 0.909706 0.0181622 0.897715
0.0213392 0.00103956 0.81158 0.016265 0.790618
0.0220505 0.00103956 0.65968 0.0133426 0.646578
0.0227618 0.00103956 0.489349 0.0100671 0.500195
0.0234731 0.00103956 0.372373 0.00782288 0.380219
0.0241844 0.00103956 0.283364 0.0061114 0.292426
0.0248957 0.00103956 0.226555 0.00501564 0.229151
0.025607 0.00103956 0.179567 0.00410545 0.182144
0.0263183 0.00103956 0.14937 0.00351732 0.146219
0.0270296 0.00103956 0.118299 0.00290765 0.118341
0.0277409 0.00103956 0.0954677 0.0024548 0.0965422
0.0284522 0.00103956 0.0801367 0.00154423 0.0794516
0.0291635 0.00103956 0.0658356 0.0018554 0.0660433
0.0298748 0.00103956 0.056828 0.00109856 0.055516
0.0312975 0.00103956 0.0409206 0.000794588 0.0405417
0.0327201 0.00103956 0.0310221 0.000605304 0.0308683
0.0341427 0.00103956 0.0246789 0.000483995 0.0244918
0.0355653 0.00103956 0.0199999 0.000394499 0.0201007
0.0369879 0.00103956 0.0167295 0.000331935 0.0168798
0.0384105 0.00103956 0.0141506 0.000282588 0.0143533
0.0398331 0.00103956 0.0122711 0.000246614 0.0122561
0.0412557 0.00103956 0.010591 0.000214446 0.0104499
0.0426783 0.00103956 0.00887747 0.000181622 0.00886884
0.0441008 0.00103956 0.00775474 0.000160101 0.00748805
0.0455234 0.00103956 0.00645751 0.000135214 0.00631058
0.0483686 0.00103955 0.00415326 9.08908e-05 0.00445746
0.0497912 0.00103955 0.0037718 8.35261e-05 0.00376289
0.0512138 0.00103955 0.00322667 7.29765e-05 0.00323098
0.0526364 0.00103955 0.00290024 6.66403e-05 0.00282789
0.054059 0.00103955 0.0025249 5.93298e-05 0.00252933
0.0554816 0.00103955 0.00234288 5.57719e-05 0.0023125
0.0569041 0.00103955 0.00215803 5.21481e-05 0.00215571
