297
0.367290867198005 0.314651817231541 0.57853021231823 0.33884955062525 0.531831593740511 0.3484168576688 0.402045171574092 0.730974444976584 0.194570460724429 1 1 0.36075721191406 0.393646988945423 0.129602503609564 0.623661703570806 0.171359547040528 0.00394626820115119 0.605087640964523 0.882133140274102 0.0152835083137789 0.0271924117442001 0.332695353713347 0.324288299029374 0.139731878992727 0.142031480179067 0.087198255740454 0.0305756310788988 0.121299396440934 0.676466213458164 0.335818424132475 0.0144524748503018 0.0568853654371992 0.0108059652150085 0.291834553567053 0.77860370481316 0.326073640102542 0.325145515232814 2.44137140201427e-06 0.949063182531409 0.798963580315705 0.0116036546653801 0.619247691369727 0.374014744166544 0.195573210876407 0.126624192539607 0.737974093928707 0.00100907162274411 0.872746771022243 0.00193817896783241 0.788004363508112 0.193481027668319 0.716233633659678 0.760714637853342 
0.2256 0.708 0.0635 0.3953 0.2844 0.7783 0.6688 0.9093 0.5128 0.4296 0.5244 0.0089 0.3089 0.8561 0.0269 0.0557 0.1484 0.7595 0.71 0.2735 0.6658 0.7371 0.975 0.1621 0.1901 0.7678 0.3406 0.9148 0.2613 0.3314 0.8005 0.1346 0.4766 0.4397 0.4304 0.745 0.3396 0.0602 0.8528 0.7322 0.1641 0.5224 0.024 0.6083 0.8082 0.2012 0.7359 0.5573 0.2963 0.1573 0.787 0.0685 0.2281 
0.4296 0.171 0.0702 0.1353 0.4716 0.7813 0.4181 0.6994 0.9478 0.4924 0.5827 0.2088 0.7281 0.8595 0.0562 0.6057 0.1457 0.3545 0.4195 0.2838 0.0306 0.1706 0.1825 0.1334 0.1921 0.0537 0.3106 0.0159 0.2512 0.5333 0.8219 0.3174 0.2044 0.7968 0.1137 0.75 0.3683 0.0542 0.7768 0.6757 0.5048 0.3248 0.0561 0.7026 0.5012 0.6464 0.3323 0.767 0.9861 0.7993 0.4091 0.7591 0.663 
0.6458 0.2891 0.5086 0.7368 0.0236 0.2282 0.9332 0.2643 0.912 0.0901 0.9557 0.3074 0.5076 0.3838 0.0446 0.9501 0.5146 0.7575 0.9489 0.4428 0.9088 0.7708 0.64 0.428 0.0802 0.5152 0.0917 0.8255 0.4601 0.2369 0.9454 0.9356 0.3853 0.271 0.6175 0.558 0.4026 0.0566 0.9039 0.4595 0.1544 0.3624 0.2859 0.8924 0.1945 0.3443 0.2347 0.6684 0.5841 0.6645 0.7993 0.7599 0.2639 
0.6652 0.171 0.2765 0.5362 0.4716 0.7083 0.7387 0.6493 0.2228 0.2258 0.9827 0.2007 0.8081 0.8571 0.1762 0.6057 0.1867 0.3142 0.414 0.283 0.3386 0.1796 0.1725 0.1364 0.1006 0.0597 0.3506 0.8259 0.2574 0.5918 0.8729 0.7174 0.2404 0.7968 0.1135 0.35 0.202 0.9598 0.4877 0.6397 0.5248 0.3689 0.8427 0.7945 0.2606 0.3133 0.9843 0.879 0.4841 0.0825 0.4666 0.7758 0.4132 
0.2256 0.6439 0.4005 0.7543 0.4896 0.7981 0.5201 0.3091 0.4108 0.9368 0.896 0.7284 0.4131 0.5118 0.0982 0.3827 0.3369 0.1805 0.8164 0.7938 0.4696 0.6789 0.1793 0.5914 0.1922 0.4645 0.0906 0.0256 0.9117 0.5933 0.8924 0.1785 0.8713 0.7042 0.114 0.7505 0.7325 0.9845 0.7951 0.4657 0.8441 0.6945 0.2581 0.1026 0.6792 0.6048 0.2347 0.6687 0.8841 0.2645 0.1893 0.7519 0.6236 
0.6656 0.171 0.1765 0.1322 0.4718 0.7883 0.4087 0.7995 0.8228 0.2548 0.9657 0.2 0.8281 0.8571 0.1762 0.6057 0.1837 0.3542 0.5199 0.2858 0.6376 0.1797 0.1925 0.1384 0.1026 0.0837 0.3506 0.3259 0.4514 0.5638 0.8036 0.6174 0.2004 0.7768 0.1135 0.35 0.232 0.9596 0.4778 0.6197 0.5241 0.6645 0.2481 0.1026 0.2692 0.6048 0.2347 0.668 0.5249 0.7645 0.4593 0.9509 0.6636 
0.3477 0.0327 0.5043 0.8183 0.7531 0.2264 0.0535 0.2083 0.934 0.2817 0.0603 0.2292 0.9192 0.5667 0.9393 0.0356 0.5189 0.3565 0.5878 0.7441 0.6605 0.695 0.4867 0.3739 0.7424 0.4505 0.3351 0.1136 0.9555 0.1371 0.1218 0.6995 0.1453 0.5282 0.6619 0.6246 0.5155 0.0152 0.127 0.6532 0.6804 0.9009 0.261 0.3226 0.334 0.2552 0.1982 0.9049 0.5205 0.8541 0.2768 0.4491 0.9125 
0.3424 0.0337 0.5343 0.8453 0.1331 0.2264 0.0935 0.2083 0.7394 0.2837 0.0663 0.1095 0.9195 0.6687 0.9393 0.8356 0.511 0.3295 0.5877 0.3431 0.6602 0.699 0.4867 0.7939 0.7464 0.4509 0.335 0.7116 0.9851 0.9371 0.1113 0.6915 0.1753 0.6282 0.6637 0.4267 0.015 0.015 0.651 0.9542 0.6804 0.8682 0.411 0.3018 0.3346 0.2519 0.1984 0.7342 0.5105 0.4541 0.0764 0.4054 0.4325 
0.8826 0.2525 0.9296 0.5342 0.4004 0.0244 0.0658 0.6083 0.0128 0.2297 0.9527 0.2089 0.3929 0.1565 0.0269 0.5527 0.706 0.7175 0.56 0.2735 0.6623 0.7691 0.4225 0.1622 0.1617 0.3037 0.3142 0.3089 0.1727 0.4153 0.7484 0.2811 0.2279 0.206 0.1539 0.49 0.6543 0.3207 0.4779 0.7217 0.9191 0.3425 0.4966 0.2381 0.889 0.7648 0.1396 0.9119 0.5579 0.2995 0.2104 0.1561 0.9125 
