mult_tether rho_SiOx l_tether rho_Au thetaoffset0 rho_solv_1 l_lipid2 l_lipid1 dl_lipid_gcrinse1 background_1 rho_Cr background_3 background_2 d_gold vf_bilayer rho_solv_3 rho_solv_0 background_0 vf_on1 dp_on2 dp_on3 dp_on0 fraction_inc3 dp_on6 dp_on7 dp_on4 dp_on5 global_rough nf_tether d_oxide vf_bilayer_gcrinse1 rough_cr_au rho_solv_2 fraction_inc2 dp_on1 background_4 frac2_on8 frac2_on7 frac2_on6 frac2_on5 frac2_on4 frac2_on3 frac2_on2 frac2_on1 frac2_on0 vf_on2 vf_on3 Chisq vf_on6 vf_on4 vf_on5 d_Cr rho_solv_4 sigma 
2.60971853968 3.77431873342e-06 9.8252929468 4.58713272689e-06 0.00732731640118 -5.05981072607e-07 11.8178294919 15.3340952342 -0.413959039383 -5.47404464133e-06 3.07331624211e-06 -5.80537039601e-06 -8.26255478259e-06 119.530248444 0.99787448434 3.88545575117e-06 6.29868619833e-06 -8.49127689388e-06 0.06011244123 -2.00515818818 -6.31148924756 0.869223886373 1.31150178249 -5.48666650272 -5.87080801326 4.36776570692 -6.16537677583 3.25145103837 0.521739231937 11.7129729039 0.998364710021 6.87596376574 6.16921090861e-06 0.867512069153 6.98992404063 -5.51016704223e-06 0.907874590433 0.693482562131 0.138765054188 0.751315784572 0.0389046511498 0.0673156899527 0.280811737509 0.457522066915 0.67918004732 0.0454509615519 0.0286173529803 -248.458618296 -0.0121335685982 -0.0236078468892 -0.00802107623962 30.9697426859 -5.17186974326e-07 2.14345908335 
3.63452891634 3.59387456588e-06 10.0824131207 4.5953436102e-06 0.0088262428988 -5.44019725663e-07 11.3567605749 15.4517780584 -0.576110991759 -5.42776265961e-06 3.05416744403e-06 -5.7909208495e-06 -8.8052844736e-06 120.13821311 0.999684681416 3.88245895653e-06 6.30083303362e-06 -7.32923416987e-06 0.0274855381898 -3.38565736564 -6.41868294692 -5.36174867299 1.09226068339 -3.12788191763 -3.49496015357 2.50833681213 5.59827867377 3.23730474484 0.664067296055 14.7810150791 0.995499086349 7.85411551689 6.20529083678e-06 1.13109914449 1.1741103095 -5.49058113859e-06 0.898671590745 0.0839131904786 0.456346348394 0.412474888225 0.031292442763 0.0311419822998 0.241577786113 0.748421365058 0.336184677438 0.0886581929368 -0.0164954947257 -247.973659052 -0.0237378567816 0.0268886747145 -0.00673750324022 28.5579409283 -5.16701473325e-07 2.13335921824 
3.95555722364 3.74898145902e-06 9.80975254029 4.58846642038e-06 0.00806528374059 -5.5917829373e-07 11.886411748 15.1873730521 -0.430258858699 -5.43521951613e-06 3.03025705368e-06 -5.73548390365e-06 -8.22536080645e-06 120.237801017 0.997578109498 3.89460382184e-06 6.27702237405e-06 -8.80748902352e-06 -0.0304750012148 -2.78649249616 -5.47524459098 2.949908016 1.15856101557 4.28736919609 -5.84113184793 3.8779305389 2.51106880212 3.67045363662 0.501351019262 12.398836164 0.997024292278 8.38387075202 6.18657828087e-06 1.23253465712 3.56213035436 -5.50614867026e-06 0.964673392852 0.267026982236 0.243286601174 0.311124618334 0.00157532859346 0.00222425141794 0.206992115687 0.993997362937 0.576152902019 0.0621828568654 0.0285439075815 -234.24478363 0.0142399356651 -0.0335404487998 -0.0111915560111 29.9411714592 -5.57847296581e-07 2.10502861001 
3.32999060144 3.71350510608e-06 10.0939995994 4.58700280921e-06 0.0073664131095 -4.66467771599e-07 11.9765487845 14.9998668894 -0.360418931085 -5.44979124202e-06 3.03774180797e-06 -5.76348731056e-06 -7.47532542804e-06 119.871358277 0.989240026665 3.84984850066e-06 6.27590998168e-06 -7.94107247435e-06 0.0463130476425 -6.53481217813 -4.68027853445 -2.0416381055 0.983925958656 4.39409002056 -1.27219161411 -2.77070924404 -1.12309803212 4.18734941326 0.817109553149 12.8807947339 0.994904872843 7.64573854481 6.16534195808e-06 1.01124695649 -1.49691752323 -5.48251371028e-06 0.159647589762 0.283020143633 0.77602584408 0.0397671782994 0.00317052203476 0.0108190945311 0.962039730737 0.556931754201 0.71697053644 0.0751775173827 -0.00821974868979 -257.883621467 -0.0121834830049 0.039958114856 -0.0115866418567 29.6580655944 -5.34296490654e-07 2.01476203958 
3.69749155615 3.6875125344e-06 10.0501317712 4.59725819199e-06 0.00737398745532 -5.16089792285e-07 12.238796305 14.8794052165 -0.487357557648 -5.43219258e-06 3.04465474902e-06 -5.81370217557e-06 -8.42565433358e-06 119.682075728 0.999884478618 3.87696348934e-06 6.26223981312e-06 -8.21920696872e-06 0.0445092234832 -3.07063050386 -5.08211238498 -5.1586567898 1.37637413043 -3.51586769296 -3.49244072528 6.5276062197 -5.02301684488 3.56104441509 0.611847298291 14.2406587707 0.998657471933 7.37638062305 6.17053700853e-06 0.966650624301 2.46472808664 -5.525207872e-06 0.517691656519 0.216516164795 0.791169838815 0.995574577612 0.0331327665275 0.0632369837096 0.655893821729 0.700615340998 0.0137849682935 0.0429572322883 0.00814166838272 -243.99412431 -0.00162530051751 0.0358145391373 -0.00342805162502 28.8259454414 -4.26135039379e-07 2.12434940381 
3.77285604162 3.6837607357e-06 9.81263037173 4.59544626746e-06 0.00803936020374 -5.53381650884e-07 11.9965099513 15.1146366935 -0.363185482738 -5.39654226987e-06 3.03736356558e-06 -5.79381646823e-06 -7.83919379692e-06 119.59996452 0.99052892113 3.8920480861e-06 6.29760687387e-06 -8.87534711047e-06 0.043020138723 -3.9673483328 -6.03502872347 -4.79876325668 0.841770530847 -4.98423207031 0.941975513474 -6.12076952709 -4.00867559 3.63815312138 0.567730730235 13.6842289448 0.98618749757 7.94400174085 6.18723076707e-06 0.94010146613 -1.80451386738 -5.5051919135e-06 0.0649555677552 0.251628946448 0.823333475602 0.160438354951 0.017403251099 0.049448347465 0.955901074153 0.960791436026 0.488002399169 0.0846550579679 0.0252768081579 -247.85278188 0.0179881228382 0.0470287618093 -0.0119498152268 29.2055366542 -5.23700478523e-07 2.18138098087 
3.50016110813 3.6893918643e-06 9.77318176803 4.59682908943e-06 0.00906969277093 -5.50874067292e-07 11.6748005729 15.2145660431 -0.40577842955 -5.43651755816e-06 3.05148121834e-06 -5.73631409112e-06 -8.39043435529e-06 119.760262277 0.997629830171 3.88332648481e-06 6.32124498806e-06 -7.96053898648e-06 0.0538881845173 -2.44009257863 -3.39062864259 2.43269264276 1.09317964616 1.65258513252 0.235429167479 4.42698819025 -4.35473772534 3.11982841591 0.554594653704 13.3888539625 0.996269249935 7.88664113994 6.20947551977e-06 0.92599596059 -2.58193244637 -5.52279279272e-06 0.941575131794 0.119964187761 0.537870313536 0.448211167367 0.0231324622828 0.0587518337176 0.391835724002 0.32837397993 0.279520823197 0.0548521668953 -0.0156588478203 -246.896460648 0.00540006537665 0.0194024613673 0.00350992991716 29.4823397735 -5.57911088503e-07 2.31590590385 
2.79101530439 3.64805413161e-06 9.89615752885 4.5996846425e-06 0.00959277803446 -5.57256007814e-07 12.0432259211 15.0696937329 -0.464773691905 -5.40550105731e-06 3.03961711541e-06 -5.74755201458e-06 -6.9924475418e-06 119.997725446 0.995314383013 3.91981891231e-06 6.35526915702e-06 -8.80219310913e-06 0.0600683195438 -3.03901195189 -5.4646723973 -5.29288099046 0.808833066458 4.48567145472 5.4637969957 -1.48134145214 6.0437039682 3.4493552606 0.537428412409 14.3693739876 0.99647163512 7.5925998586 6.22594226943e-06 1.0275914763 3.69959833581 -5.48570063202e-06 0.477036650246 0.905851679049 0.729741985213 0.288828856153 0.0977452299499 0.0113071415608 0.76451199792 0.740822432127 0.0632432071569 0.0722385052726 0.0137970391018 -252.183656815 -0.0100389784215 0.0378663646409 -0.0082488178968 28.3393507668 -5.20004352382e-07 2.38372429275 
3.64388657385 3.69976088706e-06 10.3102140334 4.59820622047e-06 0.00928264501286 -5.35155469251e-07 11.0303255834 15.9618447842 -0.56513944045 -5.40231089466e-06 3.10085427978e-06 -5.68703682281e-06 -8.79490925774e-06 119.018535659 0.998977384822 3.89333260116e-06 6.29922968708e-06 -7.75063928784e-06 -0.0150603953546 -2.24075392037 -4.017864581 5.1302629144 0.955603475026 -5.34222589777 6.12139222075 5.66946700257 -6.13265983139 3.42517078167 0.568622189731 12.4924759204 0.99279934932 7.37596988348 6.21508604417e-06 1.06800644649 -5.01981568174 -5.4973290678e-06 0.953214071096 0.954836229032 0.161288185908 0.989957180003 0.0432469912673 0.0827068980047 0.150963759393 0.922754114212 0.570775102043 0.0857093595515 0.0268619017453 -251.482307287 -0.00204932214673 0.0215502151015 2.48110364589e-05 31.2201678295 -5.58321231699e-07 2.01145530427 
3.04640714264 3.72524017398e-06 10.147401335 4.59239120955e-06 0.00802960405458 -5.43448873031e-07 11.6094481228 15.4886233389 -0.540233656235 -5.41370070751e-06 3.07289733671e-06 -5.71190948039e-06 -7.64617516556e-06 119.364358882 0.998400569871 3.88526536859e-06 6.26445006844e-06 -8.39013548772e-06 0.043631643261 -1.06980706635 -5.27111813352 -2.10398003101 1.00445831571 -5.04462015739 -5.70808377313 6.6036401119 -2.434858329 3.230183936 0.556613098419 12.7958593061 0.987592627254 7.91951062448 6.18630176649e-06 0.92749308126 2.10140597439 -5.52241861931e-06 0.255369856466 0.992330782938 0.584878896695 0.833630007274 0.0647374185276 0.012601365895 0.388867483112 0.663302447161 0.458606705287 0.0874301456833 0.00744211517804 -243.396229598 -0.00629985566066 -0.0346706025451 -0.00221055009493 30.3354362257 -5.55151788666e-07 2.06151178664 
