# Q dQ R dR fit
0.008 0.000101125 0.965229 0.0235093 2
0.00900001 0.000113765 0.988633 0.0224669 2
0.01 0.000126406 0.998531 0.0227474 2
0.011 0.000139046 0.99539 0.0233611 2
0.012 0.000151687 0.999412 0.022328 2
0.013 0.000164327 1.00252 0.0224676 2
0.014 0.000176968 0.971401 0.0223604 1.95853
0.015 0.000189608 0.251903 0.0056877 1.43875
0.016 0.000202248 0.0685842 0.00164161 1.18411
0.017 0.000214889 0.0507797 0.00125882 1.09999
0.018 0.000227529 0.0462684 0.00111372 1.06289
0.019 0.000240169 0.0450149 0.0010603 1.04246
0.02 0.000252809 0.0431336 0.00106378 1.03
0.021 0.00026545 0.041284 0.000982694 1.02188
0.0219999 0.000278089 0.0377658 0.000882407 1.01635
0.023 0.00029073 0.0355254 0.00082199 1.01245
0.0240001 0.000303371 0.0315404 0.000759897 1.00963
0.025 0.000316009 0.0277673 0.000630214 1.00757
0.0273999 0.000346345 0.0193041 0.000471847 1.00441
0.0298 0.000376682 0.0124399 0.000305458 1.00265
0.0321999 0.000407015 0.00764843 0.000194966 1.00164
0.0346 0.000437351 0.00429096 0.000118529 1.00103
0.037 0.000467686 0.00269389 7.86138e-05 1.00066
0.0394 0.00049802 0.00201338 6.05705e-05 1.00043
0.0418 0.000528354 0.00193049 5.72472e-05 1.00028
0.0441999 0.000558686 0.00212492 6.00152e-05 1.00018
0.0466001 0.00058902 0.00227281 6.14998e-05 1.00012
0.0489999 0.00061935 0.0023221 6.17518e-05 1.00008
0.0513999 0.000649682 0.00225106 5.95355e-05 1.00006
0.0537999 0.000680013 0.00197973 5.19462e-05 1.00004
0.0562001 0.000710345 0.00164606 4.40245e-05 1.00003
0.0586 0.000740673 0.00124539 3.36076e-05 1.00003
0.061 0.000771002 0.000974114 2.74866e-05 1.00002
0.0634 0.00080133 0.000793227 2.29593e-05 1.00002
0.0657999 0.000831657 0.000643432 1.8893e-05 1.00002
0.0682 0.000861985 0.00055477 1.64344e-05 1.00002
0.0706001 0.000892311 0.000558586 1.61238e-05 1.00002
0.073 0.000922636 0.000522461 1.53153e-05 1.00002
0.0753999 0.000952959 0.000501398 1.44116e-05 1.00003
0.0778 0.000983284 0.000480885 1.36492e-05 1.00003
0.0801999 0.00101361 0.000443063 1.25998e-05 1.00002
0.0826001 0.00104393 0.000385022 1.12356e-05 1.00002
0.0849999 0.00107425 0.000331286 9.74454e-06 1.00002
0.0874001 0.00110457 0.000267251 8.10181e-06 1.00002
0.0898 0.00113489 0.000233904 7.21461e-06 1.00002
0.0922 0.00116521 0.00020137 6.42e-06 1.00002
0.0946 0.00119552 0.000176805 5.68317e-06 1.00002
0.097 0.00122584 0.000170404 5.40758e-06 1.00002
0.0994 0.00125615 0.000151982 4.89327e-06 1.00002
0.1018 0.00128646 0.000138465 4.51515e-06 1.00002
0.1042 0.00131678 0.000128267 4.19572e-06 1.00001
0.1066 0.00134709 0.000105512 3.5825e-06 1.00001
0.109 0.0013774 8.66523e-05 3.08132e-06 1.00001
0.1114 0.00140771 6.71169e-05 2.57767e-06 1.00001
0.1138 0.00143801 5.29091e-05 2.18934e-06 1.00001
