Q R dR
0.00877296 0.03205250922919505 0.0006140510697589909
0.0100889 0.021971377517921466 0.0004439183761776836
0.0114048 0.015599695265336406 0.00032780810767621567
0.0127208 0.011614750210010561 0.0002487508337619915
0.0140367 0.00791001040883224 0.0001932198386124067
0.0153526 0.006043176616389704 0.000153149484242887
0.0166685 0.004680095741752306 0.00012355151925173735
0.0179845 0.003786464318522838 0.00010123409996685825
0.0193004 0.003083553203772502 8.410052972707568e-05
0.0206163 0.0024121417637999873 7.073093615860133e-05
0.0219322 0.002045492200449587 6.0170077753950246e-05
0.0241253 0.0013783533314962913 4.695401069999853e-05
0.0263185 0.0011468778046072915 3.748328670099407e-05
0.0285116 0.0008725322265776864 3.053007331278459e-05
0.0307047 0.0006644501181992431 2.5301494071882755e-05
0.0328977 0.0005538938243542992 2.1287049780128483e-05
0.0350908 0.00047725237783889326 1.814717601223143e-05
0.0372838 0.0004020120799225976 1.565093302782361e-05
0.0394768 0.00036386408855656837 1.3636925136055968e-05
0.0416698 0.0003062734452597676 1.1990265469852048e-05
0.0438627 0.00025822130971962895 1.0630105156391964e-05
0.0473713 0.0002287022648993212 8.895438624732376e-06
0.0508798 0.00017728149467142153 7.556305674238625e-06
0.0543882 0.0001704724892114639 6.501664721752624e-06
0.0578966 0.00015024842449516958 5.654709880163721e-06
0.0614048 0.00011591144372888623 4.962752249057022e-06
0.0649128 0.00011267441316496242 4.388646807836834e-06
0.0684208 9.937158415464751e-05 3.9057739235848105e-06
0.0719286 8.998331598865525e-05 3.4947174192598536e-06
0.0754363 7.941651229746362e-05 3.141022519403016e-06
0.0789438 7.267898781899577e-05 2.8338188162618974e-06
0.0824512 6.688176067822217e-05 2.5647856228219825e-06
0.0859585 5.630907838362454e-05 2.327325672424016e-06
0.087712 5.521512483058513e-05 2.2189636507528055e-06
0.091219 4.6311405275210714e-05 2.020396589632574e-06
0.0947258 4.763155937260206e-05 1.842714225529879e-06
0.0982324 4.2850685393972315e-05 1.6832504459387803e-06
0.101739 3.446231292741251e-05 1.5396825118398688e-06
0.105245 3.171914107539287e-05 1.4101439753107379e-06
0.108751 3.0691412548011304e-05 1.2930415379736988e-06
0.112257 2.5219679968549044e-05 1.187071781379079e-06
0.115762 2.3007803601679986e-05 1.0911564834882669e-06
0.119268 2.0509913974945853e-05 1.0043008524120195e-06
0.122773 1.663413905607829e-05 9.257406857940703e-07
0.126278 1.5183661054738317e-05 8.547386342165622e-07
0.129782 1.2162322945342514e-05 7.906794069230951e-07
0.133287 9.382549392038408e-06 7.32956049019094e-07
0.136791 8.030802730496497e-06 6.810807714765367e-07
0.140295 6.415318574758103e-06 6.345530059453865e-07
0.143798 5.670586648543e-06 5.929283269193547e-07
0.147302 4.375990156659865e-06 5.557499303261797e-07
0.150805 3.86345622867804e-06 5.225962120395546e-07
0.153432 2.8318780594494836e-06 5.001967218470645e-07
0.15781 9.915360346291983e-07 4.669883856847842e-07
0.162187 1.705986355070032e-06 4.382402544439835e-07
0.166564 1.2093859419073023e-06 4.133379332931683e-07
0.170941 -1.0500168102503619e-07 3.9166220753793026e-07
0.175317 7.39938045882126e-07 3.7265846314576816e-07
0.179693 4.200714364587767e-07 3.5582951649974046e-07
0.184068 -5.188022799209029e-08 3.407557001770334e-07
0.188442 1.9801846817503107e-07 3.2708159832179916e-07
0.192816 -1.0904698418535728e-07 3.145142629888086e-07
0.197189 4.6239079957430876e-07 3.0282607753896503e-07
0.201562 8.117071048394219e-07 2.9183616263130355e-07
0.205934 4.246311754734747e-07 2.81413446334902e-07
0.210305 8.503741762875817e-07 2.7146118935298303e-07
0.214676 7.244645304040305e-07 2.6191032383334474e-07
0.219046 8.086310902508312e-07 2.527194584263139e-07
0.223416 9.163088435716897e-07 2.4386036871986384e-07
0.227785 9.316309919318408e-07 2.353214841315063e-07
0.232153 8.905697069514355e-07 2.2709751248602522e-07
0.23652 4.932283331888957e-07 2.191882219558003e-07
0.240887 5.953454564632484e-07 2.1159405585856482e-07
0.245253 6.75179699071636e-07 2.0431946350453092e-07
0.249618 6.559449520912343e-07 1.9736599866299655e-07
0.253982 4.4201527277023696e-07 1.9075027560060232e-07
0.258346 5.041348467400934e-07 1.8456951924874279e-07
