origin,name,vis,lower limit,upper limit,lower percentile,median percentile,upper percentile,interval lower,interval upper,confidence,interval_center,symmetric_uncertainty
bilayer.headgroup1_1.carbonyl_glycerol,COM,,,,139.48639171050382,186.6067411354469,206.76542913839342,-47.12034942494307,20.15868800294652,0.6826894921370859,173.12591042444862,33.639518713944796
bilayer.headgroup1_1.carbonyl_glycerol,INT,,,,147.0,147.0,147.0,0.0,0.0,0.6826894921370859,147.0,0.0
bilayer.headgroup1_1.choline,COM,,,,144.40639171050384,191.5267411354469,211.68542913839343,-47.12034942494307,20.15868800294652,0.6826894921370859,178.04591042444864,33.639518713944796
bilayer.headgroup1_1.choline,INT,,,,120.0,120.0,120.0,0.0,0.0,0.6826894921370859,120.0,0.0
bilayer.headgroup1_1.phosphate,COM,,,,142.93489171050385,190.0552411354469,210.21392913839344,-47.12034942494304,20.158688002946548,0.6826894921370859,176.57441042444864,33.639518713944796
bilayer.headgroup1_1.phosphate,INT,,,,54.0,54.0,54.0,0.0,0.0,0.6826894921370859,54.0,0.0
bilayer.headgroup1_2.carbonyl_glycerol,COM,,,,139.48639171050382,186.6067411354469,206.76542913839342,-47.12034942494307,20.15868800294652,0.6826894921370859,173.12591042444862,33.639518713944796
bilayer.headgroup1_2.carbonyl_glycerol,INT,,,,147.0,147.0,147.0,0.0,0.0,0.6826894921370859,147.0,0.0
bilayer.headgroup1_2.choline,COM,,,,144.40639171050384,191.5267411354469,211.68542913839343,-47.12034942494307,20.15868800294652,0.6826894921370859,178.04591042444864,33.639518713944796
bilayer.headgroup1_2.choline,INT,,,,120.0,120.0,120.0,0.0,0.0,0.6826894921370859,120.0,0.0
bilayer.headgroup1_2.phosphate,COM,,,,142.93489171050385,190.0552411354469,210.21392913839344,-47.12034942494304,20.158688002946548,0.6826894921370859,176.57441042444864,33.639518713944796
bilayer.headgroup1_2.phosphate,INT,,,,54.0,54.0,54.0,0.0,0.0,0.6826894921370859,54.0,0.0
bilayer.headgroup1_3,COM,,,,143.10639171050383,190.2267411354469,210.38542913839342,-47.12034942494307,20.15868800294652,0.6826894921370859,176.74591042444862,33.639518713944796
bilayer.headgroup1_3,INT,,,,262.0,262.0,262.0,0.0,0.0,0.6826894921370859,262.0,0.0
bilayer.headgroup1_4,COM,,,,143.10639171050383,190.2267411354469,210.38542913839342,-47.12034942494307,20.15868800294652,0.6826894921370859,176.74591042444862,33.639518713944796
bilayer.headgroup1_4,INT,,,,262.0,262.0,262.0,0.0,0.0,0.6826894921370859,262.0,0.0
bilayer.headgroup1_5,COM,,,,141.95639171050385,189.0767411354469,209.23542913839344,-47.12034942494304,20.158688002946548,0.6826894921370859,175.59591042444865,33.639518713944796
bilayer.headgroup1_5,INT,,,,265.0,265.0,265.0,0.0,0.0,0.6826894921370859,265.0,0.0
bilayer.headgroup1_6,COM,,,,142.9063917105038,190.02674113544688,210.18542913839343,-47.12034942494307,20.158688002946548,0.6826894921370859,176.5459104244486,33.63951871394481
bilayer.headgroup1_6,INT,,,,280.0,280.0,280.0,0.0,0.0,0.6826894921370859,280.0,0.0
bilayer.headgroup1_7,COM,,,,140.95639171050382,188.0767411354469,208.23542913839344,-47.12034942494307,20.158688002946548,0.6826894921370859,174.59591042444862,33.63951871394481
bilayer.headgroup1_7,INT,,,,500.0,500.0,500.0,0.0,0.0,0.6826894921370859,500.0,0.0
bilayer.headgroup1_8,COM,,,,142.16889171050383,189.2892411354469,209.44792913839342,-47.12034942494307,20.15868800294652,0.6826894921370859,175.80841042444862,33.639518713944796
bilayer.headgroup1_8,INT,,,,0.0,0.0,0.0,0.0,0.0,0.6826894921370859,0.0,0.0
bilayer.headgroup1_9,COM,,,,143.10639171050383,190.2267411354469,210.38542913839342,-47.12034942494307,20.15868800294652,0.6826894921370859,176.74591042444862,33.639518713944796
bilayer.headgroup1_9,INT,,,,262.0,262.0,262.0,0.0,0.0,0.6826894921370859,262.0,0.0
bilayer.headgroup2_1.carbonyl_glycerol,COM,,,,179.60835491216105,226.72870433710412,246.88739234005067,-47.12034942494307,20.158688002946548,0.6826894921370859,213.24787362610584,33.63951871394481
bilayer.headgroup2_1.carbonyl_glycerol,INT,,,,147.0,147.0,147.0,0.0,0.0,0.6826894921370859,147.0,0.0
bilayer.headgroup2_1.choline,COM,,,,184.52835491216106,231.64870433710414,251.80739234005068,-47.12034942494307,20.158688002946548,0.6826894921370859,218.16787362610586,33.63951871394481
bilayer.headgroup2_1.choline,INT,,,,120.0,120.0,120.0,0.0,0.0,0.6826894921370859,120.0,0.0
bilayer.headgroup2_1.phosphate,COM,,,,183.05685491216104,230.17720433710411,250.33589234005066,-47.12034942494307,20.158688002946548,0.6826894921370859,216.69637362610587,33.63951871394481
bilayer.headgroup2_1.phosphate,INT,,,,54.0,54.0,54.0,0.0,0.0,0.6826894921370859,54.0,0.0
bilayer.headgroup2_2.carbonyl_glycerol,COM,,,,179.60835491216105,226.72870433710412,246.88739234005067,-47.12034942494307,20.158688002946548,0.6826894921370859,213.24787362610584,33.63951871394481
bilayer.headgroup2_2.carbonyl_glycerol,INT,,,,147.0,147.0,147.0,0.0,0.0,0.6826894921370859,147.0,0.0
bilayer.headgroup2_2.choline,COM,,,,184.52835491216106,231.64870433710414,251.80739234005068,-47.12034942494307,20.158688002946548,0.6826894921370859,218.16787362610586,33.63951871394481
bilayer.headgroup2_2.choline,INT,,,,120.0,120.0,120.0,0.0,0.0,0.6826894921370859,120.0,0.0
bilayer.headgroup2_2.phosphate,COM,,,,183.05685491216104,230.17720433710411,250.33589234005066,-47.12034942494307,20.158688002946548,0.6826894921370859,216.69637362610587,33.63951871394481
bilayer.headgroup2_2.phosphate,INT,,,,54.0,54.0,54.0,0.0,0.0,0.6826894921370859,54.0,0.0
bilayer.headgroup2_3,COM,,,,181.35335491216105,228.47370433710412,248.63239234005067,-47.12034942494307,20.158688002946548,0.6826894921370859,214.99287362610585,33.63951871394481
bilayer.headgroup2_3,INT,,,,262.0,262.0,262.0,0.0,0.0,0.6826894921370859,262.0,0.0
bilayer.headgroup2_4,COM,,,,181.35335491216105,228.47370433710412,248.63239234005067,-47.12034942494307,20.158688002946548,0.6826894921370859,214.99287362610585,33.63951871394481
bilayer.headgroup2_4,INT,,,,262.0,262.0,262.0,0.0,0.0,0.6826894921370859,262.0,0.0
bilayer.headgroup2_5,COM,,,,182.50335491216106,229.62370433710413,249.78239234005065,-47.12034942494307,20.15868800294652,0.6826894921370859,216.14287362610585,33.639518713944796
bilayer.headgroup2_5,INT,,,,265.0,265.0,265.0,0.0,0.0,0.6826894921370859,265.0,0.0
bilayer.headgroup2_6,COM,,,,181.5533549121611,228.67370433710414,248.83239234005066,-47.12034942494304,20.15868800294652,0.6826894921370859,215.1928736261059,33.63951871394478
bilayer.headgroup2_6,INT,,,,280.0,280.0,280.0,0.0,0.0,0.6826894921370859,280.0,0.0
bilayer.headgroup2_7,COM,,,,183.5033549121611,230.62370433710413,250.78239234005065,-47.12034942494304,20.15868800294652,0.6826894921370859,217.14287362610588,33.63951871394478
bilayer.headgroup2_7,INT,,,,500.0,500.0,500.0,0.0,0.0,0.6826894921370859,500.0,0.0
bilayer.headgroup2_8,COM,,,,182.29085491216105,229.41120433710412,249.56989234005067,-47.12034942494307,20.158688002946548,0.6826894921370859,215.93037362610585,33.63951871394481
bilayer.headgroup2_8,INT,,,,0.0,0.0,0.0,0.0,0.0,0.6826894921370859,0.0,0.0
bilayer.headgroup2_9,COM,,,,181.35335491216105,228.47370433710412,248.63239234005067,-47.12034942494307,20.158688002946548,0.6826894921370859,214.99287362610585,33.63951871394481
bilayer.headgroup2_9,INT,,,,262.0,262.0,262.0,0.0,0.0,0.6826894921370859,262.0,0.0
bilayer.methyl1_1,COM,,,,161.59313251091814,208.7134819358612,228.87216993880776,-47.12034942494307,20.158688002946548,0.6826894921370859,195.23265122486293,33.63951871394481
bilayer.methyl1_1,INT,,,,98.8,98.8,98.8,0.0,0.0,0.6826894921370859,98.8,0.0
bilayer.methyl1_2,COM,,,,161.59313251091814,208.7134819358612,228.87216993880776,-47.12034942494307,20.158688002946548,0.6826894921370859,195.23265122486293,33.63951871394481
bilayer.methyl1_2,INT,,,,98.8,98.8,98.8,0.0,0.0,0.6826894921370859,98.8,0.0
bilayer.methyl1_3,COM,,,,161.59313251091814,208.7134819358612,228.87216993880776,-47.12034942494307,20.158688002946548,0.6826894921370859,195.23265122486293,33.63951871394481
bilayer.methyl1_3,INT,,,,98.8,98.8,98.8,0.0,0.0,0.6826894921370859,98.8,0.0
bilayer.methyl1_4,COM,,,,161.59313251091814,208.7134819358612,228.87216993880776,-47.12034942494307,20.158688002946548,0.6826894921370859,195.23265122486293,33.63951871394481
bilayer.methyl1_4,INT,,,,98.8,98.8,98.8,0.0,0.0,0.6826894921370859,98.8,0.0
bilayer.methyl1_5,COM,,,,161.59313251091814,208.7134819358612,228.87216993880776,-47.12034942494307,20.158688002946548,0.6826894921370859,195.23265122486293,33.63951871394481
bilayer.methyl1_5,INT,,,,98.8,98.8,98.8,0.0,0.0,0.6826894921370859,98.8,0.0
bilayer.methyl1_6,COM,,,,161.59313251091814,208.7134819358612,228.87216993880776,-47.12034942494307,20.158688002946548,0.6826894921370859,195.23265122486293,33.63951871394481
bilayer.methyl1_6,INT,,,,98.8,98.8,98.8,0.0,0.0,0.6826894921370859,98.8,0.0
bilayer.methyl1_7,COM,,,,161.59313251091814,208.7134819358612,228.87216993880776,-47.12034942494307,20.158688002946548,0.6826894921370859,195.23265122486293,33.63951871394481
bilayer.methyl1_7,INT,,,,98.8,98.8,98.8,0.0,0.0,0.6826894921370859,98.8,0.0
bilayer.methyl1_8,COM,,,,161.59313251091814,208.7134819358612,228.87216993880776,-47.12034942494307,20.158688002946548,0.6826894921370859,195.23265122486293,33.63951871394481
bilayer.methyl1_8,INT,,,,0.0,0.0,0.0,0.0,0.0,0.6826894921370859,0.0,0.0
bilayer.methyl1_9,COM,,,,161.59313251091814,208.7134819358612,228.87216993880776,-47.12034942494307,20.158688002946548,0.6826894921370859,195.23265122486293,33.63951871394481
bilayer.methyl1_9,INT,,,,98.8,98.8,98.8,0.0,0.0,0.6826894921370859,98.8,0.0
bilayer.methyl2_1,COM,,,,162.86661411174674,209.9869635366898,230.14565153963633,-47.12034942494307,20.15868800294652,0.6826894921370859,196.50613282569154,33.639518713944796
bilayer.methyl2_1,INT,,,,98.8,98.8,98.8,0.0,0.0,0.6826894921370859,98.8,0.0
bilayer.methyl2_2,COM,,,,162.86661411174674,209.9869635366898,230.14565153963633,-47.12034942494307,20.15868800294652,0.6826894921370859,196.50613282569154,33.639518713944796
bilayer.methyl2_2,INT,,,,98.8,98.8,98.8,0.0,0.0,0.6826894921370859,98.8,0.0
bilayer.methyl2_3,COM,,,,162.86661411174674,209.9869635366898,230.14565153963633,-47.12034942494307,20.15868800294652,0.6826894921370859,196.50613282569154,33.639518713944796
bilayer.methyl2_3,INT,,,,98.8,98.8,98.8,0.0,0.0,0.6826894921370859,98.8,0.0
bilayer.methyl2_4,COM,,,,162.86661411174674,209.9869635366898,230.14565153963633,-47.12034942494307,20.15868800294652,0.6826894921370859,196.50613282569154,33.639518713944796
bilayer.methyl2_4,INT,,,,98.8,98.8,98.8,0.0,0.0,0.6826894921370859,98.8,0.0
bilayer.methyl2_5,COM,,,,162.86661411174674,209.9869635366898,230.14565153963633,-47.12034942494307,20.15868800294652,0.6826894921370859,196.50613282569154,33.639518713944796
bilayer.methyl2_5,INT,,,,98.8,98.8,98.8,0.0,0.0,0.6826894921370859,98.8,0.0
bilayer.methyl2_6,COM,,,,162.86661411174674,209.9869635366898,230.14565153963633,-47.12034942494307,20.15868800294652,0.6826894921370859,196.50613282569154,33.639518713944796
bilayer.methyl2_6,INT,,,,98.8,98.8,98.8,0.0,0.0,0.6826894921370859,98.8,0.0
bilayer.methyl2_7,COM,,,,162.86661411174674,209.9869635366898,230.14565153963633,-47.12034942494307,20.15868800294652,0.6826894921370859,196.50613282569154,33.639518713944796
bilayer.methyl2_7,INT,,,,98.8,98.8,98.8,0.0,0.0,0.6826894921370859,98.8,0.0
bilayer.methyl2_8,COM,,,,162.86661411174674,209.9869635366898,230.14565153963633,-47.12034942494307,20.15868800294652,0.6826894921370859,196.50613282569154,33.639518713944796
bilayer.methyl2_8,INT,,,,0.0,0.0,0.0,0.0,0.0,0.6826894921370859,0.0,0.0
bilayer.methyl2_9,COM,,,,162.86661411174674,209.9869635366898,230.14565153963633,-47.12034942494307,20.15868800294652,0.6826894921370859,196.50613282569154,33.639518713944796
bilayer.methyl2_9,INT,,,,98.8,98.8,98.8,0.0,0.0,0.6826894921370859,98.8,0.0
bilayer.methylene1_1,COM,,,,153.95639171050385,201.0767411354469,221.23542913839344,-47.12034942494304,20.158688002946548,0.6826894921370859,187.59591042444865,33.639518713944796
bilayer.methylene1_1,INT,,,,835.7,835.7,835.7,0.0,0.0,0.6826894921370859,835.7,0.0
bilayer.methylene1_2,COM,,,,153.95639171050385,201.0767411354469,221.23542913839344,-47.12034942494304,20.158688002946548,0.6826894921370859,187.59591042444865,33.639518713944796
bilayer.methylene1_2,INT,,,,842.7,842.7,842.7,0.0,0.0,0.6826894921370859,842.7,0.0
bilayer.methylene1_3,COM,,,,153.95639171050385,201.0767411354469,221.23542913839344,-47.12034942494304,20.158688002946548,0.6826894921370859,187.59591042444865,33.639518713944796
bilayer.methylene1_3,INT,,,,835.7,835.7,835.7,0.0,0.0,0.6826894921370859,835.7,0.0
bilayer.methylene1_4,COM,,,,153.95639171050385,201.0767411354469,221.23542913839344,-47.12034942494304,20.158688002946548,0.6826894921370859,187.59591042444865,33.639518713944796
bilayer.methylene1_4,INT,,,,825.2,825.2,825.2,0.0,0.0,0.6826894921370859,825.2,0.0
bilayer.methylene1_5,COM,,,,153.95639171050385,201.0767411354469,221.23542913839344,-47.12034942494304,20.158688002946548,0.6826894921370859,187.59591042444865,33.639518713944796
bilayer.methylene1_5,INT,,,,835.7,835.7,835.7,0.0,0.0,0.6826894921370859,835.7,0.0
bilayer.methylene1_6,COM,,,,153.95639171050385,201.0767411354469,221.23542913839344,-47.12034942494304,20.158688002946548,0.6826894921370859,187.59591042444865,33.639518713944796
bilayer.methylene1_6,INT,,,,842.7,842.7,842.7,0.0,0.0,0.6826894921370859,842.7,0.0
bilayer.methylene1_7,COM,,,,153.95639171050385,201.0767411354469,221.23542913839344,-47.12034942494304,20.158688002946548,0.6826894921370859,187.59591042444865,33.639518713944796
bilayer.methylene1_7,INT,,,,835.7,835.7,835.7,0.0,0.0,0.6826894921370859,835.7,0.0
bilayer.methylene1_8,COM,,,,153.95639171050385,201.0767411354469,221.23542913839344,-47.12034942494304,20.158688002946548,0.6826894921370859,187.59591042444865,33.639518713944796
bilayer.methylene1_8,INT,,,,630.0,630.0,630.0,0.0,0.0,0.6826894921370859,630.0,0.0
bilayer.methylene1_9,COM,,,,153.95639171050385,201.0767411354469,221.23542913839344,-47.12034942494304,20.158688002946548,0.6826894921370859,187.59591042444865,33.639518713944796
bilayer.methylene1_9,INT,,,,873.2,873.2,873.2,0.0,0.0,0.6826894921370859,873.2,0.0
bilayer.methylene2_1,COM,,,,170.50335491216106,217.62370433710413,237.78239234005068,-47.12034942494307,20.158688002946548,0.6826894921370859,204.14287362610588,33.63951871394481
bilayer.methylene2_1,INT,,,,835.7,835.7,835.7,0.0,0.0,0.6826894921370859,835.7,0.0
bilayer.methylene2_2,COM,,,,170.50335491216106,217.62370433710413,237.78239234005068,-47.12034942494307,20.158688002946548,0.6826894921370859,204.14287362610588,33.63951871394481
bilayer.methylene2_2,INT,,,,842.7,842.7,842.7,0.0,0.0,0.6826894921370859,842.7,0.0
bilayer.methylene2_3,COM,,,,170.50335491216106,217.62370433710413,237.78239234005068,-47.12034942494307,20.158688002946548,0.6826894921370859,204.14287362610588,33.63951871394481
bilayer.methylene2_3,INT,,,,835.7,835.7,835.7,0.0,0.0,0.6826894921370859,835.7,0.0
bilayer.methylene2_4,COM,,,,170.50335491216106,217.62370433710413,237.78239234005068,-47.12034942494307,20.158688002946548,0.6826894921370859,204.14287362610588,33.63951871394481
bilayer.methylene2_4,INT,,,,825.2,825.2,825.2,0.0,0.0,0.6826894921370859,825.2,0.0
bilayer.methylene2_5,COM,,,,170.50335491216106,217.62370433710413,237.78239234005068,-47.12034942494307,20.158688002946548,0.6826894921370859,204.14287362610588,33.63951871394481
bilayer.methylene2_5,INT,,,,835.7,835.7,835.7,0.0,0.0,0.6826894921370859,835.7,0.0
bilayer.methylene2_6,COM,,,,170.50335491216106,217.62370433710413,237.78239234005068,-47.12034942494307,20.158688002946548,0.6826894921370859,204.14287362610588,33.63951871394481
bilayer.methylene2_6,INT,,,,842.7,842.7,842.7,0.0,0.0,0.6826894921370859,842.7,0.0
bilayer.methylene2_7,COM,,,,170.50335491216106,217.62370433710413,237.78239234005068,-47.12034942494307,20.158688002946548,0.6826894921370859,204.14287362610588,33.63951871394481
bilayer.methylene2_7,INT,,,,835.7,835.7,835.7,0.0,0.0,0.6826894921370859,835.7,0.0
bilayer.methylene2_8,COM,,,,170.50335491216106,217.62370433710413,237.78239234005068,-47.12034942494307,20.158688002946548,0.6826894921370859,204.14287362610588,33.63951871394481
bilayer.methylene2_8,INT,,,,630.0,630.0,630.0,0.0,0.0,0.6826894921370859,630.0,0.0
bilayer.methylene2_9,COM,,,,170.50335491216106,217.62370433710413,237.78239234005068,-47.12034942494307,20.158688002946548,0.6826894921370859,204.14287362610588,33.63951871394481
bilayer.methylene2_9,INT,,,,873.2,873.2,873.2,0.0,0.0,0.6826894921370859,873.2,0.0
bilayer.siox,COM,,,,25.0,25.0,25.0,0.0,0.0,0.6826894921370859,25.0,0.0
bilayer.siox,INT,,,,558.594642857143,558.594642857143,558.594642857143,0.0,0.0,0.6826894921370859,558.594642857143,0.0
bilayer.substrate,COM,,,,0.0,0.0,0.0,0.0,0.0,0.6826894921370859,0.0,0.0
bilayer.substrate,INT,,,,2234.378571428572,2234.378571428572,2234.378571428572,0.0,0.0,0.6826894921370859,2234.378571428572,0.0
bilayer,area_per_lipid,,,,55.859464285714296,55.859464285714296,55.859464285714296,0.0,0.0,0.6826894921370859,55.859464285714296,0.0
bilayer,volume_fraction,,,,1.0,1.0,1.0,0.0,0.0,0.6826894921370859,1.0,0.0
bilayer,thickness_inner_leaflet,,,,15.27348160082861,15.27348160082861,15.27348160082861,0.0,0.0,0.6826894921370859,15.27348160082861,0.0
bilayer,thickness_outer_leaflet,,,,15.27348160082861,15.27348160082861,15.27348160082861,0.0,0.0,0.6826894921370859,15.27348160082861,0.0
bilayer,thickness_total,,,,30.54696320165722,30.54696320165722,30.54696320165722,0.0,0.0,0.6826894921370859,30.54696320165722,0.0
bilayer,water in inner headgroups,,,,0.560621356559772,0.5685991833521337,0.5763315865823365,-0.007977826792361697,0.007732403230202856,0.6826894921370859,0.5684764715710542,0.007855115011282277
bilayer,water in hydrocarbons,,,,0.06620297276257925,0.07753617948902003,0.07756107120417881,-0.011333206726440781,2.4891715158778527e-05,0.6826894921370859,0.07188202198337904,0.00567904922079978
bilayer,water in outer headgroups,,,,0.5584554193318946,0.5663665992264555,0.5778263670403658,-0.007911179894560916,0.011459767813910338,0.6826894921370859,0.5681408931861303,0.009685473854235627
bilayer,water in submembrane,,,,0.9738165905703452,0.981752318887168,0.9839845259675062,-0.007935728316822765,0.002232207080338222,0.6826894921370859,0.9789005582689256,0.005083967698580494
protein,peak position,,,,232.11781168986903,291.25,322.8218831013096,-59.13218831013097,31.571883101309595,0.6826894921370859,277.46984739558934,45.35203570572028
protein,FWHM,,,,17.34964322052975,21.51197231516535,29.349944663345948,-4.162329094635602,7.837972348180596,0.6826894921370859,23.349793941937847,6.000150721408099
protein,COM,,,,243.24601983566913,293.9953815205741,323.99937801089936,-50.749361684904954,30.003996490325278,0.6826894921370859,283.62269892328425,40.376679087615116
protein,INT,,,,64.85221781607872,170.20178033946138,403.4794862310715,-105.34956252338266,233.27770589161014,0.6826894921370859,234.16585202357513,169.3136342074964
dense_polymer,COM,,,,30.0,30.0,30.0,0.0,0.0,0.6826894921370859,30.0,0.0
dense_polymer,INT,,,,3565.5851457846097,4715.959525002683,5343.777649801768,-1150.3743792180735,627.8181247990851,0.6826894921370859,4454.681397793189,889.0962520085793
sparse_polymer,COM,,,,61.915695058195126,72.21274207537004,77.83236718705317,-10.297047017174918,5.619625111683121,0.6826894921370859,69.87403112262415,7.9583360644290195
sparse_polymer,INT,,,,2884.02069195862,4397.80422351233,5048.310642332788,-1513.7835315537104,650.5064188204578,0.6826894921370859,3966.165667145704,1082.1449751870841
