# "wavelength": 5.0
# "wavelength_resolution": 0.015
# "columns": ["Qz", "Intensity", "uncertainty", "resolution"]
# "units": ["1/Ang", "counts per monitor", "counts per monitor", "1/Ang"]
9.587503483785377e-03  1.154188754439296e+00  1.507252590318538e-01  3.687501339917445e-04
9.971003623136791e-03  1.018330480118020e+00  3.159778250661970e-02  3.835001393514142e-04
1.036984376806226e-02  1.037191347809015e+00  2.641331617461608e-02  3.988401449254708e-04
1.078463751878475e-02  9.920613657487296e-01  2.125118329264542e-02  4.147937507224896e-04
1.121602301953614e-02  9.746437374412137e-01  1.738559695980648e-02  4.313855007513892e-04
1.166466394031759e-02  1.030418216901378e+00  1.592790499956415e-02  4.486409207814448e-04
1.213125049793029e-02  9.703098122632327e-01  1.344999849889101e-02  4.665865576127026e-04
1.261650051784750e-02  9.917517458335599e-01  1.235362251432834e-02  4.852500199172107e-04
1.312116053856140e-02  9.776963997944673e-01  1.379340736648197e-02  5.046600207138991e-04
1.364600696010386e-02  9.671315413086122e-01  1.516978813346742e-01  5.248464215424551e-04
1.419184723850802e-02  8.392437853420981e-01  1.267278132844596e-01  5.458402784041533e-04
1.475952112804834e-02  2.710768061446608e-01  4.920591577133285e-02  5.676738895403194e-04
1.534990197317027e-02  1.008206117034234e-01  2.311568167030758e-02  5.903808451219322e-04
1.596389805209708e-02  5.877000203424612e-02  1.545884151611611e-02  6.139960789268095e-04
1.660245397418096e-02  4.231548688953572e-02  1.187340844536005e-02  6.385559220838818e-04
1.726655213314820e-02  3.608875270358781e-02  1.006870055448180e-02  6.640981589672370e-04
1.795721421847413e-02  3.263932059113807e-02  8.680771933405652e-03  6.906620853259265e-04
1.867550278721309e-02  3.311403667069639e-02  8.147590411836026e-03  7.182885687389635e-04
1.942252289870162e-02  3.186712687752345e-02  7.458324971237235e-03  7.470201114885222e-04
2.019942381464968e-02  3.097943833242506e-02  6.803924441634149e-04  7.769009159480630e-04
2.100740076723567e-02  2.994287964347912e-02  6.274843355575237e-04  8.079769525859854e-04
2.184769679792509e-02  2.890937206965156e-02  5.749888835500116e-04  8.402960306894249e-04
2.272160466984210e-02  2.867876534686215e-02  5.390823111801415e-04  8.739078719170020e-04
2.363046885663578e-02  2.623579768101500e-02  4.864089887755105e-04  9.088641867936819e-04
2.457568761090121e-02  2.531113106642219e-02  4.519796461419390e-04  9.452187542654291e-04
2.555871511533726e-02  2.305655463918209e-02  3.270043376092515e-04  9.830275044360464e-04
2.658106371995075e-02  2.116523772820945e-02  3.045033296178750e-04  1.022348604613488e-03
2.764430626874878e-02  1.866857763277092e-02  2.700878415300769e-04  1.063242548798028e-03
2.875007851949873e-02  1.643454967356043e-02  2.385251985343467e-04  1.105772250749949e-03
2.990008166027868e-02  1.463568173391086e-02  2.110607279712194e-04  1.150003140779947e-03
3.109608492668983e-02  1.205619771701120e-02  1.787718978913828e-04  1.196003266411145e-03
3.233992832375743e-02  1.028764617213475e-02  1.573944111808430e-04  1.243843397067591e-03
3.363352545670772e-02  8.389041566547231e-03  1.331600326836722e-04  1.293597132950294e-03
3.497886647497603e-02  6.927455628085911e-03  1.130652664697209e-04  1.345341018268306e-03
3.637802113397506e-02  5.450222353680017e-03  9.289675113488606e-05  1.399154658999038e-03
3.783314197933407e-02  4.462663594731541e-03  7.090888858953639e-05  1.455120845359000e-03
3.934646765850743e-02  3.492839152822471e-03  5.777154659310463e-05  1.513325679173360e-03
4.092032636484773e-02  2.727566612426216e-03  4.700304225450427e-05  1.573858706340294e-03
4.255713941944164e-02  2.239086586465509e-03  3.986863030516961e-05  1.636813054593906e-03
4.425942499621931e-02  1.906926439809882e-03  3.431624683552499e-05  1.702285576777662e-03
4.602980199606807e-02  1.707148651071148e-03  3.045270597519422e-05  1.770376999848768e-03
4.787099407591079e-02  1.577301545023025e-03  2.756025042926780e-05  1.841192079842719e-03
4.978583383894723e-02  1.501185854144676e-03  2.554193861941869e-05  1.914839763036428e-03
5.177726719250511e-02  1.363211312119339e-03  2.346409495424660e-05  1.991433353557885e-03
5.384835788020532e-02  1.344405784342199e-03  2.211437440889217e-05  2.071090687700200e-03
5.600229219541353e-02  1.235722097590281e-03  2.022059143616780e-05  2.153934315208208e-03
5.824238388323007e-02  1.112201324838734e-03  1.807446374201803e-05  2.240091687816536e-03
6.057207923855928e-02  9.705333869611376e-04  1.627939753598068e-05  2.329695355329198e-03
6.299496240810165e-02  8.664220302609736e-04  1.451376667974744e-05  2.422883169542366e-03
6.551476090442572e-02  7.147255351551608e-04  1.237871617254553e-05  2.519798496324061e-03
6.813535134060275e-02  6.087919993120780e-04  1.065540736854429e-05  2.620590436177023e-03
7.086076539422687e-02  5.164725253622924e-04  9.234193748578538e-06  2.725414053624105e-03
7.369519600999594e-02  4.388731986282410e-04  7.950964665587028e-06  2.834430615769069e-03
7.664300385039577e-02  3.768916705021998e-04  6.941007881836175e-06  2.947807840399831e-03
7.970872400441162e-02  3.093877302185739e-04  5.889084383560313e-06  3.065720154015825e-03
8.289707296458808e-02  2.651421193276251e-04  5.167374505254307e-06  3.188348960176458e-03
8.621295588317160e-02  2.143266235011355e-04  4.394434168093439e-06  3.315882918583516e-03
8.966147411849845e-02  1.649299110674236e-04  3.658141702098134e-06  3.448518235326856e-03
9.324793308323839e-02  1.210995178306678e-04  2.965176783996319e-06  3.586458964739931e-03
9.697785040656792e-02  9.109064429067291e-05  2.446253111987238e-06  3.729917323329528e-03
1.008569644228307e-01  8.033579545376406e-05  2.212908861980520e-06  3.879114016262709e-03
1.048912429997439e-01  7.419639365028360e-05  2.063614426343907e-06  4.034278576913217e-03
1.090868927197336e-01  7.172884136895746e-05  2.012127959945375e-06  4.195649719989746e-03
1.134503684285230e-01  5.813127326434590e-05  1.750107312669115e-06  4.363475708789336e-03
1.179883831656639e-01  3.700121403791250e-05  1.368898310593969e-06  4.538014737140909e-03
1.227079184922904e-01  1.958398540861732e-05  9.924611766264916e-07  4.719535326626545e-03
1.276162352319820e-01  7.824771498100839e-06  6.335980970216994e-07  4.908316739691607e-03
1.327208846412613e-01  6.220145381699244e-06  5.711227930102374e-07  5.104649409279270e-03
1.380297200269118e-01  7.336124752188736e-06  5.880297943430873e-07  5.308835385650442e-03
1.435509088279882e-01  6.228096775053899e-06  5.308278817487460e-07  5.521188801076459e-03
1.492929451811078e-01  3.058576221320731e-06  3.908426079871699e-07  5.742036353119517e-03
1.552646629883521e-01  6.785315908342187e-07  2.463624064122396e-07  5.971717807244298e-03
1.614752495078862e-01  1.597013180160742e-06  3.052943577382465e-07  6.210586519534070e-03
1.679342594882016e-01  2.422187047490053e-06  3.440524325578700e-07  6.459009980315433e-03
1.746516298677297e-01  1.796721929138208e-06  3.093452146060643e-07  6.717370379528050e-03
1.816376950624389e-01  9.849526941242002e-07  2.613025005000014e-07  6.986065194709173e-03
1.889032028649364e-01  1.290263838490327e-06  2.895077144406313e-07  7.265507802497539e-03
1.964593309795339e-01  2.957065713896141e-06  3.661120927180228e-07  7.556128114597441e-03
2.043177042187152e-01  1.818440715087482e-06  3.362579626673717e-07  7.858373239181338e-03
2.124904123874638e-01  1.297859429415009e-06  3.299166164772203e-07  8.172708168748591e-03
2.209900288829624e-01  1.196213379857036e-06  3.692689768554023e-07  8.499616495498534e-03
