# bilayer.substrate_zaxis bilayer.substrate_area bilayer.substrate_msigma_area bilayer.substrate_psigma_area
1.390000000000000000e+02 0.000000000000000000e+00 5.913398149147680583e-01 9.729197341887504180e+00
1.395000000000000000e+02 0.000000000000000000e+00 5.652490611562033251e-01 9.738320399433803232e+00
1.400000000000000000e+02 0.000000000000000000e+00 5.945180997531535061e-01 9.717104616762778591e+00
1.405000000000000000e+02 0.000000000000000000e+00 5.895399408049296630e-01 9.853866518877039127e+00
1.410000000000000000e+02 0.000000000000000000e+00 5.554835709681642530e-01 1.011285479500122797e+01
1.415000000000000000e+02 0.000000000000000000e+00 5.569287884203554251e-01 1.032435962528609075e+01
1.420000000000000000e+02 0.000000000000000000e+00 6.088403929215128185e-01 1.029041157268998496e+01
1.425000000000000000e+02 0.000000000000000000e+00 6.264452043507138246e-01 1.023621178980338975e+01
1.430000000000000000e+02 0.000000000000000000e+00 6.903591387618345232e-01 1.017782688400648361e+01
1.435000000000000000e+02 0.000000000000000000e+00 7.087815510048592893e-01 1.011069668675611766e+01
1.440000000000000000e+02 0.000000000000000000e+00 7.366937182732915534e-01 1.002078241069794018e+01
1.445000000000000000e+02 0.000000000000000000e+00 7.710184783860395408e-01 9.908602092254694682e+00
1.450000000000000000e+02 0.000000000000000000e+00 9.212455859745117825e-01 9.775766303625928799e+00
1.455000000000000000e+02 0.000000000000000000e+00 9.603624313520898736e-01 9.645850862094711431e+00
1.460000000000000000e+02 0.000000000000000000e+00 9.828049605523143661e-01 9.557169585675209689e+00
1.465000000000000000e+02 0.000000000000000000e+00 1.022904853703220152e+00 9.514315613507607239e+00
1.470000000000000000e+02 0.000000000000000000e+00 1.300628198616053499e+00 9.731274107496011183e+00
1.475000000000000000e+02 0.000000000000000000e+00 1.737159245177342770e+00 1.009507947697082386e+01
1.480000000000000000e+02 0.000000000000000000e+00 1.952819450996059913e+00 1.034658105851325516e+01
1.485000000000000000e+02 0.000000000000000000e+00 1.921087425651882175e+00 1.041797662293435245e+01
1.490000000000000000e+02 0.000000000000000000e+00 1.848713856069377215e+00 1.042567182744016741e+01
1.495000000000000000e+02 0.000000000000000000e+00 1.833840011435083905e+00 1.037030609560253680e+01
