# x	 y	 dy	 fy
1.003700000000000009e-01 1.209609480515740021e+00 5.000000000000000278e-02 1.219393400414253925e+00
1.010999999999999954e-01 1.206665344300569931e+00 5.000000000000000278e-02 1.231549425346726512e+00
1.018199999999999938e-01 1.230862620910269989e+00 5.000000000000000278e-02 1.243509769799136855e+00
1.025500000000000023e-01 1.270276484695100017e+00 5.000000000000000278e-02 1.255534597773596328e+00
1.032799999999999968e-01 1.278296348479929900e+00 5.000000000000000278e-02 1.267510188811607597e+00
1.039999999999999952e-01 1.271709625089620044e+00 5.000000000000000278e-02 1.279248081026103101e+00
1.047300000000000036e-01 1.303353488874450017e+00 5.000000000000000278e-02 1.291061457308640970e+00
1.054599999999999982e-01 1.323303352659279897e+00 5.000000000000000278e-02 1.302830185311569355e+00
1.061900000000000066e-01 1.329536216444120011e+00 5.000000000000000278e-02 1.314466835262364963e+00
1.069100000000000050e-01 1.362999493053810074e+00 5.000000000000000278e-02 1.325905340309876168e+00
1.076399999999999996e-01 1.396600356838640034e+00 5.000000000000000278e-02 1.337385192578798732e+00
1.083699999999999941e-01 1.396189220623470062e+00 5.000000000000000278e-02 1.348789255704296197e+00
1.090900000000000064e-01 1.391531497233170045e+00 5.000000000000000278e-02 1.359957495687548201e+00
1.098200000000000010e-01 1.379973361018000055e+00 5.000000000000000278e-02 1.371157684552735789e+00
1.105499999999999955e-01 1.402358224802829900e+00 5.000000000000000278e-02 1.382311857414347145e+00
1.112699999999999939e-01 1.421175501412520026e+00 5.000000000000000278e-02 1.393148100308764681e+00
1.120000000000000023e-01 1.435059365197359993e+00 5.000000000000000278e-02 1.404082205981283638e+00
1.127299999999999969e-01 1.445100228982189927e+00 5.000000000000000278e-02 1.414889060171383717e+00
1.134600000000000053e-01 1.466410092767020057e+00 5.000000000000000278e-02 1.425588834647977032e+00
1.141800000000000037e-01 1.465160369376709903e+00 5.000000000000000278e-02 1.436062754092930493e+00
1.149099999999999983e-01 1.468599233161540063e+00 5.000000000000000278e-02 1.446519180460716480e+00
1.156400000000000067e-01 1.471917096946369963e+00 5.000000000000000278e-02 1.456920468071192687e+00
1.163600000000000051e-01 1.493483373556069971e+00 5.000000000000000278e-02 1.467002676311902620e+00
1.170899999999999996e-01 1.517542237340899991e+00 5.000000000000000278e-02 1.477145427043665249e+00
1.178199999999999942e-01 1.521151101125729932e+00 5.000000000000000278e-02 1.487158234894226494e+00
1.185400000000000065e-01 1.534811377735429971e+00 5.000000000000000278e-02 1.496894370286319775e+00
1.192700000000000010e-01 1.534866241520260077e+00 5.000000000000000278e-02 1.506690689187260235e+00
1.199999999999999956e-01 1.526032105305090036e+00 5.000000000000000278e-02 1.516280802592707699e+00
1.207300000000000040e-01 1.550507969089919946e+00 5.000000000000000278e-02 1.525807313884622873e+00
1.214500000000000024e-01 1.579966245699609972e+00 5.000000000000000278e-02 1.535022062088185812e+00
1.221799999999999969e-01 1.571573109484440067e+00 5.000000000000000278e-02 1.544254331217057796e+00
1.229100000000000054e-01 1.576503973269270054e+00 5.000000000000000278e-02 1.553360255382701949e+00
1.236300000000000038e-01 1.586790249878970105e+00 5.000000000000000278e-02 1.562163519553087854e+00
1.243599999999999983e-01 1.596111113663799985e+00 5.000000000000000278e-02 1.571023686993508806e+00
1.250900000000000067e-01 1.609688977448630043e+00 5.000000000000000278e-02 1.579636734897836625e+00
1.258100000000000052e-01 1.622209254058329941e+00 5.000000000000000278e-02 1.588061513843722850e+00
1.265400000000000136e-01 1.622798117843160082e+00 5.000000000000000278e-02 1.596418808987102311e+00
1.272699999999999942e-01 1.635512981627990081e+00 5.000000000000000278e-02 1.604631258722483134e+00
1.280000000000000027e-01 1.619593845412820032e+00 5.000000000000000278e-02 1.612726808944562551e+00
1.287200000000000011e-01 1.626807122022509988e+00 5.000000000000000278e-02 1.620492518741917243e+00
1.294500000000000095e-01 1.649096985807350091e+00 5.000000000000000278e-02 1.628294039736346122e+00
1.301799999999999902e-01 1.668357849592180031e+00 5.000000000000000278e-02 1.635848798295004958e+00
1.308999999999999886e-01 1.658440126201869980e+00 5.000000000000000278e-02 1.643199254078851590e+00
