165
         0.4227          0.7312          0.8326          0.4359          0.2879          0.4704          0.8267          0.9026          0.4053          0.1658          0.5884          0.3146          0.9501          0.3607          0.8979          0.8777          0.2297          0.4598          0.8122          0.6394           0.756          0.6369          0.2295          0.2558          0.5202          0.3632          0.3589          0.7676          0.7392          0.9161          0.2173          0.7408          0.4809          0.9319          0.1752          0.3799          0.1243          0.1743          0.1559          0.4639          0.3707          0.4509          0.7074          0.2237          0.4409          0.7887          0.6283           0.936          0.3484          0.5289          0.5544          0.1375          0.0633          0.1003          0.8946          0.5627 
         0.6828          0.0845          0.5723          0.8278          0.3272          0.9271          0.9268          0.7051          0.2184          0.7424          0.5354          0.5218          0.6505          0.9684          0.3611           0.797          0.2169          0.4095          0.5128          0.2045          0.2969           0.032          0.9793           0.749          0.2807          0.4682          0.1018           0.759             0.9          0.2347          0.9473          0.3989          0.7255          0.3372          0.1648          0.9124          0.4053          0.9436          0.0593          0.7203           0.782           0.741          0.9033          0.3121          0.8309           0.229          0.1767          0.2914          0.7171          0.6574          0.6765          0.5965           0.071           0.584          0.4671          0.1788 
         0.2507          0.5582          0.2696          0.4499          0.5738          0.3669          0.8253          0.8605          0.2501          0.4885          0.6838           0.748          0.6405          0.5558          0.8351          0.7577           0.266          0.3778          0.5163          0.5566          0.2991          0.0945          0.0399          0.0018           0.281          0.3197          0.9273          0.0094          0.6608            0.96          0.0146          0.1871          0.4741          0.1955          0.9304          0.3791          0.5757           0.544          0.8783          0.9414          0.1742          0.3372          0.1155          0.0419          0.2773          0.1992          0.4194           0.243          0.4141          0.0249          0.4979          0.6911           0.717          0.4842          0.7402           0.339 
         0.3431          0.6863          0.2435          0.4515          0.5299          0.8193          0.9007          0.0966          0.8401          0.6886          0.8287          0.7772          0.3036          0.7542          0.5906          0.5572          0.8983          0.3549          0.4285          0.2478          0.6595          0.5436          0.8247          0.0475          0.9761          0.8812          0.1738          0.4364          0.9997          0.7537          0.7274          0.7425          0.4215          0.9078          0.9308          0.7916          0.0595          0.8911          0.1513          0.8532           0.648          0.2767          0.6826          0.7123          0.0578          0.0171           0.444          0.7478          0.2636           0.278          0.4329          0.8521          0.6974           0.209          0.5405          0.7858 
         0.2603          0.7528          0.2226          0.3128          0.3657          0.4067          0.9856          0.3321          0.9185          0.8144          0.5359          0.5245          0.6908          0.3633          0.7592          0.6025          0.5936          0.6402          0.1172          0.6786          0.8743          0.2999          0.8393          0.8288          0.2404          0.8344          0.4677          0.1158          0.6939           0.282          0.1965          0.3596          0.3155           0.039          0.7845          0.9844          0.9386          0.5742          0.6493          0.9863          0.5605           0.417          0.8534          0.6141          0.1905          0.9382          0.1399           0.081          0.0419          0.2782          0.8794          0.8551          0.6483          0.7014          0.8304          0.1948 
         0.2256          0.3779           0.546          0.5378          0.3299          0.9122          0.2858          0.7364          0.0956          0.1071          0.0463          0.0568          0.9581          0.4296          0.0195          0.2087          0.0004          0.7449          0.5357          0.2099          0.8526          0.2866          0.3885          0.2189          0.1404          0.7299          0.6583          0.4898          0.2769          0.2073          0.1206          0.3903          0.7894           0.396          0.8537          0.9143           0.398          0.0125            0.28           0.981          0.7682           0.322          0.8854          0.5189           0.928          0.0636          0.6146          0.4406          0.6576          0.8239          0.7818          0.2067          0.6798            0.99          0.0795          0.4463 
         0.0117          0.3444          0.0091          0.6124          0.7993          0.2391          0.9722           0.949          0.9365          0.4806          0.0359          0.7299          0.6961          0.0598          0.0884          0.1452          0.1134          0.7341          0.8371          0.1628           0.383          0.6279            0.95           0.469          0.3042          0.0728          0.8063          0.4995          0.9045          0.5406          0.0187          0.7163          0.9246          0.9066          0.1133          0.5314          0.5569           0.721          0.0276          0.6049          0.2715          0.9675          0.0683          0.2533          0.7201          0.0701          0.5595          0.0128          0.1244          0.7046          0.4663          0.8234          0.0923          0.9022          0.4739          0.0403 
         0.3599          0.6518          0.2296          0.4785          0.4331          0.2626          0.3243          0.7735          0.8514          0.3385          0.9874          0.1712          0.1399          0.5082          0.2272          0.7306          0.9159          0.0729           0.616          0.8869          0.8031          0.0755          0.8997          0.0439           0.129          0.6906          0.6048          0.6992           0.999          0.9444          0.9011          0.3753          0.2791           0.494          0.8557          0.5151          0.1544          0.5401          0.8421          0.0065          0.8478          0.7652           0.494          0.0544          0.0184          0.9382          0.3459          0.2698          0.2629          0.7079          0.8658          0.6839          0.4977          0.9227          0.8385          0.8759 
          0.121          0.7962          0.8326          0.4359          0.2679          0.4304          0.1761          0.9026          0.7052          0.1758          0.5897          0.3146          0.3101          0.3602          0.0979          0.8171          0.2297          0.4392          0.8142          0.6238           0.552          0.3279          0.2295          0.2328          0.5206          0.3632           0.358          0.7676          0.7397          0.9661          0.2173          0.7118          0.4807          0.9319          0.1352          0.3769          0.3243          0.1773          0.1559          0.4139          0.3497          0.4589          0.7048          0.2611          0.7309          0.7481          0.0283           0.912          0.8489          0.1289          0.5562          0.1345          0.3683          0.1003          0.8947          0.4648 
         0.2509          0.4584          0.2866          0.2198          0.5533          0.2801          0.0743          0.6815          0.3408          0.8889          0.3576           0.239          0.4305          0.3983          0.6251          0.4611           0.016          0.3574          0.6168          0.8564          0.8931          0.3255          0.0889          0.0051          0.9027          0.8467          0.6318          0.4714          0.8997          0.5047          0.7302          0.6599          0.3857          0.5384          0.8739          0.9089          0.5827          0.4904          0.6182          0.5087          0.1309          0.9708          0.5959          0.7759           0.958          0.4233          0.0829          0.6689          0.2038          0.5919          0.0889          0.9677          0.6418          0.2062          0.1946          0.0952 
         0.1564          0.7599          0.6626          0.4115          0.5639          0.9403          0.4777          0.1065          0.8409          0.6289          0.4816          0.1771          0.3536          0.8862          0.5438          0.8314          0.4357           0.078          0.5672          0.0649          0.5396          0.2262          0.3544          0.2804          0.5576          0.0201          0.8405          0.1092          0.6301          0.5471          0.7287          0.7753          0.7965          0.4071          0.0978          0.6936          0.6766          0.7914           0.749          0.4362          0.3971          0.4227          0.9009          0.6866          0.8299          0.8782          0.4458          0.0406          0.2005          0.3244          0.4959           0.875           0.841           0.309           0.173          0.4209 
         0.8741          0.6754          0.8327          0.0676          0.7936          0.0514          0.7868          0.8094          0.4222          0.8946          0.8942          0.3602          0.4277          0.6927          0.2093           0.265          0.3505          0.3679          0.9151          0.3742          0.5316           0.793          0.3307          0.3342          0.0994          0.7954          0.8361          0.5092          0.7391          0.8212          0.9154          0.9353          0.2962          0.4551          0.3984          0.3174          0.0507          0.3563          0.7897          0.0515          0.9193          0.4184          0.4847          0.8683          0.1676          0.1786          0.5752          0.8561          0.6387           0.373          0.3536          0.3182          0.5581          0.6594          0.1334          0.0702 
         0.2509          0.7518          0.2691          0.4498          0.5938          0.2653          0.8253          0.8305          0.2508          0.2485          0.6839           0.742          0.6309          0.5588          0.8351          0.7579          0.2861          0.3778          0.5663          0.5566          0.2931          0.0945          0.7398          0.0475          0.9761          0.8813          0.9038           0.432          0.9997          0.7547          0.8274          0.7495          0.4235          0.5078          0.9308          0.8916          0.0599          0.4111          0.8453          0.8532           0.348           0.676           0.687          0.7322          0.0876          0.3191           0.324          0.7448          0.5636          0.2709          0.4359          0.8521          0.6974           0.203          0.5705          0.7858 
         0.4592          0.4208          0.1775          0.8245           0.495          0.8302          0.0293          0.0865          0.2504          0.1416          0.8831           0.157          0.7134          0.5662          0.8238          0.3326          0.9121          0.9748          0.3362          0.1077          0.5917          0.4274          0.9713          0.9479          0.5061          0.0962          0.3613          0.9835          0.8403          0.7545          0.2083          0.6064          0.3416           0.099          0.5511          0.6495          0.6685          0.7461           0.804          0.5713          0.4921          0.4232          0.4295           0.682          0.7561          0.1283          0.4798          0.1604          0.0671          0.9141          0.2191          0.4684          0.7182          0.2252          0.5107          0.2426 
         0.3431          0.6563          0.4461          0.4515          0.5689          0.2482          0.8853          0.7533          0.3574          0.3685          0.9878          0.7437          0.6609          0.5085          0.3274          0.7306          0.3159          0.8716          0.0741          0.8854          0.4079          0.3882          0.4767          0.2124          0.1866          0.9164          0.8333           0.534          0.0975          0.0249          0.0649          0.9745           0.845          0.3215          0.3864          0.1944          0.1601          0.0344          0.9468          0.8059          0.5417           0.521          0.5713          0.5425          0.4435           0.783          0.0859          0.7667          0.7166          0.9519          0.7029          0.4524          0.8738          0.0499          0.5375          0.0428 
         0.3104          0.0398          0.2596          0.4845          0.4361          0.5103          0.5077          0.1966          0.8001          0.4286          0.6816          0.2724          0.3632          0.7542          0.5906          0.5584          0.8913          0.3549          0.4485          0.2438          0.7594          0.5436          0.2247           0.791           0.281          0.3195          0.9252          0.0794          0.6013            0.94          0.8196          0.7971          0.4371          0.5955          0.9309          0.3792          0.5757           0.544          0.8783          0.8484          0.1755          0.3378          0.8175          0.0519          0.2173          0.1972          0.4197           0.246          0.3141          0.9549          0.4919          0.0915          0.7177          0.2851          0.3402          0.3361 
         0.2013           0.348          0.0084          0.8154          0.7997          0.2391          0.3122          0.9392          0.5882          0.5873          0.7058          0.6064          0.6355          0.7827          0.4298          0.2991          0.6511          0.2564          0.2465          0.3681          0.7763          0.8379          0.8706          0.8598          0.8015          0.9099          0.5613          0.7171          0.6933          0.2695          0.4142          0.1986          0.3469          0.0398          0.7845          0.6044          0.4388          0.5632          0.6493          0.9503          0.8605           0.317          0.7234          0.6141          0.5205          0.2282          0.1399          0.7914          0.0579          0.0579          0.3761          0.5987           0.711          0.6239          0.2608          0.1502 
         0.2256          0.3773           0.534          0.5578          0.3299          0.8369          0.2478          0.7321          0.9169          0.2144          0.5359           0.554          0.4937          0.7683          0.7592          0.6086          0.0635          0.6034          0.7972          0.2786          0.8741          0.2299          0.8293          0.8518          0.3304          0.1074          0.2617          0.1158          0.1943           0.637          0.7995          0.3952          0.3842          0.6901          0.5744          0.3395          0.2267          0.7011          0.8845          0.4713          0.4941          0.4517          0.9705          0.1646          0.9169          0.8232          0.4298          0.1433          0.2205          0.5164          0.4946           0.801           0.821          0.6992           0.178          0.9702 
         0.3309          0.4598          0.4696          0.4345          0.4311          0.2722          0.8823          0.7533          0.5274          0.4885          0.9878          0.7437          0.6609          0.7085          0.3279          0.7306          0.9156          0.8716          0.0741          0.8054          0.6079          0.3182          0.2767          0.2164          0.1866          0.9164          0.8333           0.634          0.0985           0.022          0.9647          0.1745           0.825          0.3211           0.586          0.1914           0.766          0.0634          0.3448          0.8059          0.6417           0.921          0.5719          0.5445          0.4434          0.9485          0.4138          0.0909          0.2105          0.3594           0.425           0.876           0.821          0.6992          0.7778          0.8102 
         0.5966          0.2795           0.438          0.1822          0.0811          0.2744          0.2872          0.5827          0.9082          0.5753          0.5025          0.6764          0.6363          0.7249          0.5293          0.9994          0.3241          0.2557          0.2057          0.9361          0.6773          0.1693          0.8742          0.8218          0.1275          0.6176           0.371          0.7152          0.6933          0.3666          0.4317          0.7753          0.5839          0.6521          0.4574          0.0558          0.5297          0.7811          0.1846          0.4743          0.4931          0.4537            0.99          0.0626          0.9089           0.823           0.939          0.0666          0.5169          0.6519          0.7049          0.4524          0.6831          0.0099          0.5375          0.0186 
         0.1497           0.359          0.6624          0.4115          0.5649          0.8403          0.8577           0.196            0.84          0.0289          0.4016          0.0771          0.3636          0.1862           0.547          0.8374          0.4357           0.978          0.5832          0.0649          0.5096          0.2963          0.3574          0.2804          0.5676          0.4201          0.2005          0.6092          0.6301          0.5411          0.7287          0.7553          0.7925          0.4921          0.5378          0.6536          0.5766          0.7914           0.747          0.3761          0.3501          0.4217          0.9809          0.0886          0.8299          0.4782          0.4458          0.1408          0.2205          0.3344          0.5959           0.873           0.843          0.3097          0.1734          0.1126 
         0.8562          0.4879           0.363          0.2992          0.7771           0.501          0.5877          0.3318          0.2328          0.6446          0.5267          0.9593          0.4177          0.4536          0.3548          0.8367          0.4087           0.078          0.2272          0.0641          0.5096          0.1965          0.3579          0.7804          0.5772            0.42          0.2004           0.109            0.63          0.3471          0.1147          0.7753          0.3966          0.1821          0.5377          0.6566          0.2723          0.7814           0.844           0.076          0.8981          0.4617          0.3815          0.0846           0.976          0.3642          0.5458          0.8408          0.2045          0.3136          0.0459           0.876           0.846           0.389          0.4734          0.0902 
         0.2803           0.652          0.2226          0.3128          0.3617          0.4067          0.1861          0.3976            0.84          0.5809          0.2816          0.7772          0.3736          0.7862          0.5948          0.8073          0.9559           0.748          0.8695          0.0659          0.6396          0.2961          0.3572          0.4114          0.5572          0.4205          0.2005          0.1891          0.7501          0.4411          0.1144          0.7953          0.3978          0.6621          0.5371           0.793          0.7786          0.7817           0.741          0.8761          0.8921          0.4217          0.9405          0.0826          0.9567          0.3282          0.7452          0.8708          0.2295          0.3334          0.0959           0.876            0.84          0.3472          0.1581          0.8428 
         0.9435          0.8328          0.1621          0.0155          0.5689          0.4103          0.6457          0.1367          0.0956          0.1073          0.0463           0.076          0.1886          0.4296          0.6195           0.808          0.0054          0.7349          0.5567          0.5599          0.8555          0.2866          0.5883          0.2184          0.1726          0.2297          0.8587          0.4092          0.8566          0.2473          0.3201          0.3203          0.7891           0.391          0.8535           0.954          0.3977          0.0122            0.28          0.9985          0.0682          0.7261          0.8855          0.4149           0.968          0.0736          0.6146          0.4406          0.6576          0.8239          0.7019          0.5061          0.1797           0.394          0.0795          0.6663 
         0.4969           0.458          0.2696          0.3198          0.5533          0.2803          0.0539          0.6812          0.0508          0.8887           0.357           0.335          0.3304          0.5932          0.6291          0.4817           0.016          0.3774          0.6123          0.8562          0.1951          0.4253          0.9889          0.0059          0.9127          0.4867          0.6918          0.3714          0.9997          0.8747          0.7356          0.9399          0.3855          0.2394          0.8759          0.0015          0.5827          0.4804          0.6182          0.6497          0.1351          0.9708          0.5959          0.7729            0.95          0.1233          0.0845          0.4889          0.2749          0.6629          0.4899          0.9721          0.6974           0.203          0.5511          0.7858 
         0.1503          0.9588          0.6696          0.4498          0.5899          0.2663          0.8253          0.8155          0.2501          0.2685          0.6838           0.745          0.6879          0.5598          0.8351          0.3576           0.266          0.0775           0.536          0.3566          0.7931          0.0945          0.0796          0.0473          0.9761          0.5816          0.6905          0.4328          0.9907          0.8147          0.7274          0.0495          0.4295          0.9978          0.9505          0.8916          0.4595          0.4961          0.6653          0.8532           0.348           0.676          0.6878          0.7922          0.0876          0.3175           0.464          0.7488          0.2636          0.2789          0.4329          0.8576          0.6448          0.5062          0.1946          0.0952 
         0.4864          0.6382          0.5738          0.9424          0.7893          0.2191          0.5158          0.2334          0.1822          0.5752          0.4055          0.6197          0.2926          0.9854          0.4873          0.9525          0.2493          0.1332          0.0253          0.8016           0.226          0.9329          0.4895          0.7876          0.0161          0.6174          0.2028          0.7454          0.9549          0.5547          0.9754          0.6383          0.3486          0.2292          0.8754          0.9487          0.6898          0.4552          0.6084          0.2031          0.5359          0.9757          0.6951          0.8825          0.0272          0.1063          0.0804          0.7798          0.2749          0.2585          0.4328          0.0471          0.4638          0.5792          0.8347          0.0951 
         0.2256          0.4779            0.53          0.5438          0.3296          0.7169          0.2478          0.7421          0.9153          0.8144          0.5359           0.527          0.6934          0.3683          0.7592          0.6086          0.5705          0.6474          0.7182           0.274          0.8743          0.5997          0.8393          0.8588          0.8504          0.6674          0.4617          0.4156          0.3933           0.632          0.7995          0.8586          0.3269          0.4398          0.7845          0.3044          0.4087          0.2652          0.6413          0.9703          0.5506           0.717          0.7534          0.6141          0.5475          0.8282          0.1399          0.0914          0.0579          0.3539          0.4266          0.5987           0.718          0.6831          0.7308          0.1272 
         0.7439          0.8591          0.2021          0.4185          0.5684          0.8103          0.8077          0.1956          0.1223          0.8186           0.906          0.4913          0.8181          0.7783          0.2454          0.4674          0.8787          0.7599          0.0559          0.2306          0.6546          0.5122          0.5085          0.8287          0.8936           0.921          0.3845          0.7244          0.0911          0.8415          0.6632          0.5673          0.5114          0.1609            0.54          0.1698          0.0085          0.4352          0.5486          0.0813          0.5293          0.4408          0.4453          0.2342          0.2505          0.9804          0.1822          0.1201          0.8624          0.1371          0.1188          0.2339            0.43          0.0039          0.5691          0.0099 
         0.9507          0.0115          0.0555          0.0836          0.6411          0.9129          0.3727          0.5344           0.987          0.6089          0.4806          0.4734          0.9636          0.7865          0.5307          0.8354          0.4077           0.928          0.2632          0.0049          0.6336          0.2963          0.3579          0.3054          0.2572          0.4298          0.2225          0.1094          0.9308          0.4431          0.1167          0.6753          0.3552          0.6921          0.9374          0.6536          0.6764          0.7837           0.748           0.476          0.8161          0.4717          0.6245          0.1846          0.9228          0.1682          0.4458          0.8406          0.2681          0.3324            0.49           0.805           0.922          0.3095          0.5788          0.0906 
         0.4599          0.0759          0.6295          0.0286          0.3397          0.2003          0.5028          0.7708          0.7281          0.0557          0.0428           0.789          0.2266          0.4478           0.649          0.2339          0.9111          0.2528          0.9215          0.8485          0.9749          0.1809          0.8783          0.8498          0.1295          0.6031          0.4617          0.8886          0.3263          0.5325          0.7945          0.7786          0.6785           0.209          0.7646          0.6534          0.8086          0.7692          0.4433          0.2705          0.5203          0.7691          0.7516          0.7276          0.9201          0.8619          0.0119          0.7498          0.7849          0.0814          0.8767          0.5975          0.0744          0.7032          0.7619          0.1772 
         0.2582          0.2045           0.908          0.0108          0.5028          0.1363          0.8243          0.8613          0.4504          0.0285          0.3058          0.7838          0.3359          0.5917          0.8856          0.7344           0.227           0.075          0.3498          0.4166          0.2931          0.7955          0.9893          0.3409          0.9996          0.6802          0.6018          0.4824          0.3967          0.4497          0.4374          0.3739          0.3145          0.4114          0.9028          0.8879           0.089          0.1732           0.881          0.9592            0.34          0.8368          0.1172          0.7927          0.0673          0.9971          0.4558          0.7684          0.4579          0.0474          0.4566          0.4987           0.711          0.6937          0.7308          0.1702 
         0.1607          0.7465          0.3688          0.4638          0.4599          0.0874          0.1863          0.6678          0.7209          0.7316          0.8268          0.7828          0.3783          0.6647          0.7528          0.2329          0.1315          0.3028          0.6163          0.5669          0.1661          0.2255          0.8859          0.0369            0.14          0.6804          0.6018          0.6534          0.5997          0.9543          0.4011          0.3753          0.7211          0.4508          0.5557           0.511          0.6546          0.2543          0.5861          0.0645          0.2801          0.4585          0.2645          0.7958          0.0603          0.3972           0.455          0.7624          0.4579          0.0575          0.4766           0.448           0.701          0.6837          0.4608          0.7702 
         0.0582          0.2207           0.208          0.5138          0.5021          0.1698          0.8243          0.8615          0.4504          0.0875          0.3888           0.789          0.6379          0.5082          0.6251          0.7747           0.227          0.0758          0.3993          0.4166           0.253          0.7959          0.9879          0.8479          0.9397          0.4856          0.6018          0.4824          0.0967           0.489          0.3674          0.5793          0.3145          0.4144           0.932          0.8479          0.0293          0.2731           0.831          0.6593            0.34          0.3266          0.6118          0.0859          0.0647          0.6045          0.7141          0.8139          0.4157           0.353          0.6203          0.3542          0.1508          0.4487          0.8773          0.8428 
         0.2807          0.9588          0.2692          0.4473          0.5732          0.0663          0.8253            0.81          0.2501          0.2885          0.2838          0.7428          0.6389          0.5588          0.1351          0.7576           0.386          0.3778          0.7163           0.256          0.2931          0.0644          0.7499          0.0475          0.9761          0.8813          0.6838          0.4329          0.9997           0.744          0.7754          0.6353          0.3486          0.2392          0.8756          0.9087          0.8898          0.7222          0.6082          0.2031          0.1659          0.9752          0.1957          0.8729          0.0578          0.1663          0.0804          0.8798          0.2748          0.2599          0.4322          0.0477          0.4618          0.5092          0.8946          0.1952 
         0.4869          0.6322          0.5708          0.1625          0.7893          0.2197          0.5468           0.635          0.1872          0.5752          0.4055          0.5193          0.2926          0.9854          0.4833          0.9225          0.2493          0.7332          0.0248          0.8016           0.226          0.9329          0.4895          0.2876          0.2131          0.6654          0.2025          0.2454          0.9546          0.0547          0.7274          0.7456          0.4215          0.9078          0.9308          0.8916          0.0595          0.4911          0.8453          0.8523           0.348           0.676           0.687          0.7922          0.0876          0.3101           0.444          0.7688          0.2631          0.2709          0.6329          0.8591          0.6904           0.209          0.5505          0.5458 
         0.3247          0.7842          0.8326          0.8359          0.2779          0.4304          0.8761          0.9056          0.7052          0.1658          0.5884          0.3146          0.3501          0.3602          0.0975          0.8597          0.2297          0.4598          0.8122          0.6238           0.159          0.6279          0.2293          0.7327          0.8205          0.6074          0.2715          0.7952          0.6933          0.5523          0.4147          0.7967          0.3822          0.6721          0.5544          0.0508          0.5267          0.7871          0.1846          0.4093          0.4971          0.4237          0.9655          0.0626          0.9389          0.4282          0.4138          0.0009          0.2206          0.3194           0.429            0.87           0.821          0.6992          0.0787          0.8242 
         0.7966          0.2795           0.438          0.8822          0.0811          0.2748           0.297          0.7856          0.9082          0.5853          0.5025          0.6074          0.6353          0.7141          0.5893          0.9993          0.7241          0.2517          0.2055          0.3081          0.6073          0.8693          0.8712          0.8208          0.5208          0.3632          0.0599          0.7374          0.7197          0.9662          0.2193          0.7018          0.4802          0.9717          0.1356          0.6799          0.5543          0.1743          0.1989          0.9139          0.0797          0.4589          0.7043          0.2214          0.4409          0.7887          0.2283          0.9129          0.3489          0.5909          0.4542          0.1345          0.9683          0.1753          0.8942          0.7644 
         0.4322          0.7988          0.6294          0.8764          0.4878          0.3385            0.91          0.8854          0.7163          0.1412          0.1958          0.6373          0.7113          0.2646          0.3944          0.6889          0.5629          0.6561          0.5512          0.4208          0.3183          0.8586          0.2285          0.5349          0.4314          0.8135          0.6184          0.4112          0.7963          0.5284          0.3607          0.1084          0.1313          0.2427          0.9535          0.5595          0.9793          0.4534          0.6633          0.6031          0.1289          0.7703           0.155          0.7799          0.0514          0.2313          0.0803          0.0602          0.3138           0.858          0.4729          0.6878          0.6057          0.0694          0.8656          0.0658 
         0.8741          0.2611          0.9877          0.7239          0.7938          0.0745          0.0091          0.1351          0.9057            0.67          0.7108          0.6864          0.1921          0.9784          0.8801          0.8567          0.1492          0.5538          0.0249          0.8524          0.2273          0.5799          0.2595          0.7106          0.2112          0.6173          0.6803          0.2394           0.974           0.758          0.9784          0.6309          0.3305          0.7392          0.8356          0.3695          0.7708          0.0415          0.7374          0.2305          0.1281          0.5086          0.7039           0.633          0.3724          0.3688          0.4805          0.4937          0.1421           0.134          0.5976          0.7245          0.8472          0.9117          0.7958          0.8219 
