Chisq l_lipid sigma global_rough rhoprot d_on1 d_on2 d_on3 d_on4 d_on5 d_on6 d_on7 d_on8 d_on9 d_on10 d_on11 d_on12 d_on13 d_on14 d_on15 d_on16 d_on17 d_on18 d_on19 d_on20 d_on21 d_on22 d_on23 vf_on1 vf_on2 vf_on3 vf_on4 vf_on5 vf_on6 vf_on7 vf_on8 vf_on9 vf_on10 vf_on11 vf_on12 vf_on13 vf_on14 vf_on15 vf_on16 vf_on17 vf_on18 vf_on19 vf_on20 vf_on21 vf_on22 vf_on23 rho_solv_0 mu_solv_0 mu_organic beamintensity alignment background_0
2.52843 10.07158 4.0976405 7.0248945 1.2347052e-05 -2.94589 -4.29171 -2.20022 4.39758 4.91021 3.16623 3.81562 -1.50505 3.2692 -4.021357 3.88463 -1.36978 -3.27133 -1.12641 -2.92306 -2.13729 3.04999 -2.1617 4.70466 2.53231 3.31217 3.77511 0.32802 1.433574e-05 0.5125905 0.713904 0.7018088 0.3674632 0.331868 0.5115392 0.677756 0.5407218 0.3682602 0.4914513 0.347944 0.2105575 0.2079095 0.2850485 0.3392865 0.2891755 0.2507905 0.0927025 0.0550445 0.019629 0.0079448 0.00882755 1.0250815e-05 2.26250984e-07 8.9373637e-08 1.0152252 0.005697181 1.36600755e-08
2.74357 10.30699 4.126663 6.722481 1.2272572e-05 -2.69148 -3.69051 -2.290772 4.77287 2.78663 3.0311 3.79078 -0.60016 3.70822 -3.96256 3.83636 -1.137 -3.18377 -0.77922 -2.90335 -1.61614 4.00949 -1.42938 3.36918 3.63541 3.53167 3.84587 0.61645 0.0124317 0.5103081 0.6927376 0.7278024 0.4078456 0.3131896 0.5092232 0.689672 0.5298642 0.3564783 0.4845024 0.3507255 0.215637 0.205425 0.290275 0.33734 0.2978815 0.2678865 0.102238 0.048733 0.0147329 0.0163699 0.0181888 1.0200484e-05 2.55147553e-07 7.8224851e-08 1.0150602 0.005273072 1.44661601e-08
3.09411 10.136232 4.2513885 6.889339 1.2337776e-05 -2.79199 -4.114436 -2.022068 4.26623 4.9 3.11529 3.52801 -1.17476 3.47588 -3.85785 3.97523 -1.0066 -3.1216 -0.98309 -2.71659 -1.87014 3.80048 -1.77988 4.54123 3.16153 4.05145 3.5846 0.1191 0.01374129 0.5218722 0.7007552 0.7097104 0.3654792 0.3315136 0.51156 0.687232 0.5158881 0.3517956 0.4728996 0.3461815 0.210533 0.2100715 0.2836455 0.34426 0.288796 0.2440465 0.088616 0.04754405 0.02557635 0.0160334 0.01674085 1.023685e-05 2.46097741e-07 9.1244044e-08 1.0181698 0.005570068 1.27679633e-08
2.82694 10.173332 3.9272105 7.150817 1.2297292e-05 -2.33593 -3.21356 -1.645436 4.70772 2.18804 3.46569 3.74743 -0.79577 3.90815 -3.5867 2.73802 -1.571 -2.61886 -0.50861 -2.22239 -1.95638 3.18314 -0.72551 3.50888 3.79628 3.5551 3.62051 0.92924 0.02716929 0.5620725 0.7168688 0.72454 0.422428 0.3308208 0.533992 0.6934312 0.5132421 0.3560724 0.4715235 0.3582025 0.218044 0.2291335 0.309463 0.3614145 0.288207 0.239492 0.092785 0.0425365 0.01538795 0.01376435 0.0143196 1.0197938e-05 2.56035489e-07 7.9365133e-08 1.0259486 0.00575218 1.49415574e-08
7.97745 10.006326 4.4196525 6.9774705 1.2493336e-05 -2.82083 -4.376412 -1.866104 4.01074 4.9 2.19769 2.73814 -1.3176 3.64544 -3.98257 3.9708 -1.45925 -3.32825 -1.34764 -2.97263 -2.22259 4.0385 -1.49541 4.39281 3.2923 4.15861 3.84715 0.70711 2.069442e-06 0.4240647 0.671116 0.6966032 0.3644416 0.3192048 0.4939544 0.679104 0.4968396 0.3556422 0.472806 0.358638 0.2126575 0.20575 0.2716265 0.3408535 0.279483 0.2397235 0.087981 0.04796405 0.02722695 0.01444375 0.0160486 1.0005202e-05 2.21857881e-07 9.2155042e-08 1.0198188 0.005685351 1.56239898e-08
8.57315 11.60073 2.434143 4.888696 1.239342e-05 -0.08622 -4.99999593071 -0.812516 4.99999 4.9 4.9 3.20848 -0.59331 4.52709 -4.9950162 4.9 -1.06824 -0.19821 2.81699 -4.53418 -2.49246 1.49848 1.44967 0.19492 1.64273 4.9 3.78114 -0.69595 0.08104023 0.3557673 0.8729992 0.7410768 0.4579584 0.3876288 0.594968 0.7633264 0.5998194 0.4083156 0.5272146 0.3945755 0.2283085 0.246119 0.3030095 0.379385 0.303649 0.2158155 0.101291 0.0283185 0.0155192 0.01724355 0.0191595 1.0462418e-05 1.424716662e-08 7.3533142e-08 1.0136052 0.00693 3.20192835e-08
4.6507 10.50817 5.1584675 6.6970685 1.1977864e-05 -2.43388 -4.49513 -1.591724 4.87749 3.64123 2.02916 2.40019 -0.16355 4.46389 -3.57434 4.05836 -1.21743 -3.38876 -1.35838 -3.95721 0.65631 4.50741 -3.32871 -2.22162 0.99243 0.26178 3.92011 2.00234 9e-07 0.42939 0.6553864 0.6998544 0.4031336 0.2919368 0.4164512 0.6255864 0.4803084 0.332694 0.4411791 0.347166 0.202118 0.1659795 0.225123 0.3157645 0.2618735 0.2557585 0.146536 0.04785415 0.02578615 0.01504395 0.0167155 9.740019e-06 2.03577895e-07 9.8723197e-08 1.029152 0.002937655 1.73036737e-08
3.21883 9.822548 4.509475 6.873284 1.2362112e-05 -3.04113 -4.258744 -1.88954 4.062 4.9 3.15385 3.80154 -1.66056 3.35945 -3.98811 3.84107 -1.48671 -3.34583 -0.74879 -2.99063 -2.04382 4.04705 -0.96549 4.12108 3.48578 3.94705 3.02784 -0.55994 1.161684e-06 0.4789161 0.6871712 0.6999112 0.3540184 0.3249696 0.52718 0.682724 0.5112009 0.3525885 0.4687389 0.3500145 0.2058895 0.2068545 0.2746835 0.341094 0.278345 0.227041 0.084381 0.0426153 0.0244134 0.0135271 0.0150301 1.0285604e-05 2.75475936e-07 9.2275426e-08 1.0205076 0.005606727 1.49082242e-08
7.84565 9.774584 4.954721 7.151634 1.262032e-05 -2.63817 -4.536938 -1.754936 4.14039 4.9 2.44524 3.95522 -1.95687 3.33575 -4.118152 3.28743 -1.90807 -3.50629 -0.83831 -3.2322 -1.46454 4.16002 -2.51706 4.73431 3.66685 4.19605 3.99323 1.25161 1.509201e-06 0.4353534 0.6187336 0.6592328 0.3527736 0.3132616 0.5000992 0.6530856 0.4992489 0.3413979 0.4551228 0.3474805 0.202052 0.2036 0.26853 0.3300445 0.269317 0.2421485 0.077871 0.04451975 0.0211 0.01415545 0.0157283 1.0078808e-05 2.09626959e-07 9.3170089e-08 1.0173386 0.005869703 1.28377734e-08
2.9994 9.91317 4.348811 6.9472605 1.2315164e-05 -2.97779 -4.215976 -1.867208 4.03461 4.9 3.04769 3.73865 -1.52542 2.81065 -3.95316 3.70724 -1.34752 -3.28136 -0.66451 -2.90999 -2.01625 3.46336 -2.16109 4.68778 3.18166 4.13174 3.00183 0.57328 0.005095089 0.5061123 0.6902688 0.688784 0.356216 0.320564 0.5029272 0.6597384 0.5091606 0.3477051 0.460143 0.3470955 0.2026755 0.2023595 0.2695665 0.3310695 0.2805765 0.24483 0.0816995 0.04646455 0.0229916 0.0150092 0.0155278 1.0095604e-05 2.29242813e-07 9.1965358e-08 1.0190506 0.005006106 1.34110246e-08
4.1804 11.06054 4.536417 6.0938375 1.2408472e-05 -1.58938 -4.288143 -1.802192 4.97462 0.83722 2.79738 3.92819 -0.90427 4.19334 -4.043275 3.96 -1.96482 -3.67029 0.17665 -2.91555 -1.74029 3.57407 -0.11195 4.95834 2.56403 2.13266 4.64658 -0.93772 0.009 0.425331 0.6374408 0.715284 0.4451376 0.29948 0.5111448 0.681312 0.52119 0.3457449 0.4879224 0.382752 0.22269 0.225853 0.2930055 0.3555755 0.2894055 0.2399555 0.107289 0.064435 0.04484705 0.0074075 0.00823055 1.0449821e-05 2.96594146e-07 6.3962614e-08 1.0153696 0.00573902 1.38602244e-08
2.49774 10.300284 4.341382 6.8550345 1.2381112e-05 -2.76602 -4.263677 -1.991072 4.2253 4.99645 2.97214 3.51207 -1.07501 3.5766 -3.77086 4.03341 -1.31476 -2.91102 -0.57922 -2.85256 -1.97014 3.29021 -1.87795 4.66542 2.6996 4.10008 3.479 0.24519 0.003470409 0.4869126 0.6626608 0.6847336 0.3503792 0.3114768 0.4870048 0.6571456 0.5198589 0.3612501 0.4609944 0.3348835 0.2085465 0.198252 0.270247 0.3247505 0.2760875 0.235136 0.0836425 0.0517715 0.01507195 0.01649455 0.0159077 1.0205747e-05 2.30622285e-07 9.1758349e-08 1.0184514 0.005458292 1.25818363e-08
3.60424 9.0192308 2.195959 6.3021915 1.188858e-05 -4.403549 -4.892569 1.3771 4.83139 1.66634 -1.93083 4.9 -4.999710041 4.9 -4.999771282 2.88005 4.9 -0.91733 -4.999884876 -3.34095 -4.424218 4.60175 1.99588 4.9 4.9 4.9 -4.9 -4.685829 0.0949518 0.6880122 0.8271216 0.70456 0.4392304 0.3600816 0.556556 0.6757688 0.498366 0.3885228 0.4357629 0.238669 0.2099425 0.187588 0.261254 0.3132495 0.2679435 0.2070145 0.089799 0.0626695 0.03433745 0.0381527 0.0143099 9.525984e-06 2.39440818e-08 9.901e-08 0.997953 0.002492441 1.0067756216e-10
2.89604 10.079126 4.1144555 6.8616275 1.2317864e-05 -2.79362 -4.07966 -2.035628 4.24981 4.99471 3.20948 3.62113 -1.15859 3.45129 -3.83749 3.96556 -0.95779 -3.09886 -0.99615 -2.68955 -1.83266 3.90451 -1.8608 4.65374 3.25845 4.04044 3.68565 0.10583 0.01572606 0.517059 0.707196 0.7114312 0.3635264 0.334072 0.5198752 0.6905688 0.514323 0.3571245 0.4772277 0.344676 0.2105965 0.2117215 0.2868665 0.34556 0.289955 0.246686 0.0883405 0.0486972 0.0262593 0.0152442 0.016938 1.021576e-05 2.48476141e-07 9.1133857e-08 1.0182696 0.005549985 1.29196094e-08
5.83085 11.048962 4.0317295 5.8709485 1.2270624e-05 -4.9618815 -3.08214 2.80384 -0.4233 4.9 4.9 -4.128695 -3.80637 4.9 -3.95787 4.9 -4.040946 -3.05139 -3.66665 -4.871714 2.86678 4.9 -2.94202 3.85001 2.63079 3.34525 3.59208 4.28585 0.000120141 0.25749 0.5184648 0.711012 0.336784 0.2874056 0.212932 0.4366528 0.4146381 0.2539593 0.3390219 0.339079 0.158242 0.1116185 0.1658665 0.2343405 0.1851925 0.2057695 0.0816535 0.053771 0.0235971 0.01147155 0.01274615 9.455228e-06 3.48684694e-08 9.901e-08 1.0016152 0.001522283 1.59367131e-08
3.62841 10.653336 4.3682195 6.883392 1.2526148e-05 -1.12698 -4.9613897 -2.081 4.93564 1.67306 0.89143 4.29109 -1.27075 4.26474 -4.517934 2.96178 -1.3222 -3.16965 1.25673 -3.4005 -1.01145 -0.18289 0.39861 4.18015 2.63554 3.55415 2.84972 -1.3435 0.004268277 0.4213161 0.6802544 0.725476 0.4852048 0.3214904 0.5482864 0.7222328 0.5724207 0.4012884 0.5008761 0.380931 0.2168075 0.2271365 0.290858 0.3723 0.33397 0.260458 0.0978595 0.055242 0.03159255 0.0171669 0.0129165 1.057087e-05 1.38953794e-07 7.5141991e-08 1.0213674 0.006735995 1.20888742e-08
2.95937 10.247294 4.5454895 7.050326 1.250578e-05 -2.16045 -4.840265 -1.815104 3.56114 4.83541 1.92495 3.34116 -1.66634 3.71749 -4.05174 4.0509 -0.7908 -3.1111 -0.07408 -3.05442 -2.03417 3.69648 -2.32819 4.71327 2.07602 3.40983 3.74069 0.86056 0.01248984 0.4718178 0.6267912 0.6335296 0.3363528 0.2908912 0.4497536 0.602068 0.4678875 0.3178809 0.4069305 0.3053365 0.184471 0.1819725 0.246784 0.291918 0.2517095 0.214752 0.082523 0.050403 0.02970315 0.01450535 0.01556985 1.0052379e-05 2.13670239e-07 9.2413036e-08 1.0202322 0.004859897 1.08353363e-08
2.42365 10.310672 1.6362 5.9734535 1.2357544e-05 -4.593773 -4.368774 -2.206988 4.98412 4.31543 4.1819 4.37691 -1.51668 4.43024 -4.848306 0.01433 -0.73647 -4.724988 0.22198 -4.9324364 -4.812154 3.48167 -0.60893 1.78717 4.44833 1.77241 3.29207 -0.83761 0.03252942 0.5858154 0.833424 0.759368 0.4011008 0.3852104 0.6279624 0.7963312 0.5611338 0.3890223 0.5266989 0.3386695 0.201168 0.2239165 0.297567 0.3666545 0.3073945 0.2495935 0.086409 0.03695695 0.0218786 0.02430955 0.0153326 1.0575696e-05 1.86726931e-07 9.3951694e-08 1.0119318 0.006895637 1.53668088e-09
2.40458 10.593584 4.2270115 6.47227 1.24619e-05 -1.70109 -4.496515 -1.37804 4.81391 2.20123 -1.06001 3.67208 -2.32277 3.1254 -4.81588 2.60165 -3.85894 -3.3606 1.18611 -4.877497 2.76819 2.66125 -4.76095 2.23525 2.99352 0.44882 1.08811 -2.51568 0.02730933 0.4475889 0.6973904 0.7324792 0.4793792 0.3382504 0.526056 0.7008832 0.5756436 0.3954024 0.5057667 0.429672 0.242088 0.23302 0.30401 0.386695 0.326707 0.3000565 0.1273375 0.05471 0.02694135 0.0140671 0.00619385 1.0395557e-05 1.81952293e-07 8.3839042e-08 1.0255048 0.00669942 1.64905033e-08
2.48287 10.03203 4.183872 6.8553385 1.2331756e-05 -2.80341 -4.111884 -2.039036 4.34119 4.95581 3.19484 3.6806 -1.1397 3.50134 -3.89993 3.90373 -1.07697 -3.15489 -1.07892 -2.75184 -1.91748 3.66626 -1.7647 4.45537 3.30686 4.06398 3.45392 0.03482 0.02300508 0.5275368 0.6907888 0.7097856 0.3560664 0.329076 0.5050768 0.673388 0.5126895 0.3534966 0.4770549 0.346576 0.209233 0.2087555 0.279633 0.340299 0.2862435 0.239779 0.0865715 0.04819455 0.0213436 0.02183835 0.0159591 1.020531e-05 2.43971055e-07 9.1410166e-08 1.0167142 0.005543125 1.23967572e-08
4.72951 9.840804 3.530348 6.548232 1.2333012e-05 -3.09819 -4.443554 -2.080712 4.73052 4.9 3.77711 3.91444 -2.76267 4.40323 -4.54705 4.43638 0.761 -3.39046 -3.43622 -4.059487 0.13983 3.71608 -2.1537 4.86613 3.10524 3.98977 4.12201 -1.48021 0.009 0.457632 0.7970304 0.6714848 0.341872 0.325684 0.5028952 0.6829392 0.5028669 0.339957 0.4698009 0.3062995 0.2044375 0.172887 0.2661425 0.338916 0.2797255 0.2439875 0.0795265 0.04499145 0.01979745 0.0072074 0.0080082 1.0312204e-05 2.09626959e-07 9.6550147e-08 1.0102842 0.005613839 1.79938905e-08
2.91872 10.832732 4.919837 6.921373 1.2542328e-05 -1.91618 -3.89047 -0.809648 4.47754 4.45497 2.57083 4.64897 -1.39825 4.85124 -3.69459 3.85011 -2.597 -2.59927 0.18233 -3.07408 -2.75541 1.21026 -2.37198 4.41931 1.93761 3.49492 2.84909 2.42848 1.798659e-08 0.4381074 0.5761456 0.6578616 0.3740976 0.3009232 0.457844 0.596332 0.4674717 0.3279834 0.4376088 0.3447475 0.18927 0.1773435 0.230541 0.3017775 0.2694655 0.2295205 0.1007545 0.0497922 0.02853445 0.0237072 0.0136006 1.0061936e-05 1.72767705e-07 7.6424239e-08 1.0291364 0.004945395 1.0810037e-08
2.76575 10.12828 4.108119 6.863765 1.2317728e-05 -2.7983 -4.086181 -2.035028 4.26134 4.9578 3.20411 3.61831 -1.15801 3.45657 -3.8439 3.95726 -0.97301 -3.09805 -0.99541 -2.69272 -1.83322 3.90391 -1.86073 4.6595 3.25685 4.04029 3.68563 0.10542 0.0157896 0.5163309 0.7062912 0.7122104 0.3619256 0.3351456 0.521596 0.6893624 0.5169456 0.3554919 0.4804902 0.341995 0.211556 0.2111145 0.2882375 0.3449075 0.289602 0.2466595 0.090352 0.0470436 0.025948 0.01539565 0.01635445 1.0200636e-05 2.47946947e-07 9.1144945e-08 1.0180016 0.005547353 1.29204577e-08
2.75959 9.941114 4.250638 7.061669 1.2646072e-05 -2.4761 -4.124928 0.403552 3.04812 4.95222 1.69417 3.81645 -2.08389 4.00566 -4.264405 3.15544 -1.87393 -3.67738 -0.29625 -3.37931 -2.49803 1.2797 -0.42443 3.48534 3.85735 1.19194 3.24029 1.7808 0.03431988 0.5259231 0.625388 0.6408656 0.3403112 0.3092672 0.497368 0.6320616 0.4805622 0.3492585 0.4482306 0.339481 0.196343 0.2050105 0.26656 0.323139 0.279026 0.2109195 0.080113 0.03997855 0.01414565 0.00874885 0.00972095 1.0270043e-05 1.78852445e-07 9.4011688e-08 1.0191232 0.006045011 1.08947672e-08
3.05208 10.079126 4.1144555 6.8616275 1.2317864e-05 -2.79362 -4.07966 -2.035628 4.24981 4.99471 3.20948 3.62113 -1.15859 3.45129 -3.83749 3.96556 -0.95779 -3.09886 -0.99615 -2.68955 -1.83266 3.90451 -1.8608 4.65374 3.25845 4.04044 3.68565 0.10583 0.01572606 0.517059 0.707196 0.7114312 0.3635264 0.334072 0.5198752 0.6905688 0.514323 0.3571245 0.4772277 0.344676 0.2105965 0.2117215 0.2868665 0.34556 0.289955 0.246686 0.0883405 0.0486972 0.0262593 0.0152442 0.016938 1.021576e-05 2.48476141e-07 9.1133857e-08 1.0182696 0.005549985 1.29196094e-08
2.40468 10.207954 4.548463 6.99192 1.2397696e-05 -2.58772 -4.675659 -1.778696 3.75502 4.9 1.60924 2.76345 -1.399 3.97554 -4.199021 3.86311 -1.234 -3.54204 -0.63489 -2.57329 -2.70972 2.93401 -1.57807 4.76492 2.89905 4.34708 1.30251 0.29666 0.00137853 0.4648572 0.6462864 0.6745544 0.3672632 0.3121296 0.4508192 0.6074048 0.4629438 0.3230946 0.4340358 0.3316075 0.196672 0.1862745 0.245755 0.301351 0.2693535 0.220916 0.0718845 0.04405995 0.0164596 0.0110152 0.0122391 9.971477e-06 1.74522766e-07 9.3946051e-08 1.0123134 0.00448182 1.37635681e-08
2.54142 9.723428 4.3260775 7.238673 1.2449836e-05 -2.74279 -4.084963 -1.491188 4.31282 2.20971 2.67397 3.90906 -1.33021 3.79536 -4.231225 3.92978 -1.36133 -3.35981 -0.8166 -3.15779 -1.90328 3.47224 -1.73817 3.96199 3.25075 4.47409 4.68091 0.06452 0.02826297 0.5395878 0.660056 0.6613976 0.3962056 0.3149928 0.5074424 0.6326728 0.4709439 0.33012 0.449847 0.3236235 0.2089025 0.200958 0.2748805 0.337056 0.2825315 0.2413365 0.095122 0.04681895 0.02590685 0.0211361 0.0233401 1.0121919e-05 2.32107794e-07 7.8836176e-08 1.0229562 0.005461043 1.44749924e-08
3.84511 9.622964 4.9001435 7.106357 1.2274392e-05 -2.3254 -4.3853 -1.76654 4.02131 4.9 2.8977 3.7105 -1.67379 3.80362 -4.116808 4.08193 -1.92589 -3.55407 -1.43175 -2.24419 -2.53736 2.73797 -1.14445 4.73754 3.44088 4.27027 3.48418 0.11628 0.009 0.4853232 0.7050136 0.7179472 0.3706632 0.3328504 0.5146336 0.6831096 0.5159619 0.3551553 0.480609 0.3776225 0.221773 0.20772 0.282919 0.341212 0.2915795 0.236589 0.0791305 0.0464641 0.02187075 0.01474205 0.0152407 1.0047534e-05 1.91613552e-07 9.3254536e-08 1.0159952 0.005012987 1.13705637e-08
2.4894 9.550276 4.3558695 6.609317 1.2301612e-05 -3.57395 -4.9999778728 -1.496384 4.9 4.9 2.76898 4.9 -4.146831 4.9 -4.9999643129 3.31677 -0.55152 -4.087099 -1.38006 -4.188404 -3.16789 1.25233 2.15704 4.9 4.12765 1.63348 3.92602 0.39129 0.006469137 0.4748364 0.6976904 0.68742 0.3182752 0.293672 0.5117232 0.678896 0.4955949 0.3217806 0.4563153 0.29728 0.1826225 0.189571 0.2519985 0.318097 0.273143 0.183668 0.0471485 0.02495105 2.21703e-05 2.463365e-05 4.102085e-07 1.0324896e-05 3.38927684e-07 9.901e-08 1.0222718 0.005579819 1.16904726e-08
4.19777 10.08495 4.2613255 6.8969485 1.2465312e-05 -2.56745 -4.234731 -2.000444 4.08853 4.9 2.96464 3.32864 -1.35037 3.57932 -3.93235 4.04904 -1.28165 -3.24851 -0.86734 -2.8727 -1.68738 3.77924 -1.3149 4.29316 3.31538 3.7323 3.79032 0.32141 0.02449962 0.4996719 0.671048 0.6840736 0.3588592 0.3211768 0.4971344 0.6718584 0.5002443 0.350289 0.468675 0.341177 0.20566 0.2071505 0.276232 0.3363435 0.2847595 0.236332 0.087154 0.04779105 0.0264255 0.0164133 0.01610345 1.009625e-05 2.3032003e-07 9.1806265e-08 1.0181728 0.005664729 1.21176665e-08
14.6438 10.207702 3.4116645 4.8690975 1.2632252e-05 -2.60091 -4.9 -1.896896 4.9 4.9 1.31735 2.40825 -4.122339 1.93023 -4.9 4.24734 -0.06907 -4.799944 0.97354 -2.58243 -1.98442 4.95517 -3.54958 4.9 4.9 3.56405 4.42065 2.83214 0.0782658 0.3141558 0.6724096 0.6446016 0.31348 0.294384 0.4050944 0.5990856 0.5492898 0.3559932 0.4199094 0.304478 0.1887945 0.1841835 0.2429225 0.304395 0.246765 0.227104 0.079699 0.043639 0.01524995 0.005092 0.0056578 1.0209433e-05 6.63870262e-08 9.901e-08 1.0057062 0.005580561 7.248175e-09
2.58425 10.511936 4.50482 6.816645 1.249966e-05 -2.4633 -3.8432 -1.109288 4.96897 2.71637 2.28853 3.84203 -1.04701 3.48394 -4.082027 3.54803 -1.37886 -2.4745 -0.60233 -2.52167 -1.33855 3.99866 -1.7983 3.93192 3.31431 3.77831 3.80317 0.59578 0.002273418 0.4864248 0.6531088 0.6938168 0.4071888 0.308436 0.5062536 0.664116 0.5112684 0.3418137 0.4628322 0.3419895 0.207563 0.217588 0.274084 0.326978 0.2766575 0.237275 0.095257 0.0438973 0.01944535 0.0135649 0.0150721 1.0315054e-05 2.42367617e-07 6.4843318e-08 1.013518 0.00593705 1.23690627e-08
3.2161 10.199134 4.282197 6.8585115 1.2437232e-05 -2.36715 -4.260682 -1.864376 3.80372 4.91491 2.80567 3.19657 -1.24217 3.54628 -3.90762 3.78579 -1.19016 -3.20693 -0.9453 -2.81716 -2.00431 3.76315 -1.79352 4.66913 3.35325 4.09227 3.21463 0.37132 0.02202669 0.4990266 0.674572 0.6893936 0.3525384 0.323304 0.4945504 0.6653176 0.5013837 0.3466449 0.4678362 0.3496695 0.2079795 0.2059865 0.2739705 0.334617 0.280927 0.2373335 0.082151 0.04637725 0.02422765 0.01459655 0.0159536 1.0159121e-05 2.40274625e-07 9.1596385e-08 1.0186862 0.005616996 1.22286441e-08
2.15645 9.800064 3.371128 6.7341565 1.2514944e-05 -2.50687 -4.645411 -2.0201 4.89568 4.73615 3.68173 4.74466 -2.47969 4.59258 -4.9280317 3.35681 -3.09141 -2.10654 2.81241 -4.282643 -1.82817 -1.25864 2.87048 3.40529 2.14481 4.01985 2.09767 0.57788 0.06703857 0.5732019 0.7224104 0.6865456 0.3421248 0.3376856 0.5389848 0.6950544 0.5009454 0.3478005 0.468864 0.3477625 0.1792535 0.20542 0.2722045 0.324988 0.302426 0.208172 0.0937995 0.0626095 0.01805855 0.02006505 0.001771345 1.0414215e-05 8.77301932e-08 9.7733989e-08 1.0147062 0.006363763 3.06471868e-09
2.25136 10.292626 4.220238 6.676254 1.236998e-05 -2.92856 -4.214969 -2.012564 4.02439 4.73762 3.2875 3.72879 -1.15116 3.54687 -3.94968 4.01031 -1.19635 -3.20774 -1.04867 -2.83181 -1.91403 3.36655 -2.04289 4.33344 2.83584 4.02637 3.76534 0.40262 0.01038771 0.4922928 0.6734728 0.7052224 0.3671112 0.3279528 0.5188032 0.6851184 0.5196267 0.3651651 0.4799574 0.3545985 0.217812 0.2125295 0.2866155 0.3476515 0.2975335 0.254176 0.095149 0.0456011 0.02491935 0.01494515 0.0166057 1.0255375e-05 2.40343995e-07 9.1671328e-08 1.0173086 0.005680794 1.35665629e-08
3.64209 10.491188 4.7959095 6.6139435 1.2325952e-05 -1.41349 -4.037864 -1.326296 4.2318 4.99632 1.81458 3.72778 -1.8373 3.50859 -3.90316 3.95143 -1.05456 -2.6916 0.0207 -2.90589 -2.20365 4.98328 -1.00692 3.70424 2.45969 1.76226 3.8127 0.84591 0.02958795 0.4329135 0.6259504 0.691612 0.3686096 0.3215848 0.4827632 0.6546008 0.5011083 0.3422241 0.4487589 0.3469445 0.2083085 0.204412 0.261414 0.328497 0.2703555 0.2365615 0.0944925 0.0560835 0.0409237 0.01804915 0.0134934 1.0058858e-05 2.53953398e-07 7.6804003e-08 1.0111824 0.004889276 1.42026881e-08
2.56678 10.265956 4.3598025 6.920594 1.2382656e-05 -2.88611 -4.291182 -1.932368 4.31752 4.89917 2.65074 3.72148 -1.3255 2.8795 -3.68369 3.97432 -1.24019 -3.06192 -0.59832 -2.86869 -2.01493 3.91093 -1.39923 4.68621 3.36935 4.10046 3.77289 0.42949 8.009415e-06 0.4924827 0.6710688 0.6858416 0.366788 0.3177064 0.4933992 0.661412 0.50634 0.3464019 0.4552974 0.3409475 0.1967455 0.199061 0.2794035 0.327413 0.2772705 0.2374345 0.088108 0.04258015 0.028627 0.0168298 0.0182107 1.0187336e-05 2.32269327e-07 9.1719541e-08 1.0190616 0.005322583 1.25264473e-08
4.39948 9.82553 5.432381 7.1106035 1.2271644e-05 -2.85278 -4.99999 -2.109968 4.67732 4.92431 1.50034 4.39138 -2.18476 4.32376 -4.470284 4.5242 -1.00244 -3.30435 0.94781 -3.81277 -3.52927 1.45445 -1.65346 4.84362 3.28823 4.55759 3.24704 -2.65012 0.002841759 0.4682286 0.6144528 0.6174728 0.3452648 0.2954112 0.4740632 0.5976672 0.4480101 0.3279681 0.4028967 0.3106395 0.1809865 0.1822605 0.2427165 0.3043975 0.2670335 0.226047 0.074135 0.04988245 0.0199478 0.0198024 0.02086785 9.889758e-06 3.55865856e-07 9.3344725e-08 1.022225 0.003284246 8.5493175e-09
7.08295 10.266894 4.849442 6.8302585 1.2056148e-05 -2.80607 -4.9443963 -3.476648 4.54835 1.52455 -4.592089 2.68014 -3.73881 0.91005 -4.80746 3.80638 0.55195 -3.52641 0.58593 -3.95634 -2.42072 -2.6643 3.8498 2.41495 3.62696 -3.47497 0.26212 -4.532273 3.185262e-07 0.3725883 0.6196288 0.5992024 0.3751048 0.2034504 0.358736 0.5385 0.4635189 0.2617938 0.3600243 0.23429 0.1093765 0.1255275 0.186269 0.271653 0.2593985 0.16801 0.074766 0.02373665 0.002277595 0.00253066 0.001059665 9.883735e-06 3.74102238e-07 8.4996748e-08 1.0261198 0.002163385 1.92211311e-08
5.33498 10.311148 5.2477295 7.164364 1.234148e-05 -1.93176 -4.717053 -1.271264 4.9 3.48505 2.52515 3.89714 -1.72272 4.00528 -3.866 2.18526 -0.38186 -3.50132 0.11161 -3.44459 -1.57908 3.04398 -0.36798 3.16174 4.07963 2.31426 4.7926 1.50999 0.009 0.4765752 0.61846 0.6759376 0.40598 0.3343768 0.5103624 0.6675112 0.5122296 0.3490119 0.4533741 0.3309175 0.203251 0.1903595 0.254824 0.3197885 0.275278 0.2320695 0.0963575 0.052353 0.0250185 0.01793235 0.0155155 9.703178e-06 3.07288027e-07 8.2794493e-08 1.030306 0.004778515 1.12214625e-08
