Chisq l_lipid sigma global_rough rhoprot d_on1 d_on2 d_on3 d_on4 d_on5 d_on6 d_on7 d_on8 d_on9 d_on10 d_on11 d_on12 d_on13 d_on14 d_on15 d_on16 d_on17 d_on18 d_on19 d_on20 d_on21 d_on22 d_on23 vf_on1 vf_on2 vf_on3 vf_on4 vf_on5 vf_on6 vf_on7 vf_on8 vf_on9 vf_on10 vf_on11 vf_on12 vf_on13 vf_on14 vf_on15 vf_on16 vf_on17 vf_on18 vf_on19 vf_on20 vf_on21 vf_on22 vf_on23 rho_solv_0 mu_solv_0 mu_organic beamintensity alignment background_0
2.84337 10.390304 4.217996 7.001515 1.2314992e-05 -2.57323 -3.12798 -2.02088 4.9388 2.38279 3.17707 4.04555 -0.85954 3.65501 -4.31461 1.03276 -1.05885 -3.06452 -0.9979 -2.66274 -1.9597 3.5036 -1.86066 3.65815 3.10897 3.70888 3.24512 -0.37845 0.0244629 0.5566608 0.6396696 0.6891856 0.3834968 0.3200168 0.5302136 0.6741704 0.5068791 0.3394584 0.4776588 0.3414145 0.1981425 0.2054595 0.2838805 0.3428365 0.2766085 0.2486985 0.084405 0.0396727 0.015206 0.0087563 0.0097292 1.0258016e-05 2.75175663e-07 5.1915403e-08 1.0248864 0.005553877 1.14239068e-08
2.23719 9.5449 1.955989 6.515172 1.1990712e-05 -4.195438 -4.753277 -1.276472 3.77875 3.4653 -0.50546 1.43879 -4.537278 2.73999 -4.9660461 1.35268 3.92132 -4.188114 -2.91842 -4.146656 -3.02691 -1.93519 3.27108 2.34682 3.32383 0.72363 0.85902 3.49695 0.06859926 0.6464574 0.8422592 0.7509544 0.4140512 0.3442536 0.4973056 0.7020504 0.5364657 0.3750471 0.4750704 0.25116 0.2082215 0.18857 0.2711705 0.3407705 0.3137485 0.200882 0.0959395 0.050907 0.01575085 0.01042865 0.0115874 9.904844e-06 1.24432671e-07 8.2440271e-08 1.02272 0.004187617 3.70553947e-09
2.42731 9.914598 4.389585 7.297497 1.2108948e-05 -2.81856 -4.499216 -1.683392 3.80899 4.96244 3.20643 -0.37523 0.03447 4.37548 -4.514847 4.5664 -3.19367 -0.43514 0.7136 -3.6266 -3.6687 -0.78159 2.11558 -0.05053 -1.02558 4.5958 1.9898 2.93781 0.02105937 0.5343912 0.662816 0.6405304 0.3247416 0.2933256 0.3811432 0.5569048 0.3987423 0.2752776 0.3999312 0.3245245 0.158793 0.171097 0.21967 0.26859 0.252605 0.1807195 0.105952 0.04567005 0.01406195 0.00919365 0.00658445 9.60947e-06 1.19166497e-07 9.6239584e-08 1.0148668 0.002272886 8.7060035e-09
5.87723 9.745226 5.0281275 7.340817 1.2273088e-05 -2.51785 -4.797768 -1.671476 4.99985 3.31729 3.08317 4.4956 -1.15641 4.60013 -4.303022 2.74055 -2.45573 -2.54634 -1.71234 -3.20686 -0.77974 4.20367 -2.20617 4.13377 3.93164 2.21978 1.76297 0.61844 1.336446e-06 0.4745952 0.6458584 0.6988488 0.3866816 0.3309008 0.5269 0.676544 0.4930335 0.3476556 0.4679937 0.355384 0.1876665 0.183682 0.2508325 0.326972 0.2773305 0.2412455 0.066706 0.04283925 0.0122954 0.01366155 0.0151795 9.90967e-06 2.76415404e-07 8.0717176e-08 1.0219272 0.004625887 2.08025619e-08
3.41758 10.203656 4.297207 6.859148 1.2310128e-05 -2.55761 -3.7198 -0.778184 4.7682 4.97564 1.83404 3.60885 -0.83607 3.50155 -3.70525 3.99775 -1.27903 -2.47958 -0.45672 -2.72307 -1.42058 3.76352 -1.116 4.69506 3.62245 2.8331 4.9454 0.44993 0.0237645 0.5237847 0.6720128 0.6924576 0.3784448 0.3477544 0.5181984 0.6825632 0.518598 0.3689964 0.4964193 0.353499 0.2214 0.2175815 0.281693 0.3435295 0.2867375 0.236094 0.092713 0.06286 0.04914685 0.0376314 0.02982085 1.0086579e-05 2.99326333e-07 7.0410484e-08 1.0228856 0.005331284 1.52448995e-08
2.75531 10.234176 4.0625855 6.8268385 1.2340464e-05 -2.64399 -4.238002 -1.90034 4.06543 4.90128 2.9842 3.40786 -1.28216 3.38661 -3.89962 3.88341 -1.07092 -3.1572 -1.03231 -2.74591 -1.89076 3.93355 -1.66689 4.55052 3.30777 4.06894 3.68453 0.00338 0.01915056 0.5086944 0.677932 0.7128632 0.3650824 0.3272472 0.5026536 0.6790408 0.5037075 0.3555846 0.4739742 0.3479935 0.209953 0.212107 0.2775645 0.3403975 0.283262 0.2407895 0.0880515 0.0481755 0.02958015 0.01377205 0.0153023 1.0216729e-05 2.43865018e-07 9.1383634e-08 1.0179402 0.00559867 1.29394696e-08
2.24858 10.266992 3.752268 6.56632 1.2228616e-05 -3.05329 -4.37028 -1.922936 4.98522 4.28525 1.17365 3.59401 -3.29819 4.51436 -4.667686 1.99919 0.81903 -4.284391 -1.09432 -3.68812 -2.1314 3.0078 -1.85214 0.62289 4.4804 3.99065 4.10922 1.18457 8.138358e-07 0.4855446 0.7920776 0.7378568 0.3843616 0.3300232 0.5055504 0.7031168 0.5476959 0.3592278 0.4957947 0.3312315 0.226248 0.199456 0.289591 0.34297 0.293792 0.249907 0.115542 0.0390953 0.01993735 0.01111895 0.0123544 1.0336144e-05 2.67133698e-07 8.1771229e-08 1.0079994 0.005762008 1.44908107e-08
2.83958 10.329642 4.2918015 6.729492 1.231348e-05 -2.73176 -4.251604 -1.9217 4.05812 4.9 3.2308 3.50626 -0.89332 3.57081 -3.92595 4.01188 -1.23838 -3.21341 -0.6095 -2.84933 -1.98752 3.98203 -1.40936 4.65493 2.95273 4.10275 3.62974 0.17104 0.008281188 0.4933917 0.6844952 0.7125056 0.360836 0.3259704 0.5092024 0.6846544 0.5158053 0.3559653 0.4759776 0.3551105 0.210302 0.205664 0.2748805 0.341628 0.2904135 0.2438015 0.0893885 0.04975405 0.0253122 0.016125 0.0148653 1.0239092e-05 2.45965938e-07 9.1722808e-08 1.0198354 0.005484542 1.34972019e-08
2.88004 10.279354 4.0528765 6.8536855 1.2277456e-05 -2.76707 -3.88503 -2.082032 4.9 4.91122 3.42013 4.857 -0.37578 3.6161 -3.3492 3.46391 -0.95003 -2.87898 -0.6594 -2.10087 -1.21461 2.72133 -1.92373 3.38171 3.49555 2.97901 3.92782 0.41338 0.01127223 0.5192064 0.7079232 0.7159184 0.3790888 0.3485136 0.559984 0.7229136 0.5251014 0.3803283 0.490752 0.359138 0.222951 0.209657 0.2916735 0.3427105 0.3118445 0.2636295 0.10068 0.0480318 0.03487645 0.010033 0.0111478 1.0209243e-05 2.3198491e-07 6.8054779e-08 1.014405 0.005581996 1.20010003e-08
3.00373 10.142042 4.07903 6.849458 1.2316348e-05 -2.8526 -4.190828 -1.985492 4.29044 4.93605 3.19784 3.67146 -1.09276 3.50978 -3.9272 3.97905 -1.13145 -3.15183 -0.79704 -2.77162 -1.93532 3.60118 -1.63196 4.6704 3.32007 4.06995 3.69229 0.27076 0.01326996 0.5031036 0.7008656 0.7086888 0.3667464 0.3242152 0.507736 0.668996 0.5118651 0.3503925 0.4617756 0.3434605 0.211052 0.2040285 0.279178 0.3370425 0.284077 0.2395015 0.0889305 0.0510975 0.0190145 0.0136141 0.0151268 1.0166094e-05 2.39690926e-07 9.1399672e-08 1.0189626 0.005343002 1.32365742e-08
3.93108 10.409974 1.3925079 6.30298 1.237784e-05 -4.9193518 -2.46205 -1.16678 5.0 4.85525 2.25976 -4.99128943 -2.55405 4.10419 -4.9897033 2.86833 2.53556 -4.999191352 0.93145 -3.47141 -4.704488 -0.6607 -3.52375 3.91735 2.90399 4.62399 4.93782 4.19985 0.009 0.6197373 0.8715224 0.6673504 0.3478616 0.3293176 0.3491072 0.6370848 0.4804398 0.3308031 0.4377825 0.2601735 0.179232 0.183634 0.251484 0.3191885 0.28039 0.243473 0.0607215 0.02354715 0.01657425 0.01429695 0.0156337 1.0221745e-05 1.6632125e-07 9.901e-08 1.004139 0.00563808 1.53668551e-08
3.4709 9.624028 4.374689 7.126041 1.2552308e-05 -2.89774 -4.616737 -1.566788 2.81233 4.9 2.54907 1.17346 -1.75735 3.91864 -4.196443 3.18381 -2.16789 -3.65479 -1.8192 -2.9649 -2.35459 2.23011 -2.7886 2.40682 3.77092 2.7335 4.07253 1.2768 0.03939156 0.5437386 0.63296 0.6452128 0.3189328 0.3071688 0.4446656 0.6313368 0.4396626 0.3164454 0.4375053 0.3294635 0.1851585 0.193311 0.2601465 0.316692 0.2651795 0.2282215 0.0833025 0.03400415 0.0203358 0.0142865 0.012187 1.023324e-05 2.26027018e-07 9.3683107e-08 1.0224014 0.005690258 1.3304039e-08
2.8485 10.086798 3.8789695 6.869427 1.222562e-05 -2.76289 -3.79283 -1.70906 4.87993 1.68666 2.59684 3.25479 -1.24833 3.63924 -4.149677 3.7968 -0.86614 -2.4993 -0.7377 -2.86337 -1.42685 4.23649 -1.63643 2.14667 3.62763 -0.94728 3.83101 0.1888 0.01664928 0.5263893 0.7215176 0.7266136 0.4212592 0.312316 0.51316 0.6891312 0.5310738 0.3642129 0.4959639 0.3381455 0.2190445 0.2171395 0.3028825 0.3547115 0.295274 0.260133 0.1077645 0.0498434 0.0428048 0.02677815 0.0297535 1.018498e-05 2.92018699e-07 6.5937466e-08 1.0172638 0.005240011 1.35340281e-08
2.4345 10.153522 4.1044425 6.824321 1.2338904e-05 -2.72932 -4.168609 -1.983212 4.18311 4.91574 3.25515 3.47387 -1.12327 3.49013 -3.8912 3.9623 -1.06379 -3.14174 -0.92566 -2.75864 -1.78095 3.93179 -1.7713 4.663 3.23666 4.06509 3.71921 0.11019 0.01807308 0.5144715 0.7004232 0.7091568 0.3648904 0.331752 0.5075672 0.6844144 0.5095791 0.360819 0.4721805 0.3443875 0.211583 0.2032945 0.2877035 0.340708 0.2859795 0.246924 0.086177 0.04825055 0.02573735 0.0156099 0.0173413 1.0232309e-05 2.43090056e-07 9.133948e-08 1.0184128 0.005451635 1.26033432e-08
2.96763 10.18512 3.940159 6.7893325 1.2318664e-05 -2.80333 -4.148605 -2.029592 4.25764 4.90081 3.21019 3.62063 -1.16108 3.46124 -3.84487 3.96132 -0.96098 -3.0973 -0.99769 -2.69363 -1.8329 3.90859 -1.86911 4.65596 3.25837 4.04016 3.6858 0.10643 0.01676043 0.5124141 0.705976 0.7028296 0.3689896 0.332956 0.5196056 0.68776 0.5202756 0.3542985 0.4736151 0.3442955 0.210461 0.211878 0.288533 0.344015 0.292257 0.2440885 0.0896685 0.0483349 0.0257181 0.0150118 0.0166798 1.0169951e-05 2.48959749e-07 9.1102573e-08 1.018998 0.00554736 1.28977532e-08
2.41697 10.298758 4.3295925 7.046602 1.2451224e-05 -2.3299 -3.99928 -1.280396 3.07207 4.97234 2.94105 3.46527 -0.5762 3.85897 -4.006663 2.71547 -0.42513 -3.14585 -1.80807 -2.54813 -1.63195 1.40001 -0.37006 3.4982 3.59373 2.15506 2.89547 -0.70705 0.01012149 0.5026842 0.672328 0.6987112 0.3821832 0.3380712 0.5106688 0.6665368 0.5286177 0.3676212 0.4615101 0.3366555 0.211538 0.218838 0.2843585 0.33747 0.290399 0.2352585 0.0946615 0.058955 0.0318591 0.0204992 0.02068925 1.0132521e-05 1.81676795e-07 7.4410678e-08 1.0169586 0.005597053 1.4705231e-08
3.07977 9.572214 0.791745 9.905 1.218932e-05 -4.9999260035 -3.62191 -4.77239 4.9 4.9 4.9 4.9 -4.454396 4.9 -4.9999851012 3.26894 -4.9 -4.228037 1.38614 -4.99999418612 -0.83486 -0.22119 -4.892397 4.9 -2.74678 4.18477 -4.216233 -0.33403 0.05569497 0.8094465 0.7623712 0.5798648 0.2978896 0.3546568 0.5142536 0.5998584 0.3887235 0.3050802 0.3918537 0.2718105 0.1637105 0.17508 0.224737 0.2793165 0.2415 0.2145585 0.063524 0.0477048 0.0259265 0.0138765 0.01541835 9.669168e-06 1.33395275e-07 9.901e-08 1.0070054 0.002901493 1.00039871198e-10
2.87754 10.127006 4.5760415 7.003776 1.2375516e-05 -2.19137 -4.464695 -1.764356 4.13255 4.9 3.15543 2.98216 -0.71265 3.7487 -4.038634 3.96159 -1.67305 -3.3162 -0.66012 -3.08463 -2.24077 2.90247 -0.73818 4.70029 3.31599 4.17703 3.67577 -0.6163 0.01979316 0.4931217 0.6569288 0.677788 0.361992 0.3142328 0.4759288 0.6300984 0.4626909 0.3238101 0.4496112 0.3482575 0.204295 0.1950325 0.252454 0.317801 0.2762855 0.221943 0.084362 0.0452381 0.0232859 0.01186095 0.01317885 1.0038338e-05 2.09590292e-07 9.2588068e-08 1.0173572 0.004758026 1.18197136e-08
3.54822 8.8592458 2.3165235 7.8149525 1.2584504e-05 -4.088367 -4.649532 -2.774492 4.92366 2.11843 1.0512 4.9 -4.99972904 4.9 -4.9999730292 1.71777 -2.51317 -3.81711 0.32035 -4.9999545245 -4.182785 4.00905 -4.9999415864 4.9 1.51462 4.9 4.9 2.22102 0.07279056 0.6823746 0.765964 0.6774816 0.3770232 0.3446824 0.5672328 0.7044368 0.4847535 0.3710025 0.474039 0.3244355 0.1979095 0.220285 0.2783665 0.332371 0.2613995 0.232124 0.0639505 0.0368852 0.00435377 0.0003351675 0.0003724085 1.0441822e-05 1.27769368e-07 9.901e-08 1.0084002 0.006904254 1.0003088286e-10
3.54205 10.353106 4.2650495 6.8485555 1.2431408e-05 -2.42403 -3.95458 -2.094884 3.74604 3.63947 3.39788 3.89143 -0.79089 3.85601 -4.058639 2.03267 -1.35062 -2.90116 -0.401 -2.60306 -2.02807 2.93877 -2.07627 2.30551 3.16755 1.97996 2.9122 0.50561 0.0137736 0.4950288 0.6559728 0.7124008 0.3866048 0.3129704 0.5217472 0.6822288 0.5217741 0.3479652 0.4805028 0.353864 0.2090885 0.1981595 0.2675255 0.3315755 0.2855575 0.2437065 0.1090115 0.057724 0.04465175 0.0291558 0.02639975 1.0286459e-05 2.23812133e-07 6.6855394e-08 1.0235742 0.006002815 1.17318397e-08
3.59499 9.541176 2.721024 6.373527 1.2298676e-05 -4.99999293746 -4.703339 -1.996136 4.42218 4.90099 3.71379 2.88062 -2.90918 4.9 -4.9999838317 2.52543 -1.63197 -4.22784 -0.50317 -4.039571 -1.9929 4.9 -1.12711 4.76598 4.35111 4.29923 4.62987 -1.20558 0.01183086 0.5673501 0.8567032 0.755016 0.3770888 0.3629712 0.5314424 0.7144144 0.5225022 0.3817539 0.4872969 0.352983 0.201087 0.1965395 0.260764 0.325047 0.274755 0.238011 0.076519 0.01917755 0.001174825 0.0004540225 0.00050447 1.0303882e-05 9.00165009428e-09 9.2444122e-08 1.001067 0.005746167 1.60546767e-08
12.4458 9.936956 5.008586 7.5003315 1.2575864e-05 -0.24462 -4.9 0.751444 4.9 4.9 -1.49554 3.44226 -1.62078 4.9 -4.9 4.75553 -0.75245 -2.72373 -0.78802 -2.4133 -2.94776 3.36099 3.15228 4.9 3.43854 4.07992 3.69242 0.63197 0.03759444 0.4309974 0.6652048 0.6216168 0.3622344 0.321652 0.4671592 0.5847688 0.4622751 0.3494286 0.4172499 0.319907 0.209932 0.1988095 0.2590215 0.2835675 0.2541185 0.195834 0.090491 0.0684235 0.02155645 0.0165138 0.0061508 9.924357e-06 1.891e-08 9.2063566e-08 0.9886628 0.004607897 1.35213036e-08
3.36465 10.20332 4.2509705 6.775472 1.2502512e-05 -2.27106 -4.276103 -1.917764 3.67362 4.9 2.82377 3.73599 -1.39984 3.58629 -3.93935 3.67197 -1.30326 -3.25997 -0.86872 -2.88758 -1.99348 3.20132 -2.12739 4.50917 3.40662 4.12161 3.72612 0.5222 0.03887721 0.509346 0.6569888 0.6746432 0.3468464 0.3169808 0.5084824 0.6602288 0.4874301 0.3417984 0.4600674 0.3470095 0.204558 0.2028545 0.27045 0.3305565 0.2784615 0.2428115 0.0854785 0.0443781 0.0231644 0.01430525 0.01549705 1.0096478e-05 2.38095416e-07 9.1845271e-08 1.0198308 0.005655545 1.22111791e-08
2.70311 10.132256 4.1753125 6.878699 1.2305412e-05 -2.79551 -4.065827 -2.031728 4.27225 4.9847 3.21169 3.65242 -1.16616 3.4756 -3.91247 3.92368 -0.95483 -3.09828 -0.99807 -2.69668 -1.82974 3.90611 -1.85773 4.65521 3.24768 4.04084 3.68639 0.10745 0.0099405 0.5212242 0.700244 0.7159712 0.3586024 0.3313544 0.5109936 0.689112 0.5286375 0.3615723 0.4966974 0.34404 0.210727 0.210601 0.288957 0.3436675 0.292548 0.246017 0.08404 0.0383456 0.02601905 0.01644085 0.0182676 1.0252677e-05 2.42481582e-07 9.1169497e-08 1.0174944 0.005528817 1.26389718e-08
4.86489 11.184706 0.89451315 5.659393 1.1990268e-05 -4.99999 -2.52472 -1.835432 4.99313 4.88034 4.94257 4.9 -4.193826 4.98788 -4.9394969 4.93546 -4.9378117 -1.10912 1.35672 -4.9336506 -0.60178 -0.60136 -1.01254 -1.54542 4.90897 1.1073 4.68374 2.23436 0.009 0.5870763 0.8423152 0.6935952 0.3777736 0.3605368 0.5644384 0.6733032 0.458109 0.3158181 0.4709106 0.396412 0.204795 0.20132 0.2524185 0.331194 0.2936185 0.2443805 0.138023 0.0497924 0.03174325 0.0133848 0.014872 9.816361e-06 5.8432071e-08 9.9313435e-08 1.0070736 0.003352244 7.7031133e-09
2.10771 10.082388 2.2698405 7.6449025 1.2299748e-05 -3.4985 -1.76828 -1.715144 4.9556 4.9 -0.72996 2.9682 -2.56138 4.9 -4.99999249819 2.62141 0.49373 -4.99999916783 1.5768 -4.9999762832 -1.72316 3.64274 -0.81435 4.9 2.14033 0.58747 3.46215 1.29713 0.04073607 0.7227819 0.8087736 0.7015704 0.3715384 0.3274832 0.5156648 0.685692 0.5023791 0.3659904 0.4795137 0.3214075 0.2162555 0.221842 0.2884795 0.3541615 0.300236 0.2466725 0.070924 0.0443852 0.01787985 0.0198665 0.0220739 1.0130564e-05 1.57449818e-07 9.901e-08 1.007157 0.005428164 1.15282477e-08
3.53462 10.50467 4.1940275 6.6283645 1.231034e-05 -2.76137 -3.7989 -1.966292 4.93947 2.69789 3.4327 3.73611 -1.09448 3.25866 -3.71504 3.45735 -0.94368 -3.11255 -1.1924 -2.96526 -1.63695 3.84782 -1.64112 1.16369 3.62452 4.17622 3.88025 0.24903 0.005288976 0.4999509 0.6820608 0.7433456 0.4107736 0.3248264 0.5277064 0.7076792 0.5447052 0.3611619 0.4834134 0.345564 0.207509 0.210391 0.2852915 0.3450995 0.281913 0.2525515 0.100649 0.03417615 0.0327008 0.01030255 0.0114473 1.0346176e-05 2.55510259e-07 6.9036166e-08 1.019467 0.005966128 1.39902139e-08
6.37076 11.039274 3.124318 6.605346 1.2842496e-05 -2.53946 -4.017316 -1.082216 4.86331 0.69752 4.64953 4.00077 -4.9252395 4.76664 -4.9922914 4.72245 1.35962 -2.65084 -3.46994 -4.51039 2.85212 4.99309 -3.72436 1.09815 4.61853 1.01188 4.95022 4.91577 3.867246e-07 0.1602675 0.511092 0.6459072 0.393092 0.2551712 0.4113544 0.5336592 0.5004162 0.3175614 0.3870432 0.284782 0.1498 0.138574 0.20595 0.2914245 0.2332865 0.2327055 0.102827 0.025612 0.00762795 0.002469335 0.0010365 1.0382922e-05 2.71243375e-07 9.9920701e-08 1.0161372 0.006709815 2.97195458e-09
6.35797 11.66604 0.595 5.656885 1.2482932e-05 -3.40093 -4.582398 -2.816648 4.69865 4.9 -0.5389 4.96393 -1.54299 4.9 -3.85916 4.9 4.9 0.4984 0.81843 -3.11184 -2.8068 -4.269947 -4.9609833 4.9 4.9 3.30035 -0.89734 0.64729 0.02265642 0.4382523 0.8631216 0.7536312 0.497288 0.3945904 0.6024832 0.7709488 0.6030693 0.4491972 0.5406282 0.32029 0.234629 0.243784 0.335421 0.402608 0.3695695 0.295019 0.096139 0.053194 0.0261648 0.005 0.00555555 1.0393277e-05 4.24705295e-08 9.901e-08 1.0141516 0.00693 4.9501e-08
2.75294 10.66399 4.468359 6.597993 1.248802e-05 -2.10079 -4.869384 -1.666664 3.28835 4.94363 1.83639 3.20002 -1.13293 3.79517 -4.015721 3.93049 -1.70782 -3.45696 -1.57984 -2.75522 -1.44503 2.41527 -1.1014 4.58287 3.54583 4.06264 3.91549 0.95792 0.002068785 0.4258791 0.6187272 0.67876 0.3641248 0.3087832 0.4803808 0.6520424 0.5104089 0.3443976 0.4608738 0.3585155 0.2120445 0.205576 0.271404 0.3338575 0.2906095 0.22557 0.0884535 0.04887525 0.0287898 0.00821685 0.00912985 1.026402e-05 2.32015631e-07 9.2623015e-08 1.0196466 0.005755267 1.07061452e-08
2.39112 10.15362 4.321565 6.8267055 1.237892e-05 -2.90623 -4.247537 -1.8755 4.03385 4.89578 2.72087 3.69918 -1.36291 2.99532 -3.82766 4.01076 -1.20815 -3.20761 -1.02012 -2.82612 -2.00749 3.9703 -1.55749 4.67358 3.36225 4.09668 3.76264 0.39385 0.005124051 0.4945986 0.6694264 0.7001472 0.3669896 0.31858 0.4976584 0.6668736 0.5112648 0.3447108 0.4715793 0.347859 0.2085495 0.2008965 0.2706745 0.3338065 0.2826865 0.238617 0.0860165 0.050031 0.0260032 0.0159569 0.0177299 1.0172915e-05 2.34731962e-07 9.1634005e-08 1.0197086 0.005507607 1.32572827e-08
2.72648 10.143554 4.174353 6.836291 1.2345928e-05 -2.70403 -4.137845 -2.000756 4.24043 4.97796 3.12708 3.62153 -1.13 3.51068 -3.86828 3.96281 -1.03516 -3.1381 -1.01839 -2.72766 -1.755 3.92357 -1.91629 4.65415 3.11451 4.05732 3.70886 0.19223 0.0175482 0.507213 0.7059824 0.7117728 0.3628216 0.323672 0.5062288 0.6786976 0.5229072 0.3592656 0.4726818 0.3420615 0.2069705 0.2117345 0.280498 0.336081 0.2857245 0.24855 0.085055 0.0471838 0.026245 0.014961 0.0166137 1.0186652e-05 2.50783189e-07 9.1271071e-08 1.0185866 0.005440533 1.30377227e-08
2.60971 10.18344 4.258067 6.7548095 1.2386752e-05 -2.67004 -4.274744 -1.948124 3.73427 4.96706 3.23933 3.5062 -1.42469 3.56997 -3.93971 3.75681 -1.2636 -3.24324 -1.29171 -2.86422 -2.06855 3.49479 -1.35218 4.66797 3.38768 3.38988 3.78319 0.19924 0.02180934 0.5032008 0.6755952 0.6906184 0.3537352 0.3300448 0.507168 0.675052 0.5097807 0.3539871 0.4775391 0.3524325 0.211305 0.2061185 0.278119 0.341336 0.285193 0.2325935 0.085897 0.04603675 0.02347945 0.0129351 0.01437235 1.0226799e-05 2.48370104e-07 9.1780822e-08 1.020014 0.005669937 1.35427606e-08
3.32074 9.939826 4.077719 6.966517 1.2342396e-05 -2.67524 -3.80118 -1.247912 4.9772 1.22557 3.33176 4.3719 -1.22831 3.74669 -3.59312 2.26618 -0.68083 -3.11605 -0.81149 -2.79789 -1.7728 4.43691 -1.92947 2.4678 3.14306 3.40236 3.53786 0.33589 0.02658096 0.5370102 0.6855624 0.7071808 0.4368624 0.3427552 0.5478528 0.6908192 0.5284791 0.3696183 0.4953816 0.346165 0.217745 0.2291805 0.3043225 0.3623425 0.302236 0.243959 0.1088525 0.0617625 0.03603655 0.01288425 0.01431585 1.0198679e-05 2.89448045e-07 6.1090822e-08 1.021095 0.00582148 1.3176295e-08
3.37312 10.079126 4.1144555 6.8616275 1.2317864e-05 -2.79362 -4.07966 -2.035628 4.24981 4.99471 3.20948 3.62113 -1.15859 3.45129 -3.83749 3.96556 -0.95779 -3.09886 -0.99615 -2.68955 -1.83266 3.90451 -1.8608 4.65374 3.25845 4.04044 3.68565 0.10583 0.01572606 0.517059 0.707196 0.7114312 0.3635264 0.334072 0.5198752 0.6905688 0.514323 0.3571245 0.4772277 0.344676 0.2105965 0.2117215 0.2868665 0.34556 0.289955 0.246686 0.0883405 0.0486972 0.0262593 0.0152442 0.016938 1.021576e-05 2.48476141e-07 9.1133857e-08 1.0182696 0.005549985 1.29196094e-08
5.39152 10.290918 3.9251015 6.778607 1.2436836e-05 -2.5229 -4.260669 -1.97114 4.2722 4.9 3.16976 3.68247 -1.09131 3.51542 -3.88812 4.00296 -1.13151 -3.17648 -1.08421 -2.7853 -1.80168 3.81024 -1.98823 4.31507 3.15496 3.97665 3.73966 0.30626 0.003440592 0.4383189 0.6963696 0.6979024 0.3647072 0.3315408 0.5177488 0.6881944 0.4998654 0.3589677 0.4759029 0.347981 0.2092965 0.2105725 0.282351 0.343194 0.287951 0.2464335 0.087915 0.04735575 0.0277942 0.01518135 0.0161695 1.0321932e-05 2.45017551e-07 9.0261271e-08 1.0196556 0.005570271 1.24635733e-08
2.49552 10.355304 4.1420055 6.953483 1.2183388e-05 -2.6405 -3.38623 -1.324784 4.88713 2.34544 2.62482 4.82409 -0.93628 3.68684 -4.042994 2.11595 -0.45035 -3.47764 -0.29539 -2.26163 -1.01325 4.22142 -0.62526 4.39367 4.7117 3.70074 -1.72412 0.69131 0.004240314 0.5312997 0.7174512 0.7370328 0.4384976 0.3473024 0.5707472 0.7136216 0.5647869 0.3806973 0.5002587 0.35817 0.242002 0.2464 0.316919 0.369142 0.289803 0.24508 0.110579 0.0550445 0.02483765 0.02323765 0.0180428 1.008466e-05 3.16709464e-07 7.4247229e-08 1.0219262 0.005239857 1.70397526e-08
3.07022 10.169636 4.0568855 6.477476 1.2305448e-05 -3.08294 -4.266045 -1.961084 4.30419 4.99538 3.21689 3.6553 -1.15574 3.67803 -4.001261 4.08912 -0.77433 -3.10016 -0.91633 -2.88839 -1.44146 3.84551 -1.83351 4.70488 3.17018 4.01479 3.84128 -0.39776 2.90007e-05 0.4597767 0.727052 0.7261016 0.3710384 0.3375792 0.5143608 0.6926472 0.523395 0.3538323 0.4770162 0.348685 0.2107145 0.2107115 0.281374 0.3432685 0.2903175 0.2443805 0.086257 0.04774965 0.0241165 0.01242085 0.01380095 1.0335593e-05 2.15786024e-07 9.2382544e-08 1.0129804 0.005636568 1.41034869e-08
2.71955 10.193898 4.0474235 6.924774 1.232234e-05 -2.3677 -3.95607 -1.912628 4.95012 2.85867 3.43722 4.18437 -0.56003 3.60541 -3.47127 2.81422 -0.90566 -3.2291 -1.02796 -2.69483 -2.18729 3.78164 -1.60725 3.07529 3.36546 4.05358 3.93965 0.42524 0.01706148 0.5112396 0.6963424 0.7239368 0.4141032 0.33572 0.5378264 0.6816952 0.5267394 0.3715875 0.4848975 0.3458495 0.2022465 0.2063105 0.2972495 0.3461415 0.2983225 0.2531485 0.1004105 0.04674985 0.0168598 0.0187331 0.02081455 1.0194233e-05 2.5807794e-07 7.0376032e-08 1.0232206 0.005635763 1.59414536e-08
3.69309 10.212924 3.850251 6.7532135 1.2434184e-05 -3.12936 -3.90774 -1.257812 4.9 4.9 0.40476 4.9 -3.28752 4.9 -4.9 3.73227 0.95549 -3.37936 2.01921 -4.9 -0.7039 1.73705 -4.217685 3.50894 2.62372 3.60888 3.60641 1.94259 0.009 0.5237811 0.7526904 0.7015216 0.3948112 0.3345296 0.5273768 0.6725064 0.4919652 0.3549384 0.4658841 0.312634 0.200097 0.185372 0.248675 0.3201325 0.274311 0.24834 0.0922315 0.04617905 0.0231204 0.01215875 0.01265255 1.0226932e-05 1.02030125e-07 5.720131e-08 1.0054544 0.005756968 2.04136413e-08
