Chisq l_lipid sigma background0 radius_pd scale sld_solvent0 volfraction 
-206.77901679937128 12.82313190681741 3.4643870497355365 0.07228576849841283 0.4824527332553495 0.4763715457419329 6.0220549431554256 0.08207979042424404 
-199.9211535815762 13.03077168641636 2.7131531128961015 0.07237300725508074 0.22650319265710478 0.040632770696249036 6.3452944489826315 0.7126615661249934 
-178.51557041658987 13.465798321261179 2.20423980347028 0.07262956135410384 0.2913861683418555 0.11700259884340164 5.320676430534031 0.34835572651074687 
-174.12609250165832 12.91827146060703 3.323000943228616 0.07238932463391004 0.33241435344210507 0.09875989200870217 5.872195073352969 0.37228784803219533 
-236.88498764858983 12.970236337791894 3.4130489656961496 0.07209986972374019 0.4399484559296029 0.24052339870788791 5.273961349340997 0.20369997946391885 
-177.57034670818112 13.389597093876938 2.10936375397937 0.07228787616572042 0.3177207633743612 0.18159458420159258 5.391337849304225 0.22319081198522367 
-184.91884593835186 13.193789570223606 3.2641494265960995 0.07230005000713328 0.14438345129913915 0.07335070120659351 5.138795313989062 0.5796055814166486 
-167.32919294556257 13.184598596334205 2.8655962541970363 0.07254116071973135 0.47548445219446706 0.07293097840167176 6.1904985283565335 0.47698005539230875 
-177.1446087830504 13.266275095611986 2.745012978782943 0.07256994429068525 0.2640653501341917 0.10315743782229038 5.302970317967867 0.40144439371736584 
-193.596423826163 13.01734887903042 3.4310167138500276 0.07212734992843087 0.3788039695812646 0.4779658703942557 5.686995757419654 0.08366049736267984 
-179.36392401686138 13.19913827262342 2.12537379349123 0.07254786895067879 0.16409741931158597 0.29856863696691804 6.376959284316022 0.09136351233122132 
-186.22296598269696 13.377147190435727 2.5520882817967543 0.07255147729954343 0.4785110916025198 0.0673586239031371 5.414631545402782 0.6624056881767715 
-185.5321616403806 13.342148603278561 2.3102493662816195 0.07240757000488292 0.13691881836932798 0.4037597990145686 5.943153168717223 0.076056585835237 
-209.56527969336233 13.508228569385729 2.00388654684582 0.07241052911380322 0.49497893634526674 0.2520752219455955 5.432867239661451 0.17508393983232165 
-224.31344462852672 12.84586684597643 2.8960723613780273 0.07213125186105936 0.11667554646137188 0.0608400070769161 6.384011045645846 0.4604477845782328 
-184.15367093828152 13.403809654435346 2.094161864596995 0.07261241299512652 0.116993206130412 0.0710372581067252 5.556823307948095 0.48702849647779606 
-170.27920530237432 12.78507645496978 3.3868956592942987 0.07253986173668436 0.330581098407048 0.06866800884006563 6.196501512467916 0.48720259072548583 
-178.51557041658987 13.465798321261179 2.20423980347028 0.07262956135410384 0.2913861683418555 0.11700259884340164 5.320676430534031 0.34835572651074687 
-179.36392401686138 13.19913827262342 2.12537379349123 0.07254786895067879 0.16409741931158597 0.29856863696691804 6.376959284316022 0.09136351233122132 
-236.88498764858983 12.970236337791894 3.4130489656961496 0.07209986972374019 0.4399484559296029 0.24052339870788791 5.273961349340997 0.20369997946391885 
-170.53673516827251 13.34111388082453 2.0161132632744314 0.07261067780883666 0.3308079647595886 0.22001798604606695 5.70162047119704 0.16615517886465278 
-198.7384000884024 13.422911696338677 2.1709098377913674 0.07270815744521014 0.28547072601092793 0.42062804265698717 5.994400346139951 0.07602290596921066 
-175.951259024114 13.130212241699448 2.3683663652675753 0.07243030344355621 0.2031405919128666 0.04300213595945059 6.298378039142538 0.6661483083733196 
-201.994581700122 13.327543451364784 2.384308475453918 0.07234525656740562 0.1776803146020313 0.06275616502008921 5.947069048401544 0.49986816922099914 
-179.6194044605328 13.046849239765272 3.0377322448207598 0.07248160545314661 0.4799487443610732 0.07827880392823636 6.039157393249957 0.47885191195642424 
-180.35947408497464 13.2580805988362 2.1503237369475903 0.07239632491913676 0.15317398058089038 0.3866404052535317 6.144933785499252 0.07537600171405483 
-261.3582254550295 13.223570950093483 2.678910716571585 0.07240497020629898 0.35272797769087394 0.06328931292093462 6.033366570663473 0.5305576942538688 
-198.7384000884024 13.422911696338677 2.1709098377913674 0.07270815744521014 0.28547072601092793 0.42062804265698717 5.994400346139951 0.07602290596921066 
-196.96394362430692 13.01156613079752 3.478198834244488 0.07229240248162243 0.21065771979801923 0.10759892022361721 5.395016425769669 0.37636446263979545 
-212.99667185216393 13.6177255030568 2.100019193900066 0.07257350121269683 0.19499857970245627 0.38976281088021275 5.442633445007368 0.09302062022466584 
-236.88498764858983 12.970236337791894 3.4130489656961496 0.07209986972374019 0.4399484559296029 0.24052339870788791 5.273961349340997 0.20369997946391885 
-177.57034670818112 13.389597093876938 2.10936375397937 0.07228787616572042 0.3177207633743612 0.18159458420159258 5.391337849304225 0.22319081198522367 
-167.32919294556257 13.184598596334205 2.8655962541970363 0.07254116071973135 0.47548445219446706 0.07293097840167176 6.1904985283565335 0.47698005539230875 
-201.49052216823225 13.392300568728166 2.18548962583697 0.07289395040862257 0.29398384487165496 0.06341151700993361 6.117844252801745 0.48854592063218816 
-173.4326716287252 13.317541875551344 2.3004763968047737 0.07227933995754117 0.158320809520176 0.059733008522069274 5.799632677349458 0.5461038601186623 
-198.7384000884024 13.422911696338677 2.1709098377913674 0.07270815744521014 0.28547072601092793 0.42062804265698717 5.994400346139951 0.07602290596921066 
-192.0825306034564 13.435081672821775 2.177558270296962 0.07224248871909433 0.44045198682182407 0.05854813992296027 5.563951990286617 0.6968465975806696 
-236.88498764858983 12.970236337791894 3.4130489656961496 0.07209986972374019 0.4399484559296029 0.24052339870788791 5.273961349340997 0.20369997946391885 
-192.28169171704593 13.384863586349592 2.5207852837101883 0.07215452386757808 0.13749712749305304 0.36279166708813576 5.090193128913986 0.11598988529574601 
-186.22296598269696 13.377147190435727 2.5520882817967543 0.07255147729954343 0.4785110916025198 0.0673586239031371 5.414631545402782 0.6624056881767715 
-225.7487083636856 12.845767421861359 3.469721630206436 0.07195374224965957 0.1874450493728995 0.427053709510315 5.644106969673667 0.0876410404610119 
-207.2933807621795 13.66332946851134 2.052584116264698 0.07289737271836352 0.2976000680117704 0.07501812739020589 5.265055284475225 0.5410250141154607 
-199.25083851760138 13.036181445340649 3.4851626079401528 0.07220516706044747 0.20178665678710264 0.4703474678335662 5.401044393802355 0.08548156524731389 
-201.95959057966652 12.970449823409835 3.0555648241217552 0.07235642636621874 0.3786559115108639 0.33668584321098943 5.868520289037884 0.1111053083680077 
-176.61693773115616 13.219449030801952 2.7279098697642308 0.07283029817310828 0.4766731273582097 0.3694892598464554 6.112776263388082 0.09650589009796277 
-235.54003633624296 12.965314209908907 3.4130500790440896 0.07209979615271446 0.4399486256567818 0.2405232397770878 5.273965554157929 0.20370011746104072 
-182.63246537400082 13.382603791086629 2.350920815107635 0.07225610168305538 0.13537309783384893 0.2775773335208153 5.320131892417481 0.13783324545331085 
-170.27920530237432 12.78507645496978 3.3868956592942987 0.07253986173668436 0.330581098407048 0.06866800884006563 6.196501512467916 0.48720259072548583 
-217.26186182595077 12.665844064311578 3.475955661395448 0.07208491292260018 0.3283486397334099 0.12476947775023063 5.7661976015179635 0.31585881165770874 
-170.53673516827251 13.34111388082453 2.0161132632744314 0.07261067780883666 0.3308079647595886 0.22001798604606695 5.70162047119704 0.16615517886465278 
-212.99667185216393 13.6177255030568 2.100019193900066 0.07257350121269683 0.19499857970245627 0.38976281088021275 5.442633445007368 0.09302062022466584 
-166.47966979902583 13.281982117360391 2.4890472081876562 0.07232669782934485 0.47514852395956025 0.15094800950745438 6.107597296166146 0.2336041976334695 
-185.5321616403806 13.342148603278561 2.3102493662816195 0.07240757000488292 0.13691881836932798 0.4037597990145686 5.943153168717223 0.076056585835237 
-174.11556280966732 12.810971172125205 3.4395231476622774 0.07240843243195509 0.2922308304699155 0.24638146486829274 6.291125571726778 0.12859698935816707 
-179.6194044605328 13.046849239765272 3.0377322448207598 0.07248160545314661 0.4799487443610732 0.07827880392823636 6.039157393249957 0.47885191195642424 
-193.5875071284608 13.158106798272359 3.2864333080021226 0.07238771742561104 0.24418530888785916 0.38443086345837013 5.293237771142722 0.10924563303011278 
-172.8102741930544 13.326958504378693 3.25215308896656 0.0725059407363215 0.44149244657584547 0.1069863018926831 5.193496040885391 0.44926211054656906 
-174.95924314892642 13.514314538386644 2.3618558609798357 0.07228831060700494 0.4414920499296411 0.37737521046646044 5.229857763668831 0.12188236740108825 
-182.63246537400082 13.382603791086629 2.350920815107635 0.07225610168305538 0.13537309783384893 0.2775773335208153 5.320131892417481 0.13783324545331085 
-175.60179123548812 13.317522040039824 2.300476265642117 0.07213059912794145 0.15832070629322792 0.05973302929821896 5.799643406008903 0.5461040768930354 
-175.951259024114 13.130212241699448 2.3683663652675753 0.07243030344355621 0.2031405919128666 0.04300213595945059 6.298378039142538 0.6661483083733196 
-218.037916332493 12.963272194548 3.4595453865132018 0.07210849053170573 0.37918185741560395 0.15058242143509892 5.1967141760171565 0.32108910297211796 
-178.51557041658987 13.465798321261179 2.20423980347028 0.07262956135410384 0.2913861683418555 0.11700259884340164 5.320676430534031 0.34835572651074687 
-193.5875071284608 13.158106798272359 3.2864333080021226 0.07238771742561104 0.24418530888785916 0.38443086345837013 5.293237771142722 0.10924563303011278 
-193.53817724312358 13.017339308844651 3.425038332102931 0.07212722116320394 0.3788035860213801 0.47796616978319273 5.68699734800029 0.08366054382392006 
-201.95959057966652 12.970449823409835 3.0555648241217552 0.07235642636621874 0.3786559115108639 0.33668584321098943 5.868520289037884 0.1111053083680077 
-192.36078719298266 13.659930133199413 2.1360972022033438 0.07252586429693719 0.2092013871323952 0.10116520198477792 5.064924276566216 0.4153114863614834 
-187.75352235105575 13.384865723121116 2.7286954524280476 0.07215465030293768 0.13749710201654516 0.3627911112285642 5.090193330847922 0.11598990716444826 
-180.35947408497464 13.2580805988362 2.1503237369475903 0.07239632491913676 0.15317398058089038 0.3866404052535317 6.144933785499252 0.07537600171405483 
-262.66701528096564 12.693487089980449 3.4520739333798143 0.07194382720030662 0.4891522446295516 0.08554356542096099 5.92930859475175 0.48284185264679974 
-179.6194044605328 13.046849239765272 3.0377322448207598 0.07248160545314661 0.4799487443610732 0.07827880392823636 6.039157393249957 0.47885191195642424 
-201.95959057966652 12.970449823409835 3.0555648241217552 0.07235642636621874 0.3786559115108639 0.33668584321098943 5.868520289037884 0.1111053083680077 
-181.6468358398646 13.35064131998847 2.1774884076305447 0.07226844745249025 0.18866231419798912 0.4220497864506494 5.783459836544659 0.0782293836649864 
-179.24296560473243 13.4023592565429 2.213463710006915 0.07240758448605548 0.1490491093137257 0.06914487498971333 5.15317563894934 0.591741514448555 
-180.35947408497464 13.2580805988362 2.1503237369475903 0.07239632491913676 0.15317398058089038 0.3866404052535317 6.144933785499252 0.07537600171405483 
-218.037916332493 12.963272194548 3.4595453865132018 0.07210849053170573 0.37918185741560395 0.15058242143509892 5.1967141760171565 0.32108910297211796 
-192.36078719298266 13.659930133199413 2.1360972022033438 0.07252586429693719 0.2092013871323952 0.10116520198477792 5.064924276566216 0.4153114863614834 
-209.62178444713354 12.84306403178369 3.415172290160106 0.07214082135513619 0.203365999363282 0.12192070491240793 5.924140128331678 0.2800161256509037 
-181.6468358398646 13.35064131998847 2.1774884076305447 0.07226844745249025 0.18866231419798912 0.4220497864506494 5.783459836544659 0.0782293836649864 
-213.72664731353953 13.065477108241366 3.4150433802892115 0.07231574258512409 0.4931360598039648 0.12904430770081388 5.477744144757568 0.35893050606279686 
-176.18523983449862 13.641931127223165 2.0055514028288624 0.07269232980254944 0.4765354091051185 0.2358574013678108 5.321940205876523 0.1891380036315162 
-224.31344462852672 12.84586684597643 2.8960723613780273 0.07213125186105936 0.11667554646137188 0.0608400070769161 6.384011045645846 0.4604477845782328 
-192.36078719298266 13.659930133199413 2.1360972022033438 0.07252586429693719 0.2092013871323952 0.10116520198477792 5.064924276566216 0.4153114863614834 
-168.30323213265268 13.261730338315635 2.5887404796574827 0.07241750491948795 0.2926222791808731 0.06743745547713843 5.689934953036597 0.5415105091117487 
-192.36078719298266 13.659930133199413 2.1360972022033438 0.07252586429693719 0.2092013871323952 0.10116520198477792 5.064924276566216 0.4153114863614834 
-207.23733286987715 12.86246889114312 3.4946000107134148 0.07213289165128349 0.3212463620130083 0.06737939027885859 5.1750767662037225 0.7079936680476926 
-190.4777003448068 13.52523391147431 2.130966211142803 0.07256430664170335 0.13285620503438256 0.48577454332645975 5.144677654360395 0.08239708648257925 
-217.26186182595077 12.665844064311578 3.475955661395448 0.07208491292260018 0.3283486397334099 0.12476947775023063 5.7661976015179635 0.31585881165770874 
-211.20169265625736 12.57640286322909 3.4848291338545807 0.0723340323386299 0.32614772139035714 0.06992514470654763 6.259034305637377 0.4808293515669267 
-174.12609250165832 12.91827146060703 3.323000943228616 0.07238932463391004 0.33241435344210507 0.09875989200870217 5.872195073352969 0.37228784803219533 
-175.57430262599922 13.462971086004416 2.2552721474088644 0.07258820148004311 0.2843069234251539 0.08526277172946403 5.181453394007136 0.5027003672686193 
-181.6468358398646 13.35064131998847 2.1774884076305447 0.07226844745249025 0.18866231419798912 0.4220497864506494 5.783459836544659 0.0782293836649864 
-241.90251037886395 13.177137829564462 2.173159293700765 0.07240353022627317 0.1949809835208345 0.04031408625029126 6.096122815111987 0.7497407037308302 
-211.20169265625736 12.57640286322909 3.4848291338545807 0.0723340323386299 0.32614772139035714 0.06992514470654763 6.259034305637377 0.4808293515669267 
-175.57430262599922 13.462971086004416 2.2552721474088644 0.07258820148004311 0.2843069234251539 0.08526277172946403 5.181453394007136 0.5027003672686193 
-170.27920530237432 12.78507645496978 3.3868956592942987 0.07253986173668436 0.330581098407048 0.06866800884006563 6.196501512467916 0.48720259072548583 
-178.51557041658987 13.465798321261179 2.20423980347028 0.07262956135410384 0.2913861683418555 0.11700259884340164 5.320676430534031 0.34835572651074687 
-177.1446087830504 13.266275095611986 2.745012978782943 0.07256994429068525 0.2640653501341917 0.10315743782229038 5.302970317967867 0.40144439371736584 
-176.37196608651337 13.212294243363543 2.6680404457405182 0.07247807572807385 0.33148532560043326 0.4917983899821461 5.375041757215584 0.0855660724072209 
-185.5321616403806 13.342148603278561 2.3102493662816195 0.07240757000488292 0.13691881836932798 0.4037597990145686 5.943153168717223 0.076056585835237 
-217.26186182595077 12.665844064311578 3.475955661395448 0.07208491292260018 0.3283486397334099 0.12476947775023063 5.7661976015179635 0.31585881165770874 
-175.57430262599922 13.462971086004416 2.2552721474088644 0.07258820148004311 0.2843069234251539 0.08526277172946403 5.181453394007136 0.5027003672686193 
-176.37196608651337 13.212294243363543 2.6680404457405182 0.07247807572807385 0.33148532560043326 0.4917983899821461 5.375041757215584 0.0855660724072209 
-172.93449573618943 13.317533697659048 2.3004743149012064 0.07235741045995478 0.15832097734156728 0.05973312411016859 5.799640043189913 0.5461033721292596 
-176.18523983449862 13.641931127223165 2.0055514028288624 0.07269232980254944 0.4765354091051185 0.2358574013678108 5.321940205876523 0.1891380036315162 
-199.9211535815762 13.03077168641636 2.7131531128961015 0.07237300725508074 0.22650319265710478 0.040632770696249036 6.3452944489826315 0.7126615661249934 
-168.30323213265268 13.261730338315635 2.5887404796574827 0.07241750491948795 0.2926222791808731 0.06743745547713843 5.689934953036597 0.5415105091117487 
-217.26186182595077 12.665844064311578 3.475955661395448 0.07208491292260018 0.3283486397334099 0.12476947775023063 5.7661976015179635 0.31585881165770874 
-178.51557041658987 13.465798321261179 2.20423980347028 0.07262956135410384 0.2913861683418555 0.11700259884340164 5.320676430534031 0.34835572651074687 
-236.40251764006334 12.965316186430348 3.406012510185615 0.07209987488825244 0.43994848287428223 0.2405236010302472 5.273969317605157 0.20370026017210066 
-188.59070539411573 13.073431475742542 2.8556830814978538 0.07234849230798418 0.22904714154931252 0.17769074169533966 6.002840714086241 0.18251313544626802 
-213.94164138885196 13.065479649950746 3.4269211812140905 0.0723157527628675 0.4931360386507769 0.1290443170010199 5.477735441835794 0.35892980443681755 
-181.62994951671942 13.331155811929342 2.0230879804109425 0.07227964127778169 0.18482107030276573 0.044085604746890175 6.308832283945053 0.6261252999957171 
-170.27920530237432 12.78507645496978 3.3868956592942987 0.07253986173668436 0.330581098407048 0.06866800884006563 6.196501512467916 0.48720259072548583 
-172.93449573618943 13.317533697659048 2.3004743149012064 0.07235741045995478 0.15832097734156728 0.05973312411016859 5.799640043189913 0.5461033721292596 
-178.51557041658987 13.465798321261179 2.20423980347028 0.07262956135410384 0.2913861683418555 0.11700259884340164 5.320676430534031 0.34835572651074687 
-184.15367093828152 13.403809654435346 2.094161864596995 0.07261241299512652 0.116993206130412 0.0710372581067252 5.556823307948095 0.48702849647779606 
-168.30323213265268 13.261730338315635 2.5887404796574827 0.07241750491948795 0.2926222791808731 0.06743745547713843 5.689934953036597 0.5415105091117487 
-221.65223571675298 13.547722965062432 2.278667470740773 0.07287260559164122 0.2842788071641632 0.06319335167312766 5.665557262916075 0.5566455578630645 
-168.30323213265268 13.261730338315635 2.5887404796574827 0.07241750491948795 0.2926222791808731 0.06743745547713843 5.689934953036597 0.5415105091117487 
-190.8702518009507 13.435105645987795 2.1775586895816317 0.07241033607304664 0.44045197500655353 0.0585480539371179 5.563945520196833 0.6968462079512334 
-170.67312685740922 12.916785924985994 2.8610123828597307 0.07223362078282781 0.31783652735157236 0.059266221733822275 6.3400344371778585 0.5233388691619391 
-172.80304378665426 13.326923132694427 3.252160147869016 0.07250375090250193 0.44149219388640654 0.106986458505734 5.193494027035222 0.4492623302268778 
-181.6468358398646 13.35064131998847 2.1774884076305447 0.07226844745249025 0.18866231419798912 0.4220497864506494 5.783459836544659 0.0782293836649864 
-170.67312685740922 12.916785924985994 2.8610123828597307 0.07223362078282781 0.31783652735157236 0.059266221733822275 6.3400344371778585 0.5233388691619391 
-201.39947951050596 13.327543402529908 2.4295401126332643 0.0723452509241959 0.17768050484163816 0.06275622226328899 5.9470812648811195 0.49986926838016005 
