Q R dR
0.00877296 0.9961732688148576 0.003416190748700057
0.0100889 0.9972611475497183 0.002966926945767235
0.0114048 1.006080940697844 0.0026209095335939796
0.0127208 0.9947137089243135 0.0023460728334036723
0.0140367 0.9604244464204418 0.0020854920884637615
0.0153526 0.20327510292338466 0.0008745582231324542
0.0166685 0.08388564515315024 0.0005174161705842112
0.0179845 0.04796348991161913 0.0003605642781430225
0.0193004 0.029752216252133555 0.0002655954802271193
0.0206163 0.02000990670631543 0.00020280807127971855
0.0219322 0.014198823931156644 0.00015919596652057662
0.0241253 0.008466246807162545 0.00011127132213854129
0.0263185 0.005344213914063852 8.115803702910818e-05
0.0285116 0.0036093850714146152 6.145494883162241e-05
0.0307047 0.002741359373945498 4.808925729263025e-05
0.0328977 0.0020321543508508145 3.876195746521385e-05
0.0350908 0.0015708920577528 3.209186221816317e-05
0.0372838 0.0012914001533399764 2.7211741838914022e-05
0.0394768 0.001125188408569187 2.3557705121221972e-05
0.0416698 0.0009881184390277528 2.075470898942107e-05
0.0438627 0.0008454584074724744 1.855429021816867e-05
0.0473713 0.0007672922295585193 1.586492485542829e-05
0.0508798 0.0006781907871285601 1.3833124372325752e-05
0.0543882 0.000625992874705921 1.2219283229056434e-05
0.0578966 0.0005796117334177572 1.0882640506918003e-05
0.0614048 0.0005438903246483489 9.741154532632808e-06
0.0649128 0.000497699181828122 8.745178358386298e-06
0.0684208 0.0004689814322441685 7.8633248134082e-06
0.0719286 0.0004265018183236427 7.074940067201734e-06
0.0754363 0.0004013539058315015 6.365618866679436e-06
0.0789438 0.00036960438576771133 5.7248422626361124e-06
0.0824512 0.00033489883014068095 5.144546132410369e-06
0.0859585 0.0003009445257477374 4.618040163036604e-06
0.087712 0.0002832901199408017 4.373520269270855e-06
0.091219 0.00026048791866797557 3.918853689150931e-06
0.0947258 0.00023367437489551913 3.506127355731598e-06
0.0982324 0.0002029967740487993 3.1318617267716698e-06
0.101739 0.00017997812370731137 2.7927602091393184e-06
0.105245 0.000156895065418611 2.4858949319347798e-06
0.108751 0.00013360830877784863 2.2085395322182524e-06
0.112257 0.0001163374772681444 1.958243814560649e-06
0.115762 0.0001017649779927987 1.7328171072855135e-06
0.119268 8.762465733445061e-05 1.5300814116950204e-06
0.122773 7.341806548964042e-05 1.348247478092982e-06
0.126278 6.005951787599415e-05 1.185507131830968e-06
0.129782 5.163334070738387e-05 1.0402885790818977e-06
0.133287 4.168920176950224e-05 9.110173054853537e-07
0.136791 3.490321638078192e-05 7.963930835921637e-07
0.140295 2.882840266567674e-05 6.951088483467851e-07
0.143798 2.2993642777032272e-05 6.060164233420895e-07
0.147302 1.739967085957844e-05 5.279855315395543e-07
0.150805 1.403857030727601e-05 4.5992428354096863e-07
0.153432 1.1285531651427566e-05 4.1516891302647005e-07
0.15781 8.452724186224644e-06 3.511162804600959e-07
0.162187 5.861030199770211e-06 2.9841144978231444e-07
0.166564 4.268763683462059e-06 2.5587719806346806e-07
0.170941 3.0226188055700278e-06 2.220778929421841e-07
0.175317 1.8918155666263122e-06 1.956273578525714e-07
0.179693 1.1053810727252042e-06 1.7517484597455534e-07
0.184068 7.649257862883882e-07 1.5946267287974936e-07
0.188442 5.239095058453642e-07 1.4735857425734008e-07
0.192816 3.235622979948156e-08 1.379060060987511e-07
0.197189 1.868675286835235e-07 1.3035273829064808e-07
0.201562 1.0989623977162973e-07 1.241357589451884e-07
0.205934 -1.3173549103322025e-07 1.1886115340195311e-07
0.210305 1.0874011333991275e-07 1.1426258102377942e-07
0.214676 -4.9543350365814976e-08 1.1016557445437334e-07
0.219046 4.105727835160324e-08 1.0645938724552226e-07
0.223416 -3.1314272858426764e-08 1.0306964789899852e-07
0.227785 -1.9633691271715576e-08 9.994539991472767e-08
0.232153 3.1722367478886277e-07 9.704622018223799e-08
0.23652 2.860404037944833e-07 9.433716446100662e-08
0.240887 3.527033662373514e-07 9.178546754982233e-08
0.245253 3.347534081223514e-07 8.936155992672404e-08
0.249618 5.292829365160989e-07 8.703742841917464e-08
0.253982 3.5853443922722276e-07 8.476497413585215e-08
0.258346 5.358715841766437e-07 8.239270641376535e-08
