# Q dQ R dR fit
0.1378 0.00174101 5.49856e-06 1.3623e-06 2.3504e-06
0.1402 0.0017713 2.43204e-06 1.27675e-06 2.44796e-06
0.1426 0.00180159 3.9306e-06 1.26219e-06 2.74283e-06
0.145 0.00183188 1.23858e-06 1.18871e-06 3.20749e-06
0.1474 0.00186217 4.30133e-06 1.203e-06 3.68763e-06
0.1498 0.00189245 4.4255e-06 1.17241e-06 3.98935e-06
0.1522 0.00192274 4.61054e-06 1.14516e-06 3.99101e-06
0.1546 0.00195302 5.6544e-06 1.13136e-06 3.7159e-06
0.157 0.0019833 4.05583e-06 1.07921e-06 3.32797e-06
0.1594 0.00201357 3.57136e-06 1.04112e-06 3.05227e-06
0.1618 0.00204385 4.56098e-06 1.02718e-06 3.06479e-06
0.1642 0.00207412 4.20933e-06 9.96376e-07 3.40431e-06
0.1666 0.0021044 4.31205e-06 9.68424e-07 3.94914e-06
0.169 0.00213467 2.39679e-06 9.1859e-07 4.46795e-06
0.1714 0.00216494 1.78446e-06 8.89748e-07 4.71915e-06
0.1738 0.0021952 2.18302e-06 8.76594e-07 4.55259e-06
0.1762 0.00222547 2.7361e-07 8.35485e-07 3.96921e-06
0.1786 0.00225573 1.64976e-06 8.34285e-07 3.11574e-06
0.181 0.00228599 1.38463e-06 8.12669e-07 2.22122e-06
0.1834 0.00231625 1.27158e-06 7.96105e-07 1.50649e-06
0.1858 0.0023465 1.57952e-06 7.81519e-07 1.10608e-06
0.1882 0.00237676 1.544e-06 7.63807e-07 1.03235e-06
0.1906 0.00240701 4.13327e-07 7.37943e-07 1.19107e-06
0.193 0.00243726 3.12707e-07 7.20251e-07 1.43487e-06
0.1954 0.00246751 -3.41885e-08 7.0032e-07 1.62751e-06
0.1978 0.00249775 1.17229e-06 6.95577e-07 1.69159e-06
0.2002 0.002528 6.87322e-07 6.75501e-07 1.62353e-06
0.2026 0.00255824 1.57704e-06 6.68093e-07 1.47598e-06
0.205 0.00258847 1.27859e-06 6.5078e-07 1.32166e-06
0.2074 0.00261871 7.79012e-07 6.32073e-07 1.2175e-06
0.2098 0.00264894 1.44989e-06 6.23758e-07 1.18451e-06
0.2122 0.00267918 2.10059e-06 6.15642e-07 1.20852e-06
0.2146 0.0027094 1.12406e-06 5.93858e-07 1.25643e-06
0.217 0.00273963 8.0018e-07 5.78038e-07 1.29684e-06
0.2194 0.00276985 7.03597e-07 5.6563e-07 1.31407e-06
0.2218 0.00280008 9.17945e-07 5.56265e-07 1.31015e-06
0.2242 0.00283029 1.07015e-06 5.46289e-07 1.29649e-06
0.2266 0.00286051 9.04475e-07 5.32773e-07 1.28215e-06
0.229 0.00289072 1.624e-06 5.27803e-07 1.26681e-06
0.2314 0.00292094 2.15001e-06 5.21506e-07 1.24547e-06
0.2338 0.00295114 1.93311e-06 5.09857e-07 1.21975e-06
0.2362 0.00298135 1.40277e-06 4.94582e-07 1.19641e-06
