# Q dQ R dR fit
0.008 0.000101125 0.330601 0.0128638 0.325496
0.0085 0.000107445 0.308786 0.0110242 0.30449
0.009 0.000113765 0.284322 0.0102636 0.280754
0.0095 0.000120086 0.256226 0.00842641 0.258449
0.01 0.000126406 0.237615 0.00786934 0.237543
0.0105 0.000132726 0.220993 0.00680463 0.217998
0.011 0.000139046 0.205388 0.00651678 0.199771
0.0115 0.000145367 0.183242 0.00539554 0.182813
0.012 0.000151687 0.169015 0.00510008 0.167075
0.0125 0.000158007 0.154083 0.00436479 0.152499
0.013 0.000164327 0.144923 0.00419987 0.139031
0.0135 0.000170647 0.133383 0.0036811 0.126611
0.014 0.000176968 0.12108 0.00340199 0.11518
0.0145 0.000183288 0.110308 0.00296068 0.104679
0.015 0.000189608 0.106108 0.00291185 0.0950495
0.0155 0.000195928 0.094339 0.00248577 0.0862338
0.016 0.000202248 0.0851796 0.00229613 0.0781757
0.0165 0.000208569 0.0797972 0.00207731 0.0708209
0.017 0.000214889 0.074552 0.00197414 0.0641172
0.0175 0.000221209 0.065108 0.00167687 0.0580147
0.018 0.000227529 0.0599806 0.00158042 0.0524659
0.0185 0.000233849 0.0551771 0.00141327 0.0474259
0.019 0.000240169 0.0493032 0.00129017 0.0428526
0.0195 0.000246489 0.0451568 0.00115316 0.0387063
0.02 0.00025281 0.0404186 0.0010543 0.0349501
0.0205 0.00025913 0.0379268 0.000968749 0.0315495
0.021 0.00026545 0.0334827 0.000876132 0.0284725
0.0215 0.00027177 0.0300369 0.000772241 0.02569
0.022 0.00027809 0.0283887 0.000741754 0.0231745
0.0225 0.00028441 0.0255512 0.000660097 0.020901
0.023 0.00029073 0.0232502 0.0006105 0.0188469
0.0235 0.00029705 0.021162 0.000551486 0.0169912
0.024 0.00030337 0.0186961 0.000498992 0.0153149
0.0245 0.00030969 0.0170481 0.000451025 0.0138034
0.025 0.00031601 0.0155382 0.000377658 0.012483
0.0274 0.000346346 0.00926583 0.000260407 0.00757864
0.0298 0.000376681 0.00559365 0.00016821 0.00451979
0.0322 0.000407017 0.00334184 0.000109261 0.00265751
0.0346 0.000437351 0.00194328 7.1709e-05 0.00155509
0.037 0.000467686 0.00100005 4.44617e-05 0.00093812
0.0394 0.00049802 0.000681965 3.38384e-05 0.000622115
0.0418 0.000528353 0.000452304 2.5246e-05 0.000476767
0.0442 0.000558686 0.000368161 2.13099e-05 0.000411288
0.0466 0.000589019 0.000309847 1.82632e-05 0.000368471
0.049 0.000619351 0.000267354 1.58639e-05 0.000319786
0.0514 0.000649682 0.000278844 1.55757e-05 0.00025841
0.0538 0.000680013 0.000257515 1.42223e-05 0.000190464
0.0562 0.000710344 0.000186305 1.14434e-05 0.000126448
0.0586 0.000740673 0.000176636 1.06208e-05 7.49538e-05
0.061 0.000771002 0.000166774 9.88133e-06 3.97193e-05
0.0634 0.00080133 0.000151565 9.03542e-06 1.97796e-05
0.0658 0.000831658 0.000131003 8.13993e-06 1.14792e-05
0.0682 0.000861985 0.000110284 7.23162e-06 1.08118e-05
0.0706 0.000892311 0.000116934 7.13407e-06 1.49213e-05
0.073 0.000922636 0.000107082 6.60242e-06 2.23424e-05
0.0754 0.00095296 0.000124243 6.77229e-06 3.22837e-05
0.0778 0.000983284 0.000131655 6.73781e-06 4.36568e-05
0.0802 0.00101361 0.000130612 6.49024e-06 5.45321e-05
0.0826 0.00104393 0.00013346 6.35373e-06 6.23457e-05
0.085 0.00107425 0.0001089 5.55723e-06 6.47276e-05
0.0874 0.00110457 0.000102795 5.23462e-06 6.04901e-05
0.0898 0.00113489 8.54573e-05 4.61553e-06 5.02511e-05
0.0922 0.00116521 7.13745e-05 4.13219e-06 3.6365e-05
0.0946 0.00119552 5.24289e-05 3.53615e-06 2.21683e-05
0.097 0.00122584 3.82747e-05 3.04407e-06 1.08575e-05
0.0994 0.00125615 2.45077e-05 2.61635e-06 4.46026e-06
0.1018 0.00128647 1.51289e-05 2.29126e-06 3.29404e-06
0.1042 0.00131678 1.06713e-05 2.12068e-06 6.07962e-06
0.1066 0.00134709 1.14009e-05 2.07152e-06 1.05932e-05
0.109 0.0013774 1.61942e-05 2.13394e-06 1.45671e-05
0.1114 0.00140771 1.83706e-05 2.11927e-06 1.64477e-05
0.1138 0.00143801 2.37325e-05 2.18527e-06 1.57697e-05
0.1162 0.00146832 2.50752e-05 2.15146e-06 1.30689e-05
0.1186 0.00149863 2.97569e-05 2.18809e-06 9.45202e-06
0.121 0.00152893 3.19382e-05 2.18439e-06 6.05647e-06
0.1234 0.00155923 3.16569e-05 2.1217e-06 3.62998e-06
0.1258 0.00158953 2.902e-05 2.01327e-06 2.36844e-06
0.1282 0.00161983 2.40811e-05 1.86346e-06 2.01502e-06
0.1306 0.00165013 1.86411e-05 1.71229e-06 2.11563e-06
0.133 0.00168042 1.49839e-05 1.60177e-06 2.28218e-06
0.1354 0.00171072 8.7297e-06 1.4546e-06 2.34469e-06
