# Q dQ R dR fit
0.0586 0.000740673 0.00106604 3.22307e-05 0.000941754
0.061 0.000771002 0.00100165 3.00074e-05 0.000761839
0.0634 0.00080133 0.000809549 2.48966e-05 0.000636558
0.0658 0.000831658 0.00068878 2.1696e-05 0.000565563
0.0682 0.000861985 0.000636505 2.00121e-05 0.000537117
0.0706 0.000892311 0.000606426 1.88205e-05 0.000532665
0.073 0.000922636 0.000596429 1.81867e-05 0.000532372
0.0754 0.00095296 0.000542363 1.6486e-05 0.000520039
0.0778 0.000983284 0.000494261 1.50559e-05 0.000486291
0.0802 0.00101361 0.000472247 1.42452e-05 0.0004296
0.0826 0.00104393 0.000418169 1.27663e-05 0.000355287
0.085 0.00107425 0.000357462 1.11527e-05 0.000273099
0.0874 0.00110457 0.00029458 9.51435e-06 0.000194168
0.0898 0.00113489 0.000222091 7.60813e-06 0.000128168
0.0922 0.00116521 0.000161061 6.01578e-06 8.12825e-05
0.0946 0.00119552 0.000126725 5.05279e-06 5.5314e-05
0.097 0.00122584 8.93817e-05 3.97469e-06 4.79382e-05
0.0994 0.00125615 7.10048e-05 3.40405e-06 5.38466e-05
0.1018 0.00128647 6.84997e-05 3.22885e-06 6.63612e-05
0.1042 0.00131678 6.74861e-05 3.11852e-06 7.90683e-05
0.1066 0.00134709 7.77722e-05 3.27585e-06 8.71075e-05
0.109 0.0013774 8.10609e-05 3.28029e-06 8.78718e-05
0.1114 0.00140771 8.2575e-05 3.22849e-06 8.10832e-05
0.1138 0.00143801 7.96948e-05 3.09239e-06 6.83417e-05
0.1162 0.00146832 7.28813e-05 2.85305e-06 5.23501e-05
0.1186 0.00149863 6.03366e-05 2.48637e-06 3.60577e-05
0.121 0.00152893 4.77279e-05 2.12917e-06 2.19325e-05
0.1234 0.00155923 3.26045e-05 1.69927e-06 1.15042e-05
0.1258 0.00158953 2.29797e-05 1.40353e-06 5.22646e-06
0.1282 0.00161983 1.34604e-05 1.10235e-06 2.62148e-06
0.1306 0.00165013 9.3722e-06 9.52035e-07 2.61135e-06
0.133 0.00168042 6.44987e-06 8.36371e-07 3.91377e-06
0.1354 0.00171072 5.0499e-06 7.71051e-07 5.39167e-06
0.1378 0.00174101 7.14636e-06 8.09288e-07 6.28064e-06
0.1402 0.0017713 8.84737e-06 8.32159e-07 6.26596e-06
0.1426 0.00180159 9.77849e-06 8.28222e-07 5.42516e-06
0.145 0.00183188 8.47167e-06 7.70267e-07 4.0837e-06
0.1474 0.00186217 9.3721e-06 7.73018e-07 2.64331e-06
0.1498 0.00189245 6.98576e-06 6.89739e-07 1.43665e-06
0.1522 0.00192274 5.04149e-06 6.19363e-07 6.4262e-07
0.1546 0.00195302 3.57375e-06 5.62467e-07 2.72111e-07
0.157 0.0019833 2.60648e-06 5.20034e-07 2.09761e-07
0.1594 0.00201357 1.45598e-06 4.71406e-07 2.89695e-07
0.1618 0.00204385 1.26196e-06 4.51869e-07 3.67991e-07
0.1642 0.00207412 1.16012e-06 4.34978e-07 3.72476e-07
0.1666 0.0021044 8.46584e-07 4.11617e-07 3.15797e-07
0.169 0.00213467 1.79938e-06 4.24227e-07 2.73847e-07
0.1714 0.00216494 1.60865e-06 4.08693e-07 3.42345e-07
0.1738 0.0021952 1.99716e-06 4.09871e-07 5.89758e-07
0.1762 0.00222547 9.49433e-07 3.74159e-07 1.02363e-06
0.1786 0.00225573 1.68768e-06 3.8425e-07 1.58108e-06
0.181 0.00228599 6.89512e-07 3.51628e-07 2.14525e-06
0.1834 0.00231625 9.76228e-07 3.51123e-07 2.5809e-06
0.1858 0.0023465 2.51769e-07 3.26269e-07 2.77671e-06
0.1882 0.00237676 2.97527e-07 3.19785e-07 2.68059e-06
0.1906 0.00240701 7.66733e-07 3.23377e-07 2.31718e-06
0.193 0.00243726 6.95058e-07 3.14144e-07 1.78275e-06
0.1954 0.00246751 6.76757e-07 3.04407e-07 1.21967e-06
0.1978 0.00249775 1.05216e-06 3.0325e-07 7.78329e-07
0.2002 0.002528 1.2526e-06 2.98583e-07 5.77639e-07
0.2026 0.00255824 1.24829e-06 2.89759e-07 6.74923e-07
0.205 0.00258847 9.25246e-07 2.74887e-07 1.05313e-06
0.2074 0.00261871 7.17148e-07 2.62431e-07 1.62612e-06
0.2098 0.00264894 2.78439e-07 2.45816e-07 2.264e-06
0.2122 0.00267918 4.16967e-07 2.40764e-07 2.82482e-06
0.2146 0.0027094 1.75057e-07 2.28498e-07 3.18877e-06
0.217 0.00273963 5.19979e-07 2.27885e-07 3.28428e-06
0.2194 0.00276985 4.81986e-07 2.22231e-07 3.1007e-06
0.2218 0.00280008 3.45278e-07 2.14892e-07 2.68551e-06
0.2242 0.00283029 9.43294e-07 2.21329e-07 2.12849e-06
0.2266 0.00286051 6.88756e-07 2.11494e-07 1.53817e-06
0.229 0.00289072 8.85848e-07 2.10627e-07 1.01852e-06
0.2314 0.00292094 4.975e-07 1.99192e-07 6.46257e-07
0.2338 0.00295114 3.10297e-07 1.91664e-07 4.35466e-07
0.2362 0.00298135 5.54138e-07 1.91353e-07 3.36919e-07
