# Q dQ R dR fit
0.008 0.000101125 1.01243 0.0352353 1
0.0085 0.000107445 0.994041 0.03364 1
0.009 0.000113765 1.04158 0.0360675 1
0.0095 0.000120086 1.01664 0.0318473 1
0.01 0.000126406 1.05474 0.0334754 1
0.0105 0.000132726 1.04286 0.0306883 1
0.011 0.000139046 1.03053 0.0310979 1
0.0115 0.000145367 1.04605 0.0292299 1
0.012 0.000151687 0.993329 0.0283845 1
0.0125 0.000158007 0.986739 0.0263087 1
0.013 0.000164327 0.970752 0.0263682 1
0.0135 0.000170647 0.981054 0.0253094 0.999872
0.014 0.000176968 0.751418 0.0198269 0.891435
0.0145 0.000183288 0.211001 0.00548506 0.323631
0.015 0.000189608 0.102318 0.00281197 0.115368
0.0155 0.000195928 0.0626497 0.00171624 0.0644695
0.016 0.000202248 0.0445854 0.00128782 0.0448529
0.0165 0.000208569 0.0360611 0.00103366 0.0360389
0.017 0.000214889 0.0312877 0.000920297 0.0319267
0.0175 0.000221209 0.02777 0.000798413 0.0300522
0.018 0.000227529 0.0252671 0.000743851 0.0292679
0.0185 0.000233849 0.0252828 0.000717905 0.0289945
0.019 0.000240169 0.0254587 0.000726794 0.0289256
0.0195 0.000246489 0.0245827 0.00068514 0.0288963
0.02 0.00025281 0.024617 0.000684768 0.0288189
0.0205 0.00025913 0.0249854 0.000674315 0.0286489
0.021 0.00026545 0.0253036 0.000687527 0.0283668
0.0215 0.00027177 0.0241388 0.000641679 0.0279682
0.022 0.00027809 0.0240056 0.000642825 0.0274568
0.0225 0.00028441 0.023222 0.000607554 0.0268415
0.023 0.00029073 0.0229544 0.000605163 0.0261335
0.0235 0.00029705 0.0223604 0.000578895 0.0253455
0.024 0.00030337 0.0220585 0.000575352 0.0244902
0.0245 0.00030969 0.0216111 0.000552676 0.02358
0.025 0.00031601 0.0210035 0.000496992 0.0226227
0.0274 0.000346346 0.0172936 0.000439835 0.0178104
0.0298 0.000376681 0.013928 0.000354837 0.013238
0.0322 0.000407017 0.0105787 0.000271975 0.00941903
0.0346 0.000437351 0.00775256 0.000203895 0.00654758
0.037 0.000467686 0.00567985 0.000152656 0.00458538
0.0394 0.00049802 0.00400266 0.000112512 0.00336343
0.0418 0.000528353 0.00309172 8.85986e-05 0.00266396
0.0442 0.000558686 0.00243758 7.18369e-05 0.00227838
0.0466 0.000589019 0.00200103 5.9816e-05 0.00204157
0.049 0.000619351 0.00173806 5.19835e-05 0.00184532
0.0514 0.000649682 0.00154603 4.64636e-05 0.00163621
0.0538 0.000680013 0.00141054 4.20972e-05 0.00140365
0.0562 0.000710344 0.00126211 3.76157e-05 0.00116348
