# Q dQ R dR fit
0.008 0.000101125 1.02063 0.0382991 1
0.0085 0.000107445 1.02234 0.0347941 1
0.009 0.000113765 1.03631 0.0359159 1
0.0095 0.000120086 0.991396 0.0310025 1
0.01 0.000126406 0.977332 0.0307932 1
0.0105 0.000132726 1.01781 0.0298357 1
0.011 0.000139046 1.04072 0.0315018 1
0.0115 0.000145367 1.04897 0.0293287 1
0.012 0.000151687 0.986745 0.0281646 1
0.0125 0.000158007 0.999098 0.0266648 1
0.013 0.000164327 0.983276 0.0267583 1
0.0135 0.000170647 0.973014 0.0250734 0.999858
0.014 0.000176968 0.687061 0.0181344 0.879128
0.0145 0.000183288 0.184457 0.00479874 0.255811
0.015 0.000189608 0.0976459 0.00269662 0.0697102
0.0155 0.000195928 0.0625934 0.00172054 0.0357366
0.016 0.000202248 0.0458657 0.00131994 0.0226568
0.0165 0.000208569 0.0357239 0.0010231 0.0172706
0.017 0.000214889 0.0312017 0.000916421 0.0152572
0.0175 0.000221209 0.0282527 0.000811549 0.0148047
0.018 0.000227529 0.0268857 0.000785301 0.0150596
0.0185 0.000233849 0.027335 0.00076724 0.0155935
0.019 0.000240169 0.0263479 0.000747836 0.0161844
0.0195 0.000246489 0.0266275 0.000730924 0.0167182
0.02 0.00025281 0.0260691 0.000720615 0.0171385
0.0205 0.00025913 0.0252149 0.000682011 0.0174216
0.021 0.00026545 0.0253508 0.000687171 0.017562
0.0215 0.00027177 0.0236807 0.000629404 0.0175644
0.022 0.00027809 0.0242345 0.000645908 0.0174391
0.0225 0.00028441 0.0235108 0.000615397 0.0171991
0.023 0.00029073 0.0237152 0.000621425 0.0168589
0.0235 0.00029705 0.0227408 0.000587435 0.0164327
0.024 0.00030337 0.0229505 0.000595521 0.0159346
0.0245 0.00030969 0.0218549 0.000557905 0.0153775
0.025 0.00031601 0.0208314 0.000493121 0.0147672
0.0274 0.000346346 0.0171752 0.000437093 0.0115599
0.0298 0.000376681 0.0133604 0.000342365 0.0084299
0.0322 0.000407017 0.0103254 0.000266096 0.00581668
0.0346 0.000437351 0.00721579 0.000191853 0.00387575
0.037 0.000467686 0.00507614 0.000139358 0.00257599
0.0394 0.00049802 0.00368481 0.000105193 0.00179344
0.0418 0.000528353 0.00271526 8.02408e-05 0.00137503
0.0442 0.000558686 0.00218664 6.62034e-05 0.00117734
0.0466 0.000589019 0.001677 5.24176e-05 0.00108655
0.049 0.000619351 0.00151678 4.70304e-05 0.00102526
0.0514 0.000649682 0.00138485 4.28403e-05 0.000951072
0.0538 0.000680013 0.00123966 3.8272e-05 0.00085033
0.0562 0.000710344 0.00106245 3.31417e-05 0.000729465
0.0586 0.000740673 0.000908388 2.86847e-05 0.000605696
0.061 0.000771002 0.000816542 2.57971e-05 0.000498418
0.0634 0.00080133 0.000691324 2.22338e-05 0.000422413
0.0658 0.000831658 0.000643729 2.06917e-05 0.000383754
0.0682 0.000861985 0.000568808 1.84638e-05 0.000378749
0.0706 0.000892311 0.000511469 1.66872e-05 0.000395723
0.073 0.000922636 0.000479839 1.55509e-05 0.000418789
0.0754 0.00095296 0.000485047 1.5179e-05 0.000432385
0.0778 0.000983284 0.000444461 1.39603e-05 0.00042527
0.0802 0.00101361 0.000410369 1.28765e-05 0.000392964
0.0826 0.00104393 0.000385779 1.20509e-05 0.000338129
0.085 0.00107425 0.000325792 1.04434e-05 0.000269052
0.0874 0.00110457 0.00025908 8.69733e-06 0.000196843
0.0898 0.00113489 0.000213997 7.42516e-06 0.000132307
0.0922 0.00116521 0.000152378 5.81328e-06 8.33383e-05
0.0946 0.00119552 0.000119664 4.878e-06 5.34829e-05
0.097 0.00122584 9.11638e-05 4.02185e-06 4.18325e-05
0.0994 0.00125615 6.74024e-05 3.31652e-06 4.40528e-05
0.1018 0.00128647 5.74446e-05 2.94866e-06 5.40534e-05
0.1042 0.00131678 6.26239e-05 3.00397e-06 6.5733e-05
0.1066 0.00134709 6.54197e-05 2.98224e-06 7.43371e-05
0.109 0.0013774 7.12586e-05 3.05479e-06 7.71666e-05
0.1114 0.00140771 7.72865e-05 3.11505e-06 7.36218e-05
0.1138 0.00143801 8.36272e-05 3.19899e-06 6.47499e-05
0.1162 0.00146832 7.85149e-05 3.00254e-06 5.25457e-05
0.1186 0.00149863 6.14793e-05 2.53238e-06 3.92507e-05
0.121 0.00152893 5.2583e-05 2.26716e-06 2.68158e-05
0.1234 0.00155923 3.80126e-05 1.85349e-06 1.65974e-05
0.1258 0.00158953 2.6684e-05 1.51882e-06 9.27004e-06
0.1282 0.00161983 1.85942e-05 1.26306e-06 4.89557e-06
0.1306 0.00165013 1.17144e-05 1.03483e-06 3.07481e-06
0.133 0.00168042 5.8094e-06 8.27837e-07 3.12664e-06
0.1354 0.00171072 5.60044e-06 7.93629e-07 4.26024e-06
0.1378 0.00174101 7.21691e-06 8.11311e-07 5.72367e-06
0.1402 0.0017713 8.93926e-06 8.3012e-07 6.91953e-06
0.1426 0.00180159 1.05672e-05 8.41976e-07 7.47864e-06
0.145 0.00183188 1.15805e-05 8.40102e-07 7.28355e-06
0.1474 0.00186217 1.04556e-05 7.91894e-07 6.43926e-06
0.1498 0.00189245 9.45658e-06 7.47285e-07 5.1995e-06
0.1522 0.00192274 8.67457e-06 7.10817e-07 3.869e-06
0.1546 0.00195302 5.42649e-06 6.10248e-07 2.70992e-06
0.157 0.0019833 2.66178e-06 5.21801e-07 1.87689e-06
0.1594 0.00201357 1.91627e-06 4.87627e-07 1.39916e-06
0.1618 0.00204385 1.47736e-06 4.6495e-07 1.20489e-06
0.1642 0.00207412 1.7009e-06 4.60424e-07 1.17392e-06
0.1666 0.0021044 8.804e-07 4.26735e-07 1.19469e-06
0.169 0.00213467 1.69807e-06 4.37817e-07 1.20351e-06
0.1714 0.00216494 1.72444e-06 4.25233e-07 1.19455e-06
0.1738 0.0021952 1.77276e-06 4.15119e-07 1.20222e-06
0.1762 0.00222547 1.41913e-06 3.94299e-07 1.26839e-06
0.1786 0.00225573 1.88004e-06 3.94682e-07 1.41135e-06
0.181 0.00228599 2.25788e-07 3.44225e-07 1.61021e-06
0.1834 0.00231625 8.43411e-07 3.48902e-07 1.81023e-06
0.1858 0.0023465 1.30067e-06 3.48918e-07 1.94458e-06
0.1882 0.00237676 1.02372e-06 3.32037e-07 1.96204e-06
0.1906 0.00240701 9.13288e-07 3.20367e-07 1.84841e-06
0.193 0.00243726 1.1408e-06 3.15444e-07 1.63324e-06
0.1954 0.00246751 8.2595e-07 3.01306e-07 1.38048e-06
