Chisq background_os046_4column intensity_os046_4column sample_broadening_os046_4column theta_offset_os046_4column substrate_roughness siox_rho silicon_oxide_layer_thickness gold_chromium_roughness chromium_rho chromium_layer_thickness gold_rho d2o_rho inner_acyl_chain_thickness outer_acyl_chain_thickness tether_length bME_to_tether_ratio number_fraction_tether bilayer_roughness volume_fraction_bilayer background_os047_4column h2o_rho gold_layer_thickness 
-137.31566195686523 2.438738222095485e-07 0.985662406294764 -0.002107380463079195 0.0007121326697219428 5.471858253245824 4.097476526212466 8.143028143786287 16.797291221532664 3.212574479851653 30.571572669212944 4.506975096372203 6.121333502042874 9.509334929004611 13.85706739986395 4.235644449504966 0.4260066165079955 0.8587839291027363 2.884865344682753 0.9767441206518478 3.678276889839885e-06 -0.3297418511031955 178.64204918322554 
-135.66072819928792 1.7590221903385978e-07 0.9841793512014065 -0.0019394014607086944 -0.0017997739356415722 3.77540360391023 4.280962960068855 5.710681748420367 18.846427228454594 3.0937575091401426 29.667943032614993 4.452599203899364 6.06320230651952 9.289710279960465 13.667892740865389 3.322307904256671 0.5836811418616105 0.9999431435971564 4.3404913162129155 0.9974371982786375 3.4809070440731605e-06 -0.42811084041852215 181.8132912920896 
-136.97383582109617 1.11178598074486e-07 0.9960748679410432 0.0002630872626362833 -0.004749818246964545 3.1648233031373034 4.667426180343221 5.033267309635599 14.819964524475694 3.1808723376092436 31.538150179111877 4.39056537755282 5.972473576011663 10.352536473303633 12.568849084153399 7.456200359341639 3.146988960061035 0.9777074047039184 4.246361911913297 0.9951205240004166 3.6489115412906176e-06 -0.37458623150101755 180.2931476475346 
-136.69851435649164 -7.050250861683825e-09 0.9861015422300893 0.0013427395057280008 -0.0016833527230335635 3.416306301399301 4.101344033824654 5.17817894023941 12.827610078748144 3.312870604112621 36.010771080877774 4.433522720850836 6.039464658951493 10.222957083379695 12.936726372525834 6.311683418871346 2.8248847807985165 0.799816696046038 4.2648069272437175 0.9978626010062055 3.49195557902961e-06 -0.48857257360905054 177.3604441548021 
-141.36993680643891 -4.2985434166684666e-08 0.9926229476980268 0.000284415971054908 -0.0028442900450320347 3.3741895490988956 3.820431548200109 6.721097361378926 16.564259797718808 3.2479293907194626 33.1043949343898 4.416475089903812 6.013236647110805 11.937771588111278 10.944488273981047 4.298614838109528 1.5719343879126124 0.9636391671926587 3.3192390037186916 0.9891731174238114 4.005281607776927e-06 -0.38911882643332985 178.91808056548774 
-138.78294962024455 8.888786660448833e-09 0.9886930145090663 -0.002402368859681234 -0.0004999736278733623 4.071686799675667 4.108056428804965 5.979107802772764 15.30100734381966 3.272628983143322 34.21636722971111 4.455474508431695 6.097059989325899 9.532029777467208 14.17095170456576 3.3349475783898743 1.1505049234006641 0.8789207711360935 2.749744387139505 0.9609841394572817 3.4997322985031564e-06 -0.5017186286255999 177.69466200318556 
-136.8470283258831 2.8303501822767103e-07 0.9953879481679309 -0.0028608260356869277 -0.0025670688314604587 3.3165256533036858 3.470483923595876 6.6709416905595855 14.297240510653522 3.3178450862350917 37.56365747366939 4.443213605712842 6.048104459339897 10.051093826877757 12.972540485367213 5.928953333126878 3.2202280987731324 0.71594107034674 4.56492902508248 0.9998649862454857 3.3829749849564246e-06 -0.3389283098549467 176.71521760812266 
-133.53212398304606 2.017716330925622e-07 0.9897264575572258 -0.002132869451069389 0.0014946552883724016 4.796819013991073 4.577546507587169 5.025970709067851 16.151487048245183 3.258435216465813 34.25952677809918 4.514347564487038 6.140008057058564 9.633733938751968 13.265243661442264 3.94832486342466 2.2808809008695587 0.9499963593834065 4.120426461699851 0.9876650072219225 3.593049182299149e-06 -0.33861141009170065 177.9370518523601 
-135.03600995609952 2.0884909060268987e-08 0.9853968494688514 -0.0014851600075678265 0.001942297753580303 4.035364327690366 4.040883727465466 6.23593275858507 16.01068225168595 3.25290516466453 34.13516732724732 4.503873678431698 6.152272636087742 9.355068426591478 13.775183359239692 4.468657568756163 0.41973755441248056 0.7343068737701195 4.849799310674345 0.9956174359384569 3.7033206168886307e-06 -0.4290390362702023 178.0523798935821 
-134.40510731332824 1.3600604818371387e-07 0.9944972251669381 -0.0009251836106594964 -0.002780418474474361 3.2695072569485584 4.233350505155626 5.3091823420415745 16.190490606706316 3.24136193850757 34.586589829361266 4.436659294941004 6.028190071124625 11.062894548010513 11.822238901982693 6.905110251905795 1.6640474074613743 0.8296711306882254 4.373820327009104 0.9986781214389757 3.65709447342948e-06 -0.34547249929810037 178.39412103001195 
-139.62312961580844 1.776204180372001e-07 0.9922574267484348 -0.0005388597459388167 -0.0012115254827473499 3.399415192176652 3.7502483033598852 7.304049783321951 14.865487860506692 3.300393166989959 35.94802317431688 4.451242168619911 6.068069739244465 11.524184692034796 11.56948809778779 3.257921759292202 2.900261861443686 0.9012979429759901 3.829942287615839 0.98353625731705 4.009177767400523e-06 -0.43080680696630785 176.16976647422172 
-137.42300155984353 -1.306851412126051e-08 0.9934799351849193 -0.0009775373694238677 -0.0015822296182253558 3.7343235221335207 3.6652814718362694 6.125437145528142 11.994630194208693 3.3896117105275163 37.79935110257804 4.451661664485177 6.060190743128503 10.08608751531415 12.89888765531038 5.059620703767348 1.2395352642154798 0.9921415643120064 3.5779270411305673 0.980537297002153 3.4648236170100313e-06 -0.39890545829824564 176.03811963727986 
-139.4485241125225 2.2412597582324214e-07 1.000437383386432 -5.813159529972835e-05 0.00012160187575454273 5.874185707163324 3.885870299336206 5.740701774448518 15.36705897981185 3.3675943234659433 37.63650818675107 4.500391789338366 6.097820257731792 9.104990520579154 15.41566533073248 3.444917406276851 2.2230377512414936 0.476314908865458 2.0754003377540946 0.9794761324269942 3.592736385793622e-06 -0.28921695115121715 175.38680978819386 
-138.7510164428686 2.271382443657373e-07 0.984655729818325 0.00091587250555456 0.004836795270881743 5.272682405962916 4.4393620060482775 5.809923538898356 17.749802650612136 3.2044105596558103 31.538481398283636 4.564775107826532 6.216628484448763 9.067134452351937 14.068646042696592 6.001920532214034 3.131480143604853 0.8012402095470459 3.5276698472465977 0.9716142993432297 3.839548166817646e-06 -0.33317573318835786 179.44063780228535 
-140.37780524598918 3.3779332123378796e-07 0.9978290345581342 0.0005076341269673233 0.0007143584931713065 4.459673359449603 4.280428490834969 6.344598911320723 15.402977086141405 3.254444189867988 34.33623158083841 4.471037231449876 6.100722356410547 10.121672612938832 13.315836542028391 5.957428239906036 3.733522791462392 0.7316270133041001 3.7705109579854477 0.981436050855945 3.5928739764468717e-06 -0.4259092736110098 176.41412879186686 
-133.8572917720211 3.1049884808411576e-07 0.999352816457137 0.0006079789221691267 -0.0018092874526218783 4.488418083351128 4.196769883227448 6.249198651037204 16.554981714336996 3.2024074350527547 32.37674191691761 4.4302651794376615 6.038350031468108 9.923199145843583 13.334985499839192 3.9587775237242644 0.29463744938301867 0.8296194939266875 3.845915094777729 0.9866737735291325 3.603843285188243e-06 -0.3882542156988762 179.1064150540735 
-138.78294962024455 8.888786660448833e-09 0.9886930145090663 -0.002402368859681234 -0.0004999736278733623 4.071686799675667 4.108056428804965 5.979107802772764 15.30100734381966 3.272628983143322 34.21636722971111 4.455474508431695 6.097059989325899 9.532029777467208 14.17095170456576 3.3349475783898743 1.1505049234006641 0.8789207711360935 2.749744387139505 0.9609841394572817 3.4997322985031564e-06 -0.5017186286255999 177.69466200318556 
-134.2874756884788 2.565328864355276e-07 0.990894098393971 -0.001588906765589304 -0.0020233502570768647 4.857728794435775 4.66283704916179 5.7756518752133506 19.173180573772513 2.9719166481377126 27.712182227854576 4.459143048818518 6.0553943776334 8.803743492141914 14.315047713359748 5.3915158686145395 3.8900507020738786 0.8379675023216928 4.204913334059382 0.9990191575555891 3.635079988175157e-06 -0.3346731309329838 183.74423365310875 
-134.36951656775787 1.5147252895211123e-07 0.9963335543388725 0.00022754868078733785 -0.0002791549732683193 5.0294580521795 4.238991570344489 5.683623015677072 14.606002365300698 3.335262420529444 36.07038777234261 4.484528548224086 6.0891321044672555 8.786990403426671 14.766187911909942 4.775890388810724 2.325095285664793 0.9186693640076591 3.14811104091293 0.9694636200506171 3.6339632945088634e-06 -0.32235015538968864 175.79866730799128 
-139.2821661760206 2.31027801884904e-07 0.9825773969039925 0.0010247253872501176 -0.004757263889441546 3.896542400622986 4.030962061504974 5.511191484734789 13.975769398402308 3.3384740535916424 35.00414955603504 4.407771717715017 5.971136074230996 11.354792164522406 12.224673605712757 3.784137997968099 3.2583913922214274 0.8132144035788137 3.0860329702536484 0.9837461997448446 4.040129472905554e-06 -0.4011574162300364 177.96158306839664 
-141.60105553233655 7.916934337168522e-09 0.9840888348886855 0.0005156211104447367 -0.0006707159790504823 4.328169723658097 5.034046687184554 5.238273118227806 19.687157673913514 2.865156567972173 24.882742857407173 4.462700140822283 6.082178384911749 11.219792645560679 12.689060922690352 5.440955745353292 2.1556447428628416 0.33042971001928295 3.618027281442568 0.98548917469834 3.4447637963812643e-06 -0.473680793352573 184.31751459161234 
-135.5597598549778 4.9329441292301306e-08 0.9811034192890074 -0.0012703002169030153 -0.00016252821538800363 3.309771268716798 3.964770659745415 5.0999378790474 14.104314903861125 3.3147587620115813 36.608087702119576 4.457005418655882 6.096467595931248 11.16882684255794 12.140134783971503 7.578247891358093 2.501779820693464 0.7532691300041028 2.876745909211039 0.9659003785844813 3.794495751127293e-06 -0.533637997882451 176.68561698696703 
-139.2742837047694 2.528668583302085e-08 0.9886959026310662 0.00032229334507317064 6.109461818260195e-05 4.435616698917089 4.856493319308846 5.237535907972109 18.159576717267747 3.0584501443551244 30.190761567329226 4.475746426464742 6.090600339932085 10.55094124260031 12.691270915995316 6.491784069816948 1.5491766760692456 0.5511723020320088 4.174969538567461 0.9990557314907843 3.3979945142129755e-06 -0.4098622879086783 180.89451359623646 
-135.12778511240896 2.9626668811463235e-07 0.9940646793580129 0.0008118370615530127 0.0022532787448227 4.399111968111526 3.9841950819227985 7.362355405296357 14.964254314824371 3.2635764449156923 33.26033686440698 4.495770122528943 6.144783502929737 9.841078727523712 12.670450599052293 4.72822428000113 1.2150807156604433 0.9845736574325877 4.789292975468322 0.9985852354037418 3.6605818982119513e-06 -0.459775422428018 177.47034332174607 
-139.71202931081567 3.2776516842212615e-07 0.9879495631705423 -0.0035574760380317457 0.00526794784509846 5.212963574273529 4.252342519756836 5.280482036674828 13.56008668856443 3.3891201603442243 37.67890499649755 4.595199610006918 6.251634740622675 8.316039009237576 14.526268937798097 3.2132052623023677 2.7665145508269955 0.9912299024959702 4.190416532175031 0.9741938572609901 3.5465075381241393e-06 -0.27454358238360793 175.14472689274675 
-135.56049997916637 1.6715960348651258e-07 0.9840056646236687 -0.0005527006982372552 0.0013710766729668174 3.9606028521458194 4.494301180423737 5.043112352282173 14.174623755622566 3.2766871304211898 35.44244361598074 4.494059821666155 6.132859381475021 10.669809737446437 12.217540912014789 4.520520665074054 0.913164594380989 0.9953602146204191 3.7674097669533757 0.9790391417056111 3.886397769915693e-06 -0.49035054697785396 176.75760932693842 
-136.55698195664525 3.71320879142202e-07 0.9971845846053661 -0.0009239465308505625 -0.0005885028736309161 4.5520251199434885 4.284586063175245 6.49877398430684 18.838565014273343 3.07477869426696 28.929098670799345 4.460485005927102 6.080079615351703 9.210856367103496 13.795050689386734 3.307076767028416 3.6131403861162923 0.8968616110334399 4.686513381763457 0.9997478481789882 3.7558154814290546e-06 -0.39361659220423695 181.4221342599128 
-136.95946139450888 2.830350693157324e-07 0.9953882520305113 -0.0028608268225963386 -0.002567069849107772 3.316528247051167 3.4704794868660636 6.670941654277163 14.297217097492185 3.3178453534184498 37.56367151417761 4.443213375471787 6.048110200989129 10.051094083422562 12.972547821976406 5.9289562541627125 3.2202239213601835 0.7159408133059992 4.564932042451209 0.9998665190588146 3.3829733613168342e-06 -0.35168152417667764 176.71514873255884 
-134.0829177196143 5.9504087087310435e-08 0.9884167555217769 -0.00024540775851235265 -0.0030032168500518028 3.7170194098669116 4.2026615292966305 5.827643586213028 14.099013021089744 3.2886546476353953 34.426749412570835 4.422894699039723 6.020443162356395 11.78346768197859 10.75255956194978 6.626166809309502 1.0468721543609563 0.996934140479447 4.1448764277586525 0.999363338999462 4.192148763247497e-06 -0.42545652101149417 177.70049082885015 
-137.76488465414684 1.3444753126428736e-07 0.9867699435716629 -0.00020041457329294973 0.002216212921397606 4.97195093152211 3.807129702800468 5.020099297679279 12.974165651873452 3.435095319035498 39.86849474712237 4.50215281008514 6.148022748008867 9.923703775066015 13.115454654934004 3.48328867159412 2.2917271710461176 0.9949915816126761 2.7571866827626903 0.9740711373153825 3.5807549908289133e-06 -0.46079982921304025 173.88984420404321 
-132.66786692137364 5.3415714274476555e-08 0.993731063480869 -0.0008212421992178419 -0.0061527912778148956 3.858981624158945 4.1497376936786665 6.021887926424471 14.32007023202002 3.2599516939935977 32.93179105848707 4.365817223091737 5.945548468151795 10.42435495572817 12.768006013876692 3.8200291649042746 0.1657632622736825 0.9992802330577519 3.5055957573804224 0.9908517336049021 3.3542910346972895e-06 -0.43583772463334886 178.95120502485076 
