Q R dR
0.00877296 0.0030242671048529954 0.00019477782264189675
0.0100889 0.002520578091233204 0.00014996653179781674
0.0114048 0.0023441192971652937 0.00011881043157241091
0.0127208 0.0016078845980112394 9.682203992388028e-05
0.0140367 0.0013685061184732193 8.071045019252237e-05
0.0153526 0.0012956907064931571 6.853718995100832e-05
0.0166685 0.0010713457046583144 5.9102431074847846e-05
0.0179845 0.0010114927781257747 5.1630019913390597e-05
0.0193004 0.0008496158779421475 4.560254194856456e-05
0.0206163 0.0007641331651216043 4.066127987563239e-05
0.0219322 0.0007353419790579318 3.6557214884831245e-05
0.0241253 0.0006916658102793008 3.108836825275508e-05
0.0263185 0.0006217127846779272 2.685569596951891e-05
0.0285116 0.0005381832433859514 2.3500256239751086e-05
0.0307047 0.0004896276539866178 2.0782271847491497e-05
0.0328977 0.0004257778374615643 1.8539721258253446e-05
0.0350908 0.00039508010178147655 1.665956340670544e-05
0.0372838 0.0003876763336853242 1.5061449183346526e-05
0.0394768 0.00035452142140779175 1.3686536001801279e-05
0.0416698 0.0003058937431154996 1.2491104047642912e-05
0.0438627 0.0003046761103076091 1.1442689878636261e-05
0.0473713 0.00028855110961615964 1.000799875269774e-05
0.0508798 0.000278518066682869 8.807624170456054e-06
0.0543882 0.00024691769333967813 7.789223386859013e-06
0.0578966 0.00021594697266882963 6.914959023504518e-06
0.0614048 0.00021210538144749642 6.157174865857411e-06
0.0649128 0.000190840364963305 5.4951590285020605e-06
0.0684208 0.0001695359745168812 4.913058048832704e-06
0.0719286 0.00014995415283766163 4.398563325817141e-06
0.0754363 0.00014409864320661257 3.941908674408776e-06
0.0789438 0.00012520726638922427 3.5352416008962856e-06
0.0824512 0.00011811065103638738 3.172154552262974e-06
0.0859585 0.0001034788244058242 2.84709747390078e-06
0.087712 9.57422234460618e-05 2.697625439322299e-06
0.091219 8.759745983650501e-05 2.422342442991341e-06
0.0947258 7.409584574903046e-05 2.1752481845006594e-06
0.0982324 6.39296365267211e-05 1.953601016521693e-06
0.101739 5.764879436458116e-05 1.7548157915884134e-06
0.105245 4.948057666018538e-05 1.5766821233693385e-06
0.108751 4.313783874304855e-05 1.4171976633053108e-06
0.112257 3.531867087618915e-05 1.274624666062751e-06
0.115762 3.27078149418915e-05 1.1474462011480165e-06
0.119268 2.6216914835456617e-05 1.0342040248333654e-06
0.122773 1.9340113516835795e-05 9.337058027102086e-07
0.126278 1.92150931556562e-05 8.447777741806012e-07
0.129782 1.5060438547517453e-05 7.663898178357633e-07
0.133287 1.137178270177625e-05 6.975228695691285e-07
0.136791 9.583073111181915e-06 6.373045340271092e-07
0.140295 7.404463963929536e-06 5.848499613482547e-07
0.143798 6.56535433507462e-06 5.393503627144352e-07
0.147302 4.536968986568623e-06 4.999957720096175e-07
0.150805 3.131903094088326e-06 4.6601716989427535e-07
0.153432 2.0857622632445143e-06 4.437334962952787e-07
0.15781 1.2536291712930086e-06 4.11723880509705e-07
0.162187 4.3779355091708497e-07 3.849664273189784e-07
0.166564 6.690356459921718e-07 3.62491462382387e-07
0.170941 3.098222759932619e-07 3.4338074260845954e-07
0.175317 -4.302416885366702e-10 3.268733961518257e-07
0.179693 1.540754565586383e-07 3.123485954869124e-07
0.184068 9.706277622187525e-08 2.993272338107226e-07
0.188442 -3.9195661446437207e-07 2.874427500566471e-07
0.192816 1.8107098156382058e-07 2.7642265857071565e-07
0.197189 -4.9120636340267836e-08 2.6607674479353827e-07
0.201562 6.542694046385169e-07 2.562694482380896e-07
0.205934 -4.828409158990269e-07 2.4691451335616517e-07
0.210305 3.527538755857914e-07 2.3795572982384295e-07
0.214676 2.0853225738499618e-07 2.293576555498159e-07
0.219046 2.20708126419224e-07 2.2110398412043044e-07
0.223416 2.0407677099561758e-07 2.1318390540295825e-07
0.227785 -1.2532281000564425e-08 2.0559545527355378e-07
0.232153 2.823749743354975e-07 1.9833682783177065e-07
0.23652 5.013761154424541e-07 1.9140624704137773e-07
0.240887 2.0691656696696012e-07 1.8479915580370848e-07
0.245253 2.476348247792575e-07 1.78512044143853e-07
0.249618 3.0733528608113686e-07 1.7253741105950082e-07
0.253982 5.857011673058513e-07 1.6687315620054272e-07
0.258346 -1.0999800936896204e-07 1.615470975667133e-07
